,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,-9.25185853854297e-18,0.6978945350561513,3.0,0.0,0.571367242,6.0,-0.7778333829,12.0,0.2064661409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,0.4408385743666667,0.5531894091507874,3.0,1.0,0.6151071885,7.0,-0.17849997920000002,13.0,0.8859085138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,0.2077192831,0.1939655658839141,3.0,2.0,0.30218248870000003,8.0,-0.015382066500000001,14.0,0.3363574271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,0.6289965248999999,0.2845146883707796,3.0,3.0,0.5568669704,9.0,0.3874886028,15.0,0.9426340015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,0.7982582218333333,0.4879039298411747,3.0,4.0,0.7433539944,10.0,0.3401288397,16.0,1.3112918314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,0.7916390475,0.660383904042068,3.0,5.0,1.2883568367,11.0,0.042220796000000005,17.0,1.0443395098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-1.5546187369000002,1.383195278453946,2.0,18.0,-2.532685498,71.0,-0.5765519758000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,4.4262629352000005,1.0668104269378587,3.0,19.0,4.4719856582,70.0,5.4694768813,205.0,3.3373262661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,1.191875203175,0.6324490611736393,8.0,20.0,0.505569428,32.0,0.9719451983,55.0,1.1547229479,67.0,0.3551248671,126.0,1.1362895893,147.0,1.2747740794,203.0,2.196480094,210.0,1.9400954214000001,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,0.8239510007666665,0.6255072669687005,3.0,21.0,0.8746984124,34.0,1.422538725,61.0,0.1746158649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
