k,name,in_iM,gene_weight,regulator,function,category
6,Iron,False,0.025403443668037654,,,
5,Lead,False,-0.009552205065265298,,,
11,Chromium,False,-0.009213970741257071,,,
7,Zinc - Steady,False,0.007178801307454704,,,
3,Cadmium,False,-0.006863859542645514,,,
0,UC-1,False,0.004823235692456364,,,
4,UC-4,False,-0.004769251313991845,,,
12,Zinc - Intermediate,False,-0.0028574830678527252,,,
14,UC-7,False,0.00237284995848313,,,
2,UC-3,False,-0.0020434530335478483,,,
8,Zinc - Fast,False,-0.0012713841861113904,,,
9,UC-5,False,-0.000989369606930224,,,
10,Copper,False,-0.0006006323336623608,,,
1,UC-2,False,0.0005248198329354637,,,
13,UC-6,False,-0.00025587800686480475,,,
