k,name,in_iM,gene_weight,regulator,function,category
6,Iron,False,-0.047852711714804166,,,
5,Lead,False,-0.03868964325636625,,,
3,Cadmium,False,-0.012276923870667816,,,
13,UC-6,False,0.011290033059194684,,,
7,Zinc - Steady,False,-0.007937016566284,,,
1,UC-2,False,0.007666371683590114,,,
2,UC-3,False,0.006768982578068972,,,
14,UC-7,False,0.0056795715121552345,,,
11,Chromium,False,0.005257372818887235,,,
12,Zinc - Intermediate,False,-0.0033787400433681453,,,
9,UC-5,False,0.0014179259004262108,,,
8,Zinc - Fast,False,-0.0012858783936826512,,,
4,UC-4,False,0.0011793210974428805,,,
10,Copper,False,0.0009692232846282424,,,
0,UC-1,False,0.0003640450688544661,,,
