,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,ALE__GalactoseA5,0.9405218307499998,0.07714020703983296,2.0,0.0,0.99506819425,1.0,0.8859754672499998,,,,
1,ALE__GalactoseA6,0.3185694087499997,0.021918196674613512,2.0,2.0,0.3340679142499994,3.0,0.3030709032500001,,,,
2,ALE__GalactoseA8,0.7623460222499996,0.041937217672045696,2.0,4.0,0.7920001132499994,5.0,0.7326919312499998,,,,
3,ALE__IL_Control,-4.2500725161431774e-16,0.08915631482423893,4.0,6.0,0.1318471652499999,7.0,-0.0235249497500005,8.0,-0.0587760827500005,9.0,-0.0495461327500006
4,ALE__IL_TEOH_OAc,0.83771122475,0.35115830466698944,2.0,10.0,1.08601764325,11.0,0.5894048062500001,,,,
5,ALE__IL_TEA_HS,0.020362250249999797,0.06007219012766571,2.0,12.0,0.0628397032499998,13.0,-0.0221152027500002,,,,
6,ALE__IL_Mixed,0.6356816887500001,0.08426515355999764,2.0,14.0,0.57609722725,15.0,0.6952661502500002,,,,
7,ALE__IL_PP5350,-0.5470647327500004,0.1422023061796554,2.0,16.0,-0.4465125177500004,17.0,-0.6476169477500004,,,,
8,ALE__IL_T8,-0.1774909602500001,0.11115465809578282,2.0,18.0,-0.0988927477499999,19.0,-0.2560891727500003,,,,
9,ALE__IL_T9,-0.0263650777500004,0.05220304483300048,2.0,20.0,-0.0632782047500004,21.0,0.0105480492499996,,,,
10,ALE__IL_Control2,0.37410683174999976,0.0002293691763610179,2.0,22.0,0.3739446432499997,23.0,0.3742690202499998,,,,
11,ALE__IL_Glc+Ace,0.017499523749999753,0.12189326816434712,2.0,24.0,0.1036910802499999,25.0,-0.0686920327500004,,,,
12,ALE__XyloseA1,0.48297959224999953,0.14065313563123888,2.0,26.0,0.3835228062499993,27.0,0.5824363782499997,,,,
13,ALE__XyloseA2,0.7385780462499998,0.1046629815596062,2.0,28.0,0.6645701422499997,29.0,0.8125859502499999,,,,
14,ALE__XyloseA3,0.9141958247500002,0.03426892676568354,2.0,30.0,0.9384276152500002,31.0,0.8899640342500001,,,,
15,ALE__XyloseA4,0.53803386375,0.10459397854436367,2.0,32.0,0.6119929752499997,33.0,0.4640747522500001,,,,
16,Aromatic__Coumarate,-0.16611260699999994,0.04443467095367952,3.0,34.0,-0.2114751349999997,35.0,-0.1641947909999999,36.0,-0.1226678950000002,,
17,Aromatic__Coumarate+ferulate,0.0336138536666667,0.08949224010566777,3.0,37.0,-0.0410648980000001,38.0,0.1328093050000003,39.0,0.0090971539999999,,
18,Aromatic__Ferulate,-0.3698921790000001,0.19921520448548313,3.0,40.0,-0.3117607900000001,41.0,-0.2062086739999999,42.0,-0.5917070730000002,,
19,Aromatic__Glucose,2.9952892018532868e-16,0.049244792397627975,3.0,43.0,0.0485000840000005,44.0,-0.049957161,45.0,0.0014570770000004,,
