,ABUW_0106
SRX3737100,0.3983297331
SRX3737101,0.4536001357
SRX3737103,0.1123210338
SRX3737104,0.0700808479
SRX3737105,-0.0379818975
SRX3737106,0.0244127594
SRX3737107,-0.0565117097
SRX3737108,0.3135680978
SRX3737109,0.33013181950000003
SRX3737110,0.7385055134
SRX3737111,0.23241448580000001
Abaum_0017,0.0041573742
Abaum_0018,0.3770198198
Abaum_0019,0.4086364371
Abaum_0020,-0.7413094088000001
Abaum_0021,-0.3092212574
Abaum_0022,0.0112598057
Abaum_0023,-0.0041573742
Abaum_0024,-0.6151137171000001
Abaum_0025,-0.142777639
Abaum_0026,0.013096197700000001
SRX3141471,-0.008375131000000001
SRX3141472,-0.1553617484
SRX3141473,-0.0508200701
SRX3141474,0.2061818184
SRX3141475,-0.1807913699
SRX3141476,-0.2776798531
SRX3141477,0.0169598276
SRX3141478,-0.10241763820000001
SRX3141479,0.3114846811
SRX8944518,-0.048200398000000005
SRX8944519,-0.0223400737
SRX8944520,-0.0018508767
SRX8944521,-0.2920737764
SRX8944522,0.0500512746
SRX8944523,0.11864223410000001
SRX5930997,0.0626049384
SRX5930998,-0.14097748570000002
SRX5930999,0.0783725473
SRX5931001,2.3007470684999998
SRX5931002,2.478445556
SRX4488546,1.3914062836
SRX4488547,-0.5902059907
SRX4488548,3.8764174883
SRX4488549,-0.8012002929
SRX4488550,2.1843701267
SRX4488551,2.5530187091
SRX4488552,2.9152215077
SRX4488553,3.697158372
SRX4488554,3.1611943926
SRX4488555,2.9307393392
SRX4488556,3.1073232856
SRX4488557,5.4805035666
SRX2568047,2.6620376707
SRX2568048,2.451727467
SRX2568049,2.3167831166
SRX2568050,2.0375805521
SRX2568051,1.8389274825
SRX2568052,1.9003042685
SRX2568053,2.223604281
SRX2568054,0.731166109
SRX2568055,2.5137366
SRX2568056,2.0566067252
SRX2568057,1.6743563513000002
SRX2568058,1.9162393207
SRX2568059,0.11346051880000001
SRX2568060,-0.5851107732
SRX2568061,-0.651383999
SRX2568062,-0.0731251817
SRX2568063,0.2178378255
SRX2568064,-0.1447126438
Abaum_0001,-0.0298980158
Abaum_0002,0.5109965821
Abaum_0003,0.4538228313
Abaum_0004,-0.12572009180000002
Abaum_0005,0.10073107490000001
Abaum_0006,0.6502171886
Abaum_0007,0.4737630982
Abaum_0008,0.132880714
Abaum_0009,-0.20627396950000002
Abaum_0010,-0.17954381560000002
Abaum_0011,-0.015649354
Abaum_0012,0.015649354
Abaum_0013,-0.0486358524
Abaum_0014,0.1047056759
Abaum_0015,-0.18800187240000002
Abaum_0016,0.135167737
ERX1221046,0.2951326955
ERX1221048,-0.010884146800000001
ERX1221049,-0.2842485487
ERX1221050,-0.0628436605
ERX1221052,0.2154680011
ERX1221053,0.2812349098
ABNM035,0.0564302085
ABNM036,-0.0564302085
ABNM037,-0.2887794965
ABNM038,-1.4334615175
ABNM041,0.9349220375
ABNM042,0.4465423605
ABNM019,-0.2121529009
ABNM020,0.2121529009
ABNM021,0.2270944679
ABNM022,-0.43409787510000003
ABNM023,0.7151406397000001
ABNM024,-0.0530436388
ABNM025,0.404339406
ABNM026,-0.2642273974
ABNM027,-0.0011557023
ABNM028,0.0011557023
ABNM029,0.4597797477
ABNM030,-0.0731511584
ABNM031,-0.23659120690000002
ABNM032,-0.4057999044
ABNM033,-0.1216766737
ABNM034,-0.3186959513
ABNM001,0.0080407354
ABNM002,-0.0080407354
ABNM003,0.8328102319
ABNM004,0.7468730330000001
ABNM005,0.3863442816
ABNM006,0.7000190202000001
ABNM007,2.1786117209
ABNM008,1.2553735880999999
ABNM009,1.043820662
ABNM010,0.4338994043
ABNM043,0.12675580150000001
ABNM044,-0.12675580150000001
ABNM045,-0.7161017285
ABNM046,-0.3001006355
ABNM047,0.8856494355000001
ABNM048,0.7650377015000001
ABNM011,-0.034491667600000005
ABNM012,0.034491667600000005
ABNM013,-0.7393493217
ABNM014,-0.7308971178
ABNM015,-0.6030264564000001
ABNM016,-0.8008884922
ABNM017,-1.179788815
ABNM018,-0.609065619
