,new_822331_822824
LBexp_1,8.7913
LBexp_2,9.1448
LBexp_3,9.0362
LBtran_1,9.357
LBtran_2,9.2626
LBtran_3,9.2284
LBstat_1,9.3769
LBstat_2,9.3772
LBstat_3,8.7003
LBGexp_1,8.3323
LBGexp_2,8.5407
LBGexp_3,8.4744
LBGtran_2,8.3339
LBGtran_3,8.5269
LBGstat_1,7.6258
LBGstat_2,7.456
LBGstat_3,8.0451
S0_1,10.237
S0_2,9.5859
S0_3,9.6956
S1_1,14.2392
S1_2,13.4683
S1_3,13.737
S2_1,13.9202
S2_2,13.6979
S2_3,13.2121
S3_1,13.6456
S3_2,13.0759
S4_1,12.8908
S4_2,12.3264
S4_3,12.1573
S5_1,11.600200000000001
S5_2,10.5056
S5_3,11.622
S6_1,9.5302
S6_2,7.4495000000000005
S6_3,10.0369
S6/t_1,9.4797
S6/t_2,7.4767
S6_4,9.5375
S6_5,9.95
S6_6,10.0585
S7_4,9.9853
S7_5,9.9648
S7_6,10.2688
S8_4,9.6161
S8_5,9.7393
G135_1,8.9009
G135_3,8.1629
G150_1,8.4273
G150_2,8.6014
G150_3,8.8948
G180_1,8.2969
G180_2,8.4142
G180_3,8.3575
C30_1,10.3248
C30_2,10.4944
C90_1,10.6214
C90_2,10.0249
BI_1,10.5169
BI_2,11.0178
BC_2,11.4601
BC/t_1,10.9045
BC/t_2,11.5496
BC_1,10.8931
Sw_1,9.9716
Sw_2,10.6161
BT_1,13.2795
BT_2,12.0179
B36_1,14.4437
B36_2,14.0785
B60_1,14.5025
B60_2,14.0497
M9exp_1,11.1608
M9exp_2,10.8166
M9exp_3,10.4809
M9tran_1,13.6611
M9tran_2,13.767900000000001
M9tran_3,14.2282
M9stat_1,10.956
M9stat_2,10.3503
M9stat_3,10.1067
M+G_1,12.6908
M+G_2,12.2386
M+G_3,11.9827
Glu_1,11.6244
Glu_2,11.0996
Glu_3,11.3537
Fru_1,9.954
Fru_2,14.3392
Fru_3,11.7254
Mal_1,12.3237
Mal_2,11.3685
Mal_3,11.0854
G+S_2,14.0785
G+S_3,13.7698
Pyr_1,13.4964
Pyr_2,15.0015
Pyr_3,14.7057
Gly_1,8.8326
Gly_2,10.4308
Gly_3,9.5854
Glucon_1,11.1434
Glucon_2,10.411200000000001
Glucon_3,8.7404
aero_1,12.0835
aero_2,12.2195
aero_3,12.4748
nit_1,13.4638
nit_2,13.6913
nit_3,13.8166
ferm_1,12.6585
ferm_2,12.6655
ferm_3,13.0545
T-5.40H_1,14.5976
T-4.40H_1,14.4634
T-3.40H_1,14.6827
T-2.40H_1,14.771
T-1.40H_1,14.8897
T-1.10H_1,14.600200000000001
T-0.40H_1,14.8464
T0.0H_1,14.9454
T0.30H_1,10.0529
T1.0H_1,12.9695
T1.30H_1,12.7764
T2.0H_1,12.8603
T2.30H_1,13.6277
T3.0H_1,13.2317
T3.30H_1,13.8505
T4.0H_1,13.7733
T5.0H_1,12.7693
HPh_1,10.3427
HPh_2,9.6806
HPh_3,10.0837
LPh_1,9.9746
LPh_2,10.2676
LPh_3,10.015
LPhT_1,9.9888
LPhT_2,9.8648
LPhT_3,10.0075
SMMPr_1,13.7669
SMMPr_2,14.2582
SMMPr_3,14.5578
HiTm_1,9.0174
HiTm_2,9.7256
HiTm_3,10.0457
LoTm_1,15.9392
LoTm_2,15.9054
LoTm_3,15.6764
HiOs_1,12.8531
HiOs_2,12.6951
HiOs_3,13.1027
BMM_1,10.5458
BMM_2,10.401
BMM_3,10.3235
Heat_1,10.5961
Heat_2,10.235
Heat_3,10.5456
Cold_1,9.8921
Cold_2,9.900500000000001
Cold_3,9.4837
Etha_1,9.1349
Etha_2,9.4781
Etha_3,9.3205
SMM_1,12.5079
SMM_2,12.8678
SMM_3,12.7704
Salt_1,10.0858
Salt_2,10.122
Salt_3,10.268
