,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.0033607994511252533,,1.0,0.0,0.0033607994511252533
1,Cr__2,0.005791467064776321,,1.0,1.0,0.005791467064776321
2,Cr__3,0.00737183456808335,,1.0,2.0,0.00737183456808335
3,Cr__4,0.009888113105695264,,1.0,3.0,0.009888113105695264
4,Cr__5,0.00998135224472399,,1.0,4.0,0.00998135224472399
5,Cr__6,0.010395005070995528,,1.0,5.0,0.010395005070995528
6,Fe__1,-0.011186309612631506,,1.0,6.0,-0.011186309612631506
7,Fe__2,-0.02930457949795507,,1.0,7.0,-0.02930457949795507
8,Fe__3,-0.047252979598548614,,1.0,8.0,-0.047252979598548614
9,Fe__4,-0.05550336559277206,,1.0,9.0,-0.05550336559277206
10,Fe__5,-0.05651632708669292,,1.0,10.0,-0.05651632708669292
11,Fe__6,-0.05624449241450607,,1.0,11.0,-0.05624449241450607
12,Cd__1,0.002738661463376113,,1.0,12.0,0.002738661463376113
13,Cd__2,0.0037067787440392373,,1.0,13.0,0.0037067787440392373
14,Cd__3,0.005979600115713025,,1.0,14.0,0.005979600115713025
15,Cd__4,0.009974552734298902,,1.0,15.0,0.009974552734298902
16,Cd__5,0.008525999519811903,,1.0,16.0,0.008525999519811903
17,Cd__6,0.013990547212723504,,1.0,17.0,0.013990547212723504
18,Zn__1,-0.04459746610872559,,1.0,18.0,-0.04459746610872559
19,Zn__2,-0.08643592049597144,,1.0,19.0,-0.08643592049597144
20,Zn__3,-0.12177092968240615,,1.0,20.0,-0.12177092968240615
21,Zn__4,-0.1608988017128348,,1.0,21.0,-0.1608988017128348
22,Zn__5,-0.010910773031346141,,1.0,22.0,-0.010910773031346141
23,Zn__6,-0.037889228327910536,,1.0,23.0,-0.037889228327910536
24,Cu__1,-0.00269420966385775,,1.0,24.0,-0.00269420966385775
25,Cu__2,-0.0017486590192119398,,1.0,25.0,-0.0017486590192119398
26,Cu__3,0.002459778900998657,,1.0,26.0,0.002459778900998657
27,Cu__4,0.009808193698008722,,1.0,27.0,0.009808193698008722
28,Cu__5,0.015693025858444013,,1.0,28.0,0.015693025858444013
29,Cu__6,0.024100168839522457,,1.0,29.0,0.024100168839522457
30,Pb__1,0.0016694730616000615,,1.0,30.0,0.0016694730616000615
31,Pb__2,0.003039927563663039,,1.0,31.0,0.003039927563663039
32,Pb__3,0.011173055446767268,,1.0,32.0,0.011173055446767268
33,Pb__4,0.022300824968633663,,1.0,33.0,0.022300824968633663
34,Pb__5,0.028247512203087136,,1.0,34.0,0.028247512203087136
35,Pb__6,0.03471922254178735,,1.0,35.0,0.03471922254178735
