,A,PspF,RpoN,ihfB
nac_ntrc__wt_gln__2,4.955952964268362,0.22984153699999954,0.311200883499998,1.1155340849999984
nac_ntrc__bw_delnac_csn__1,5.513491751917907,0.09650227900000008,0.6216542454999985,0.2154991849999988
nac_ntrc__bw_delnac_csn__2,7.244446594019095,-0.04938017600000055,0.8497727804999986,-0.16648385500000096
nac_ntrc__bw_delnac_cytd__1,4.4695686962993735,0.29320609,0.16361194549999958,0.4645455949999988
nac_ntrc__bw_delnac_cytd__2,4.582319387932109,0.3065153839999999,0.20669714449999965,0.4230415649999984
nac_ntrc__bw_delnac_gln__1,5.375826041333644,0.4900681169999999,0.3080251984999993,0.8464916449999986
nac_ntrc__bw_delnac_gln__2,5.450701447872653,0.6475787979999996,0.29679560549999984,0.8042016749999998
nac_ntrc__bw_delnac_nh4__1,2.623405069656122,0.31506949199999923,-0.20403797450000027,-0.3020342150000008
nac_ntrc__bw_delnac_nh4__2,3.0145972737744677,0.09419097199999983,-0.2513449025000014,-0.19284083500000013
misc__wt_no_te__1,3.679798141040808,0.16287784799999994,0.4210455764999992,0.8689442749999987
misc__wt_no_te__2,2.6407440328955367,-0.061250751000000214,0.34090928549999866,0.5093796549999983
misc__bw_delcbl__1,4.04531096208577,0.014857748999999918,0.2606270084999984,-0.3394036750000016
misc__bw_delcbl__2,3.8721651687481695,0.23957684899999965,0.32841042449999946,-0.29720346500000083
misc__bw_delfabr__1,3.6696672921539712,0.07602904999999982,0.12483548650000033,-0.6204796650000013
misc__bw_delfabr__2,4.0971362832401645,-0.13412470899999995,0.10311443849999867,-0.5922961330000014
misc__bw_delfadr__1,3.688506771615826,0.13356091599999953,0.2262561374999983,-0.2622498450000013
misc__bw_delfadr__2,3.7818535904739017,0.13831091999999945,0.2539545304999997,-0.13650693500000166
misc__nitr_031__1,5.711027499452611,0.3787790470000001,0.3646965854999991,0.036167394999999665
omics__wt_glu__1,0.2902726882217764,0.8524491200000002,0.2962516994999991,-0.13827825500000124
omics__wt_glu__2,0.8722476644182123,1.0232831389999992,0.4666522204999986,-0.2514746050000003
omics__wt_gly__1,-0.2534280080109584,0.6339486769999993,0.08866842549999987,-0.872324217000001
omics__wt_gly__2,0.267990743679187,0.4427744379999998,0.056832367499998426,-0.8714248070000004
omics__wt_thr__1,-0.548952267972847,1.5646028369999998,0.7135937784999982,-0.1857289950000016
omics__wt_thr__2,-0.6331442622219905,1.4608274459999997,0.7710917564999988,-0.3407635650000014
omics__bw_ac__1,3.889808521028345,0.031553569999999816,0.2626952734999985,0.6479085849999997
omics__bw_ac__2,3.724576351189736,0.2425361869999989,0.2125339714999992,0.6054734249999996
omics__bw_fum__1,4.08028815908895,0.13439061299999988,-0.07199432850000065,0.018456404999998455
omics__bw_fum__2,3.5694113768391715,0.11352265799999996,-0.13216740750000078,-0.006356255000001809
omics__bw_glc__1,3.359338345517365,0.2784090069999996,0.08772091650000036,0.16412660499999987
omics__bw_glc__2,3.348745824074961,0.35836902800000026,0.08663182049999918,0.15512309499999866
omics__bw_pyr__1,3.607109456763873,-0.019881967000000774,0.13049388650000004,0.6449217049999998
omics__bw_pyr__2,5.060940786715337,0.08886367499999981,0.07503947049999837,0.6594726449999992
ompr__wt_nacl__1,5.688049768590101,0.6127416419999996,0.8458476444999992,0.27755200499999866
ompr__wt_nacl__2,4.948237249730116,0.4103422590000001,0.7361582904999988,0.08413458499999926
ompr__bw_delompr_nacl__1,8.975869424377908,0.18563493999999992,0.3376980424999978,0.00949221499999986
ompr__bw_delompr_nacl__2,9.114151466295077,0.3469090859999993,0.3812324994999994,-0.1324689250000013
minspan__wt_ade__1,2.487359110902255,0.5474714289999998,-0.2312180505000008,0.32309054499999945
minspan__wt_glc__2,2.7434327903979168,-0.13446139000000026,-0.2809332425000015,-0.005051925000001845
minspan__wt_glc__3,2.9122855956560536,-0.3469680550000005,-0.29022478250000106,0.045105534999999364
minspan__wt_glc__4,3.606804101468084,-0.09513728499999984,-0.20542882750000224,-0.07972467500000135
minspan__wt_glc_anaero__1,2.381003343545088,0.1123456349999996,0.03892021449999916,-0.1724310150000008
minspan__wt_glc_anaero__2,3.0031908743905755,0.1890938029999996,0.060990017499998224,-0.1700636650000007
minspan__wt_trp__1,2.061350333964369,0.2658120689999999,0.1072953324999979,0.6313251449999981
minspan__bw_delcra_glc__2,2.6296738483812816,0.6129034119999996,0.0527145324999978,0.5065485749999983
minspan__bw_delcra_trp__1,2.211892292791789,0.0232178309999993,0.10897918549999908,0.9061306849999989
minspan__bw_delmntr__1,1.518113178933172,0.3875108239999996,0.2383428174999977,0.004072414999999553
minspan__bw_delnac_ade__1,5.149771299778409,-0.3604588730000001,0.0018527365000000628,0.07351886499999871
minspan__bw_delnac_glc__1,3.1567750087350426,-0.17574820699999982,-0.33567946050000064,0.1234782249999995
cra_crp__wt_ac__1,0.9120575058451448,0.549963784,0.19179876049999933,-0.30622956500000065
cra_crp__wt_ac__2,0.9225200712967944,0.5639581399999996,0.15321709349999854,-0.35281656500000125
cra_crp__wt_fru__1,0.5518129664886456,0.6771861230000003,0.26576759049999943,-0.2631118050000012
cra_crp__wt_fru__2,1.448744749399571,0.886656984,0.3237425104999989,-0.08839022500000128
cra_crp__delcra_ac__1,5.2384768241856055,0.1791050659999991,-0.023381640500000245,0.0891974049999984
cra_crp__delcra_ac__2,5.307888976385128,0.09697186499999956,-0.1429831305000011,0.021087684999999468
cra_crp__delcra_fru__1,4.27369622334406,-0.014042926000000122,0.1073611114999995,0.27963663499999925
cra_crp__delcra_fru__2,4.406532036523363,0.12689758500000006,0.12499276149999973,0.3256943649999986
cra_crp__delcra_glc__1,3.075782551774968,0.05477487699999983,-0.026159681500001145,-0.027273645000001068
cra_crp__delcra_glc__2,2.894405102106578,0.1509573289999997,-0.10072994250000099,-0.1367845850000009
rpoB__wt_031__1,4.571941937992588,0.3803861079999997,-0.05696854050000155,-0.01898600500000036
rpoB__wt_044__1,5.377852022093377,-0.15602279300000002,0.2237648204999996,-0.16863898500000118
rpoB__wt_lb__1,3.795785949799001,0.3642220780000001,-0.028158271500000612,0.3773911149999982
rpoB__wt_lb__2,3.8585845162416312,0.0014842129999994569,0.010328368499997964,0.2931017149999988
rpoB__rpoBE546V_031__1,5.959514399438862,0.2870766629999997,-0.1267133255000008,0.3454237649999996
rpoB__rpoBE546V_044__1,5.950353826669065,0.10451195999999996,0.023719754499998302,0.4336448049999984
rpoB__rpoBE546V_lb__1,3.200983598371024,0.3419419539999993,-0.01329458850000087,0.15481106499999875
rpoB__rpoBE546V_lb__2,4.455366818189605,0.4683722339999994,-0.016251761500001294,0.1844319049999985
rpoB__rpoBE546V_glc__1,2.2499702312432377,0.12462606400000008,-0.514114525500001,-0.2513758650000017
rpoB__rpoBE672K_glc__1,3.382170756391455,-0.998665035,-0.20276037750000064,-0.8686284180000001
rpoB__rpoBE672K_glc__2,3.068233244848245,-0.8420656060000002,-0.2285063375000007,-0.8417491950000002
rpoB__rpoBE672K_lb__1,3.977737416706444,-0.5386245040000004,-0.6724268015000012,-0.7302826730000014
rpoB__rpoBE672K_lb__2,3.904722126910288,-0.6856034060000002,-0.5883223085000004,-0.7081113300000013
crp__wt_fru__1,2.947689612715745,-0.2478252569999988,-0.26149362750000194,-0.12088642500000013
crp__wt_glyc__1,3.3704460718443685,-0.129394456,-0.4111413085000004,-0.23519522500000176
crp__wt_glyc__2,3.5075449326041843,-0.2496057050000005,-0.3161550525000019,-0.2269791750000003
crp__delar1_glyc__1,4.917143766489792,0.8171258180000001,0.6530569714999999,0.8177116649999991
crp__delar1_glyc__2,4.837675900270672,0.8996127609999993,0.6094381865000003,0.8890342949999983
crp__delar1ar2_glyc__1,2.5862932960307945,0.2916218239999999,0.4106341614999991,0.4273910749999992
crp__delar1ar2_glyc__2,2.972177193882149,-0.043012054000000965,0.3926384064999997,0.4929071349999994
crp__delar1ar2_glyc__3,3.144683459132039,-0.03275763700000045,0.3384137364999997,0.4557914849999989
crp__delar2_glyc__1,2.0393240568412487,0.4168484320000001,0.2390130574999993,1.0758542649999985
crp__delar2_glyc__2,2.020687985348712,0.3744190679999999,0.3881425054999994,0.8624663449999996
crp__delar2_glyc__3,1.5046260650605536,0.0475360199999999,0.5417163864999992,0.7822983149999985
crp__delcrp_fru__1,5.21974534975138,-0.2064104260000006,0.4873410544999999,0.7741806249999996
crp__delcrp_fru__2,5.46311033898445,0.08190052199999975,0.6076043144999996,0.7805150249999997
crp__delcrp_fru__3,5.263840558825762,0.06530244199999924,0.46314233749999895,0.6682049649999993
crp__delcrp_glc__1,4.927071128266069,-0.07650863900000092,0.6373608284999985,0.9036337949999992
crp__delcrp_glc__2,4.430694808472047,-0.10487528800000057,0.6669930294999986,0.8802052149999984
crp__delcrp_glc__3,5.068418776221463,0.2465198639999997,0.5979555294999983,0.9120195049999982
crp__delcrp_glyc__1,3.491432397805487,-0.10534249700000052,0.4546922764999994,0.8951313249999995
crp__delcrp_glyc__2,3.7516081365373,-0.3514057100000003,0.4769414484999981,0.8307353349999982
crp__delcrp_glyc__3,4.391254865316359,0.0733670420000001,0.4892179915000003,0.8947548049999998
glu__glu_ale3__1,1.2052765064588804,1.3174258109999997,-0.1601779305000015,0.6064907849999983
glu__glu_ale4__1,1.4421793393103923,0.2511972450000002,-0.28002795650000145,-0.2619136350000009
glu__glu_ale5__1,0.7548085837869973,-0.1967452070000002,-0.6870798615000009,-0.8460246970000007
glu__glu_ale6__1,2.123104085023677,-0.5270026920000004,-0.5723060855000011,-0.7752423590000017
glu__glu_ale8__1,0.897126560471558,1.2739296069999997,0.16357349049999925,0.6607472949999984
glu__glu_ale9__1,0.2369626757286618,1.0592669909999994,0.0031536634999991264,-0.06697157500000017
glu__glu_ale10__1,0.7254551597919826,1.0016543379999998,-0.2871971685000005,0.21387256499999907
42c__wt_42c__1,2.764932204772125,0.5133606779999997,0.0244120204999998,-0.31461002500000035
42c__42c_ale1__1,1.4145549633436654,0.5746493619999997,0.34912003849999884,0.11635354499999905
42c__42c_ale2__1,-0.2471605891364436,0.284955203,-0.3153191495000014,-0.2542397450000013
42c__42c_ale3__1,1.713573701181966,0.28250353399999995,0.09912298549999933,-0.2953636450000001
42c__42c_ale4__1,0.4622430789778903,1.4325263479999997,-0.10734334550000037,-0.5980379260000017
42c__42c_ale5__1,0.4603566476282612,0.2346337039999993,-0.2023175995000006,-0.4206413750000007
42c__42c_ale6__1,1.9547881818816504,0.4255235690000001,0.8135905604999998,-0.051506065000001655
42c__42c_ale8__1,-0.6333896002771101,1.1703997140000002,0.3201673924999984,0.06802815499999859
42c__42c_ale9__1,2.3567801959933417,0.3003549329999995,-0.0553719955000016,-0.2417516550000016
42c__42c_ale10__1,-1.2027612859410184,0.9282922849999996,0.21542995749999785,-0.1791272750000008
ssw__wt_ac__1,5.0742668118641925,-0.2936731110000004,-0.21780781650000056,-0.34671080500000073
ssw__wt_glc__1,1.8623338317028304,0.14919816399999952,-0.22127274850000056,-0.34210524500000083
ssw__wt_glyc__1,2.9761401848839344,-0.31796910000000045,-0.2125297985000003,-0.5893889490000017
ssw__wt_xyl__1,1.7775717050619328,0.1571877939999995,0.4108722804999996,-0.05021167500000168
ssw__glc_ale1__1,3.189343332473818,0.2632990980000001,-0.7788251875000016,0.1123376849999982
ssw__glc_ale2__1,3.2534479356217174,0.5330224399999999,-0.06379253150000075,0.8555401049999993
ssw__glc_ale3__1,3.571469278536536,0.5305382109999996,0.2370279344999986,0.35300746499999924
ssw__glyc_ale1__1,2.799446842546218,0.5695745889999992,-0.3120889155000013,0.5749310549999986
ssw__glyc_ale2__1,3.4363853292496658,0.3929101569999993,0.20205476849999826,0.2094873549999985
ssw__xyl_ale1__1,2.1194709909563785,0.12017972999999935,-0.1082888095000012,0.12516697499999907
ssw__xyl_ale2__1,2.4547603982941246,0.20421695599999976,-0.14978203550000124,-0.2252324650000013
ssw__xyl_ale3__1,2.71429183610927,0.6517739300000001,-0.3262490615000013,-0.5222997210000013
ssw__glc_ac_ac2__1,1.5981298602066198,0.15448869799999976,-0.0901773505000012,0.1714670449999982
ssw__glc_ac_glc1__1,3.0251979425294886,0.007204139999999804,-0.2899039005000006,0.3364167649999992
ssw__glc_glyc_glc__1,2.576244028854324,0.4128200010000001,-0.274164401500002,0.5272570349999999
ssw__glc_glyc_glyc__1,3.430254123299652,0.20349239099999927,-0.4525024585000006,0.2746682449999991
ssw__glc_xyl_glc__1,2.5881828759658605,0.07616681099999932,-1.0410889935000007,-0.35453504500000044
ssw__glc_xyl_xyl__1,4.191930398542544,0.02825147599999944,-0.8552477355000008,-0.20853702500000185
ica__wt_glc__1,2.9102574950384392,-0.2580330530000001,-0.5082379055000006,-1.1147660930000018
ica__wt_glc__2,3.049762199409129,-0.2335075660000001,-0.4994340875000018,-1.1984546920000003
ica__wt_glc__3,4.233355118045224,-0.09178057899999993,-0.1040741495000006,-0.5317266690000011
ica__wt_glc__4,3.3189191610508826,0.10873561499999962,-0.2792215905000006,-0.2623442850000011
ica__arg_sbt__1,2.4014467133193893,0.05750920199999944,-0.267100214500001,-0.7130596030000014
ica__arg_sbt__2,3.444177676898423,-0.13162916000000013,-0.3823479205000009,-0.5527461320000011
ica__cytd_rib__1,4.257081537440924,0.029453887999999925,0.1386887864999995,0.8413076649999987
ica__cytd_rib__2,3.764044987065596,0.09371368099999966,0.12476168449999925,0.7168878949999993
ica__gth__1,9.950306031173128,-0.3244635970000003,0.3953586514999987,0.23464762499999914
ica__gth__2,10.990648638333552,-0.8938847240000003,0.5102487215,0.03602994499999923
ica__leu_glcr__1,2.593689493738199,-0.11058869200000032,-0.2586659055000009,-0.3892439150000016
ica__leu_glcr__2,2.396993706527617,-0.02751350300000066,-0.33747655350000016,-0.4901262500000012
ica__met_glc__1,2.527341329960576,-0.5808885740000003,-0.8079442385000002,-1.2518318020000017
ica__met_glc__2,2.757372596930967,-0.7257925880000005,-0.8131288585000007,-1.1905887250000011
ica__no3_anaero__1,2.516004742361649,0.09461393999999944,0.023476880499998742,-0.11737177500000052
ica__no3_anaero__2,3.049774972046714,0.26553532899999954,0.012221922499998428,-0.2346329650000012
ica__phe_acgam__1,2.8547824102260115,-0.3853826910000002,-0.5329956575000017,-0.8871626400000014
ica__phe_acgam__2,2.6390587530213425,-0.4100569080000005,-0.5109843565000025,-1.0565964590000014
ica__thm_gal__1,4.274272946481681,0.015305619999999463,-0.1857659965000007,-0.16482862500000015
ica__thm_gal__2,4.153549651050013,-0.0779983280000005,-0.08514855650000186,-0.15669868500000028
ica__tyr_glcn__1,3.176645113007837,-0.2014177220000004,-0.3903549005000011,-0.6120214560000008
ica__tyr_glcn__2,2.762470616455823,-0.19853160800000055,-0.3410315705000011,-0.636866297000001
ica__ura_pyr__1,3.585815084948874,-0.3165724200000004,-0.3768134025000016,-0.3158368550000006
ica__ura_pyr__2,4.445538823418739,-0.1238058249999998,-0.4399327825000024,-0.11250578500000152
ica__wt_glc__5,3.21712078993225,0.189396565,-0.5177360115000011,-0.19704825500000034
ica__wt_glc__6,3.4517030848706813,0.1518893480000001,-0.4911570285000009,-0.016725155000001383
ica__bw_delpurR_cytd__1,3.1312894282986288,-0.3961435400000002,-0.7443637615000025,-0.7562658370000008
ica__bw_delpurR_cytd__2,3.4024404867658835,0.039847469999999774,-0.7433956735000002,-0.24630387500000064
ica__ade_glc__1,3.452944914549994,0.21994889499999992,-0.7138325825000011,-0.3082547050000013
ica__ade_glc__2,2.499933438108812,-0.3163440600000005,-0.8051262665000012,-0.7539613130000014
ytf__wt_glc__1,2.9622177974946022,0.3089536619999995,-0.21770051350000053,0.048335154999998416
ytf__wt_glc__2,3.724127373401645,0.613754106,-0.17772786350000125,0.008906584999998302
ytf__delyafC__1,3.47995612664211,0.5424736359999995,0.11754725149999955,0.9312559249999984
ytf__delyafC__2,2.9204251731818687,0.6254842309999997,0.1546335704999997,0.8762793349999995
ytf__delyeiE__1,2.266984390758217,0.2621069579999995,0.02506978449999941,0.37449202499999856
ytf__delyeiE__2,1.9925180996625635,0.2632116789999994,-0.14861009750000065,0.10842385499999983
ytf__delyiaJ__1,3.274124327936582,0.3913969980000003,0.08753290149999947,0.8927779449999989
ytf__delyiaJ__2,3.6785976864779593,0.43632645000000014,0.23139318550000001,0.9751252049999994
ytf__delyieP__1,3.762671318084486,0.598857422,0.2141136244999995,0.4164926649999998
ytf__delyieP__2,4.237612133280092,0.5582294049999996,0.20653274349999864,0.4211253349999993
ytf__wt_ph5__1,2.275254992316967,0.2046828069999993,-0.15667631850000066,0.07739173499999907
ytf__wt_ph5__2,2.860739464713953,0.06736252999999959,-0.121676410500001,0.1304866149999988
ytf__wt_ph8__1,3.622564468374816,-0.032829084000000286,-0.28805662350000105,0.17264195499999954
ytf__wt_ph8__2,3.425132686858623,0.028592083999999574,-0.35179708450000113,0.20743109499999868
ytf__delybaO__1,3.4300376944305744,0.3984512649999994,0.0868237454999985,0.785503584999999
ytf__delybaO__2,4.123551517477548,0.5358848099999998,0.1171547664999988,0.6704792449999992
ytf__delybaQ__1,1.8165355741374665,-0.02311339300000004,-0.3664812775000019,-0.10467602500000163
ytf__delybaQ__2,1.8357269026137664,0.0023214119999996896,-0.4210866755000007,-0.13997920500000127
ytf__delybiH__1,4.380599689148019,0.7352529680000002,-0.08041245350000104,0.18352660499999907
ytf__delybiH__2,4.69136243167561,0.701325720999999,0.1485691504999984,0.5048975449999986
ytf__delydcI_ph5__1,2.542100696987553,-0.0938585820000002,-0.2860461955000009,-0.1335313650000014
ytf__delydcI_ph5__2,2.223266025602598,-0.18214931600000028,-0.2915660545000005,-0.0947178250000018
ytf__delydcI_ph8__1,3.761009713841524,0.046852379999999805,-0.19775634250000174,0.2929409749999987
ytf__delydcI_ph8__2,3.46843562139446,-0.0688967319999998,-0.43030544550000105,-0.07397079500000102
ytf__delyddM__1,3.140582909411324,0.46354615,0.04367951749999932,0.5608763049999991
ytf__delyddM__2,3.084027231406401,0.5443698039999996,0.05102436849999848,0.4931839349999994
ytf__delyheO__1,3.07907888409097,0.3936621389999999,0.009473350499998643,0.7981991849999996
ytf__delyheO__2,3.04405922284648,0.5004644219999994,0.024496082499998902,0.7979975949999982
fps__bw_glc__1,3.2420933024019627,-0.171906946,-0.5196136545000014,-0.5939824160000011
fps__bw_glc__2,3.7179646298282623,-0.047802703000000335,-0.6788874785000001,-0.4638760710000014
fps__fps_thrA_ale1__1,3.99740716959756,-0.004064135000000135,-0.32055944650000257,0.2506921749999993
fps__fps_thrA_ale1__2,4.392696264002294,-0.13668295300000022,-0.4281293025000013,0.1171958749999984
fps__fps_thrA_ale2__1,4.8005239799530885,0.14485869299999976,-0.4658414105000013,-0.05670448500000092
fps__fps_thrA_ale2__2,4.669637804308033,-0.023486807000000283,-0.40762423550000093,-0.07788523500000187
fps__fps_serB_ale1__1,5.289494593666332,0.18789092899999996,-0.3878105415000013,-0.0532821650000006
fps__fps_serB_ale1__2,5.030699435635714,0.04858951099999942,-0.3348743525000017,-0.17460455500000016
fps__fps_serB_ale4__1,7.167716723717083,-0.2566747650000005,-0.19072830050000175,0.3308044149999993
fps__fps_serB_ale4__2,7.406962954832551,-0.16754777000000054,0.1012634694999992,0.34874165499999954
fps__fps_ptsI_ale1__1,4.375554691290601,-0.16807932000000034,-0.8559759545000007,0.1815387649999991
fps__fps_ptsI_ale1__2,4.045516173539688,-0.08332883500000055,-0.7988730515000011,0.07463568499999873
fps__fps_ptsI_ale3__1,4.734636299645008,-0.2331448439999999,-0.8056928055000014,-0.04807274500000069
fps__fps_ptsI_ale3__2,4.221056165875544,-0.1476901090000009,-0.8484199965000014,-0.08459257500000028
pal__lyx_ale2_f6__1,4.504583928529348,-0.12616430200000028,-0.3722573105000011,0.16817323499999934
pal__lyx_ale2__1,3.3307258275138283,0.21789875599999944,-0.5214724065000009,0.40226726499999893
pal__lyx_ale2__2,3.527520730905706,0.08863372300000005,-0.4881702405000006,0.31857179499999866
pal__lyx_ale4__1,3.0990723079860625,-0.2350078190000007,-1.0848582725000018,-0.18964956500000166
pal__lyx_ale4__2,2.501872615406214,-0.2159358869999988,-1.003826912500002,-0.25435758500000105
pal__5drib_ale10_f18__1,6.442349512934056,0.2302947939999997,0.6129173254999998,-0.2652826550000018
pal__5drib_ale10_f18__2,6.339107715755024,-0.16405534200000016,0.6364002815000003,-0.279414645000001
pal__5drib_ale10__1,3.433699477553312,0.3135447769999997,0.013956801499999116,-0.027787695000000667
pal__arab_ale14_f9__1,4.707983067919958,-0.20172942800000013,-0.35927174050000144,0.35386881499999845
pal__arab_ale14_f9__2,4.399027487616169,0.2563427459999996,-0.23632465250000226,0.4197409349999983
pal__arab_ale14__1,4.362101112993371,-0.4982760019999994,-0.6221584905000013,-0.07372504500000154
pal__arab_ale14__2,3.956699514900219,-0.20742102200000007,-0.6037325335000014,-0.2081712850000006
pal__arab_ale16__1,2.3963742664032908,0.34240513399999983,-0.34194277950000096,-0.6507081960000018
pal__arab_ale16__2,2.794030396364809,0.7241548440000001,-0.20152948750000196,-0.4782767980000013
pal__tartr_ale26_f10__1,4.699501856670323,-0.06397575,-0.3747926055000006,0.1868565149999988
pal__tartr_ale26_f10__2,5.254004787551926,-0.012248861999999859,-0.3527489215000008,0.2504594549999997
pal__tartr_ale26__1,4.283846336213058,0.1819950849999996,-0.4501007115000011,0.13564000499999904
pal__tartr_ale26__2,3.9084392129913943,0.3133330860000001,-0.30575810850000096,-0.011190665000000877
pal__tartr_ale28_f10__1,5.131630662327245,0.10593961199999936,-0.4779141955000013,0.4280308849999983
pal__tartr_ale28_f10__2,6.125746717173465,-0.18419226700000024,-0.4824835405000014,0.20570409499999973
pal__tartr_ale28__1,3.847905203682884,-0.181266935,-0.5465418105000008,-0.16646052500000152
pal__tartr_ale28__2,3.980552452034136,-0.19781997900000012,-0.6007871505000013,-0.06146080500000117
efeU__delmenFentC_citr__1,2.466255163629709,-0.1650057270000005,-0.3912163105000008,-0.14562678500000106
efeU__delmenFentC_citr__2,2.211038227998812,-0.060268574000000186,-0.5284220465000011,-0.11630271500000156
efeU__delmenFentC__1,4.2258420270388575,0.04669816199999932,0.08356590649999872,0.5495783949999993
efeU__delmenFentC__2,3.870209218076225,0.076045433,0.053814073499998116,0.4305821349999999
efeU__menFentC_ale39__1,2.423329680186676,0.4088330920000001,-0.3340089294999995,0.19065538499999946
efeU__menFentC_ale39__2,2.280854438414651,0.2662467529999999,-0.2956222475000008,0.2521241949999986
efeU__menFentC_ale29__1,2.4210474237422352,0.6497755830000003,-0.037837395500000426,0.5006850849999989
efeU__menFentC_ale29__2,1.5798165386014276,0.855815355999999,-0.04123273150000095,0.5216775849999991
efeU__menFentC_ale30__1,1.9185462264255184,0.1142486259999993,-0.7487878285000003,-0.1897157650000008
efeU__menFentC_ale30__2,2.764976562603401,0.1069414000000002,-0.7009630315000024,-0.22000278500000012
efeU__menFentCubiC_ale36__1,2.382633294401576,0.054119429000000004,-0.18203062050000085,0.2871915549999997
efeU__menFentCubiC_ale36__2,2.5425259718822937,0.3039618129999999,-0.21511456450000035,0.25688472499999904
efeU__menFentCubiC_ale37__1,3.0021247616855207,0.19429415299999955,-0.07373560450000127,0.3463923049999984
efeU__menFentCubiC_ale37__2,3.349710010311709,0.023774668999999804,-0.043030666500001764,0.4903697649999987
efeU__menFentCubiC_ale38__1,3.275139874073796,0.17759702700000002,-0.07680217150000067,-0.3222252850000018
efeU__menFentCubiC_ale38__2,2.8041670755731363,0.21455387199999976,-0.23556970550000145,-0.26249254500000063
misc2__salc_glc__1,3.83865306675136,-0.10190526700000024,0.1359028114999994,-0.24330995500000085
misc2__salc_glc__2,4.473773569596081,-0.0503758990000005,0.4439292154999989,-0.07304562500000067
misc2__dbcn_glc__1,11.546568697992631,-0.8649610030000003,-0.6235655355000009,-1.2718927590000018
misc2__dbcn_glc__2,11.871371069648642,-0.7753624530000005,-0.4320346105000006,-0.6345241590000015
misc2__tyr_glc__1,3.647565793452377,0.3501829110000001,-0.2007496575000012,0.2544356249999993
misc2__tyr_glc__2,4.090139004199167,0.4709015539999992,-0.10417547050000132,0.4108888149999999
misc2__arg_cytd__1,3.312633397055247,0.040667110999999416,-0.621898400500001,-0.4898077300000008
misc2__arg_cytd__2,3.0568243035930074,0.13861333300000034,-0.5839646795000011,-0.5114058730000011
