,0
name,Phage Shock
TF,RpoN+IHF+PspF
regulator,"<a href=""http://regulondb.ccg.unam.mx/sigmulon?term=ECK125110295&organism=ECK12&format=jsp&type=sigmulon"" target=""_blank"">RpoN</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK125257183&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">IHF</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120011400&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">PspF</a>"
function,Phage shock response; response to filamentous phage infection and/or extracytoplasmic shock
category,Phage Shock
has_venn,True
scatter,3
exp_var,0.0036314257008215334
precision,0.8333333333333334
recall,0.8333333333333334
