,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,AB0057_PGcoculture__PGAB,0.7079296147333333,0.24968008232161157,3.0,0.0,0.873188469,1.0,0.8298906977,2.0,0.4207096775,,
1,AB0057_PGcoculture__AB ,3.469446951953614e-18,0.07034668440084708,4.0,3.0,-0.1053444853,4.0,0.040674466400000005,5.0,0.031112400300000002,6.0,0.0335576186
2,AB0057_PGcoculture__ABPG,0.46244808740000004,0.07778094056116266,4.0,7.0,0.4654949969,8.0,0.5063585929000001,9.0,0.3520507151,10.0,0.5258880447000001
3,AB5075_AZI__AZI_000,0.0,0.0029037823630463904,2.0,11.0,0.0020532842,17.0,-0.0020532842,,,,
4,AB5075_AZI__preculture,1.23146342165,0.039592745954184376,2.0,12.0,1.2594597208,13.0,1.2034671225,,,,
5,AB5075_AZI__AZI_040,0.9790282318000001,0.04910599689304827,2.0,14.0,0.9443050484000001,18.0,1.0137514152,,,,
6,AB5075_AZI__AZI_028,1.08486340815,0.10918149875532371,2.0,15.0,1.00766043,19.0,1.1620663863,,,,
7,AB5075_AZI__AZI_003,0.17003338585,0.059574947335834474,2.0,16.0,0.2121592351,20.0,0.1279075366,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,-0.0443930589,0.3168371398429251,3.0,21.0,0.0465344667,28.0,-0.3967524261,29.0,0.21703878270000002,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,9.25185853854297e-18,0.18152831456581153,3.0,22.0,-0.1706967797,23.0,-0.0200057085,24.0,0.19070248820000002,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,0.3667735880333334,0.3419077295548123,3.0,25.0,-0.0091431796,26.0,0.6592108376,27.0,0.4502531061,,
11,AB5075_VIR-O_LSO__VIR-O,-3.333333522398396e-11,0.1047726544710107,3.0,30.0,0.1069845,32.0,-0.1024110265,34.0,-0.0045734736,,
12,AB5075_VIR-O_LSO__LSO,0.020476322399999993,0.14321137862010194,3.0,31.0,-0.041530772300000005,33.0,0.1842422105,35.0,-0.08128247100000001,,
13,AB5075_Zinc__Control,-3.333331758762862e-11,0.5611442945193869,3.0,36.0,0.2749657781,37.0,-0.6455953618,38.0,0.37062958360000003,,
14,AB5075_Zinc__Zinc,0.7216394340500001,0.061444688137614716,2.0,39.0,0.7650873897,40.0,0.6781914784,,,,
15,AB5075_biofilm+abx__planktonic,-3.33333360913457e-11,0.8724201060769093,3.0,41.0,0.9810374097000001,42.0,-0.2922990237,44.0,-0.6887383861,,
16,AB5075_biofilm+abx__biofilm,3.0072539921333337,0.3138924149147666,3.0,43.0,3.2311945599,45.0,2.6484711990000003,46.0,3.1420962175,,
17,AB5075_biofilm+abx__cip_biofilm,3.4785587600000003,0.12349225690524997,3.0,47.0,3.5790656605,48.0,3.5159073059,50.0,3.3407033136,,
18,AB5075_biofilm+abx__tet_biofilm,2.6078225422666668,0.08838177178233182,3.0,49.0,2.5476361527,51.0,2.5665397154000003,52.0,2.7092917587,,
19,AB5075_gigAB__kan_gigB,2.9246412172666667,0.1457394214126747,3.0,53.0,3.0856554687,54.0,2.8865108195999998,55.0,2.8017573635,,
20,AB5075_gigAB__gigB,2.610531096066667,0.04910510766283435,3.0,56.0,2.6664468555000003,57.0,2.5744256717000003,58.0,2.590720761,,
21,AB5075_gigAB__kan_gigA,3.1478998383333336,0.3015368115144281,3.0,59.0,3.3831075541,60.0,2.8079618928,61.0,3.2526300681,,
22,AB5075_gigAB__gigA,2.7631014143333332,0.040305002764069786,3.0,62.0,2.765264746,63.0,2.7217583123,64.0,2.8022811847,,
23,AB5075_gigAB__kan_WT,0.17734821303333334,0.10844273654040822,3.0,65.0,0.249002196,66.0,0.23045438270000002,67.0,0.052588060400000004,,
24,AB5075_gigAB__WT,3.33333360913457e-11,0.4890078276443044,3.0,68.0,0.0744058761,69.0,-0.5219466638,70.0,0.4475407878,,
25,AB5075_med__CA-MHB,-0.10776711315000001,0.021225021381941073,2.0,71.0,-0.1227754697,72.0,-0.0927587566,,,,
26,AB5075_med__CA-MHB_pH6,-0.3455623512,0.20756068687917176,2.0,73.0,-0.4923299204,74.0,-0.198794782,,,,
27,AB5075_med__RPMI+_pH7,-0.2949306642,0.0902631520417588,2.0,75.0,-0.35875635110000004,76.0,-0.23110497730000001,,,,
28,AB5075_med__RPMI+_pH6,-0.1138941511,0.1827978631220332,2.0,77.0,-0.2431517597,78.0,0.0153634575,,,,
29,AB5075_med__RPMI+_-HCO3,-0.04622211885,0.020520608819012204,2.0,79.0,-0.0607323805,80.0,-0.0317118572,,,,
30,AB5075_med__LB,0.0,0.023392763214974938,2.0,81.0,-0.016541181500000002,82.0,0.016541181500000002,,,,
31,AB5075_med__M9+AA,0.00040780544999999974,0.11255527760099801,2.0,83.0,0.0799964055,84.0,-0.0791807946,,,,
32,AB5075_med__M9-AA,-0.108022128,0.009140191229894202,2.0,85.0,-0.1144852192,86.0,-0.1015590368,,,,
33,AYE_adeB__WT,0.0,0.06616412164871653,3.0,87.0,0.038459470100000004,88.0,0.0379396874,89.0,-0.07639915750000001,,
34,AYE_adeB__adeB,0.13967590033333335,0.030919088485347152,3.0,90.0,0.11828519920000001,91.0,0.1256160805,92.0,0.1751264213,,
35,COL__0ug/ml,0.0,0.626440873974788,2.0,93.0,0.44296059,94.0,-0.44296059,,,,
36,COL__0.25ug/ml,-0.33651865750000004,0.31802355101537844,2.0,95.0,-0.11164204800000001,96.0,-0.5613952670000001,,,,
37,COL__1ug/ml,-0.21469893850000002,0.6700854582456581,2.0,97.0,0.259123033,98.0,-0.68852091,,,,
38,H2O2__0ug/ml,0.0,0.0831447802004455,2.0,99.0,-0.0587922379,100.0,0.0587922379,,,,
39,H2O2__1.25ug/ml,0.014963050000000006,0.5786310165395767,2.0,101.0,0.4241169656,102.0,-0.3941908656,,,,
40,H2O2__2.5ug/ml,0.25479789205000003,0.3630435037254651,2.0,103.0,0.5115084154,104.0,-0.0019126313,,,,
41,H2O2__5ug/ml,0.33377731104999997,0.20857270736750474,2.0,105.0,0.4812604868,106.0,0.1862941353,,,,
42,MRP__0ug/ml,0.0,0.10310919091690231,2.0,107.0,-0.0729092081,108.0,0.0729092081,,,,
43,MRP__25ug/ml,-0.0516356375,0.2634228425690336,2.0,109.0,-0.2379037158,110.0,0.1346324408,,,,
44,MRP__100ug/ml,-0.012818662700000002,0.06226812607583244,2.0,111.0,-0.056848876900000005,112.0,0.0312115515,,,,
45,MRP__200ug/ml,-0.024277077450000004,0.06936926438138533,2.0,113.0,0.0247743998,114.0,-0.0733285547,,,,
46,growth__2h,0.0,0.42520542441337306,2.0,115.0,-0.30066563900000004,116.0,0.30066563900000004,,,,
47,growth__4h,-0.1156044273,0.5715234485827732,2.0,117.0,-0.5197325334,118.0,0.2885236788,,,,
48,growth__6h,-1.0373903426,0.8213561263341612,2.0,119.0,-1.6181768293,120.0,-0.4566038559,,,,
49,growth__8h,-0.36623908035,0.2737417947331694,2.0,121.0,-0.5598037597000001,122.0,-0.172674401,,,,
50,growth__10h,-0.02286889265,0.3713776284387243,2.0,123.0,-0.2854725321,124.0,0.2397347468,,,,
51,mutants__WT,0.0,0.3028843050276132,2.0,125.0,-0.21417154600000002,126.0,0.21417154600000002,,,,
52,mutants__R7,-0.065911887,0.028485177254559752,2.0,127.0,-0.045769825,128.0,-0.086053949,,,,
53,mutants__gacA,0.794981207,0.02066091344151,2.0,129.0,0.780371735,130.0,0.809590679,,,,
54,vacJ_LL-37__WT,0.0,0.06532144992654858,2.0,131.0,-0.0461892402,132.0,0.0461892402,,,,
55,vacJ_LL-37__WT+LL-37,0.35914356605,0.08676071278379524,2.0,133.0,0.2977944777,134.0,0.4204926544,,,,
56,vacJ_LL-37__vacJ,0.1333671713,0.16153280302068895,2.0,135.0,0.019146230900000002,136.0,0.2475881117,,,,
57,vacJ_LL-37__vacJ+LL-37,0.2614298934,0.17701704470993884,2.0,137.0,0.38659984610000003,138.0,0.1362599407,,,,
