,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,Chrom__sac_log,3.670414818484344,1.1600042200271792,2.0,0.0,2.8501679682981136,1.0,4.490661668670574,,
1,Chrom__sac_sta,2.943172781534682,0.34928164674221557,2.0,2.0,3.190152202490107,3.0,2.696193360579257,,
2,Chrom__sac_MW001,-1.6653345369377348e-15,1.3211776351378284,2.0,4.0,-0.9342136649579664,5.0,0.9342136649579631,,
3,Chrom__sac_fadR,-0.7269877621783929,0.3337889728131875,2.0,6.0,-0.96301220833989,7.0,-0.4909633160168959,,
4,FadR__wt_p,-3.6442203421582775e-15,0.0017599808357285042,2.0,8.0,-0.0012444943837056366,9.0,0.0012444943836983481,,
5,FadR__ko_p,-0.18034441575474014,1.0948881853028718,2.0,10.0,0.5938584447139538,11.0,-0.954547276223434,,
6,GDGT__75_2.4_log,-1.0986582014519779e-15,1.361603322197637,3.0,12.0,1.3821679811383358,27.0,-1.3400619262161548,50.0,-0.0421060549221843
7,GDGT__80_3.5_stat,0.27413684552061596,0.7901559152478256,3.0,13.0,0.8605718478655923,20.0,0.5862431101293952,42.0,-0.6244044214331397
8,GDGT__80_2.4_log,3.6901136741968092,1.0818776619102595,3.0,14.0,3.597355166500551,37.0,4.815384104103897,41.0,2.6576017519859807
9,GDGT__75_3.5_stat,-1.145808083897493,2.3967430458392145,3.0,15.0,0.18201579805669305,24.0,0.29314469537318194,28.0,-3.9125847451223534
10,GDGT__80_1.6_stat,-6.305746116458306,1.3903115688428276,3.0,16.0,-6.116457638647536,17.0,-5.019776845874426,33.0,-7.7810038648529565
11,GDGT__75_2.4_stat,0.6539984708893061,0.7762281212626143,3.0,18.0,0.11355029238829666,26.0,0.30497550039298105,31.0,1.5434696198866404
12,GDGT__80_2.4_stat,0.8821081657381296,1.927293543749765,3.0,19.0,2.914927815404983,29.0,0.6500411280365632,30.0,-0.918644446227158
13,GDGT__80_1.6_log,3.090883760336176,0.37092506983711304,2.0,21.0,3.3531673925300924,39.0,2.8286001281422597,,
14,GDGT__65_3.5_stat,-4.274515021710074,1.1279725253357356,3.0,22.0,-3.304215079485152,23.0,-5.5121346164625935,34.0,-4.007195369182476
15,GDGT__75_1.6_stat,-6.770885513463689,1.479163848542438,3.0,25.0,-5.550583274743119,32.0,-8.41596297100706,38.0,-6.346110294640889
16,GDGT__75_1.6_log,-1.3732885099334042,0.8068110243892912,2.0,35.0,-1.9437900564151371,36.0,-0.8027869634516714,,
17,GDGT__65_2.4_stat,2.351833093298455,0.19753559015976677,3.0,40.0,2.5364310739276235,46.0,2.143503940782432,49.0,2.375564265185309
18,GDGT__65_2.4_log,2.1656789841041255,0.6519530247200915,3.0,43.0,2.0865615913860696,44.0,1.5568951204928867,47.0,2.8535802404334203
19,GDGT__80_3.5_log,1.363250081765061,2.0037566526108774,3.0,45.0,-0.9504312228892112,51.0,2.534227149915406,52.0,2.505954318268988
20,GDGT__65_1.6_log,-1.3987845797561034,0.3820535109042245,3.0,48.0,-1.039683323699922,53.0,-1.356412696266324,54.0,-1.8002577193020637
21,NutLim__t0,-1.9984014443252818e-15,3.5354480619646207,2.0,55.0,-2.4999392991480227,56.0,2.4999392991480187,,
22,NutLim__t05,1.4360327819952847,2.693450300785014,3.0,57.0,-0.4433283624926342,58.0,0.2296295280011644,59.0,4.521797180477324
23,NutLim__t1,4.216587313070661,2.022828738629604,3.0,60.0,2.6194151502210734,61.0,3.5391595336223203,62.0,6.491187255368588
24,NutLim__t15,5.008029183840198,1.0623438245348136,3.0,63.0,3.791590086003888,64.0,5.479203694655383,65.0,5.753293770861321
25,NutLim__t2,5.03356520298727,1.1377110854011798,3.0,66.0,3.771657043322562,67.0,5.980869344102142,68.0,5.348169221537106
26,NutLim__t4,4.538930509314038,1.014990861126899,2.0,69.0,3.821223588568834,70.0,5.256637430059241,,
27,UV_irr__wt0,-6.47630097698008e-17,0.27477495031855204,3.0,71.0,0.06440359050636307,72.0,-0.30125644856729783,73.0,0.23685285806093456
28,UV_irr__wt1,0.2586720281186939,0.7129437292555167,3.0,74.0,-0.22561571568002706,75.0,-0.0757149291572133,76.0,1.077346729193322
29,UV_irr__wt2,-0.05582559092196351,0.34233891611824596,3.0,77.0,-0.20520101935333704,78.0,-0.29809397701785484,79.0,0.3358182236053014
30,UV_irr__mut0,-0.3386938933273902,0.023874307565626352,3.0,80.0,-0.3132335604090865,81.0,-0.3605789026309048,82.0,-0.3422692169421792
31,UV_irr__mut1,-0.37013289358273954,0.3981770835157267,3.0,83.0,0.07112793518422741,84.0,-0.4789078182305507,85.0,-0.7026187977018955
32,UV_irr__mut2,-0.06965405877063881,0.12194086824618385,3.0,86.0,-0.16624226343064727,87.0,0.06736779789277796,88.0,-0.11008771077404712
33,YtrA__overexpr,0.8102972926820803,0.12709900241427963,3.0,89.0,0.6889688751580751,90.0,0.7994512382607777,91.0,0.942471764627388
34,YtrA__wt,3.0346096006420944e-15,0.49476364843128984,3.0,92.0,0.08889016560287813,93.0,0.4442930594111015,94.0,-0.5331832250139705
