,-0.13381410005331396,-0.10705128004265116,-0.08028846003198836,-0.053525640021325566,-0.02676282001066277,2.7755575615628914e-17,0.026762820010662824,0.05352564002132562,0.08028846003198842,0.10705128004265121,0.133814100053314,0.16057692006397684,0.1873397400746396,0.21410256008530237,0.2408653800959652,0.267628200106628,0.2943910201172908,0.32115384012795356,0.3479166601386164,0.3746794801492792
thresh,-0.14719551005864534,0.14719551005864534,1,,,,,,,,,,,,,,,,,
unreg,0,0,6,41,325,1549,339,26,5,1,0,0,1,0,0,1,0,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],['rutB'],[],[],['nadB'],[],['nadA' 'abaF_2'],[],[]
