,-0.08515788121331233,-0.06386841090998424,-0.04257894060665615,-0.021289470303328062,2.7755575615628914e-17,0.021289470303328117,0.04257894060665621,0.0638684109099843,0.08515788121331239,0.10644735151664048,0.12773682181996857,0.14902629212329666,0.17031576242662474,0.1916052327299528,0.21289470303328092,0.23418417333660904,0.2554736436399371,0.27676311394326514,0.2980525842465933,0.3193420545499214
thresh,-0.09580261636497638,0.09580261636497638,3,,,,,,,,,,,,,,,,,
unreg,0,2,26,500,2684,431,21,1,3,0,1,0,0,0,0,0,0,0,0,0
Crp,0,1,5,78,348,89,7,1,0,0,0,0,0,0,0,0,0,0,0,0
CytR and Crp,0,0,0,0,1,2,0,0,0,2,0,1,1,1,2,1,1,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],['tsgA'],[],[],[],[],[],[],[],[],[]
Crp_genes,[],['ompF'],['glpD' 'paaB' 'cyaA' 'malK' 'guaB'],"['chbC' 'acnA' 'dcuA' 'pdhR' 'crp' 'pck' 'csgG' 'yahN' 'rhaD' 'fucO'
 'psuG' 'araA' 'dgoK' 'psuK' 'speC' 'acs' 'fucA' 'nanS' 'oxyR' 'chbA'
 'mhpB' 'uxaB' 'araB' 'dgoR' 'sgbH' 'glpE' 'gltA' 'fumC' 'epd' 'nanC'
 'guaA' 'paaH' 'dgoD' 'focA' 'gadE' 'serA' 'cysG' 'abgR' 'exuT' 'glpK'
 'nanM' 'aroA' 'idnO' 'fumB' 'glpR' 'comR' 'lsrA' 'cstA' 'mazF' 'araD'
 'caiF' 'lpd' 'galS' 'malF' 'aaeB' 'xylF' 'hpt' 'dcuB' 'ubiG' 'serC'
 'aaeA' 'ygcW' 'proP' 'malS' 'hofM' 'srlD' 'rpsF' 'gadB' 'sdhC' 'hyfB'
 'nanA' 'yjcH' 'yeiW' 'actP' 'yhgH' 'xylB' 'srlB' 'chiQ']","['rpsR' 'gapA' 'yaeP' 'mhpA' 'rpsO' 'casE' 'trxA' 'gadA' 'ulaD' 'cyoA'
 'yiaL' 'tnaA' 'rplI' 'paaZ' 'mazE' 'envZ' 'hyfC' 'agaV' 'mdtE' 'glpX'
 'gatD' 'hfq' 'dcuR' 'entB' 'nirC' 'dgoT' 'pflB' 'acnB' 'modA' 'lgoD'
 'glpG' 'lsrD' 'dpiA' 'entE' 'priB' 'gyrA' 'hofB' 'cspE' 'aceE' 'ansB'
 'lamB' 'umpH' 'plaR' 'hflK' 'hupB' 'ompW' 'paaD' 'puuB' 'yhfA' 'rhaR'
 'raiA' 'glnA' 'xylR' 'paaJ' 'yiaO' 'focB' 'marA' 'hofO' 'gabD' 'rhaB'
 'fixB' 'xylA' 'ntrC' 'lsrC' 'aceF' 'caiC' 'hflC' 'rspA' 'rof' 'mglC'
 'narQ' 'hupA' 'glnL' 'ascB' 'nanT' 'prpB' 'ygeW' 'pgk' 'chiP' 'chbR'
 'puuE' 'hyfD' 'lhgO' 'rplM' 'caiB' 'rpsI' 'gatB' 'gadX' 'lsrR' 'ascF'
 'marB' 'ybiT' 'citD' 'csiD' 'zraS' 'entA' 'tdcG' 'rpoE' 'hyfE' 'nirD'
 'uidB' 'aaeX' 'dpiB' 'dsdX' 'paaF' 'osmY' 'gntP' 'xylH' 'dadA' 'cyoC'
 'nagC' 'marR' 'tdcF' 'caiD' 'bglB' 'sgcX' 'yhcH' 'mtlR' 'argG' 'yqeF'
 'dctA' 'exuR' 'gltB' 'gltD' 'pncB' 'chbF' 'glgC' 'fepA' 'nfuA' 'cpdB'
 'mhpR' 'galE' 'melB' 'fiu' 'aceB' 'hyfA' 'flhC' 'nanE' 'prpD' 'hofC'
 'cas2' 'araC' 'cas1' 'feaR' 'xseA' 'hflX' 'fecE' 'casC' 'gdhA' 'crr'
 'rseB' 'ykgR' 'nadC' 'mpl' 'rhaA' 'lsrF' 'fucP' 'gutM' 'modB' 'mtlA'
 'dadX' 'gcvH' 'araE' 'fucU' 'trg' 'idnD' 'sgcA' 'gcvP' 'relA' 'dgoA'
 'sdhB' 'fbaA' 'citE' 'chbB' 'tdcE' 'entD' 'treC' 'gatA' 'rspB' 'sodB'
 'srlE' 'tdcA' 'yjhG' 'rseA' 'hyfI' 'gutQ' 'malM' 'glgP' 'csgD' 'lacY'
 'prpR' 'fixC' 'manA' 'uxaC' 'aaeR' 'galT' 'modC' 'ugpB' 'fur' 'caiE'
 'galM' 'aceK' 'glpC' 'gcd' 'sbmC' 'araJ' 'glgA' 'glpF' 'caiA' 'fadD'
 'hyfR' 'ampE' 'sucA' 'grpE' 'entC' 'mhpF' 'cyoB' 'sdhA' 'aer' 'pnp'
 'mtlD' 'idnK' 'lsrK' 'ychH' 'ygeA' 'fumA' 'putP' 'entH' 'hyfJ' 'zraR'
 'fucI' 'lyxK' 'mdtF' 'paaE' 'gabP' 'nrdA' 'sgcB' 'grcA' 'mhpC' 'xylG'
 'galK' 'araG' 'uxuR' 'gatZ' 'mhpE' 'csgE' 'gatC' 'ompR' 'btsT' 'uxaA'
 'melR' 'mglA' 'sohB' 'hicA' 'rpoS' 'melA' 'lsrG' 'feaB' 'aceA' 'tam'
 'glpB' 'aldB' 'cas3' 'rhaS' 'nlpE' 'citC' 'yjhH' 'gcvT' 'preA' 'citX'
 'fucR' 'sodA' 'citF' 'hicB' 'aldA' 'rbfA' 'tdcB' 'nirB' 'fixA' 'fadL'
 'puuD' 'treB' 'ldtB' 'chbG' 'lacI' 'sdhD' 'ynfK' 'srlR' 'nagE' 'casA'
 'nagA' 'hofN' 'idnR' 'truB' 'bhsA' 'kbaZ' 'mokB' 'ampD' 'gabT' 'paaA'
 'glpA' 'fecD' 'gadC' 'malI' 'sgcQ' 'ortT' 'rmf' 'yaeQ' 'paaC' 'cyoE'
 'gpsA' 'malG' 'puuR' 'casD' 'arfB' 'dusB' 'hyfG' 'nanK' 'yiaK' 'mlc'
 'prpC' 'cyoD' 'infB' 'idnT' 'yjhI' 'xylE' 'puuC' 'flhD' 'paaG' 'citG'
 'sfsA' 'caiT' 'csqR' 'ugpA' 'paaK' 'yiaM' 'mdh' 'sgbE' 'bglF' 'agaA'
 'sgcR' 'malT' 'ulaC' 'csgF' 'rseC' 'sucB' 'paaI' 'rseD']","['lacZ' 'uidA' 'yiaN' 'dksA' 'ilvB' 'dsdA' 'araH' 'cspD' 'sucC' 'mhpD'
 'araF' 'rbsB' 'hyfH' 'bglG' 'ptsH' 'secB' 'patZ' 'cirA' 'ugpE' 'manY'
 'malX' 'uidC' 'nusA' 'fecB' 'uxuB' 'malY' 'gntU' 'ompA' 'gltF' 'fecA'
 'hyfF' 'ebgA' 'gntK' 'lacA' 'fadH' 'preT' 'ugpC' 'psiE' 'ulaF' 'agp'
 'aegA' 'fis' 'ilvN' 'lgoR' 'manX' 'fucK' 'rhaT' 'sucD' 'ugpQ' 'rbsD'
 'prpE' 'nrdB' 'ulaA' 'tnaB' 'lsrB' 'rihA' 'ulaE' 'fecC' 'aspA' 'manZ'
 'hlyE' 'sgcE' 'tdcD' 'csiE' 'murP' 'gatY' 'ptsI' 'ulaB' 'uxuA' 'sgbU'
 'srlA' 'rimP' 'murQ' 'yeiP' 'galP' 'glcC' 'glpQ' 'agaW' 'nagB' 'sgcC'
 'metK' 'uhpT' 'yfaE' 'malE' 'rbsA' 'glpT' 'tdcC' 'mglB' 'casB']",['rbsC' 'rbsK' 'ppdD' 'gntT' 'ebgC' 'rbsR' 'ptsG'],['glgS'],[],[],[],[],[],[],[],[],[],[],[],[]
CytR and Crp_genes,[],[],[],[],['rpoH'],['ppiA' 'cytR'],[],[],[],['nupC' 'deoD'],[],['deoB'],['ycdZ'],['tsx'],['nupG' 'udp'],['cdd'],['deoA'],['deoC'],[],[]
