,A,Crp,CytR
SRX5936143,0.9518333,0.4183987155,-0.0280910521
SRX5936144,1.5486673551,0.48370192910000004,0.0026694518
SRX8557650,0.29287655700000004,-0.0066037492,0.1814033326
SRX8557651,0.045656353600000005,0.0077228519,-0.1421932568
SRX8557652,-0.3385329106,-0.0011191027,-0.0392100758
SRX8557653,0.24318223630000002,-1.3647463804,-0.3661315585
SRX8557654,0.4515570968,-1.380566146,-0.3359314733
SRX8557655,0.9018496998000001,-1.5210848611999999,-0.307771187
SRX8557656,-4.1159190864,-1.1906271379,-1.5483178207
SRX8557657,-4.4072893964,-1.1528320159,-1.8626991749
SRX8557658,-4.1308034373,-1.2579894262,-1.5154537967000001
SRX8557659,-9.2256705524,0.9529671083000001,0.1280741418
SRX8557660,-7.8923027824,0.9658081033,0.1732136859
SRX8557661,-8.0618150936,1.1082667562,0.3854726861
SRX8557662,-7.3509849725,0.4603158248,0.2818236911
SRX8557663,-6.6810867875,0.3963233387,0.0742028715
SRX8557664,-5.9833250763,0.1587720879,-0.3503559687
SRX8557665,-7.1548765404,0.4995220433,0.0551465889
SRX8557666,-7.7837990900000005,0.7128912778000001,0.4526794898
SRX8557667,-5.6385041655,0.18456944620000001,-0.081668423
SRX3405147,-0.0347929046,-0.23651794610000001,-0.1660631699
SRX3405148,0.3198704652,-0.0638936618,0.149731796
SRX3405149,-0.2850775606,0.3004116079,0.0163313739
SRX3405150,3.6324372296,-0.36936284280000004,-0.999807258
SRX3405151,5.2292177783,0.0483945025,-0.19422054830000002
SRX3405152,2.7803840049,0.1697071903,-0.1308748072
SRX3405153,0.7498585062,0.0819766386,-0.5311689045
SRX3405154,4.3094347748,0.0312762479,-0.37160357450000003
SRX3405155,4.5286641673,-0.0104577294,-0.2689537247
SRX3405156,7.5036000043,0.26916821550000003,-1.0186377379
SRX3405157,5.3567693533,0.0222155,-0.18484565760000002
SRX312063,-4.7474023563,-0.2181308123,-1.03532148
SRX312064,-4.9722146195,-0.20736263130000002,-1.0594738756
SRX312065,-4.2484166418000004,-0.3580729292,-2.3114839708
SRX312066,-4.7574019598,-1.1019684904,-1.5771807339000001
SRX312067,-5.1140490818,-1.1014998148,-1.8043371732
SRX312068,-6.3992560875,-1.7909618398,-1.6595687670000001
SRX312069,-6.3735796082,-1.7921226591,-1.7125349289
SRX312070,0.0085644232,-0.0064831920000000005,0.0106693814
SRX312071,-0.0085644232,0.0064831920000000005,-0.0106693814
SRX312072,5.8163031657,-0.5172351907,-0.5238994215
SRX312073,5.5573465692,-0.4930876744,-0.5372412092000001
SRX312074,4.8358380861,-1.5109077319000002,0.8086947658
SRX312075,4.7082153039,-1.546671549,0.7624051137000001
SRX312076,3.0782992661,-1.7910974918,0.0113559193
ecoli_00001,-0.1583452866,0.012478646000000001,-0.0481999145
ecoli_00002,0.1583452866,-0.012478646000000001,0.0481999145
ecoli_00003,3.1194559511,0.077574131,-0.5317742135
ecoli_00004,3.6276184717,-0.090682171,-0.7163570805
ecoli_00005,0.24941647800000002,-0.030513673,-0.29113591450000004
ecoli_00006,0.1176510994,0.05819072,-0.1393033595
ecoli_00007,2.499922181,-0.105981984,-0.5405984475
ecoli_00008,2.5259222328,-0.22346684100000003,-0.3657555065
ecoli_00009,-0.0048442653,0.436429913,-0.0416065245
ecoli_00010,0.0758296648,0.367563393,-0.16703075950000001
ecoli_00011,0.9530810774,0.345522573,-0.1321436535
ecoli_00012,0.9622090666,0.343136463,-0.2627408515
ecoli_00014,1.2174176418,0.33938771300000004,-0.4027238455
ecoli_00015,0.6637412553,0.383863793,-0.3605376355
ecoli_00016,0.6221466879,0.33986178300000003,-0.3097731345
ecoli_00017,1.012129213,0.43240872300000005,-0.2173337925
ecoli_00018,1.0143495145,0.482436193,-0.2792273005
ecoli_00019,3.8862528063,0.17662370300000002,-1.2990506445
ecoli_00020,4.1835159172,0.24038529300000003,-1.2836680885
ecoli_00021,3.4624766234,0.513155013,-0.9911724115
ecoli_00022,3.7036331621,0.536337303,-1.0208139305
ecoli_00023,3.0593906592,0.334672533,-1.1504893625000001
ecoli_00024,3.2137994777,0.387059873,-1.1822660225
ecoli_00025,3.6435124851,0.513462963,-1.3043630015
ecoli_00026,4.1995347899,0.5104807530000001,-1.3133777725
ecoli_00027,1.0545680147,-0.07279683,-0.8511404265
ecoli_00028,1.2996777629,-0.093243951,-0.9731833255000001
ecoli_00029,3.1350839152,-0.043119613,-0.8579417635000001
ecoli_00030,3.0178038007,-0.07348926,-0.6605318755
ecoli_00031,0.9903661993,0.16383650300000002,-0.7203059275
ecoli_00032,1.4032825234000001,0.11651884600000001,-0.9337227395000001
ecoli_00033,-0.3451570089,0.16921202300000002,-0.17113147650000002
ecoli_00034,-0.4729770212,0.03216219,-0.3361349435
ecoli_00035,2.2461141644,0.29367586300000004,-0.48070817650000003
ecoli_00036,2.3370023594,0.22863865300000003,-0.49559434950000003
ecoli_00037,0.48170674020000004,0.505105143,-0.6333049045
ecoli_00038,0.5114852973,0.563775123,-0.5976879365000001
ecoli_00039,-0.2696929132,0.339165103,-0.2004629885
ecoli_00040,-0.2939140917,0.360235063,-0.0862697835
ecoli_00041,1.3542099371,0.32216916300000004,-0.6336409525000001
ecoli_00042,1.0494744626,0.315987593,-0.4197712745
ecoli_00043,0.1193295345,0.30577407300000004,0.1316744735
ecoli_00044,0.29334506400000004,0.322569413,0.0980434875
ecoli_00045,-0.41608433980000004,0.194465293,0.0201306095
ecoli_00046,-0.25685208800000003,0.13385438500000002,-0.0489287985
ecoli_00047,0.4016585675,0.325118883,-0.0256493065
ecoli_00048,0.1913882822,0.343466333,0.0336232365
ecoli_00049,1.8674442976,0.215598863,-0.4696450515
ecoli_00050,0.8645627073000001,0.348125933,-0.19155943350000001
ecoli_00051,0.37200323350000003,0.319898823,-0.1397610505
ecoli_00052,0.8679901762000001,0.31218181300000003,0.0989826025
ecoli_00053,0.6096499222,0.348980073,-0.0227851765
ecoli_00054,1.1416788606,0.883560683,0.3365214395
ecoli_00055,1.6859276937,1.1275514229999999,0.5734489045
ecoli_00056,-1.2960436417,0.46435899300000005,0.6001816325
ecoli_00057,-1.2510107377,0.46188222300000004,0.7102109795
ecoli_00058,-2.7895694304000003,0.44664785300000004,0.6665949205
ecoli_00059,-2.9409498723,0.49525865300000005,0.5886476835000001
ecoli_00060,-0.6143140834,0.319951353,0.1685801425
ecoli_00061,-0.8068255535000001,0.360933593,0.07987321950000001
ecoli_00062,-2.0871122636,0.8061810030000001,0.41563276450000003
ecoli_00063,-2.0107973439,0.764467493,0.6132389335
ecoli_00064,1.8039364238000002,-0.686581477,-2.1210053065
ecoli_00065,1.8391051790000001,-0.620927,-1.7509576135
ecoli_00066,2.0081390195,-1.046248202,-1.1475928595
ecoli_00067,1.7799637591000002,-1.071490687,-1.2987249235
ecoli_00068,1.2761101273,-0.09169608400000001,-0.2903127705
ecoli_00070,0.9120455662,-0.171476714,-0.6276999435
ecoli_00071,0.9691587957000001,-0.216511799,-0.4755360125
ecoli_00072,1.22937395,-0.237794143,-0.49047846650000004
ecoli_00073,0.3744234971,0.097308024,-0.5950111705000001
ecoli_00074,1.4407966609,0.0007891440000000001,-0.5196985245
ecoli_00075,3.7338647001,0.37930993300000004,0.5550922515
ecoli_00077,3.4436097689,0.207746483,0.0029147165
ecoli_00078,3.2783941835,0.245706203,-0.10582915650000001
ecoli_00079,3.368395589,0.395080543,0.2129134075
ecoli_00080,2.1999195863,0.005806082000000001,-0.3633027005
ecoli_00081,-1.0836368051,0.19238992300000002,-0.5248621325
ecoli_00082,-0.1944664506,0.7848307330000001,0.3530360025
ecoli_00083,0.2599840872,0.774460393,0.1636742755
ecoli_00084,-0.7683943739,0.31349375300000004,0.0882555305
ecoli_00085,-0.8402946682,0.373244063,0.1698328775
ecoli_00086,-1.4406259012,0.205353913,0.4542154935
ecoli_00087,-1.8537087194000001,0.159225273,0.2603920785
ecoli_00088,1.0611755009,0.12650519300000002,-0.7318682295000001
ecoli_00089,1.0134367436,0.163147493,-0.5727876105
ecoli_00090,0.5451721758,0.046791002000000005,-0.5410560635
ecoli_00091,0.5340442052000001,-0.014761104,-0.4723632535
ecoli_00092,0.6400342519000001,0.271760703,0.7045759465
ecoli_00093,1.5260722137,0.20485867300000002,-0.0324181735
ecoli_00094,1.2425949943,0.24727295300000002,0.3247251215
ecoli_00095,1.2055501805,0.204154523,0.2947469615
ecoli_00096,1.5321300652,0.45717146300000006,0.0330533295
ecoli_00097,1.9344182534,0.376256283,-0.21045183550000002
ecoli_00098,1.6930262883,0.11748048200000001,0.0649750575
ecoli_00099,1.7816678797,0.125422963,0.0863311115
ecoli_00100,0.3968647562,-0.004082425000000001,0.2238882815
ecoli_00101,-0.1607629333,-0.66628918,-0.1670950935
ecoli_00102,-0.5919651182,-0.570898456,-0.0019709365
ecoli_00103,0.5397016043,-0.228845183,-0.3865434695
ecoli_00104,0.1103871366,-0.18410035800000002,-0.2763537035
ecoli_00105,-2.0695042537,-0.134837475,0.3174259585
ecoli_00106,-2.1279546634,-0.06971342200000001,0.3049388925
ecoli_00107,-2.0285689795,0.000271048,0.24550003550000002
ecoli_00108,-1.0711120672,0.768482663,-2.2718748505
ecoli_00109,0.1578938031,0.980974663,-1.9999196735
ecoli_00110,-4.2810386761,0.29165508300000004,-1.7096922595000001
ecoli_00111,-4.5463113719,0.25672264300000003,-1.8683914725
ecoli_00112,-4.6625869134,0.37124749300000004,-1.8626161175
ecoli_00113,-1.1845602555,1.429825303,0.47919588350000003
ecoli_00114,-1.2671641334000001,1.300445483,0.6006269535000001
ecoli_00115,-1.2786558838,1.236903523,0.6045296215
ecoli_00116,1.3163846607,-9.852476477,-0.6735868075
ecoli_00117,1.426353122,-9.107951936,-0.7105065675000001
ecoli_00118,1.1888572692000001,-9.852476477,-0.7169766405
ecoli_00119,1.7344602693,-9.025871704,-0.5668714205000001
ecoli_00120,1.203117272,-9.566616581,-0.7343721945
ecoli_00121,1.4046793803,-9.852476477,-0.6355968885000001
ecoli_00122,0.5614560475,-9.852476477,-0.7305406655000001
ecoli_00123,0.9587033222,-9.852476477,-0.7271554655
ecoli_00124,1.2758385568000001,-9.852476477,-0.7497328795
ecoli_00125,4.047690606,1.438555163,-0.9627419835000001
ecoli_00126,0.0641779762,0.12370463300000001,0.0691657735
ecoli_00127,0.3469301978,0.23737495300000003,-0.0513165025
ecoli_00128,-0.0005024389,-0.266972174,-0.4867658455
ecoli_00129,3.6843059751,1.5517659030000002,-0.6285499415
ecoli_00130,2.4037335826,0.736260553,-0.37368488250000004
ecoli_00131,3.4378795312,1.248499963,-1.1968493125
ecoli_00132,0.5782087983,-0.022893763,0.4423881135
ecoli_00133,1.9920673237000002,0.578078713,0.6809467665000001
ecoli_00134,0.1842508297,-0.001157444,0.07775881350000001
ecoli_00135,-0.2989809322,-0.163650862,0.0650022725
ecoli_00136,1.7229317,0.18829674300000002,0.0638165175
ecoli_00137,-1.331878289,-0.255090408,0.1738254405
ecoli_00138,2.1911440769,0.584709813,0.5195693155000001
ecoli_00139,4.625502122,0.898060053,-0.0814357395
ecoli_00140,-2.4802094,0.234450913,0.3564980515
ecoli_00141,2.8468116833,0.5824345430000001,0.0456104385
ecoli_00142,0.8492889436000001,0.155824183,0.1295700525
ecoli_00143,0.5881975212,0.08995910700000001,-0.7714717045
ecoli_00144,-1.7457404633,0.264629563,0.4842845925
ecoli_00145,0.0554429561,0.615108903,-0.35859332450000003
ecoli_00146,-0.1638462313,0.311997713,0.2289179145
ecoli_00147,2.4599805072,0.5353218630000001,-0.5022997075
ecoli_00148,0.777364876,0.445484003,0.4388900585
ecoli_00149,-1.1073612079,0.29887890300000003,0.3928062845
ecoli_00150,0.3124817152,0.302115623,0.2802278005
ecoli_00151,-1.3818996505,-0.214788422,0.7570164255
ecoli_00152,-2.4513867629,0.026451149,0.8269836405000001
ecoli_00153,-3.6225167474,-0.313835929,0.14124158250000002
ecoli_00154,0.1724063878,0.506935123,-0.0244373025
ecoli_00155,-1.9506793923,-0.42053636400000005,-0.6888537835
ecoli_00157,1.7709713357,0.565682133,-0.9224585925000001
ecoli_00158,-1.1885322152,0.307042493,-0.11944839950000001
ecoli_00159,-0.5819231897,0.029020072,-0.1089216905
ecoli_00160,-2.8710106123,-0.24384744700000002,0.3181906285
ecoli_00169,-1.0538454208,-0.021205165,-0.1485006335
ecoli_00170,-0.8546350928,-0.013075078,-0.2089154565
ecoli_00171,-0.8447771597,0.093050269,-0.4437276405
ecoli_00172,-1.0235850634,0.39985849300000004,-0.4552394735
ecoli_00173,-0.5485730716,0.172960833,0.0744165895
ecoli_00174,-0.3155681573,0.493173503,0.0793625565
ecoli_00175,4.476686772,0.503238653,-0.3286231195
ecoli_00176,3.7334408868,0.486485123,-0.3017237385
ecoli_00177,0.4118374839,-0.34473195700000003,-1.5369935765
ecoli_00178,0.2746085425,-0.550939686,-1.6567939325
ecoli_00179,-0.9718833482,1.026079293,-0.1997606295
ecoli_00180,-1.1337418078,0.9645909530000001,-0.1019928565
ecoli_00181,-1.0233186372,-0.0020434050000000003,-0.5156144615
ecoli_00182,-0.8233204168,-0.06998529,-0.48344715050000003
ecoli_00183,1.1612804994,0.166015523,-0.7000201255
ecoli_00184,0.9623216843,0.165936663,-0.7053176155
ecoli_00185,-1.4583402449,0.08710832,-0.2794069515
ecoli_00186,-1.6925630273,0.073714532,-0.2091607945
ecoli_00187,-0.8680600060000001,0.419092283,0.6490561175
ecoli_00188,-0.7827852564000001,0.41257850300000004,0.7065005745
ecoli_00189,-0.3355547608,0.211699823,-0.5114041165000001
ecoli_00190,-0.2605713644,0.24928939300000003,-0.46984425550000003
ecoli_00191,-1.2830583004,0.823666823,-0.1765828525
ecoli_00192,-1.8260637937,1.104333543,0.0315145705
ecoli_00193,-1.0601501642,0.31050345300000004,-0.3487506895
ecoli_00194,-0.7876038674,0.33765284300000004,-0.3712901665
ecoli_00195,4.149220269,-0.141785767,-0.3554051615
ecoli_00196,-1.3518221982,0.255483463,-0.1055682275
ecoli_00197,-1.3607363496,0.27079068300000003,-0.2576189325
ecoli_00198,5.3966633219,-0.10748262700000001,-0.34153992850000003
ecoli_00199,0.6971199182000001,0.340002173,-0.6283569615
ecoli_00200,0.6213919691,0.487174103,-0.2058037225
ecoli_00201,2.1302413041,0.518280163,-0.015633565500000002
ecoli_00202,2.2715025406000002,0.5586262230000001,-0.1544804655
ecoli_00203,1.2831384712,0.452821843,0.0797640595
ecoli_00204,-0.19915866170000002,0.36938018300000003,-0.40293910450000003
ecoli_00205,2.1717076065,0.49007886300000003,-0.2976751985
ecoli_00206,2.426453794,0.474334523,-0.3719279945
ecoli_00207,1.4120950109,0.830611623,0.0423122845
ecoli_00208,1.9498037344,0.7498248230000001,-0.3902607605
ecoli_00209,0.9143516579000001,0.39857596300000003,-0.41614952050000004
ecoli_00210,0.41346511010000003,0.474739703,-0.4486033365
ecoli_00211,-0.6609953808,0.27564292300000004,-0.1795860835
ecoli_00212,-0.7637619802000001,0.268154863,-0.3913637065
ecoli_00213,2.0443306423,0.582376183,0.2985116105
ecoli_00214,2.1895161984,0.636744023,0.4113179375
ecoli_00215,-0.0345993183,0.332940493,-0.1229730465
ecoli_00216,-0.019089721100000002,0.32368551300000004,-0.2701237305
ecoli_00217,1.8197897292,0.636331983,-0.9257085645
ecoli_00218,2.7729370196,0.554671843,-0.7431049765000001
ecoli_00219,-0.1789064753,0.36809995300000004,-0.36355429850000004
ecoli_00220,0.0574490215,0.422601483,-0.4262898505
ecoli_00221,-0.5515072536,0.363195763,-0.4833090745
ecoli_00222,-1.5624911394,0.30711134300000004,-0.6858877305000001
ecoli_00223,-0.2278109123,0.8218948030000001,-0.6602990695000001
ecoli_00224,0.1220599608,0.832054603,-0.3859416815
ecoli_00225,2.0029102011,0.596168643,0.0725470555
ecoli_00226,2.4128380893,0.633656513,0.1087621005
ecoli_00227,-1.2291307617,0.23073483300000003,-0.1249055855
ecoli_00228,-1.3965450972,0.160408733,-0.1567757885
ecoli_00229,-1.5023212336,0.33273120300000003,-0.4086024925
ecoli_00230,-0.9324253925,0.351625083,-0.37196645850000004
ecoli_00231,-1.5395700324,0.22966762300000002,-0.6137009005
ecoli_00232,-1.5262485910999999,0.288967533,-0.4854013575
ecoli_00233,-0.7659756892,0.263027813,-0.35134041250000003
ecoli_00234,-0.9564997255000001,0.38965776300000005,-0.4429037945
ecoli_00235,-1.3834736517000001,0.20591431300000002,-0.39488557350000003
ecoli_00236,-1.3770418021,0.360213693,-0.1695912295
ecoli_00237,-1.65357284,0.045779202000000005,-0.0844572375
ecoli_00238,-1.40800218,0.144864783,0.1677200555
ecoli_00239,-1.8483674087000002,0.252590313,-0.0540012525
ecoli_00240,-1.7745029332,0.223236343,-0.12320038450000001
ecoli_00241,-0.1834055641,0.33342218300000004,0.7068645465000001
ecoli_00242,-0.6212882228000001,0.264908103,0.5297335115
ecoli_00243,-0.4939185923,0.307141653,0.6778845905
ecoli_00244,-1.801204973,-0.057655873,0.7214657345000001
ecoli_00245,-1.7931791656,-0.070605865,0.5677356235000001
ecoli_00246,4.7666745244,-0.069139537,0.43389513150000003
ecoli_00247,4.5626333498000005,-0.022394787000000003,0.4625969265
ecoli_00248,7.5787230075,0.401836273,0.7275510575
ecoli_00249,-1.6026989764000001,0.24554710300000002,0.12540824650000001
ecoli_00250,-1.6766623035000001,0.412722073,0.24935957050000002
ecoli_00251,-1.4380002726,0.376783933,0.19727769650000002
ecoli_00252,-1.6488008215,0.375609213,-0.013156599500000001
ecoli_00253,-3.1198698022,0.029854537,1.0312401825
ecoli_00254,-2.7216683241,0.109766425,0.9095772835
ecoli_00255,-1.6813848834,0.311947293,0.2703375965
ecoli_00256,-1.5603832508000002,0.19927317300000003,0.1645380085
ecoli_00257,-3.2658960121,0.385079333,0.33585777450000004
ecoli_00258,-3.560687923,0.334463263,0.1667247605
ecoli_00259,1.2621785776,-0.0037122770000000004,-0.1743224075
ecoli_00260,0.5094519812,-0.098690551,-0.0535067695
ecoli_00261,-2.8420067856,0.272968543,0.3699981225
ecoli_00262,-3.7193537869,0.268494893,0.43139406150000004
ecoli_00263,0.8010015709,0.422197943,-0.5193969315
ecoli_00264,1.6909621038,0.567725263,-0.6375158865
ecoli_00265,2.0052807418,0.6961985230000001,-0.8474825855
ecoli_00266,2.0131497604,0.736210653,-0.7100893235
ecoli_00267,3.4642638273,0.5420487930000001,-0.1266093865
ecoli_00268,3.693021089,0.5730386230000001,-0.0714761815
ecoli_00269,2.262677794,0.911502773,-1.6316817045
ecoli_00270,1.8679196832,0.943276293,-1.2949912915000001
ecoli_00271,-1.5865976668,0.106685208,-0.2749064275
ecoli_00272,-1.0636042198,0.063971556,-0.2326997415
ecoli_00273,-0.9225393889,0.821857583,-0.3807180195
ecoli_00274,-0.7757967591,0.648169773,-0.2092895905
ecoli_00275,-0.22961549020000002,0.843077653,-0.17652369950000002
ecoli_00276,-0.0682789716,0.8884085730000001,-0.2309055405
ecoli_00277,-0.6652766938,0.348438943,0.1719636025
ecoli_00278,-1.0431754118,0.309908293,-0.0395604975
ecoli_00279,-0.33870396810000003,-0.030941686000000003,-0.7403228615
ecoli_00280,-0.94607006,-0.041858422,-0.6254559695
ecoli_00281,-0.1494023903,-0.41418928400000005,-0.5658172005000001
ecoli_00282,-0.4632736871,-0.322180379,-0.6963343875
ecoli_00283,-0.693230679,0.482338413,-0.2900430195
ecoli_00284,-1.0132051139,0.519726133,-0.3079765715
ecoli_00285,3.5774506390000003,0.10509646700000001,-0.1552401745
ecoli_00286,3.1060311071,0.09710128400000001,-0.19585157050000002
ecoli_00287,-0.7218396969,1.000412783,0.054106231500000004
ecoli_00288,-1.0254879907,1.013481493,-0.0596581735
ecoli_00289,-0.3935724618,0.44647993300000005,-0.48849914450000004
ecoli_00290,-0.22454318150000002,0.618285233,-0.5632535735
ecoli_00291,-0.160843067,0.46214110300000005,-0.4889147955
ecoli_00292,-0.2172699723,0.518639853,-0.3611020085
ecoli_00293,0.39516971430000003,0.47472340300000004,-0.8336024865
ecoli_00294,0.6123660477,0.429799533,-0.7628204975
ecoli_00295,2.1921885932,0.026469302,-1.1982801255
ecoli_00296,2.2813709864,0.09906102300000001,-1.3397890065
ecoli_00297,0.4241495028,0.49321258300000004,-0.8519088425
ecoli_00298,0.41332110390000004,0.508607923,-0.6667576135000001
ecoli_00299,-0.8016335043,0.38566819300000005,-0.45068228450000003
ecoli_00300,-0.8555816232000001,0.362990173,-0.3377596955
ecoli_00301,-0.4664611121,0.36842613300000004,-0.4254294575
ecoli_00302,1.7666817384,0.736125773,-0.45128937150000004
ecoli_00303,0.6156368085,0.553279673,-0.35675457050000003
ecoli_00304,0.23499913050000001,0.42430167300000005,-0.38810359050000004
ecoli_00305,2.6336002024000003,0.904530523,-0.6776203815
ecoli_00306,3.0590069478,0.929254393,-0.8224078965
ecoli_00307,2.9846868518000003,0.9289372330000001,-0.5123609795
ecoli_00308,3.0142934533,0.9358953230000001,-0.3296581205
ecoli_00309,3.2103863028,0.8647486830000001,0.07628528450000001
ecoli_00310,2.9490799115,0.829767083,0.0966791895
ecoli_00311,3.8929859182,1.000233243,-0.49563330250000004
ecoli_00312,4.1885503332,0.9954071830000001,-0.9058790885
ecoli_00313,0.4738035419,0.503242803,-0.5382116495
ecoli_00314,0.6662836981,0.5733612730000001,-0.8781148865
ecoli_00315,1.8344347993,0.688985203,-0.1903497045
ecoli_00316,1.9256828395,0.689163233,-0.2183370215
ecoli_00317,3.2646959352,0.566404903,-0.42949573150000003
ecoli_00318,3.6169009481,0.587592463,-0.40670250350000003
ecoli_00319,-0.0956195162,0.10847917900000001,-0.5421081135
ecoli_00320,-0.3872097666,0.14360144,-0.34580168450000004
ecoli_00321,2.7379619594999998,1.042582673,-0.7964609995
ecoli_00322,2.62754768,1.027989663,-0.6191129925000001
ecoli_00323,-0.6066327769000001,0.09382866100000001,-0.1108756595
ecoli_00324,-0.9015279056000001,0.13043923,-0.23551442150000002
ecoli_00325,-0.1204761028,0.057576022000000004,-0.2616837335
ecoli_00326,0.10005295210000001,0.46187418300000005,-0.5424795715
ecoli_00327,0.7212283963,0.7723290730000001,-0.3344598465
ecoli_00328,0.3634242164,0.495795953,-0.2657714625
ecoli_00329,1.3830724043,0.621328373,-0.1592386285
ecoli_00330,0.9453795295,0.486348433,-0.2799196415
ecoli_00331,-0.8927480386000001,0.13801763,-0.22810304650000002
ecoli_00332,-0.5880137924000001,0.15520324300000002,-0.3258921685
ecoli_00333,-0.4059494643,0.211227453,-0.2032795635
ecoli_00334,-1.3054018776,0.156206473,-0.3763274425
ecoli_00335,-1.5453246594999999,-0.23326590800000002,-0.1870019135
ecoli_00336,-1.3490034122,-0.08594182800000001,-0.2462420875
ecoli_00337,-0.584319747,0.027939159,-0.4974196945
ecoli_00338,-0.1195041496,0.095125363,-0.2332744985
ecoli_00339,-1.734443426,-0.186683067,-0.1583360745
ecoli_00340,-1.804841139,-0.08065952300000001,0.0542346805
ecoli_00341,-1.9096909682,-0.32169368600000003,-0.17590321650000001
ecoli_00342,-2.0373287349,-0.22926116100000002,-0.17675266650000002
ecoli_00343,-1.5427335778,-0.29073972200000003,-0.2976301215
ecoli_00344,-1.4718675028,-0.328630297,-0.4378676575
ecoli_00345,-1.4810336671,-0.103214605,-0.2657506465
ecoli_00346,-1.6589731381,-0.05797147800000001,-0.2848322135
ecoli_00347,-0.204588648,0.20789728300000002,-0.1676555475
ecoli_00348,-0.1724010667,0.288214413,-0.2040018915
ecoli_00349,-1.2966382222,0.16856253300000001,-0.028433226500000002
ecoli_00350,-1.3159736078,0.144982372,0.011320644500000001
ecoli_00351,1.6436265024,0.495849313,-0.4354322695
ecoli_00352,-0.8089751735,0.08223337900000001,-0.0980182925
ecoli_00353,-0.7238131032,0.260077643,-0.1018771735
ecoli_00354,-1.3338974328,0.110092349,-0.0420687345
ecoli_00355,-1.4071557901,0.946417433,-0.8660524385
ecoli_00356,-1.4152241465,0.980365153,-1.0119673845
ecoli_00357,-1.1565253232,0.9986914830000001,-0.9915204275
ecoli_00358,-1.3086034172,0.9749593430000001,-1.0766474625
ecoli_00359,-2.5238615513,0.830338573,-0.9940088505
ecoli_00360,-2.7406303034,0.926503413,-1.0313690465
ecoli_00361,-2.4371065917,0.8096897230000001,-1.1569673615
ecoli_00362,-3.1468618302,0.9991721830000001,-0.9833117015
ecoli_00363,1.0131397053,-0.219087253,-1.0299175535
ecoli_00364,1.6417676257,0.06872793,-0.7847553295
ecoli_00365,3.7262625634,0.181883243,0.2779624885
ecoli_00366,4.4731128734,0.46045822300000006,0.5075438135
ecoli_00367,3.5970533216,-1.466715649,-0.09373745850000001
ecoli_00368,4.2552941234,-1.564214307,-0.0318437295
ecoli_00369,0.21976383630000002,0.10006032100000001,-0.8301191715
ecoli_00370,0.49592416500000003,-0.24440689100000001,-0.6967653865
ecoli_00371,3.5162939663,-0.15585906600000002,-0.0188544405
ecoli_00372,4.1726665807,0.12222331400000001,0.4200670635
ecoli_00373,-0.8840069095,-2.568928611,-1.4966743405
ecoli_00374,0.5298560769,-2.37205329,-1.2196332035
ecoli_00375,0.5042733086,-0.13952741600000002,-1.5167761005
ecoli_00376,1.2792204523000001,-0.121563182,-1.5334600365000002
ecoli_00377,0.3668337712,-1.138543574,-1.4280524035
ecoli_00378,0.3725701876,-1.125744815,-1.4564673685
ecoli_00379,0.1469611711,-0.616348749,-0.5615055845
ecoli_00380,0.5362733433,-0.651084973,-0.6203777405
ecoli_00381,1.4922752684,-0.424559634,-1.2064308205
ecoli_00382,1.5388378848,-0.35219075800000005,-1.1056351065
ecoli_00383,-0.1529061354,0.17718560300000002,-1.0585679875
ecoli_00384,0.030266624000000002,0.253641923,-0.9487086105
ecoli_00385,-0.7840160194,-0.8382274850000001,-0.5116787435
ecoli_00386,-0.9384186629000001,-0.903455694,-0.6649277855
ecoli_00387,1.7792325608000001,-0.296102011,-0.8414818195
ecoli_00388,1.7763267328999999,-0.23094071100000002,-1.0070595935
ecoli_00389,0.8178734805000001,-0.708797459,-0.4662234725
ecoli_00390,-0.20106263700000002,-0.968107711,-0.7461580165
ecoli_00391,0.33518901840000004,-1.356589447,-0.7355657025
ecoli_00392,0.0752561624,-1.123683673,-0.7693146895
ecoli_00393,-1.1831121121,0.062207968,-0.41414082150000003
ecoli_00394,-1.7707290617,0.01735881,-0.3181673935
ecoli_00395,-2.567239603,0.43556652300000004,-0.0493290905
ecoli_00396,-2.2271053138,0.40063680300000004,-0.0338774525
ecoli_00397,-1.5301191029,0.37188534300000003,0.1053199075
ecoli_00398,-1.7885740489000002,0.35534419300000003,-0.10443872650000001
ecoli_00399,-1.7911694513,0.739618883,-0.8754639465
ecoli_00400,-2.4665381279,0.562500333,-0.3572445185
ecoli_00401,-2.9176560549,0.5847484430000001,0.0860484805
ecoli_00402,-2.5000034324,0.18943374300000002,-0.3572406725
ecoli_00403,-1.0292082237,-0.071245341,0.1705632325
ecoli_00404,-1.7874749273,-0.002275453,0.4231018375
ecoli_00405,-2.3341703211000002,0.515020333,-0.5636807415
ecoli_00406,-1.5201371421,0.5286701730000001,-0.4833012245
ecoli_00407,-2.5993583996,0.349377103,-0.1790417835
ecoli_00408,-2.7342027873,0.396319383,-0.031626641500000004
ecoli_00409,-0.1967245054,0.286434483,0.3803469745
ecoli_00410,-0.7780672479,0.302318703,0.1072305415
ecoli_00411,-1.7996592812,-0.059878781000000006,-0.43823415450000003
ecoli_00412,-2.0128939648,0.027680622000000002,-0.3481631365
ecoli_00413,-2.4837824527,-0.154360834,-0.1489806615
ecoli_00414,-2.0017016473,-0.04945323,-0.0707670365
ecoli_00415,-1.7012336479,0.164713793,0.5310983355000001
