,ABUW_4087
SRX3737100,0.0
SRX3737101,0.0
SRX3737103,0.0
SRX3737104,0.0
SRX3737105,0.0
SRX3737106,0.0
SRX3737107,0.0
SRX3737108,0.0
SRX3737109,0.0
SRX3737110,0.0
SRX3737111,0.0
Abaum_0017,-0.053140770100000005
Abaum_0018,0.7856501371
Abaum_0019,0.7839990618
Abaum_0020,1.9169675901
Abaum_0021,1.3099126361
Abaum_0022,0.2935575125
Abaum_0023,0.053140770100000005
Abaum_0024,2.0092677697
Abaum_0025,1.3861524371
Abaum_0026,0.1296647692
SRX3141471,0.0004499951
SRX3141472,0.1655282826
SRX3141473,-0.1971229288
SRX3141474,0.0315946461
SRX3141475,-0.0610865206
SRX3141476,0.21813165750000002
SRX3141477,0.3741029726
SRX3141478,-0.10775290030000001
SRX3141479,0.27688408870000003
SRX8944518,-0.0117303519
SRX8944519,-0.2598023526
SRX8944520,0.0268015832
SRX8944521,0.0084322605
SRX8944522,-0.0150712313
SRX8944523,0.1377283279
SRX5930997,0.3227104776
SRX5930998,-0.8670429354
SRX5930999,0.5443324578000001
SRX5931001,-0.7319306229
SRX5931002,-0.8652699110000001
SRX4488546,0.7476519757000001
SRX4488547,-0.2664248849
SRX4488548,1.630062427
SRX4488549,-0.48122709090000004
SRX4488550,0.8662266509000001
SRX4488551,1.1742240473
SRX4488552,0.878466037
SRX4488553,2.3058198337
SRX4488554,1.3400919094
SRX4488555,2.6023089617
SRX4488556,1.4188050319
SRX4488557,2.0036717318
SRX2568047,-3.4915218407
SRX2568048,-3.5242442588
SRX2568049,-3.5833481052
SRX2568050,-2.1516195967
SRX2568051,-2.2177350328
SRX2568052,-2.2142891409
SRX2568053,-3.4944386279
SRX2568054,-2.6366127524
SRX2568055,-3.4953082175
SRX2568056,-2.305095667
SRX2568057,-2.6270770682
SRX2568058,-2.3888458372
SRX2568059,-0.6517811231
SRX2568060,-0.2415239369
SRX2568061,-0.4222769489
SRX2568062,-0.1346284476
SRX2568063,-0.44153654480000004
SRX2568064,0.5761649923000001
Abaum_0001,-0.41741286790000004
Abaum_0002,-0.6288349232
Abaum_0003,-0.30081599200000003
Abaum_0004,-0.4732452835
Abaum_0005,-0.4538174707
Abaum_0006,-0.3253784454
Abaum_0007,-0.32355538840000003
Abaum_0008,-0.5606040218
Abaum_0009,-0.5884432804
Abaum_0010,-0.0891962972
Abaum_0011,-0.037016326700000005
Abaum_0012,0.037016326700000005
Abaum_0013,-0.43111701890000004
Abaum_0014,-0.5260241604
Abaum_0015,-0.3856128112
Abaum_0016,-0.37530299100000003
ERX1221046,0.0
ERX1221048,0.0
ERX1221049,0.0
ERX1221050,0.0
ERX1221052,0.0
ERX1221053,0.0
ABNM035,0.684303345
ABNM036,-0.684303345
ABNM037,-0.298686975
ABNM038,0.055245775000000004
ABNM041,0.185758535
ABNM042,-0.6928655850000001
ABNM019,-0.2654418843
ABNM020,0.2654418843
ABNM021,-0.9912276365
ABNM022,-0.39811245040000004
ABNM023,-1.7280838099
ABNM024,-1.6204317673
ABNM025,-1.6550989301999999
ABNM026,-1.6377187472
ABNM027,-0.4610106554
ABNM028,0.4610106554
ABNM029,-0.5657701727000001
ABNM030,0.9421978795
ABNM031,0.7506088549000001
ABNM032,0.7262046921
ABNM033,0.7837337497
ABNM034,0.0145714259
ABNM001,-0.0775716379
ABNM002,0.0775716379
ABNM003,-1.6020824087
ABNM004,-0.7617402881
ABNM005,-2.5788384181
ABNM006,-1.7065432512
ABNM007,-1.4980831481
ABNM008,-1.534478778
ABNM009,-1.0980480604
ABNM010,-0.9415855583
ABNM043,-0.11319003700000001
ABNM044,0.11319003700000001
ABNM045,-8.72559378
ABNM046,-8.425550939
ABNM047,0.88393951
ABNM048,0.84073162
ABNM011,0.0218253241
ABNM012,-0.0218253241
ABNM013,0.6526306442
ABNM014,1.4260052201
ABNM015,0.8325138896000001
ABNM016,1.4672293418
ABNM017,1.5019347936
ABNM018,0.9010631134
