,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,AB0057_PGcoculture__PGAB,-12.125677751533333,1.0116901053926441,3.0,0.0,-12.28334079,1.0,-13.0492800925,2.0,-11.0444123721,,
1,AB0057_PGcoculture__AB ,1.3877787807814457e-17,0.43882766152397895,4.0,3.0,0.6125594841,4.0,0.0227231025,5.0,-0.3083755988,6.0,-0.3269069878
2,AB0057_PGcoculture__ABPG,-4.98516126765,1.119920321215838,4.0,7.0,-5.988732389,8.0,-5.2269264443,9.0,-3.3822819338,10.0,-5.3427043035
3,AB5075_AZI__AZI_000,0.0,0.7882305420190243,2.0,11.0,-0.5573631614,17.0,0.5573631614,,,,
4,AB5075_AZI__preculture,-8.69331400495,0.43769490716897674,2.0,12.0,-9.0028110419,13.0,-8.383816968,,,,
5,AB5075_AZI__AZI_040,-11.80065919055,1.078630490815197,2.0,14.0,-11.0379522561,18.0,-12.563366125,,,,
6,AB5075_AZI__AZI_028,-6.025904807150001,1.2376005704280308,2.0,15.0,-5.1507890514,19.0,-6.9010205629,,,,
7,AB5075_AZI__AZI_003,-0.4913974048,0.16267348646689567,2.0,16.0,-0.6064249302,20.0,-0.3763698794,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,0.06638506616666666,0.793174805759717,3.0,21.0,-0.4081947736,28.0,-0.3747104164,29.0,0.9820603885,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,-3.333335459506278e-11,1.6885616041463565,3.0,22.0,-1.7839462672000002,23.0,1.5734363225,24.0,0.2105099446,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,-2.1401523922999997,0.12779411417747558,3.0,25.0,-2.2414781873,26.0,-2.1823934671,27.0,-1.9965855225,,
11,AB5075_VIR-O_LSO__VIR-O,-3.33333360913457e-11,1.2437307650093001,3.0,30.0,0.6199081469000001,32.0,0.8119423713,34.0,-1.4318505183,,
12,AB5075_VIR-O_LSO__LSO,-0.11643838106666671,0.37659243502171014,3.0,31.0,-0.0173279858,33.0,-0.5326742426000001,35.0,0.2006870852,,
13,AB5075_Zinc__Control,0.0,0.3358807306968054,3.0,36.0,-0.1259673172,37.0,0.3806549376,38.0,-0.25468762040000004,,
14,AB5075_Zinc__Zinc,2.8967028525,1.0649790842570506,2.0,39.0,3.6497567848,40.0,2.1436489202,,,,
15,AB5075_biofilm+abx__planktonic,3.33333360913457e-11,4.376224474365313,3.0,41.0,4.6167357695,42.0,-0.5291394631,44.0,-4.0875963063,,
16,AB5075_biofilm+abx__biofilm,28.562316061,1.6945966173503204,3.0,43.0,30.5079021414,45.0,27.4087502398,46.0,27.7702958018,,
17,AB5075_biofilm+abx__cip_biofilm,-0.15079718223333324,4.676054173951787,3.0,47.0,-4.1848205748,48.0,4.9743448345,50.0,-1.2419158064,,
18,AB5075_biofilm+abx__tet_biofilm,26.5306111721,7.701484271420401,3.0,49.0,29.8746998268,51.0,31.9947887643,52.0,17.7223449252,,
19,AB5075_gigAB__kan_gigB,17.861098375133334,1.5086343610059294,3.0,53.0,16.626586179,54.0,17.4139474254,55.0,19.542761521,,
20,AB5075_gigAB__gigB,17.347528844133333,0.6112566452676105,3.0,56.0,16.8955576087,57.0,17.1040187876,58.0,18.0430101361,,
21,AB5075_gigAB__kan_gigA,18.111795287933333,0.8456717336470513,3.0,59.0,18.5848811378,60.0,17.1354530557,61.0,18.6150516703,,
22,AB5075_gigAB__gigA,14.914685288133333,3.783827742833438,3.0,62.0,16.9165457765,63.0,10.5504578037,64.0,17.2770522842,,
23,AB5075_gigAB__kan_WT,5.742656911966667,1.1079837385121674,3.0,65.0,6.9519182645,66.0,4.7762345819,67.0,5.4998178895,,
24,AB5075_gigAB__WT,3.33333360913457e-11,0.2925125806004121,3.0,68.0,0.19996997500000002,69.0,0.1357534622,70.0,-0.3357234371,,
25,AB5075_med__CA-MHB,-0.06594038595000001,0.6240752689565572,2.0,71.0,-0.5072282406,72.0,0.3753474687,,,,
26,AB5075_med__CA-MHB_pH6,-0.12999410974999992,4.37862266750512,2.0,73.0,-3.2261478902,74.0,2.9661596707,,,,
27,AB5075_med__RPMI+_pH7,2.48828685985,0.9986910653932715,2.0,75.0,1.7821056352,76.0,3.1944680845,,,,
28,AB5075_med__RPMI+_pH6,0.67168049825,3.647567168175064,2.0,77.0,3.2508999777,78.0,-1.9075389812,,,,
29,AB5075_med__RPMI+_-HCO3,-2.1758723056,0.5982524335152675,2.0,79.0,-1.7528439530000002,80.0,-2.5989006582,,,,
30,AB5075_med__LB,0.0,0.29969703181801655,2.0,81.0,0.2119178035,82.0,-0.2119178035,,,,
31,AB5075_med__M9+AA,-2.5360397451,0.7582403453977796,2.0,83.0,-3.0721966351,84.0,-1.9998828551,,,,
32,AB5075_med__M9-AA,-0.5814705577,0.7327152520452407,2.0,85.0,-1.0995784811,86.0,-0.0633626343,,,,
33,AYE_adeB__WT,9.25185853854297e-18,0.5246447168353588,3.0,87.0,0.5828398954,88.0,-0.4345119501,89.0,-0.1483279453,,
34,AYE_adeB__adeB,2.603795043233333,0.9556773195616307,3.0,90.0,1.500277439,91.0,3.1579646512,92.0,3.1531430395,,
35,COL__0ug/ml,0.0,0.4891027515245383,2.0,93.0,0.3458478723,94.0,-0.3458478723,,,,
36,COL__0.25ug/ml,1.05093312325,1.8119139598690852,2.0,95.0,-0.23028352470000002,96.0,2.3321497712,,,,
37,COL__1ug/ml,-0.44312883945000003,1.0841023761130688,2.0,97.0,-1.2097049811,98.0,0.3234473022,,,,
38,H2O2__0ug/ml,0.0,1.2170072858811551,2.0,99.0,0.8605541046,100.0,-0.8605541046,,,,
39,H2O2__1.25ug/ml,0.7113175867,0.5663760260196741,2.0,101.0,1.1118059154,102.0,0.310829258,,,,
40,H2O2__2.5ug/ml,4.3194297311500005,0.2307503914418752,2.0,103.0,4.4825948977,104.0,4.1562645646,,,,
41,H2O2__5ug/ml,5.63449689315,0.7077876746001166,2.0,105.0,6.1349783575,106.0,5.1340154288,,,,
42,MRP__0ug/ml,0.0,2.557113791167245,2.0,107.0,1.808152502,108.0,-1.808152502,,,,
43,MRP__25ug/ml,-1.0191041311500002,3.549941977699359,2.0,109.0,1.4910839141,110.0,-3.5292921764000003,,,,
44,MRP__100ug/ml,-2.2975611413,0.37227400302720803,2.0,111.0,-2.0343236693,112.0,-2.5607986133000002,,,,
45,MRP__200ug/ml,-1.8982394935500002,0.13143076225920378,2.0,113.0,-1.8053039103000001,114.0,-1.9911750768,,,,
46,growth__2h,0.0,2.303842170154813,2.0,115.0,1.6290624213,116.0,-1.6290624213,,,,
47,growth__4h,5.2121512146499995,2.0679078890974982,2.0,117.0,6.6743829059,118.0,3.7499195234,,,,
48,growth__6h,7.27173979865,1.4467017478370372,2.0,119.0,8.2947124149,120.0,6.2487671824,,,,
49,growth__8h,10.09880659685,0.31782734535918633,2.0,121.0,10.323544468,122.0,9.8740687257,,,,
50,growth__10h,8.656354448950001,1.2658364597324676,2.0,123.0,9.5514359935,124.0,7.7612729044,,,,
51,mutants__WT,0.0,1.0437985668324146,2.0,125.0,0.7380770448,126.0,-0.7380770448,,,,
52,mutants__R7,-1.19749743795,1.0521218191425168,2.0,127.0,-1.9414599109,128.0,-0.453534965,,,,
53,mutants__gacA,-4.4529345324000005,0.4779746517673901,2.0,129.0,-4.1149554149,130.0,-4.7909136499,,,,
54,vacJ_LL-37__WT,0.0,0.9974788679249319,2.0,131.0,-0.7053240716,132.0,0.7053240716,,,,
55,vacJ_LL-37__WT+LL-37,-4.26515110585,2.2615522991683954,2.0,133.0,-2.6659921391,134.0,-5.8643100726,,,,
56,vacJ_LL-37__vacJ,-5.59042356425,0.9843119238399427,2.0,135.0,-4.8944099281,136.0,-6.2864372004,,,,
57,vacJ_LL-37__vacJ+LL-37,-5.70477421515,0.03968261455916854,2.0,137.0,-5.732834061,138.0,-5.6767143693,,,,
