,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,RichMedia__BHIN_Growth_Late,0.918809008,0.9129598841022706,2.0,0.0,1.564369133,1.0,0.2732488829999999
1,RichMedia__BHIN_Growth_Mid,2.283483717,1.9180644678928485,2.0,2.0,3.639760109,3.0,0.927207325
2,RichMedia__BHIN_Growth_Stat,1.058074453,0.42397753348784245,2.0,4.0,1.3578718419999998,5.0,0.758277064
3,RichMedia__LBv2_Growth_Late,6.2394178364999995,0.37341496578059363,2.0,6.0,5.975373582,7.0,6.503462091
4,RichMedia__LBv2_Growth_Mid,0.0,0.44785354408368205,2.0,8.0,-0.316680278,9.0,0.316680278
5,RichMedia__LBv2_Growth_Stat,2.019808192,0.636045714687252,2.0,10.0,2.46956043,11.0,1.570055954
6,RichMedia__MHB_Rich_Mid,1.423341352,1.0805665881436697,2.0,12.0,2.187417314,13.0,0.65926539
7,RichMedia__NBO_Rich_Mid,0.5259286565,0.539146989737924,2.0,14.0,0.907163149,15.0,0.144694164
8,Carbon__M9Na_Arabinose_Mid,0.5510475489999997,0.419232817994703,2.0,16.0,0.2546051804999996,17.0,0.8474899174999999
9,Carbon__M9Na_Galactose_Mid,0.20189433249999977,0.07008379543022115,2.0,18.0,0.1523376054999996,19.0,0.2514510594999999
10,Carbon__M9Na_GlcNAcGrowth_Late,-0.9330945820000003,0.39335507578256446,2.0,20.0,-1.2112386235,21.0,-0.6549505405000007
11,Carbon__M9Na_GlcNAcGrowth_Mid,-0.5949903705000001,0.12808242037790107,2.0,22.0,-0.5044224225000002,23.0,-0.6855583185
12,Carbon__M9Na_GlcNAcGrowth_Stat,-4.0527944940000005,0.32895568206781856,2.0,24.0,-3.8201877005,25.0,-4.285401287500001
13,Carbon__M9Na_GlcNAc_Mid,0.020847937999999733,0.37321490405899177,2.0,26.0,0.2847507274999996,27.0,-0.2430548515000001
14,Carbon__M9Na_Gluconate_Mid,-0.979963803,0.6266464292089723,2.0,28.0,-1.4230697425,29.0,-0.5368578634999999
15,Carbon__M9Na_Glucosamine_Mid,-2.0404551380000004,0.11197897348280464,2.0,30.0,-2.1196362295,31.0,-1.9612740465000007
16,Carbon__M9Na_Glycerol_Mid,-0.19203165150000018,0.08090117153735482,2.0,32.0,-0.1348258845000005,33.0,-0.2492374184999999
17,Carbon__M9Na_Maltose_Mid,0.5987507334999997,0.07303428332753595,2.0,34.0,0.6503937705,35.0,0.5471076964999995
18,Carbon__M9Na_Mannitol_Mid,0.7075532199999999,0.4634380495547063,2.0,36.0,0.3798530324999998,37.0,1.0352534075
19,Carbon__M9Na_Trehalose_Mid,-0.2226207100000001,0.010980210778025998,2.0,38.0,-0.2148565285000003,39.0,-0.2303848914999999
20,Carbon__M9Na_ethanol_Mid,-1.6022493360000003,0.6127382525917187,2.0,40.0,-2.0355207095,41.0,-1.1689779625000003
21,Carbon__M9Na_fructose_Mid,-0.6578495565,0.16216236366392467,2.0,42.0,-0.5431834494999999,43.0,-0.7725156635000001
22,Carbon__M9Na_fumarate_Mid,-1.5195744895000003,0.06625573427733819,2.0,44.0,-1.4727246105000005,45.0,-1.5664243685
23,Carbon__M9Na_glucoseGrowth_Late,0.1228631149999995,0.1774640250082603,2.0,46.0,-0.0026229005000004,47.0,0.2483491304999994
24,Carbon__M9Na_glucoseGrowth_Mid,-4.579669976578771e-16,0.30571310196920576,2.0,48.0,0.2161718074999994,49.0,-0.2161718075000003
25,Carbon__M9Na_glucoseGrowth_Stat,-1.8176781005000002,0.06275294507222931,2.0,50.0,-1.7733050675,51.0,-1.8620511335000005
26,Carbon__M9Na_ribose_Mid,-0.27616854350000025,0.38952931060540097,2.0,52.0,-0.0007297265000003,53.0,-0.5516073605000003
27,Carbon__M9Na_succinate_Mid,-0.17990350250000023,0.8852053800837003,2.0,54.0,-0.8058382295,55.0,0.4460312244999995
28,Carbon__M9Na_sucrose_Mid,-5.817442794,0.19440399690316967,2.0,56.0,-5.9549071785,57.0,-5.6799784095
29,TF__LBv2_HapROver_Late,0.09637386899999996,0.22777107968012805,2.0,58.0,0.2574323439999999,59.0,-0.064684606
30,TF__LBv2_HapROver_Mid,2.1057045665,0.5003041236662524,2.0,60.0,2.459473005,61.0,1.7519361279999996
31,TF__LBv2_HapROver_Stat,-0.0743945385,0.027171178400750323,2.0,62.0,-0.055181614,63.0,-0.093607463
