,A,MarA,BluR,RpoS
misc2__arg_cytd__1,-1.1042835681266132,0.22293890499999947,-0.890901626999999,-0.971555575
misc2__arg_cytd__2,-1.7681740504906032,0.5178885819999985,-0.7883269429999977,-0.9203768009999996
misc2__delyheO_pyr__1,0.4226752625723186,-0.3533279630000008,-0.34444311899999924,0.7467160320000001
misc2__delyheO_pyr__2,0.7909725715595808,0.02452096999999931,-0.19419228499999885,0.6404214120000002
misc2__dellon_glc__1,-7.582581739199538,0.2098063959999985,0.1886196850000008,1.8514310720000005
misc2__dellon_glc__2,-7.219587557601232,-0.5850907330000013,0.8493065270000013,1.957580102
nquinone__delubiC__1,-2.4836111224002657,0.09148939699999924,-0.2839513709999988,-0.18854235400000088
nquinone__delubiC__2,-1.7401036933385827,0.17635201499999995,0.019273794000000063,0.030013312999999545
nquinone__ubiC_ale1__1,-0.4329981800332447,0.13796363999999972,-0.3091560099999988,0.4131705320000005
nquinone__ubiC_ale1__2,0.4665105788628196,0.10688540400000067,-0.059761198999999536,0.4437214019999995
nquinone__ubiC_ale2__1,1.3917895426898923,-0.07871710300000068,-0.2524985289999995,0.9644070320000004
nquinone__ubiC_ale2__2,0.643557219152406,-0.12872193800000087,-0.34910085599999885,0.8252573020000007
nquinone__ubiC_ale3__1,-0.1878156763365014,-0.6051532690000005,-0.4921645879999987,-0.490303827
nquinone__ubiC_ale3__2,-0.6356793610266913,-0.6157344080000007,-0.4017561269999987,-0.4632218869999996
nquinone__ubiC_ale4__1,0.4732624933539686,-0.04791511300000106,-0.25704685199999844,0.6307305620000001
nquinone__ubiC_ale4__2,0.9473429170083852,0.3031684979999989,-0.027831970999999456,0.6971855320000007
nquinone__delpdhR__1,-0.4787394325755674,-0.08871423600000039,-0.6359686029999994,-0.7608141740000001
nquinone__delpdhR__2,0.3508803495614312,-0.21777446400000144,-0.5787481739999993,-0.7927318759999995
quinone__glu_ale4__1,1.3825668041597998,-0.2171979970000004,-1.707927595999999,-0.37281189800000014
quinone__glu_ale4__2,-1.86969285006661,-0.9132338300000012,-2.022824513999999,-0.3709926190000008
quinone__delmenF__1,2.385847067659621,0.7396915059999989,-0.4089799789999988,0.0468542499999991
quinone__delmenF__2,1.9992810976328337,0.5923539249999994,-0.2019170989999992,0.3632182420000003
quinone__menF_ale5__1,-3.031313373321674,-0.7854103710000002,-0.5296468699999988,0.4144457020000001
quinone__menF_ale5__2,-3.749435387031048,-0.43774273000000097,-0.5712259249999994,0.6358449919999991
quinone__menF_ale6__1,-3.9395253584253065,-0.6552119630000011,-0.40872791299999894,0.41663132200000064
quinone__menF_ale6__2,-3.875747930386429,-0.6706809420000006,-0.4209854259999988,0.3498554820000006
quinone__menF_ale7__1,-4.940524315155676,-0.724954008000001,-0.7411612969999988,0.2786310329999999
quinone__menF_ale7__2,-4.3610962164968665,-0.7253119170000009,-0.5915115249999996,0.3520761920000002
quinone__menF_ale8__1,-3.652879544801903,-1.714009658000001,-0.7252305729999993,0.08137363099999995
quinone__menF_ale8__2,-2.5646722990535578,-1.3002302680000009,-0.2855485329999992,0.289872226
quinone__delmenFubiC__1,-1.2207561288505513,0.2628254849999996,-0.1174264119999986,0.4343023420000005
quinone__delmenFubiC__2,0.0127680382322072,0.22982830499999984,0.0693471799999994,0.4454577420000021
quinone__menFubiC_ale1__1,-5.222866771833136,-1.1395940490000012,-0.6785799879999992,-0.5929867130000002
quinone__menFubiC_ale1__2,-5.500755149030312,-1.4944608190000004,-0.7003822409999998,-0.6825730510000003
quinone__menFubiC_ale2__1,-5.37280784876467,-1.9584395600000009,-0.6876413089999991,-0.4829198459999997
quinone__menFubiC_ale2__2,-5.51129960322993,-1.9464764690000007,-0.7323525579999988,-0.6668817029999996
quinone__menFubiC_ale3__1,0.5578480160353603,-0.2402415900000001,-0.7671221929999987,0.230084175
quinone__menFubiC_ale3__2,0.3345711986869048,-0.3344082680000007,-0.6794933460000001,0.23440550299999965
quinone__menFubiC_ale4__1,-2.839929354734902,-0.9500136310000008,-0.926906891999999,1.0102096120000006
quinone__menFubiC_ale4__2,-2.322777104946087,-0.7217965850000008,-0.7451989439999993,0.964788561999999
oxyR__wt_glc__1,-1.663194990215619,-0.14860584200000115,-0.8283879789999995,0.3785155019999991
oxyR__wt_glc__2,-0.6266754566002521,-0.1173239290000012,-0.8670937959999998,0.4468185120000001
oxyR__wt_h2o2__1,0.2533130585581932,-0.076420198000001,-0.8945812869999985,0.5232890319999992
oxyR__wt_h2o2__2,1.440071558538976,-0.16997815100000047,-0.7318766329999988,1.140273702
oxyR__glu_ale4__1,2.989776129829396,-0.8649138470000013,-2.121848588999999,1.471336792000001
oxyR__glu_ale4__2,1.8005903415510178,-0.7799561210000006,-2.339916731999999,0.9894781819999992
oxyR__glu_ale4_h2o2__1,-0.0307226969929915,-0.5139027190000007,-1.9287462329999991,1.105704231999999
oxyR__glu_ale4_h2o2__2,0.3880596161798306,-0.3598650940000017,-1.7653426639999994,1.3085406620000004
oxyR__oxyR_ale17__1,-2.473425545197244,0.010065539999999372,-0.9200293659999996,0.8646676620000004
oxyR__oxyR_ale17__2,-3.025473742094308,-0.013535902000000988,-0.8889789119999989,1.0449935319999994
oxyR__oxyR_ale17_h2o2__1,-1.9894838551504497,-0.22777883200000115,-1.0280585579999988,0.8066634019999999
oxyR__oxyR_ale17_h2o2__2,0.5144499607457288,-0.1696808360000004,-0.6493488369999989,0.7939193719999995
oxyR__oxyR_ale18__1,-3.6994646935468665,-0.29929058100000105,-1.2659179989999991,-0.1898837439999994
oxyR__oxyR_ale18__2,-1.9550715681245197,-0.4690340650000007,-0.9959835749999996,-0.012120127999999395
oxyR__oxyR_ale18_h2o2__1,-4.581125044598844,-0.39147222300000095,-0.5259107489999995,0.3807744920000005
oxyR__oxyR_ale18_h2o2__2,-5.067343896311972,-0.12548817100000065,-0.6052058099999993,0.4257068620000002
oxyR__oxyR_ale19__1,-3.637346590031371,-0.3376172910000008,-1.226731846999999,-0.284247916
oxyR__oxyR_ale19__2,-2.6906915242136966,-0.4100711200000005,-1.0151911899999997,-0.020286427000000273
oxyR__oxyR_ale19_h2o2__1,-3.38301445793624,-0.19250085000000008,-1.158468942999999,-0.3533771090000002
oxyR__oxyR_ale19_h2o2__2,-3.5198885623605203,-0.28348331100000035,-0.937595428999999,-0.35396490599999986
oxyR__oxyR_ale20__1,-4.60806884460116,-0.07554657900000095,-0.7755424919999987,0.2926861649999992
oxyR__oxyR_ale20__2,-4.314631252659424,0.1644299269999996,-0.8025986499999993,0.28449155899999923
oxyR__oxyR_ale20_h2o2__1,-3.0502895039697235,0.2598258169999985,-0.6901445959999988,0.4613981220000003
oxyR__oxyR_ale20_h2o2__2,-3.8991077002137975,0.08063953999999995,-0.7088161069999996,0.5234612819999995
svns_pgi__BmePgi24_15__1,1.6519157931697357,0.016041839999999752,-0.6325114629999993,1.1369064719999995
svns_pgi__BmePgi24_15__2,1.8351710657300404,0.09893518899999963,-0.6123628839999995,1.1069385319999991
svns_pgi__BmePgi24_26__1,0.8426356722956632,-0.5639030050000011,-0.9157465369999986,0.8895994619999996
svns_pgi__BmePgi24_26__2,0.7655437226425308,-0.4215714370000008,-0.8007106429999977,1.002864881999999
svns_pgi__BmePgi24_41__1,7.250604901739475,-0.397495601000001,-1.0756759769999986,1.6661726019999996
svns_pgi__BmePgi24_41__2,2.2262220723784925,-0.4735162240000008,-0.8545672089999989,0.7613875419999996
svns_pgi__BmePgi24_52__1,0.8628999520128682,-0.5878898240000003,-0.8852713369999989,1.0737541220000004
svns_pgi__BmePgi24_52__2,0.322849595865411,-0.5605862780000015,-0.8219175039999991,0.9053895819999996
svns_pgi__PaePgi2_34__1,1.1328207315858214,-0.801944036000001,-0.4630206479999988,1.2781378019999998
svns_pgi__PaePgi2_34__2,1.3437770651138743,-0.7497052900000014,-0.41105992799999935,1.2051609019999994
svns_pgi__PaePgi2_63__1,2.4297785597572457,-1.2440610340000005,-0.5304422129999988,1.469231752000001
svns_pgi__PaePgi2_63__2,2.7848114223889087,-1.3903538490000011,-0.5877741899999993,1.445767051999999
svns_pgi__PaePgi24_54__1,-0.601959850668878,-0.08424230900000129,-0.4256430499999988,0.914250742
svns_pgi__PaePgi24_54__2,-0.5468936551080985,0.08773541099999882,-0.21963397199999868,0.839892021999999
svns_pgi__PaePgi24_90__1,1.192453038175532,-0.5063230500000007,-0.6358718239999996,0.6100121420000004
svns_pgi__PaePgi24_90__2,1.363013841622263,-0.4920569570000009,-0.37517516499999903,0.7799764519999997
abx_media__m9_ctrl__1,12.322390567353038,-1.1360788500000014,1.29436531,0.7806096119999992
abx_media__m9_ctrl__2,11.202839322541513,-0.8030074160000007,1.5734923120000008,0.9497699119999988
abx_media__rpmi_ctrl__1,1.6199988576822053,-0.10210437000000017,-1.1468966309999988,-2.400017440000001
abx_media__rpmi_ctrl__2,0.2100619765705544,-0.1541025670000007,-0.5402920879999993,-1.6442175950000006
abx_media__camhb_ctrl__1,5.132088414914619,0.4418919709999996,-0.29998099100000003,-2.412374071999998
abx_media__camhb_ctrl__2,3.943567352779289,0.18031049499999965,-0.8667668249999991,-2.437496206
abx_media__m9_mero__1,9.108032112851305,-1.1087401910000008,0.982307146,0.113079119
abx_media__m9_mero__2,9.946883743935205,-1.5742067120000005,0.8954534000000011,0.5862508119999994
abx_media__rpmi_mero__1,1.347992867514891,-0.5554200510000005,-0.5645179209999993,-2.4314786130000003
abx_media__rpmi_mero__2,0.3060285332608115,-0.5904511570000013,-0.8730025179999991,-2.200063945000001
abx_media__camhb_mero__1,3.877430189933936,0.5240084219999988,-0.3779056039999995,-2.4793139040000005
abx_media__camhb_mero__2,2.6273407285075963,0.4202548009999996,-0.2835374539999993,-2.4048321600000016
abx_media__m9_trisulf__1,3.7840171696625577,-2.567075683000001,1.6619372130000016,0.903869492
abx_media__m9_trisulf__2,2.0105281322935524,-1.7254680870000012,1.6534609170000003,1.065425372
abx_media__rpmi_trisulf__1,9.099551523144724,0.01870767299999887,1.0637631510000016,-0.9703015790000008
abx_media__rpmi_trisulf__2,9.691135248340576,0.14128074599999876,1.0495000599999995,-0.9225986909999992
abx_media__camhb_trisulf__1,9.471724830476733,0.735502133999999,1.5831337380000008,-1.4790119080000004
abx_media__camhb_trisulf__2,9.263808873415222,0.5215596669999991,1.5183797650000006,-1.4534089859999997
abx_media__m9_cef__1,4.765420794628305,-1.0653131720000006,1.0826004290000009,0.855176342
abx_media__m9_cef__2,4.847698398885057,-0.8723803850000005,0.9358683090000001,0.6537064219999991
abx_media__rpmi_cef__1,2.286668379842343,0.0792360229999991,1.217382691000001,-1.312759304
abx_media__rpmi_cef__2,2.785551560022769,0.1772488119999993,1.4114407820000014,-1.226735445000001
abx_media__camhb_cef__1,1.6209110132780118,0.3616970769999988,0.4504352550000004,-1.3960977040000009
abx_media__camhb_cef__2,2.603502381763564,0.329060275999999,0.5649575590000007,-1.3938405669999998
abx_media__m9_cipro__1,3.712527148439985,-1.3681790020000006,0.7109304920000009,0.6878804820000006
abx_media__m9_cipro__2,5.549333547300913,-1.340883025000001,0.963750115,0.7698332319999999
abx_media__rpmi_cipro__1,8.173913734723559,-0.6294792350000007,0.7777674349999995,-1.842582587
abx_media__rpmi_cipro__2,9.375323003062904,-0.3335741630000024,0.7860064200000005,-1.7561506809999994
abx_media__camhb_cipro__1,3.138356128666916,0.9315915749999996,0.007400605000000837,-1.849872684
abx_media__camhb_cipro__2,3.657947839891472,0.7967254729999995,0.19565141600000047,-1.7899657450000008
hot_tale__42c_ale3_30c__1,-2.787989757189806,-0.3293375060000008,-0.29059483899999883,-1.907963797
hot_tale__42c_ale3_30c__2,-4.117986712756573,-0.27376430500000026,-0.3216231179999989,-1.9449729080000004
hot_tale__42c_ale3_37c__1,-3.110903186559957,0.765021063999999,-0.2803116289999989,-1.4384919190000005
hot_tale__42c_ale3_37c__2,-4.655149622448194,0.7514965169999988,-0.3632992419999983,-1.577854685
hot_tale__42c_ale3_44c__1,9.823194715071118,1.751863987999999,-0.15419866899999946,-0.4493295079999999
hot_tale__42c_ale3_44c__2,10.950242447598086,1.8625255349999987,-0.05131205199999833,-0.2227280940000007
hot_tale__hot_ale3_mid_30c__1,-1.1421252455529178,0.1945700729999995,0.0997601200000009,-1.3513825080000004
hot_tale__hot_ale3_mid_30c__2,-1.7713440516855024,-0.006167047000000814,0.2542850320000012,-1.5310537600000007
hot_tale__hot_ale3_mid_37c__1,-4.126377181070531,1.3829390689999992,-0.6017755719999984,-2.061404382
hot_tale__hot_ale3_mid_37c__2,-2.908059159028645,1.0091393639999993,-0.5665205329999994,-1.997902988
hot_tale__hot_ale3_mid_44c__1,7.23320204445985,2.6491379789999994,-0.5932691910000001,-0.3784016139999995
hot_tale__hot_ale3_mid_44c__2,6.665457153919654,2.95555083,-0.794561246999999,-1.5208829650000002
hot_tale__hot_ale3_30c__1,-2.206342515497004,0.04271141399999934,-0.013266198999999368,-0.8852935500000001
hot_tale__hot_ale3_30c__2,-2.0875180144030154,-0.3893794700000006,-0.16961192599999994,-0.7026216259999991
hot_tale__hot_ale3_37c__1,-2.6639621240586884,0.5936375399999996,-0.6581900989999996,-1.4008936260000002
hot_tale__hot_ale3_37c__2,-1.976605252851815,0.6655150219999992,-0.6232127549999991,-1.261976733000001
hot_tale__hot_ale3_44c__1,6.765265876759542,3.0687945029999995,-0.7632689139999993,-1.372628723
hot_tale__hot_ale3_44c__2,8.542024671605951,2.9837083559999997,-0.9947294169999984,-1.5608087029999993
hot_tale__hot_ale4_30c__1,-6.0866025359886855,0.19074565499999974,-0.4609003589999992,-1.9313040480000003
hot_tale__hot_ale4_30c__2,-5.998683528793537,0.3685069189999997,-0.6031661319999984,-1.859626883
hot_tale__hot_ale4_37c__1,-4.460227149581268,1.5015346659999975,-0.4760805839999991,-1.8883688719999998
hot_tale__hot_ale4_37c__2,-4.106572750108406,1.2720287819999996,-0.7694849749999992,-1.8301999230000003
hot_tale__hot_ale4_44c__1,6.539061858084352,3.2558227359999985,-0.4306633899999994,-1.3972837360000003
hot_tale__hot_ale4_44c__2,5.643753727150914,3.2161507639999996,-0.4235537339999995,-1.3387296620000004
hot_tale__hot_ale8_30c__1,-4.503528843022956,-0.468968793000001,-0.2283225019999984,-1.9839582040000003
hot_tale__hot_ale8_30c__2,-4.730389614937888,-0.010907354000000423,-0.032422789999999146,-1.9168988690000008
hot_tale__hot_ale8_37c__1,-5.126588723104694,0.9027826029999996,-0.5551205119999985,-1.904136262
hot_tale__hot_ale8_37c__2,-4.972700035149448,0.8717213509999988,-0.5554321599999996,-1.8966237050000003
hot_tale__hot_ale8_44c__1,2.214101824853815,2.619170992999999,-0.31286689199999884,-1.4268070109999993
hot_tale__hot_ale8_44c__2,1.4621264924773962,2.409640765999999,-0.3588705589999988,-1.4012864030000003
hot_tale__hot_ale9_mid_30c__1,-2.3855114252083247,-0.34454187700000105,0.007018578000001163,-1.4862597169999994
hot_tale__hot_ale9_mid_30c__2,-2.715811953346777,-0.40904473000000063,-0.13138226399999908,-1.6028070109999994
hot_tale__hot_ale9_30c__1,-1.9305214832659925,0.1449759109999995,-0.28606176599999955,-1.7950013550000008
hot_tale__hot_ale9_30c__2,-2.192845256977024,-0.04028166200000083,-0.21699642699999888,-1.947474307
hot_tale__hot_ale9_mid_37c__1,-2.4684483520717766,1.0671535849999998,-0.5100961759999993,-1.6525674640000003
hot_tale__hot_ale9_mid_37c__2,-2.036769961047398,1.0962176789999996,-0.319297551,-1.6748199380000006
hot_tale__hot_ale9_37c__1,-2.132545324409369,1.1013245499999993,-0.3610688829999989,-1.4977907750000004
hot_tale__hot_ale9_37c__2,-1.4897674920161723,1.2053779409999985,-0.3876396609999988,-1.5303036040000002
hot_tale__hot_ale9_mid_44c__1,7.393088012190934,2.841133955,0.3024332030000014,-1.1648128910000004
hot_tale__hot_ale9_mid_44c__2,9.62960799156576,3.4650923029999987,-0.12127201299999868,-0.9895178179999996
hot_tale__hot_ale9_44c__1,7.026467723342333,2.8956450329999983,-0.3509396749999993,-0.8601416400000002
hot_tale__hot_ale9_44c__2,6.593595099007834,3.1874940189999985,-0.41539418599999933,-0.8377917470000007
hot_tale__hot_ale10_30c__1,-2.049398894984737,-0.315068247000001,0.04081696000000079,-1.3864959540000008
hot_tale__hot_ale10_30c__2,-1.640833725216461,-0.3302157380000015,-0.05756176600000008,-1.4021387819999998
hot_tale__hot_ale10_37c__1,-2.3939801859430982,0.9291466659999984,-0.5021082409999993,-1.4716649169999998
hot_tale__hot_ale10_37c__2,-2.925673865881586,0.9748810219999989,-0.4275417179999987,-1.5490202170000007
hot_tale__hot_ale10_44c__1,6.611642952278927,2.892287011999999,-0.07004827899999899,-0.9616132069999992
hot_tale__hot_ale10_44c__2,7.139953932497332,2.9516512039999987,-0.10404823999999913,-0.9517457350000011
hot_tale__hot_ale16_30c__1,-3.0101959341967977,-0.07023146600000096,-0.4219751679999977,-1.5313009379999991
hot_tale__hot_ale16_30c__2,-3.33209463675594,0.12738426199999875,-0.2953529419999983,-1.6343591869999994
hot_tale__hot_ale16_37c__1,-3.336592981190569,1.0688182029999993,-0.5402653179999977,-1.5650683179999998
hot_tale__hot_ale16_37c__2,-3.4399426756092737,1.0889357329999996,-0.4876212939999993,-1.6141350879999994
hot_tale__hot_ale16_44c__1,5.425065347849848,3.0214350489999986,-0.6515407569999985,-1.2489221809999993
hot_tale__hot_ale16_44c__2,5.893262137127578,3.1986857219999987,-0.5107009339999989,-1.1555121919999998
pdhr_ale__pdhR-13_51__1,1.5602987360552236,-0.5092632340000005,-0.5421558249999991,0.5452866519999997
pdhr_ale__pdhR-13_51__2,-0.9860181125059,-0.6191567980000015,-0.7356768479999989,0.41892709200000056
pdhr_ale__pdhR-14_46__1,6.149874416216498,-0.7452187120000007,-0.6562737349999992,1.5375000920000002
pdhr_ale__pdhR-14_46__2,4.239397966753509,-0.7178199490000008,-0.6884027219999984,1.4069425520000003
pdhr_ale__pdhR-15_51__1,-0.1809966397802213,-0.2848346200000007,-0.4957700689999989,0.5506141820000003
pdhr_ale__pdhR-15_51__2,-0.2028227458114951,-0.5633906650000009,-0.5762428199999992,0.542759671999999
pdhr_ale__pdhR-16_49__1,1.9277594057570515,-0.5465911690000009,-0.9451846859999992,0.8923856620000006
pdhr_ale__pdhR-16_49__2,3.3940721407852585,-0.7105451880000011,-0.5512289499999996,1.664690922
tcs__del_atoC_LiAcet__1,-6.19299899224789,-1.1226694150000007,-0.7785455459999993,0.1400875759999991
tcs__del_atoC_LiAcet__2,-6.6432556496429855,-1.1070464730000005,-0.7988846239999994,0.3175289919999997
tcs__del_atoC_LiCl__1,-4.271098099041407,-1.0341651020000011,-0.7467885079999991,0.5720978920000004
tcs__del_atoC_LiCl__2,-4.025729893356253,-0.727479863000001,-0.656199086,0.6645033520000005
tcs__del_atoC_m9__1,-3.664524742900032,-1.2707069950000012,-0.7676037939999993,0.4565168320000002
tcs__del_atoC_m9__2,-4.430219403157675,-1.6055442650000007,-0.6608969989999993,0.4858056319999999
tcs__del_baeR_etoh__1,-3.485937758847653,-0.4391142010000007,-1.2573536849999989,-0.3660686989999995
tcs__del_baeR_etoh__2,-5.25115561005337,-0.145431062000001,-1.0657544889999988,-0.18654836400000008
tcs__del_baeR_lb__1,0.7976373316908512,-1.7430081050000008,-1.0859918029999989,1.7351000919999997
tcs__del_baeR_lb__2,0.6066253706439965,-1.570038332000001,-1.199842616999999,1.6869867619999999
tcs__del_btsR_01xlb__1,11.055173005705107,-1.8697900740000009,-0.4828702329999989,1.4074916319999993
tcs__del_btsR_01xlb__2,11.225083934566223,-1.8042662290000009,-0.4646278759999998,1.352980122
tcs__del_btsR_lb__1,-6.267653358761744,-1.131152891000001,-1.2213077179999994,-0.6825328420000005
tcs__del_btsR_lb__2,-6.539795168755327,-1.1510872040000004,-1.1153169589999994,-0.7267166940000003
tcs__del_btsR_pyruvate__1,11.46545721021064,-1.7091341530000008,-0.3917530810000001,1.308905381999999
tcs__del_btsR_pyruvate__2,11.709157592976885,-1.5463095660000006,-0.3713657579999987,1.2243911920000006
tcs__del_cpxR_etoh__1,-4.915577642608591,0.567896105,-0.811542124999999,-1.1037663309999992
tcs__del_cpxR_etoh__2,-4.6978773475006985,0.6702688199999995,-0.9213756529999992,-1.0972002140000008
tcs__del_cpxR_lb__1,-0.996366486567418,-1.344839824000001,-0.8957515239999996,1.5897364320000005
tcs__del_cpxR_lb__2,-2.042269083251027,-1.3826086750000008,-1.0983642729999987,1.7093981219999996
tcs__del_cusR_CuSO4__1,-2.333385017437848,0.7738227409999983,-1.5340528099999995,1.2612222119999998
tcs__del_cusR_CuSO4__2,-1.8894509384858256,0.8257569929999988,-1.253415573999999,1.344198651999999
tcs__del_cusR_lb__1,-7.160798567671723,-0.6977260770000004,-1.223799421999999,-0.045943152999999626
tcs__del_cusR_lb__2,-6.546404541583923,-1.1400853650000011,-1.1483775079999994,-0.08051990100000063
tcs__del_kdpE_01-kcl__1,3.9570238408678944,0.08925255499999983,-0.050819843999999385,2.1430292019999992
tcs__del_kdpE_01-kcl__2,3.579182998261836,0.22465778499999975,-0.037405921999998704,2.1303641419999995
tcs__del_kdpE_115-kcl__1,-3.711992577201576,-1.0514687890000012,0.3367779689999999,1.9626137519999995
tcs__del_kdpE_115-kcl__2,-4.645433214758508,-1.5141198140000007,0.4682012040000005,1.9231374920000004
tcs__del_phoB_m9__1,-1.7289345075242182,-1.0192343530000008,-0.3070425399999994,1.017683461999999
tcs__del_phoB_m9__2,-1.275574929978783,-0.9717921900000012,-0.4095249529999992,0.9924556320000004
tcs__del_phoB_m9p__1,-4.482960095382163,-0.5339041510000007,-1.2774798919999988,0.3819785919999994
tcs__del_phoB_m9p__2,-3.607562293639279,-0.765481191000001,-1.278441706999999,0.3786073319999996
tcs__del_rcsB_etoh__1,7.47900379508906,2.652914532999999,-0.9206604499999989,0.6027950220000005
tcs__del_rcsB_etoh__2,8.176249564802536,2.54509792,-0.9458347769999992,0.6368650020000004
tcs__del_rcsB_lb__1,-1.3127104471994473,-0.7026384440000006,-1.2826423889999994,1.367672301999999
tcs__del_rcsB_lb__2,-2.0825356468852885,-0.08003687200000087,-1.171617451999999,1.4394831819999998
tcs__del_zraR_lb__1,2.298363559763992,-0.05734602100000075,-1.099381472999999,0.3257998620000002
tcs__del_zraR_lb__2,2.396867378626245,-0.0865184920000015,-0.9829560669999989,0.3942829220000004
tcs__del_zraR_zncl2__1,2.8863004058170856,0.8940729179999991,-0.5057006069999987,1.110020682
tcs__del_zraR_zncl2__2,3.0008815249773635,0.9617693749999994,-0.6466987459999993,1.140191741999999
tcs__wt_01-kcl__1,-1.24534984069737,-1.4796280890000009,0.037949819000000495,1.6509296320000004
tcs__wt_01-kcl__2,-1.2836519286046055,-1.0494736850000006,0.0471961580000011,1.5050050220000006
tcs__wt_01xlb__1,11.644608366448963,-1.3142562390000003,-0.35915761399999896,1.405993702
tcs__wt_01xlb__2,11.321107421016212,-1.7273079910000009,-0.3862386089999994,1.369863552
tcs__wt_115-kcl__1,-3.1694293534218803,-1.0764614200000011,0.480332348000001,1.9654553519999995
tcs__wt_115-kcl__2,-3.27101145914755,-1.6048235020000012,0.4889372120000006,1.9559904019999996
tcs__wt_CuSO4__1,0.584288645955239,0.6294896849999994,-1.4999500779999977,0.9521508319999992
tcs__wt_CuSO4__2,-0.2827778213412459,0.5404871099999999,-1.4741038089999992,1.0443749120000003
tcs__wt_etoh__1,5.8158240147226925,2.420376845999998,-0.8540431789999996,1.2274404620000006
tcs__wt_etoh__2,4.9510051318872375,2.478918709,-0.7626761079999991,1.175064451999999
tcs__wt_lb__1,1.05934585343042,0.7343466539999994,-1.0404693419999989,0.8492971019999995
tcs__wt_lb__2,1.749186729371517,0.8498689909999984,-0.8510262959999988,0.8937301820000005
tcs__wt_LiAcet__1,-5.5080114018781865,-1.0683052600000007,-0.6729912239999996,0.4707743119999997
tcs__wt_LiAcet__2,-4.3431036439565815,-1.1492030380000005,-0.6644092269999984,0.3545623419999995
tcs__wt_LiCl__1,-4.445300413872073,-0.9291595230000008,-0.6846053149999998,0.5484054020000002
tcs__wt_LiCl__2,-3.9058911289371103,-1.0733533200000007,-0.6690539189999996,0.4702834819999993
tcs__wt_m9p__1,-4.692274974816801,-0.9613067100000006,-1.2827692819999983,0.0929358889999996
tcs__wt_m9p__2,-5.487553295024929,-0.9551849600000004,-1.2680097599999989,0.06531996100000015
tcs__wt_pyr__1,11.762784868769543,-1.2484218180000015,-0.4843294489999996,1.6245794119999992
tcs__wt_pyr__2,11.297974937949895,-1.6433333360000004,-0.44422067299999934,1.586807102
tcs__wt_zncl2__1,1.8790562827292456,1.148156501999999,-0.8995055399999998,0.5992908719999992
tcs__wt_zncl2__2,1.824018595214573,1.3489281439999994,-0.9440409259999996,0.606785111999999
ros_tale__0_0_0pq__1,2.6845897589258603,0.3797713889999992,-1.2345835989999996,-0.21162116
ros_tale__0_0_0pq__2,2.0290283363679467,0.5160094799999992,-1.215598686,-0.1972240460000005
ros_tale__0_0_250pq__1,13.806231521268478,0.9292544519999986,-0.2266224669999985,1.830212432
ros_tale__0_0_250pq__2,13.509091270610924,0.97257105,-0.44598110899999893,1.8180117919999998
ros_tale__1_mid_250pq__1,8.117276630800825,1.3040979209999983,-0.9307156609999998,0.02145051599999981
ros_tale__1_mid_250pq__2,8.172994432901818,1.317935125,-0.9683905939999988,0.12467335300000038
ros_tale__1_0_0pq__3,5.231410873278635,0.7464426699999995,-1.2390473629999992,-0.16620885100000038
ros_tale__1_0_0pq__4,5.259919980507949,0.6130613290000007,-1.2207719669999983,-0.11242322400000047
ros_tale__1_0_250pq__1,11.038906167433275,1.6986489879999995,-1.0866430879999989,-0.14096666000000013
ros_tale__1_0_250pq__2,10.637757001893403,1.6078931049999987,-1.054757476999999,-0.07097354799999955
ros_tale__1_0_750pq__1,10.216442669569854,0.5103945739999993,-0.10104371299999926,0.3124861219999993
ros_tale__1_0_750pq__2,7.452754826004875,-0.3618915880000007,-0.18434409799999774,0.6919141819999997
ros_tale__1_1_0pq__1,2.418374244833811,-1.4880471460000004,-0.15905481299999913,0.7869479320000003
ros_tale__1_1_0pq__2,1.6886004622467103,-1.0212246080000007,-0.20112461399999934,0.7573943019999998
ros_tale__1_1_250pq__1,4.470504547710188,-0.6485732150000008,-0.00490264999999912,0.8782502319999992
ros_tale__1_1_250pq__2,3.109175705283653,-1.0186771100000005,-0.29609478999999883,0.917509162
ros_tale__1_1_750pq__1,4.430769374222018,-1.584905259000001,-0.02854552999999882,1.4049796420000007
ros_tale__1_1_750pq__2,4.139365126171877,-1.268862959000001,-0.2260995889999995,1.2115643719999998
ros_tale__1_2_0pq__1,0.2867596346003043,-1.603446270000001,-0.8706040129999977,-0.20712402400000046
ros_tale__1_2_0pq__2,0.5959330834108459,-1.2621112120000006,-0.7076658619999989,-0.19377329399999965
ros_tale__1_2_250pq__1,1.52909245767133,-1.3163194540000012,-0.8561331049999996,0.08313350199999903
ros_tale__1_2_250pq__2,1.2765467051626749,-0.8430170570000008,-1.0471807689999988,0.2143280369999996
ros_tale__1_2_750pq__1,1.923649350461446,-0.6628414440000006,-0.7449430499999998,0.29981098200000034
ros_tale__1_2_750pq__2,3.4656024801915275,-0.8795419300000011,-0.7175915699999988,0.2835187389999998
ros_tale__1_3_0pq__1,0.6412924003787421,-1.9890304310000009,-1.539419593999999,0.3799091919999995
ros_tale__1_3_0pq__2,-0.6863429689964774,-2.502464975000001,-1.6980518569999985,0.4928210719999999
ros_tale__1_3_250pq__1,-2.994211701161425,-2.0145318640000007,-1.5252606679999987,0.6446780719999996
ros_tale__1_3_250pq__2,-3.81365635707308,-1.8565227130000008,-1.4194871349999998,0.9995141919999996
