,PSPTOA0028
SRX1828913,-0.2058025411
SRX1828914,-0.19287379200000002
SRX1828915,0.3012094756
SRX1828916,-0.1850646097
SRX1828917,-0.0954069345
SRX1828918,-0.632641935
SRX3983989,3.365580574
SRX3983990,0.7531011826
SRX3983993,3.4631262143
SRX3983994,3.3146076197
SRX3983995,1.9187187952
SRX3983996,2.9413002833
SRX3983997,3.8856186236
SRX3983998,1.3024160669
SRX3983999,2.6985615692
SRX3984000,3.2138499408
SRX3984001,4.0588937257
SRX3984002,4.0969644423
SRX3984003,4.1669239984
SRX3984004,1.5483120152
SRX3984005,3.3391747927
SRX3984006,4.6238100811
SRX3984007,2.8781141355
SRX3984008,2.3397285112
SRX3984009,1.4138427682999999
SRX3984010,5.2906741416
SRX3984011,2.0489986638
SRX3984012,1.0608174076
SRX3984013,1.5673209938000001
SRX3984014,1.4161641247
SRX3984015,3.7567410849
SRX3984016,1.7068189378
SRX3984017,5.1914131013
SRX3984019,0.6050001364
SRX3984020,4.9504040021
SRX3984021,4.7829344822
SRX3984022,4.8537854651
SRX3984023,-0.1272019576
SRX3984024,1.9814235341000002
SRX3984025,3.0796213136
SRX3984026,3.2318858907
SRX3984027,2.7412537079
SRX3984028,2.286367135
SRX3984029,3.0051771955
SRX3984031,4.1419648617
SRX3984032,4.2663296694
SRX3984034,0.1107375387
SRX3984035,0.9121298543
SRX3984036,5.5783488571
SRX3984037,5.5296518737
SRX3984038,5.6960970666
SRX3984039,5.5447605894
SRX3984040,2.9742222482000003
SRX3984041,5.536919448
SRX3984042,2.5541609628
SRX3984043,1.4400049007
SRX3984045,1.546083893
SRX3984046,0.1516600028
SRX3984047,4.8798939696
SRX3984048,3.9691687624
SRX3984049,3.4869875314
SRX3984050,3.2615272882
SRX3984051,5.0850982545
SRX3984052,1.9868307241
SRX3984056,4.2753394769
SRX3984057,4.2736699803
SRX3984058,4.5751657993
SRX3984059,1.3758009726
SRX3984061,1.0567079151
SRX3984062,1.7462764808
SRX3984063,1.8693037798
SRX3984064,1.9868551096
SRX3984065,1.6965439832
SRX3984066,1.8029914143
SRX3984067,1.8069108774
SRX3984068,1.7781206525000002
SRX3984069,3.4713620048
SRX3984070,4.3064721477
SRX3984071,3.9877818242
SRX3984073,2.6913144041
SRX3984074,3.091603918
SRX3984077,0.4804362985
SRX3984078,0.6406274985
SRX3984079,3.5801065336
SRX3984080,-0.1351955839
SRX3984082,1.9997929961
SRX3984084,4.0585137756
SRX6997963,0.6480362818000001
SRX6997964,0.2637210132
SRX6997965,0.23110083180000002
SRX6997967,-0.5617072204
SRX6997968,-0.13848186
SRX6997969,0.2247760484
SRX6997971,-0.0863290614
SRX6997972,-0.7004782580000001
SRX6997973,0.1955345008
SRX3159100,-0.0052970111
SRX3159101,-0.033721090100000004
SRX3159102,0.0626543415
SRX3159103,-0.0236362403
SRX3159000,0.6893793709
SRX3159001,0.053175372900000004
SRX3159002,0.16675574640000002
SRX3159003,-0.0716615117
SRX3159004,-0.4143100568
SRX3159005,-0.1855979624
SRX3159006,-0.35754702860000004
SRX3159007,0.1983497657
SRX3159008,0.0605657696
SRX3159009,-0.6208909341000001
SRX3159010,-0.1239376075
SRX3159012,-0.6985830326
SRX3159013,0.6232322432
SRX3159014,-0.2807200541
SRX3159015,0.7737672299
SRX3159016,0.23679217130000002
SRX3159017,0.9062816841
SRX3159018,-0.0456136916
SRX3159019,0.3929498073
SRX3159020,0.5878017355
SRX3159021,-0.9416555569
SRX3159022,0.4904162434
SRX3159023,-0.7616511559
SRX3159024,0.6181484566000001
SRX3159025,1.1514692915
SRX3159026,-0.9163420661
SRX3159027,0.7318534292000001
SRX3159028,0.1692721485
SRX3159029,0.4138212497
SRX3159030,0.821934927
SRX3159034,-0.3437904406
SRX3159036,0.086479658
SRX3159037,0.4766185157
SRX3159041,-0.8609732797
SRX3159042,0.002254887
SRX3159043,-0.3684633265
SRX3159045,-0.2771105225
SRX3159047,-0.590625217
SRX3159048,0.4051958369
SRX3159049,0.22178891280000002
SRX3159050,-0.1166169677
SRX3159051,-0.5086859759
SRX3159052,0.8500604516
SRX3159053,-0.5793084156
SRX3159054,0.0818156939
SRX3159055,0.0268382154
SRX3159056,-0.09199273200000001
SRX3159057,-0.4379625881
SRX3159058,-0.5642618703
SRX3159060,0.42113237800000003
SRX3159061,-1.0436032478
SRX3159062,-0.4575600783
SRX3159063,0.0731628466
SRX3159066,1.203984952
SRX3159069,0.8205843719
SRX3159070,-0.1039463558
SRX3159071,-0.35595972600000003
SRX3159073,-0.45959798960000003
SRX3159074,0.1683768455
SRX3159075,1.2604223015
SRX3159076,0.5813583147
SRX3159080,0.3392167491
SRX3159082,0.07815515120000001
SRX3159083,-0.3569344745
SRX3159086,-0.3716239036
SRX3159087,0.7440574297
SRX3159088,0.2253319981
SRX3159089,0.2569680573
SRX3159090,0.4008848742
SRX3159091,-0.7559225561
SRX3159092,-0.8699868874000001
SRX3159093,-0.5385057212000001
SRX3159094,0.0386400776
SRX3159095,-0.08142148
SRX3159096,0.3282405752
SRX3159097,-0.9689706606
SRX3159098,-0.6304340546
