,new_1751_1938
LBexp_1,14.5806
LBexp_2,13.8464
LBexp_3,13.816
LBtran_1,12.1969
LBtran_2,12.4159
LBtran_3,12.7613
LBstat_1,13.0007
LBstat_2,12.883
LBstat_3,12.6613
LBGexp_1,14.1105
LBGexp_2,13.363
LBGexp_3,14.2133
LBGtran_2,12.8026
LBGtran_3,13.5449
LBGstat_1,14.182
LBGstat_2,13.4766
LBGstat_3,12.6966
S0_1,12.1605
S0_2,12.875
S0_3,12.8113
S1_1,14.52
S1_2,14.0672
S1_3,14.2374
S2_1,12.9928
S2_2,12.6979
S2_3,12.699
S3_1,12.4262
S3_2,12.3105
S4_1,12.0005
S4_2,11.3265
S4_3,10.7561
S5_1,10.8742
S5_2,11.3222
S5_3,11.5234
S6_1,10.3028
S6_2,8.1953
S6_3,10.6919
S6/t_1,10.5104
S6/t_2,7.7333
S6_4,10.2697
S6_5,10.4908
S6_6,10.4723
S7_4,10.9373
S7_5,11.0933
S7_6,10.9918
S8_4,10.623
S8_5,10.878
G135_1,14.6561
G135_3,12.7004
G150_1,14.473
G150_2,14.8864
G150_3,15.0007
G180_1,14.404
G180_2,14.7225
G180_3,14.0221
C30_1,13.2219
C30_2,13.4505
C90_1,12.7643
C90_2,12.8117
BI_1,12.9193
BI_2,13.122
BC_2,11.896
BC/t_1,11.5628
BC/t_2,11.9994
BC_1,12.007
Sw_1,11.0333
Sw_2,11.6253
BT_1,11.2954
BT_2,10.9986
B36_1,12.1905
B36_2,12.0928
B60_1,12.2412
B60_2,12.2007
M9exp_1,13.475
M9exp_2,13.1824
M9exp_3,13.1556
M9tran_1,12.8691
M9tran_2,12.8544
M9tran_3,13.0961
M9stat_1,9.6006
M9stat_2,10.3034
M9stat_3,9.2643
M+G_1,13.4001
M+G_2,13.2725
M+G_3,13.262
Glu_1,13.5589
Glu_2,13.5017
Glu_3,13.6028
Fru_1,13.4072
Fru_2,13.6822
Fru_3,12.9115
Mal_1,12.3806
Mal_2,12.9679
Mal_3,13.395199999999999
G+S_2,12.5957
G+S_3,13.0227
Pyr_1,11.3757
Pyr_2,12.4045
Pyr_3,12.5458
Gly_1,11.1446
Gly_2,12.1898
Gly_3,10.769
Glucon_1,12.4745
Glucon_2,12.6009
Glucon_3,11.7321
aero_1,14.2902
aero_2,13.0103
aero_3,13.4119
nit_1,13.1489
nit_2,13.4289
nit_3,13.0353
ferm_1,13.4971
ferm_2,12.9024
ferm_3,13.2471
T-5.40H_1,13.3227
T-4.40H_1,13.3138
T-3.40H_1,13.2206
T-2.40H_1,13.0429
T-1.40H_1,12.9325
T-1.10H_1,12.9628
T-0.40H_1,13.1907
T0.0H_1,12.9061
T0.30H_1,12.55
T1.0H_1,11.9979
T1.30H_1,11.9103
T2.0H_1,11.5024
T2.30H_1,12.2648
