sample,new_2069030_2069174_c
LBexp_1,13.1001
LBexp_2,13.149
LBexp_3,12.9642
LBtran_1,13.2401
LBtran_2,13.5099
LBtran_3,13.0602
LBstat_1,14.3301
LBstat_2,13.763
LBstat_3,13.3283
LBGexp_1,10.3664
LBGexp_2,12.3589
LBGexp_3,12.7075
LBGtran_2,12.6855
LBGtran_3,12.8041
LBGstat_1,14.2402
LBGstat_2,13.8615
LBGstat_3,13.0924
S0_1,12.8269
S0_2,12.8877
S0_3,12.4295
S1_1,13.4182
S1_2,13.0549
S1_3,13.4777
S2_1,13.6546
S2_2,13.2381
S2_3,12.765999999999998
S3_1,12.9892
S3_2,13.1301
S4_1,12.6961
S4_2,12.179
S4_3,12.0214
S5_1,12.1874
S5_2,11.5843
S5_3,12.3842
S6_1,11.1068
S6_2,8.1564
S6_3,11.6641
S6/t_1,11.1202
S6/t_2,7.7265
S6_4,10.5069
S6_5,11.0949
S6_6,10.9179
S7_4,11.316
S7_5,11.3617
S7_6,11.575
S8_4,10.9997
S8_5,10.9162
G135_1,12.1175
G135_3,9.3059
G150_1,11.9149
G150_2,12.2282
G150_3,12.4481
G180_1,11.8869
G180_2,11.9941
G180_3,10.9918
C30_1,13.1112
C30_2,12.8708
C90_1,13.1697
C90_2,13.1509
BI_1,12.6996
BI_2,13.0045
BC_2,12.004
BC/t_1,10.975
BC/t_2,12.3822
BC_1,11.5072
Sw_1,10.4536
Sw_2,11.4047
BT_1,12.0685
BT_2,10.9086
B36_1,11.5192
B36_2,11.2339
B60_1,12.7198
B60_2,13.212
M9exp_1,13.9468
M9exp_2,13.3844
M9exp_3,13.432
M9tran_1,13.0147
M9tran_2,12.8842
M9tran_3,13.4639
M9stat_1,12.3699
M9stat_2,12.0404
M9stat_3,11.994000000000002
M+G_1,13.5564
M+G_2,13.769
M+G_3,13.4585
Glu_1,13.8078
Glu_2,13.6637
Glu_3,13.9351
Fru_1,13.3753
Fru_2,13.8938
Fru_3,13.1974
Mal_1,12.3528
Mal_2,13.283
Mal_3,13.5179
G+S_2,13.380999999999998
G+S_3,13.3278
Pyr_1,12.4797
Pyr_2,13.2142
Pyr_3,13.1963
Gly_1,12.274
Gly_2,12.9764
Gly_3,11.7048
Glucon_1,12.7998
Glucon_2,12.8593
Glucon_3,10.4616
aero_1,13.2864
aero_2,12.1299
aero_3,13.6709
nit_1,13.842
nit_2,14.4922
nit_3,13.5842
ferm_1,13.8557
ferm_2,13.4582
ferm_3,13.5892
T-5.40H_1,14.1242
T-4.40H_1,13.4213
T-3.40H_1,13.7332
T-2.40H_1,13.2012
T-1.40H_1,13.1944
T-1.10H_1,13.3716
