,A,Crp,PlaR,ihfB
abx_mega__nor_naoh__5,-0.9129277749,0.0455558508,-0.2818416078,-0.9203707726
abx_mega__naoh-9__2,-1.1371148387,0.22416250880000002,-0.6522356330000001,-0.6959742576
abx_mega__dmso-7__3,-1.8301840501000002,-0.4554145486,-0.7373687814000001,-0.7680530929
abx_mega__van_h2o__5,-1.3817565585,-0.9496879326000001,-0.7095893486,-1.0549421924
abx_mega__flavo_dmso__4,0.7382556546,-0.14394191280000002,-1.0809040695,-1.5490004049000001
abx_mega__novo_dmso__3,3.6511703103,0.257330798,-0.506164032,-1.007280809
abx_mega__polmyx_h2o__7,-0.4729138074,-0.3373228733,-1.142247769,-1.4086176609
abx_mega__teix_dmso__17,-1.709343271,0.035948117,-0.6161507773,-1.0295143598
abx_mega__doxo_dmso__3,1.1459502792,-0.3182627866,-1.5612382621,-1.6932599032
abx_mega__mem_dmso__6,-1.6566349624,-0.1118469182,0.21853921580000002,-0.4320461095
abx_mega__h2o-1a__3,-0.8840319418,-0.0372321217,0.0498287273,-0.0815377088
abx_mega__bacit_dmso__3,7.4352671507,-0.4922607946,1.7231803276000002,-0.08661096330000001
abx_mega__dox_dmso__8,0.0234671537,-0.4416388787,0.5786655681,1.0713928878
abx_mega__teix_dmso__18,0.0468316825,0.0105278607,0.0470308326,0.0859108769
abx_mega__h2o-6__3,-1.9111480227,0.2876777482,0.9807805975,-0.5434080902
abx_mega__pen_h2o__5,0.1314853698,-0.1645882529,-0.8717506258000001,-0.4315676376
abx_mega__lzd_dmso__4,-1.4540031703,-0.8421746734000001,0.1782465326,-1.1390807783
abx_mega__daro__1,-1.4355045926,-0.7797289048,-0.2888924098,-1.4467053043
abx_mega__solv__1,-1.6082857408,-0.9412126322000001,-0.7182609524,-1.3026676412
abx_mega__daro__2,-0.4552737981,-0.555678611,-0.48183115870000004,-1.4595111938
abx_mega__daro__3,1.0599554378,-0.38526479500000005,0.1928712813,-1.1597284343
abx_mega__solv__2,-2.6574386056,-1.0984957077,-0.5992764544,-1.5922904276
abx_mega__solv__3,-0.5763250038000001,-0.4458656036,-0.1350288829,-1.2242512257
abx_mega__dmso-4__1,6.3874430194,-0.23661516940000002,0.8579723583000001,0.6714071664
abx_mega__kirr_dmso__1,2.2369066473,-1.8181327083,-0.3137015977,-0.6753540017
abx_mega__kirr_dmso__2,1.3681167251,-2.037821897,-0.3072668257,-0.6499896119
abx_mega__kirr_dmso__3,3.244695044,-2.2059426753,0.1354737989,-0.6026302438000001
abx_mega__dmso-4__2,7.7299577082,-0.4792645071,1.1643347426,0.2388964468
abx_mega__dmso-4__3,6.4393245523000004,-0.054275376300000004,0.6656607984,0.6331582822
ackA_pta__dnaA46_del_ackA__1,-1.1143575238,1.2971935035,0.9794732201,0.3417530218
ackA_pta__dnaA46_del_ackA__2,-1.5025391719,2.020927993,1.3374301858,0.46574061040000003
ackA_pta__dnaA46_del_ackA__3,-0.7536456545,0.5760517667,0.9758808122,-0.0820151137
ackA_pta__dnaA46_del_pta__1,-1.5260640167,2.383091682,1.5005348672999999,0.7163691619
ackA_pta__dnaA46_del_pta__2,-0.8807735427000001,1.2512872247,0.5350721409,0.0582164146
ackA_pta__dnaA46_del_pta__3,-0.5718843924,1.4331106707,0.8824557845000001,0.3291020489
ackA_pta__dnaA46__1,-0.0861142676,0.1517886605,0.20550723140000002,0.0307312722
ackA_pta__dnaA46__2,0.32687327590000004,-0.2646015759,0.2259757057,-0.7027882675
ackA_pta__dnaA46__3,0.00501559,0.256464884,-0.1046788649,0.0423091795
ackA_pta__del_ackA__1,-0.846731152,0.9591927252,1.3951360268,0.3616571047
ackA_pta__del_ackA__2,-1.5687846267,2.5388323397,1.6875089249,0.8136953180000001
ackA_pta__del_ackA__3,-1.0685676996,0.9744724369000001,0.7125599664000001,0.3255633119
ackA_pta__del_pta__1,-0.0769628095,-0.30103145470000003,-0.0207713206,0.1191264814
ackA_pta__del_pta__2,-1.0135966907,1.2020478367,0.4868234903,0.5818783374000001
ackA_pta__del_pta__3,-0.8549841367000001,0.7380002376,0.7219765405,0.3624424913
ackA_pta__wt__1,-0.4704344131,0.0829169912,0.1510189119,-0.0459312133
ackA_pta__wt__2,0.2977811986,-0.075921268,-0.0702691293,0.0124592081
ackA_pta__wt__3,0.1726532145,-0.006995723200000001,-0.0807497826,0.0334720052
anticancer__5fu__1,-2.3680824176,-0.2546401567,-0.6398416074000001,0.2901538582
anticancer__5fu__2,-2.6225257247,-0.30518404320000003,-0.7045024297,0.0467296974
anticancer__cap__1,-2.8238537143,-0.5181824078,0.1426829771,0.7931308635000001
anticancer__cap__2,-3.7739443254,-0.675081557,0.39520640430000004,0.7752613471
anticancer__cap__3,-4.5610804551,-0.7835359689,0.3419362717,0.7093392535
anticancer__wt__1,0.0542627529,0.2440588662,-0.0546182471,0.21807747260000002
anticancer__wt__2,0.1680386064,-0.0309117965,-0.1647050243,0.0446351909
anticancer__wt__3,-0.2223013593,-0.21314706960000002,0.21932327140000002,-0.2627126635
anticancer__5fu__3,-2.3875767664,-0.39514538390000004,-0.5198689196,0.23573169940000002
bio_pln__aero_pln__1,0.5836333410000001,0.1831441383,0.1172583751,0.0870960743
bio_pln__aero_pln__2,-0.5836333410000001,-0.1831441383,-0.1172583751,-0.0870960743
bio_pln__anaero_pln__1,3.0458482384,-0.1003374077,0.38256067320000003,-0.5189584420000001
bio_pln__anaero_pln__2,-2.2602676219,-0.0489066405,-0.09997659910000001,-0.5667947443
biocide__bzcl_12h__1,-0.1632965416,-0.1152614403,0.1469558706,-0.0914716639
biocide__bzcl_12h__2,1.6494366535,0.33069778580000003,0.3436508747,1.1022593053
biocide__bzcl_12h__3,1.043355631,0.0395780566,0.3508889251,0.19634162160000002
biocide__etoh_12h__1,1.4562494756,0.0799160108,0.5155754405,0.2495665894
biocide__etoh_12h__2,1.0198709124,0.13476163600000002,0.5355254543,0.29509045100000003
biocide__etoh_12h__3,0.16903293960000002,0.1271931801,0.4172661582,0.28974472560000003
biocide__gluald_12h__1,0.8288326329,0.3101981754,0.6243000572,0.9448648483000001
biocide__gluald_12h__2,0.9833942353,0.16749059400000002,0.5831177952000001,0.7843541674000001
biocide__gluald_12h__3,0.803703649,0.2033144985,0.5119373154,0.726623537
biocide__h2o2_12h__1,0.4047721823,0.0350800225,0.5733842404,0.6493503178000001
biocide__h2o2_12h__2,0.9915625520000001,-0.018607714600000002,0.3978538,0.4943468273
biocide__h2o2_12h__3,0.5893716217,0.0177745832,0.4417716016,0.6880973691000001
biocide__2ppoh_12h__1,1.1902367621,0.1296212176,0.3839395687,0.2493841334
biocide__2ppoh_12h__2,1.3313368804999999,0.0410003929,0.5905861560000001,0.2449383377
biocide__2ppoh_12h__3,1.3848795843000001,0.1329939336,0.5186520286,0.4621122998
biocide__paa_12h__1,0.39772043770000004,-0.0046637408,0.47898863210000003,0.5176384229000001
biocide__paa_12h__2,0.8109881622,-0.0345939636,0.3357089606,0.4073150236
biocide__paa_12h__3,0.20701720240000002,-0.0639964626,0.42425113540000003,0.6503996628000001
biocide__phe_12h__1,-0.0876141891,0.2637505564,0.4459392649,0.6639244288
biocide__phe_12h__2,-0.2165859654,0.1366857256,0.3781815686,0.3868195097
biocide__phe_12h__3,0.8074086523,0.12908140170000001,0.6079448943,0.5192932066
biocide__pvp-i_12h__1,3.6260677539,-0.0130459532,0.2024195457,0.6321485308
biocide__pvp-i_12h__2,0.3573010622,-0.051017588700000005,0.21337522080000002,0.2311268955
biocide__pvp-i_12h__3,1.4203517624,-0.0771750924,0.0150058028,0.6180081473
biocide__bleach_12h__1,1.6670901248,0.0070308263,0.2498984071,0.46617491
biocide__bleach_12h__2,1.7490151679000001,-0.0562055273,0.28365818660000003,0.4315701879
biocide__bleach_12h__3,2.1899676628,-0.019864096300000002,0.2871692954,0.45112579270000003
biocide__chx_12h__1,0.6456640177,0.1456210242,0.6583466971,0.7957131788
biocide__chx_12h__2,1.8254830585000001,0.0296414633,0.41609452280000003,0.8701562925
biocide__chx_12h__3,0.7397563624,0.1012229557,0.3777975685,0.8526435267
biocide__bzcl_30m__1,1.12587222,0.0599384649,0.0411721409,0.1601230415
biocide__bzcl_30m__2,1.5748345548,0.1659899168,-0.1166915518,0.48453991290000004
biocide__bzcl_30m__3,-0.8124649036,0.13117654180000002,-0.150511321,0.31157401970000004
biocide__phe_30m__1,0.8818176721000001,-0.45115989980000004,-0.3689161261,-0.46288554660000003
biocide__phe_30m__2,1.0178185696,-0.042227577700000005,-0.2335352852,0.1014258158
biocide__phe_30m__3,-0.7438445914,-0.3036384238,-0.011369551200000001,-0.327382092
biocide__pvp-i_30m__1,-0.4831929057,0.0831416516,-0.20515167550000002,0.4817377311
biocide__pvp-i_30m__2,1.2080795056,0.1639234027,-0.0106483731,0.6106854175
biocide__pvp-i_30m__3,-0.6133597693,-0.0031211273,-0.1958342535,0.3451857055
biocide__ctrl_12h__1,1.0948457784,-0.0810982225,0.3794679676,0.335406578
biocide__ctrl_12h__2,1.9964863226,-0.1099524013,0.32994747220000004,0.0598735725
biocide__ctrl_12h__3,0.2369410072,0.0403956206,0.28085768580000003,0.4995995406
biocide__ctrl_30m__1,0.3454872651,0.2016413779,-0.08281717720000001,0.21691756980000002
biocide__ctrl_30m__2,-0.5984996574,-0.2203103585,0.0460383285,-0.2148037003
biocide__ctrl_30m__3,0.2530123923,0.0186689805,0.0367788487,-0.0021138695
clpP__wt__1,0.19428357870000001,-0.0666339028,0.13215465640000001,-0.0015720619000000001
clpP__wt_DPTA__1,-0.3172793659,0.503766096,-0.2631352826,0.3465855611
clpP__wt__2,0.26397460910000003,-0.1321270107,-0.1885626743,-0.39464521020000004
clpP__wt_DPTA__2,-2.371866622,0.4881845549,-0.5409077344000001,-0.2148670462
clpP__wt__3,-0.4582581878,0.1987609135,0.0564080179,0.3962172721
clpP__wt_DPTA__3,0.7037995012,0.5070739993,-0.8486429805,0.2317067461
clpP__delclpP__1,-0.0108950377,-0.8734644257,-0.3935078335,-0.2767926549
clpP__delclpP_DPTA__1,0.0492590829,0.0105121308,-1.0257465669,-0.4209052057
clpP__delclpP__2,-0.25562810950000003,-0.3758395962,-0.14413759810000001,-0.1584630387
clpP__delclpP_DPTA__2,-0.38703712020000003,-0.080117849,-1.0242902771,-0.6458514533
clpP__delclpP__3,-0.2299706054,-0.5751663553,-0.34811192100000005,-0.0375685068
clpP__delclpP_DPTA__3,-1.4025486312,-0.1688967908,-1.7559617754999999,-0.2555400746
colombos2__delydcR__1,-0.6109950993000001,-0.0693545751,0.0136408905,0.036128813
colombos2__delydcR__2,1.9883307581,-0.33321683020000004,0.4448577734,-0.1014112152
colombos2__delydcR__3,-0.7567084787,-0.0393089613,0.32416467730000004,-0.33370757
colombos2__delyjiR__1,-0.6976075220000001,-0.099687806,0.1069828095,0.6122663315
colombos2__delyjiR__2,-0.935081389,0.25691065290000004,0.0833162462,-0.18541421200000002
colombos2__delyjiR__3,-1.0040984978,0.162327729,0.6855405258,-0.1877390568
colombos2__wt__1,1.7317982883,0.2204930321,-0.42492162840000003,0.4030636574
colombos2__wt__2,0.23692892410000002,-0.4360373755,-0.0660790435,0.0131742564
colombos2__wt__3,-1.9687272123000001,0.2155443434,0.4910006719,-0.4162379138
crp_k100__ar1_ar2__1,3.2455551689,-1.2995977401,0.047547443200000004,0.9058984181
crp_k100__ar1_ar2__2,1.8477534639000002,-1.3858488461,-0.5671760797000001,0.3372727179
crp_k100__ar1_ar2__3,0.3890215645,-1.1551255076,-0.13710486230000002,0.2070695586
crp_k100__wt__1,-0.5292674673000001,-0.0264047357,0.0004569519,-0.008781891600000001
crp_k100__wt__2,-0.4170274882,0.1464903964,0.0443453605,0.1159388298
crp_k100__wt__3,0.9462949556,-0.1200856607,-0.0448023124,-0.1071569381
crp_k100__K100Q__1,0.2182198326,-0.2522707463,-0.5155228243000001,-0.0083563761
crp_k100__K100Q__2,1.0154923494,-0.2711134562,0.1325242039,-0.1669905288
crp_k100__K100R__1,0.8010655414000001,-0.0595239595,-0.0744394127,0.20314510130000002
crp_k100__K100R__2,1.6666842982999999,0.5050291552,0.222247507,0.47657710410000004
crp_k100__K100R__3,1.8354337353,0.0660056332,0.3832079145,0.2700813805
csrA__wt_t00__1,-0.1035677648,-0.13018558560000001,-0.0538517207,-0.0993100443
csrA__wt_t02_30__1,1.3864055795999999,-1.1339696385,-1.2760605693,0.0998917893
csrA__wt_t05__1,4.1711162024,-2.4550083112,-2.270663849,0.3514798276
csrA__wt_t10__1,6.6069748356,-4.1870252178,-2.3982912074,1.0705500595
csrA__wt_t15__1,6.3888021557,-3.2111292318,-2.5547520245,1.4234215681
csrA__delcsrA_t00__1,-0.35115061140000003,0.3613869819,0.46017907090000004,0.1706238948
csrA__delcsrA_t02_30__1,2.7717999474,-0.6674396287000001,-1.29547911,0.4918520685
csrA__delcsrA_t05__1,5.5017765094,-2.2221447579,-2.2086556534,0.8975972293000001
csrA__delcsrA_t10__1,5.7041585907,-3.4198734015,-1.5234721694,1.0836947918
csrA__delcsrA_t15__1,3.1131695955,-3.2339359789,-1.9164854915,1.6690505328
csrA__wt_t00__2,0.1035677648,0.13018558560000001,0.0538517207,0.0993100443
csrA__wt_t02_30__2,2.2211201649,-1.2511893155,-1.2899501317,0.252113582
csrA__wt_t05__2,4.482974197,-2.3292575708,-2.3086520453,0.5647996376000001
csrA__wt_t10__2,7.3106688891000005,-4.1135135934000004,-2.0792500158,1.3226622664
csrA__wt_t15__2,6.4596989394,-3.434645459,-1.7935481686,1.6822680893
csrA__delcsrA_t00__2,-0.5170114182000001,0.1876233269,0.48395143220000003,0.0748492973
csrA__delcsrA_t02_30__2,1.9760505699,-1.1638283926,-1.9712190635,0.3824540121
csrA__delcsrA_t05__2,4.1703340541,-2.0312934097,-2.1658306389,0.6218532665000001
csrA__delcsrA_t10__2,5.1063186385,-3.5341055024,-2.2267158623,1.5451177489
csrA__delcsrA_t15__2,3.5350350142,-3.0369515843,-1.8273590933000001,1.6794614229
cstr_pfr__str_0005m__1,0.5793233877,0.1036371583,0.059106628300000005,-0.19552296660000001
cstr_pfr__str_0010m__1,0.5010642435,-0.2296760947,-0.21677861010000002,-0.33676205870000003
cstr_pfr__str_0025m__1,0.5147690305,0.0383571309,-0.1335554686,-0.4678555526
cstr_pfr__str_0045m__1,0.514294649,0.0360981407,-0.08758813900000001,-0.4951556387
cstr_pfr__str_0075m__1,1.3378589316,0.0112518975,-0.1584079015,-0.42116024230000004
cstr_pfr__str_0120m__1,0.6436926622,0.0065400067,-0.264529695,-0.3693426452
cstr_pfr__str_0210m__1,0.6550714958,0.0613117897,-0.1450991996,-0.3916075934
cstr_pfr__str_0330m__1,3.8411839812,0.0752505852,0.0506200703,-0.3751414215
cstr_pfr__str_1500m__1,4.6491739632,0.0646232551,0.0285025357,-0.3437698719
cstr_pfr__str_1560m__1,0.0677523084,0.0745769649,-0.0350258733,-0.3634793157
cstr_pfr__str_1680m__1,0.4309839567,0.0132959954,-0.0847665601,-0.3447350557
cstr_pfr__str_ref1__1,0.2001400807,0.0309166155,-0.0378052128,-0.013629433100000001
cstr_pfr__str_ref2__1,0.2460273272,0.050854043200000004,0.0458973141,0.0438769886
cstr_pfr__str_ref3__1,0.6268605145,0.0781229599,-0.0220665599,-0.0778520007
cstr_pfr__pfr_P5_0005m__1,0.34729862770000003,0.269221989,-0.1996086411,0.0540694228
cstr_pfr__pfr_P5_0010m__1,0.6483468452000001,0.0489485095,-0.4733651314,-0.3380115139
cstr_pfr__pfr_P5_0025m__1,0.26356658580000003,0.2725286431,-0.4544423718,-0.4061420535
cstr_pfr__pfr_P3_0025m__1,0.47343669380000003,0.079938994,-0.3216235717,-0.36089320010000003
cstr_pfr__pfr_P1_0025m__1,0.3428570466,-0.0319597258,-0.12202339740000001,-0.3537627923
cstr_pfr__pfr_P5_0045m__1,1.1299124661,0.2169729199,-0.5688475072,-0.34136905160000003
cstr_pfr__pfr_P5_0120m__1,3.2959620489,0.3349589161,-0.4630557545,-0.2991285242
cstr_pfr__pfr_P3_0120m__1,0.38940492730000004,0.1103821889,-0.3463649393,-0.518906887
cstr_pfr__pfr_P1_0120m__1,0.4651329784,0.3563764866,-0.4336211519,-0.0308626203
cstr_pfr__pfr_P5_0210m__1,4.5965758873,0.3086663712,-0.40896024140000004,-0.3128391911
cstr_pfr__pfr_P5_1500m__1,0.2651081108,0.48358926430000004,-0.3718854944,-0.6247095729000001
cstr_pfr__pfr_P3_1680m__1,0.2852499858,0.3481544716,-0.1814609476,-0.39696131430000003
cstr_pfr__pfr_P5_1680m__1,0.5480838481,0.48077671120000004,-0.5031160917,-0.5874492021000001
cstr_pfr__pfr_P1_1680m__1,-0.0011464734,0.2107291755,-0.0532442258,-0.4934994717
cstr_pfr__str_0005m__2,1.0569325733,-0.0935369191,-0.2623891756,-0.29955184300000004
cstr_pfr__str_0010m__2,0.17231767620000002,-0.24873146470000002,-0.24465549800000003,-0.3493445589
cstr_pfr__str_0025m__2,0.2900248468,-0.2016487162,-0.2609097295,-0.4939354536
cstr_pfr__str_0045m__2,2.279318072,-0.14117476780000002,-0.2253304778,-0.4346685737
cstr_pfr__str_0075m__2,0.8745182741,-0.126103141,-0.2630344768,-0.49898345190000004
cstr_pfr__str_0120m__2,0.2026208578,-0.1334760396,-0.3460823069,-0.4394335224
cstr_pfr__str_0210m__2,0.6150407889,-0.0672349899,-0.236634273,-0.3779241423
cstr_pfr__str_0330m__2,0.08553885750000001,0.0576004129,-0.1478458732,-0.43067581120000004
cstr_pfr__str_1500m__2,0.1519522555,0.2009926933,-0.042098218900000005,-0.4469418351
cstr_pfr__str_1560m__2,0.5282255971,0.1707298308,-0.0723925624,-0.5305284609
cstr_pfr__str_1680m__2,2.2192241998,0.0692396961,0.0026373899000000003,-0.3726353283
cstr_pfr__str_ref1__2,-0.2001400807,-0.0309166155,0.0378052128,0.013629433100000001
cstr_pfr__str_ref2__2,-0.2087226745,-0.0359995768,0.0344285281,-0.1410483777
cstr_pfr__str_ref3__2,0.6362124052,0.058544858000000005,-0.0076933240000000005,-0.2992241516
cstr_pfr__pfr_P5_0005m__2,3.1457669142,-0.048752147,-0.2981955371,-0.1919072104
cstr_pfr__pfr_P5_0010m__2,0.4143294879,0.0814724538,-0.4324772122,-0.2106737712
cstr_pfr__pfr_P5_0025m__2,0.018250571900000002,0.14086945920000002,-0.46179851730000004,-0.4396286763
cstr_pfr__pfr_P3_0025m__2,0.7568347186000001,-0.0582763844,-0.38322343600000003,-0.43113698440000003
cstr_pfr__pfr_P1_0025m__2,0.3146712722,-0.2331385879,-0.2037243005,-0.5285459621
cstr_pfr__pfr_P5_0045m__2,0.2050763951,0.0354719414,-0.2116580837,-0.7789340456
cstr_pfr__pfr_P5_0120m__2,0.464110481,0.305318221,-0.5243841731000001,-0.47990665450000003
cstr_pfr__pfr_P3_0120m__2,0.3725944807,0.0945138693,-0.34989581540000003,-0.40638696950000003
cstr_pfr__pfr_P1_0120m__2,0.2237437522,-0.0124149267,-0.2190594971,-0.4920680422
cstr_pfr__pfr_P5_0210m__2,0.3445479189,0.3356911857,-0.5425496372,-0.2794220631
cstr_pfr__pfr_P5_1500m__2,0.19011616920000002,0.41076687230000003,-0.45683468850000003,-0.6138260592
cstr_pfr__pfr_P3_1680m__2,0.37856956740000003,0.3983587121,-0.3580705082,-0.5289399786
cstr_pfr__pfr_P5_1680m__2,-0.0341526863,0.2226821065,-0.2282732046,-0.45414213950000004
cstr_pfr__pfr_P1_1680m__2,0.8394259447,0.03072544,-0.0561125263,-0.48781659310000003
darobactin__daro_30m__1,0.22837861180000002,0.9297661229,-0.0253617256,0.172211879
darobactin__daro_30m__2,0.4079589476,0.5458194559,0.0657266122,0.2852446293
darobactin__solv_1h__1,0.9679550445,0.8896791535,0.6334700040000001,-0.034085819600000004
darobactin__solv_1h__2,0.3037375752,0.7544298497,0.7699089035000001,0.0714393256
darobactin__daro_1h__1,0.6674557018,0.9083268103000001,1.0696570239,0.7262429691000001
darobactin__solv_1h__3,0.8800271394,0.8378540299,1.1241320891,-0.54570419
darobactin__daro_1h__2,1.6120834978,1.2087494064,0.5753132344,0.2129508923
darobactin__daro_1h__3,0.196542937,1.1494446188,0.6574355940000001,0.14178574160000001
darobactin__daro_30m__3,1.0226758705,0.7221774194,0.38040836780000004,0.2678849863
darobactin__solv_30m__1,0.0704356201,0.3322589038,0.24891784250000001,-0.0398567252
darobactin__solv_15m__1,-0.7657869043000001,-0.0405799602,-0.26792359450000003,-0.011565161000000001
darobactin__solv_15m__2,-0.16183116020000002,0.0211711041,0.3321966232,-0.0110295462
darobactin__daro_15m__1,1.0631142928,0.32684287360000003,0.3299500436,0.14964342960000002
darobactin__solv_15m__3,0.9276180645000001,0.019408856000000002,-0.0642730288,0.0225947072
darobactin__daro_15m__2,-0.0006258847000000001,0.3689308805,-0.031362589100000005,0.1396423013
darobactin__daro_15m__3,0.20605388160000002,0.221949515,0.2936868559,0.6544630542000001
darobactin__solv_30m__2,0.6288009601,0.1618995187,-0.35960772700000004,-0.312079486
darobactin__solv_30m__3,-0.3589619925,0.2420582473,0.10970493170000001,-0.4423228079
ddp__pNT3_aroP__1,-0.1528462271,0.4265026615,0.5687621895,0.1266565106
ddp__pNT3_aroP__2,-0.7450342571,0.7271404589,0.5283640268,-0.19509359999999998
ddp__pNT3_bamC__1,-0.5813751599,0.8519065269,2.6130268387,-0.5672458622000001
ddp__pNT3_bamC__2,-0.16788609910000002,0.5921076495,2.0382506448,-1.1369997208
ddp__pNT3_cusA__1,0.5758818145,1.0354136519,2.8137667625000002,-1.1653131053
ddp__pNT3_cusA__2,1.5696196415,0.7451035267,2.5942201752000003,-1.834437337
ddp__pNT3_hemX__1,1.0585561397,0.8182462086000001,0.9322543997,-0.3100348107
ddp__pNT3_hemX__2,0.0953038611,0.7045028161,0.3797916649,-0.3205994297
ddp__pNT3_empty__1,0.34106250720000003,-0.139956359,0.0676830174,-0.0232892471
ddp__pNT3_empty__2,-0.34106250720000003,0.139956359,-0.0676830174,0.0232892471
ddp__pNT3_topA__1,-0.2148510901,0.5908025523,1.8477841750000001,-0.9207812597
ddp__pNT3_topA__2,-0.6102416284000001,0.9994652368,1.7599208804000002,-1.3071923027
ddp__pNT3_yicR__1,1.4861858246000001,0.7827099169,0.9361517726,-0.45955464420000003
ddp__pNT3_yicR__2,0.6855994480000001,0.7206732189,1.0317899168,-0.7959901979
ddp__pNT3_yqjD__1,0.878894214,0.5565290979,0.2387481317,0.4344459372
ddp__pNT3_yqjD__2,0.1888405151,0.5652993358,0.269803834,0.3504806305
ecomics__del_gabT__1,-0.4965172493,-0.2183604482,0.1697748567,-0.0056595274
ecomics__del_gabT__2,0.4965172493,0.2183604482,-0.1697748567,0.0056595274
ecomics__del_putP__1,1.8825722925,0.0496916416,0.011791164600000001,0.062111151
ecomics__del_putP__2,-2.4723332833000002,0.2503393265,0.058821519200000005,-0.1246500822
ecomics__del_entF__1,-1.1862408201,0.39555321730000004,-0.0600551587,-0.32022293760000003
ecomics__del_entF__2,0.6727353934,0.11605645020000001,0.38545487370000003,-0.18921608780000002
ecomics__del_entF__3,0.2617007001,0.2931170004,0.2394072572,-0.0718275669
ecomics__del_cysA__1,1.9095398891,0.3087574011,0.8648869709,0.0014180174
ecomics__del_cysA__2,2.8384640551,0.0756466625,0.9356273530000001,-0.0314311242
elyC__wt_21C__1,-0.695409061,0.2997067975,-0.1673633302,0.25078108450000003
