k,name,in_iM,gene_weight,regulator,function,category
3,Cadmium,False,0.020793378185480837,,,
5,Lead,False,-0.020575215592980384,,,
11,Chromium,False,-0.015230925399810075,,,
6,Iron,False,0.011759556159377096,,,
7,Zinc - Steady,False,-0.008331036092713476,,,
4,UC-4,False,-0.0072821788676083075,,,
14,UC-7,False,-0.0033697542594745755,,,
2,UC-3,False,0.0025409475271590052,,,
12,Zinc - Intermediate,False,0.0025003594644395746,,,
1,UC-2,False,-0.002046150693204254,,,
13,UC-6,False,-0.0013585352862719444,,,
0,UC-1,False,0.0013315246568527074,,,
8,Zinc - Fast,False,0.0011453749181237073,,,
9,UC-5,False,-0.0008674671721838607,,,
10,Copper,False,-0.00015593782023643144,,,
