,A,GlpR
ecoli_00608,4.1671596852,-0.8780684430000001
ecoli_00609,3.5394804447,-1.9017197870000002
ecoli_00610,3.1445479986000002,-1.5158898729999999
ecoli_00611,2.5211523505,-1.34709161
ecoli_00612,3.1096419688,-2.108832673
ecoli_00613,3.850302954,-2.528702109
ecoli_00614,4.6507034891,-1.966640578
ecoli_00615,4.156918479,-2.001784599
ecoli_00616,4.6757600909,-2.294636708
ecoli_00617,4.3064661686,-2.179177178
ecoli_00618,-0.43444073240000003,-0.920256099
ecoli_00619,-0.6592051066,-1.013317804
ecoli_00620,1.6167569284,-0.7271434320000001
ecoli_00621,1.429571415,-0.7482110200000001
ecoli_00622,13.159122549,-0.332345899
ecoli_00623,13.1746991258,-0.205693117
ecoli_00624,16.1879499383,-0.46321156300000005
ecoli_00625,16.7726158598,-0.33481144900000004
ecoli_00626,13.8328148515,-0.28581849800000003
ecoli_00627,13.7833278208,-0.295316599
ecoli_00628,16.3846484705,0.10476064700000001
ecoli_00629,17.4206884776,0.047137958
ecoli_00630,13.296166506,-0.466625463
ecoli_00631,13.2790781195,-0.34642100600000003
ecoli_00632,14.3662087873,-0.40835318400000004
ecoli_00633,14.954643799,-0.438023569
ecoli_00634,14.1662122053,-0.37372310400000003
ecoli_00635,14.0876667046,-0.47421804300000003
ecoli_00636,11.7418226604,-0.383739741
ecoli_00637,11.896827844,-0.34920911200000004
ecoli_00638,13.0775846097,-0.251485707
ecoli_00639,13.3362112139,-0.34164750400000005
ecoli_00640,14.1138726322,-0.23964008
ecoli_00641,15.2701832653,-0.053365425
ecoli_00642,12.2288688955,-0.41004540700000003
ecoli_00643,12.0934277828,-0.23912728800000002
ecoli_00644,11.8630983276,-0.318533237
ecoli_00645,12.0720620455,-0.42266160700000005
ecoli_00646,12.8007846275,-0.13583467800000001
ecoli_00647,14.3029654458,-0.041783481000000004
ecoli_00648,14.1130161027,-0.26765964600000003
ecoli_00649,14.0389240848,-0.240871634
ecoli_00650,13.9853442862,-0.37319350900000003
ecoli_00651,14.5939070535,-0.172981454
ecoli_00652,11.8652013445,-0.48788424500000005
ecoli_00653,11.3895431688,-0.547549096
ecoli_00654,15.8121634876,-0.369033282
ecoli_00655,16.0709391863,-0.482691254
ecoli_00656,12.5535018544,-0.26341025100000004
ecoli_00657,12.5517703476,-0.45596639800000005
ecoli_00658,13.3474871464,-0.34231136900000003
ecoli_00659,14.5386287704,-0.49103615400000006
ecoli_00660,14.3064164113,-0.240819354
ecoli_00661,14.760695476,-0.17926059100000002
ecoli_00662,13.5139926957,-0.423950934
ecoli_00663,13.9165690736,-0.49601251900000004
ecoli_00664,16.2496492043,-0.201601373
ecoli_00665,16.3807313445,-0.183695132
ecoli_00666,13.7288028157,-0.272632759
ecoli_00667,15.2088064434,-0.250964379
ecoli_00668,15.0708884913,-0.26849389300000004
ecoli_00669,12.4235662935,-0.523616274
ecoli_00670,13.6016900399,-0.299186644
ecoli_00671,13.4027692389,-0.327288383
ecoli_00672,14.1260873,-0.84985526
ecoli_00673,14.8704692466,-0.743591741
ecoli_00674,15.1294128177,-0.5133107880000001
ecoli_00675,15.2197585954,-0.364711911
ecoli_00676,13.9084208235,-0.383312984
ecoli_00677,14.0026556575,-0.41533494400000004
ecoli_00678,11.4246881945,-0.451355284
ecoli_00679,11.121354408,-0.397032049
ecoli_00680,16.077027255,-0.150062504
ecoli_00681,16.1510020407,-0.17502868900000002
ecoli_00682,13.6661229678,-0.20579377100000001
ecoli_00683,13.6731961867,-0.265025758
ecoli_00684,14.9643867989,-0.345899917
ecoli_00685,15.6760312287,-0.3031177
ecoli_00686,15.9637949849,-0.44360821300000003
ecoli_00687,16.8094152107,-0.529708629
ecoli_00688,13.4489801055,-0.426962332
ecoli_00689,13.362025617,-0.44203045500000004
ecoli_00690,10.3844520409,-0.45529829600000005
ecoli_00691,10.2360225282,-0.49488512500000004
ecoli_00692,11.2876838844,-0.538777579
ecoli_00693,12.6467127245,-0.42433922900000004
ecoli_00694,15.6940273496,-0.25219008600000004
ecoli_00695,17.5473033341,-0.44555182600000004
ecoli_00696,11.6662840073,-0.42743562300000004
ecoli_00697,11.1562156505,-0.506689962
ecoli_00698,16.721920272,-0.41172159700000005
ecoli_00699,16.6303222862,-0.5367297160000001
ecoli_00700,14.8475944401,-0.41931502
ecoli_00701,14.8226065915,-0.261517845
ecoli_00702,14.5635714971,-0.321710993
ecoli_00703,15.4150483289,-0.227459462
ecoli_00704,13.0473031291,-0.07101051
ecoli_00705,12.8527847274,-0.195051902
ecoli_00706,14.2819800211,-0.41824208300000004
ecoli_00707,14.6122722258,-0.438513101
ecoli_00708,13.703706656,-0.33780801400000005
ecoli_00709,14.150136334900001,-0.204559237
ecoli_00710,14.9827436299,-0.301363119
ecoli_00711,15.5066117592,-0.41615306900000004
ecoli_00712,13.1628079997,-0.218593415
ecoli_00713,12.8759809248,-0.28229886600000004
ecoli_00714,12.832465601300001,-0.19280859
ecoli_00715,13.2454399218,-0.140195007
ecoli_00716,-0.27036951530000003,-0.12662352400000002
ecoli_00717,-0.4404382563,-0.315579529
ecoli_00718,-0.1140258723,-0.417773616
ecoli_00719,-0.379585985,-0.399962131
ecoli_00720,-0.4365923392,-0.37231877300000005
ecoli_00721,-0.37417124300000004,-0.341947632
ecoli_00722,7.4866918247,-0.44097398200000004
ecoli_00723,9.9126718496,-0.30115245700000004
ecoli_00724,0.8803417250000001,-0.6643848960000001
ecoli_00725,-0.1586980825,-0.5097941140000001
ecoli_00727,0.723861019,-0.447436347
ecoli_00728,0.26995863470000003,-0.517602828
ecoli_00729,-0.2438663628,-0.31454375900000003
ecoli_00730,-0.4330802065,-0.32680715600000004
ecoli_00731,-0.5169686239,-0.460140523
ecoli_00732,-0.8735622425,-0.32305308400000005
ecoli_00733,0.3371833866,-0.23602694600000002
ecoli_00734,0.1259991913,-0.191655506
ecoli_00735,2.6831201626,-0.227017303
ecoli_00736,0.9395634402,-0.221628083
ecoli_00737,4.11274787,-0.051033642000000004
ecoli_00738,3.3671967489,-0.100964889
ecoli_00739,0.8803743365000001,-0.37687671500000003
ecoli_00740,0.4336176712,-0.313935687
ecoli_00741,1.2016987765,-0.269542394
ecoli_00742,1.0984166148,-0.389434956
ecoli_00743,0.6123749183,-0.050551967
ecoli_00744,0.141560244,-0.118242578
ecoli_00745,-0.1071810757,-0.11366115800000001
ecoli_00746,-0.4113317562,0.051024065
ecoli_00747,0.13069057380000002,-0.200621824
ecoli_00748,0.34786277320000003,-0.1674308
ecoli_00749,1.9552904253,-1.118346241
ecoli_00750,2.1564232202,-1.11090467
ecoli_00751,1.6596434969,-0.034832017
ecoli_00752,1.745082411,-0.041934782000000004
ecoli_00753,0.44921453840000003,-0.331354274
ecoli_00754,0.0377396866,-0.41293082400000003
ecoli_00755,0.6547412139000001,-0.612988796
ecoli_00756,1.1274288314,-0.562766396
ecoli_00757,-0.4182719532,-0.180611334
ecoli_00758,-0.5132573177,-0.442930011
ecoli_00759,0.2155871853,-0.52306356
ecoli_00760,0.7450629585,-0.85061836
ecoli_00761,-0.907526738,-0.275098024
ecoli_00762,-0.0584486128,-0.160372858
ecoli_00763,-0.3877507367,-0.24593361200000002
ecoli_00764,-0.4331530152,-0.27661275700000004
ecoli_00765,-0.3138327715,-0.290756234
ecoli_00766,-0.2196916176,-0.25746910100000003
ecoli_00767,8.2813580287,-0.27270665
ecoli_00768,7.6705516763,-0.23638811
ecoli_00769,1.1605407317,0.06308651400000001
ecoli_00770,1.2733856353,0.078312592
ecoli_00771,2.2710902736,0.035953501
ecoli_00772,2.5143063895,-0.21974127300000001
ecoli_00773,1.0806564987,-0.08377488100000001
ecoli_00774,1.0813803201,-0.04861299
ecoli_00775,1.5659962896000001,-0.110552037
ecoli_00776,1.5134554088,-0.111979744
ecoli_00777,0.417722232,-0.14085034100000002
ecoli_00778,0.1577794603,-0.30318199900000004
ecoli_00779,-0.7510198386,-0.934981488
ecoli_00780,-0.3987092572,-0.9060107540000001
ecoli_00781,-0.18704699560000002,-0.18445977300000002
ecoli_00782,0.2031156147,-0.098216198
ecoli_00783,0.2044872183,-0.060003524
ecoli_00784,0.3367810162,-0.157265225
ecoli_00785,0.1451808675,0.532533063
ecoli_00786,-0.031793098,0.398452315
ecoli_00787,4.1443914293,0.690285718
ecoli_00788,-0.4071592049,0.45197985500000004
ecoli_00789,-0.39952647300000005,-0.221816123
ecoli_00790,-0.1304385206,-0.230451761
ecoli_00791,-0.8465988352,0.03243552
ecoli_00792,-1.1239609403,0.138302634
ecoli_00793,-0.441480552,-0.14769911
ecoli_00794,-0.5744846612,-0.136733207
ecoli_00795,-0.1835831255,0.122450769
ecoli_00796,-0.558795817,0.175377249
ecoli_00797,-0.3881800295,-0.762954832
ecoli_00798,-0.1758045111,0.190477575
ecoli_00799,0.4668641378,-0.5561250910000001
ecoli_00800,0.0424360557,-0.204076305
ecoli_00818,0.1083621413,-0.59089154
ecoli_00819,-0.3514868881,-0.551927768
ecoli_00820,0.5578268884,-0.889096077
ecoli_00821,0.7195967593,-0.9619709150000001
ecoli_00822,0.069411691,-0.691620259
ecoli_00823,0.2410115475,-0.6279969
ecoli_00824,-0.13094666100000002,-0.668136794
ecoli_00825,-0.1552178844,-0.557727733
ecoli_00826,-0.5861992305,-0.7266185470000001
ecoli_00827,-0.4339329098,-0.775060741
ecoli_00828,-0.4135385575,-0.6738177860000001
ecoli_00829,-0.3882725204,-0.70602919
ecoli_00830,-0.3823783516,-0.481603308
ecoli_00831,-0.2017085815,-0.5342510260000001
ecoli_00832,-0.159193348,-0.74095652
ecoli_00833,0.29937737200000003,-1.431946889
ecoli_00834,0.0477799607,-0.5466380740000001
ecoli_00835,-0.019261481900000002,-0.495115405
ecoli_00836,-0.0649637864,-0.49350409
ecoli_00837,0.2104449928,-0.494840066
ecoli_00838,0.136355671,-0.364915879
ecoli_00839,-0.31184477110000003,-0.31709965500000004
ecoli_00840,-0.1144083345,-0.296193892
ecoli_00841,-0.08453461400000001,-0.393488274
ecoli_00842,0.0011823165,-0.35336384600000004
ecoli_00843,-0.0400074873,-0.42601467200000004
ecoli_00844,0.08291853960000001,-0.299155808
ecoli_00845,0.0695470545,-0.292279216
