,b4587_2
control__wt_glc__1,5.2045136241
control__wt_glc__2,4.7444309533
fur__wt_dpd__1,5.3671702132
fur__wt_dpd__2,5.6768758038
fur__wt_fe__1,5.0110523157
fur__wt_fe__2,4.8736086779
fur__delfur_dpd__1,5.6111190832
fur__delfur_dpd__2,5.4098162721
fur__delfur_fe2__1,4.9139195132
fur__delfur_fe2__2,5.2387895403
acid__wt_ph5__1,5.25119133
acid__wt_ph5__2,5.6168688854
acid__delgadx_ph5__1,5.3429855414
acid__delgadx_ph5__2,5.457693355
acid__delgadw_ph5__1,5.0606857716
acid__delgadw_ph5__2,5.5612757285
acid__delgade_ph5__1,5.5962988760000005
acid__delgade_ph5__2,5.3777447926
oxidative__wt_pq__1,5.3782497115
oxidative__wt_pq__2,5.3689898299
oxidative__deloxyr_pq__1,5.6343908449
oxidative__deloxyr_pq__2,5.4650216776
oxidative__delsoxr_pq__1,5.0731551188
oxidative__delsoxr_pq__2,5.1278339594
oxidative__delsoxs_pq__1,5.8027398786
oxidative__delsoxs_pq__2,5.2370191872
nac_ntrc__wt_csn__1,5.2015998882
nac_ntrc__wt_csn__2,5.1818555382
nac_ntrc__wt_cytd__1,4.9829179392
nac_ntrc__wt_cytd__2,5.1768340395
nac_ntrc__wt_gln__1,5.1925969091
nac_ntrc__wt_gln__2,5.0439031169
nac_ntrc__bw_delnac_csn__1,5.2352226918
nac_ntrc__bw_delnac_csn__2,5.0313295135
nac_ntrc__bw_delnac_cytd__1,5.0524527124
nac_ntrc__bw_delnac_cytd__2,5.0607619465
nac_ntrc__bw_delnac_gln__1,5.1910122429
nac_ntrc__bw_delnac_gln__2,5.1250376269
nac_ntrc__bw_delnac_nh4__1,4.9459441681000005
nac_ntrc__bw_delnac_nh4__2,4.8463471058
misc__wt_no_te__1,5.1450265907
misc__wt_no_te__2,5.553570401
misc__bw_delcbl__1,5.2536629447
misc__bw_delcbl__2,5.1301171082
misc__bw_delfabr__1,4.8546371697
misc__bw_delfabr__2,4.5902475948
misc__bw_delfadr__1,5.0406537246
misc__bw_delfadr__2,5.091191264
misc__nitr_031__1,5.3500155375
omics__wt_glu__1,4.5999546634
omics__wt_glu__2,4.9468589765
omics__wt_gly__1,4.7651866817
omics__wt_gly__2,4.5467744354
omics__wt_thr__1,4.9259548386
omics__wt_thr__2,4.6069462025
omics__bw_ac__1,5.4495108797
omics__bw_ac__2,5.0892578673
omics__bw_fum__1,5.0268516289
omics__bw_fum__2,5.0034461937
omics__bw_glc__1,5.6494637266000005
omics__bw_glc__2,5.4313352107
omics__bw_pyr__1,5.1815632961
omics__bw_pyr__2,5.2531252812
ompr__wt_nacl__1,5.4609145925
ompr__wt_nacl__2,5.8200237538
ompr__bw_delompr_nacl__1,5.3133906701
ompr__bw_delompr_nacl__2,5.6783216414
minspan__wt_ade__1,5.3831669541
minspan__wt_glc__1,5.0001303519
minspan__wt_glc__2,4.7923533079
minspan__wt_glc__3,5.3911305551
minspan__wt_glc__4,5.9961183502
minspan__wt_glc_anaero__1,5.5609356773
minspan__wt_glc_anaero__2,6.1094650144
minspan__wt_trp__1,4.8224299311
minspan__bw_delcra_glc__1,5.4478092506
minspan__bw_delcra_glc__2,5.2532561588
minspan__bw_delcra_trp__1,5.052201313
minspan__bw_delmntr__1,5.5654663329
minspan__bw_delnac_ade__1,5.3759646347
minspan__bw_delnac_glc__1,5.2565192907
cra_crp__wt_ac__1,4.2789983929
cra_crp__wt_ac__2,4.5324373256
cra_crp__wt_fru__1,4.5856383492
cra_crp__wt_fru__2,4.4556259861
cra_crp__delcra_ac__1,4.7067556288
cra_crp__delcra_ac__2,4.4150737306
cra_crp__delcra_fru__1,4.9976260166
cra_crp__delcra_fru__2,5.0736238751
cra_crp__delcra_glc__1,4.8638389846
cra_crp__delcra_glc__2,5.1897302419
rpoB__wt_031__1,5.4033771818
rpoB__wt_044__1,5.6118319648
rpoB__wt_lb__1,5.0896451705
rpoB__wt_lb__2,5.1159028157
rpoB__rpoBE546V_031__1,5.3456902053
rpoB__rpoBE546V_044__1,5.9544116116
rpoB__rpoBE546V_lb__1,5.2412028158
rpoB__rpoBE546V_lb__2,4.0953869473
rpoB__rpoBE546V_glc__1,4.6897490397
rpoB__rpoBE672K_glc__1,4.3850686603
rpoB__rpoBE672K_glc__2,4.9342213985
rpoB__rpoBE672K_lb__1,3.9270373278
rpoB__rpoBE672K_lb__2,3.9444506126
crp__wt_fru__1,4.7707481766
crp__wt_glyc__1,4.3520153242
crp__wt_glyc__2,4.9771080506
crp__delar1_glyc__1,4.1438438461
crp__delar1_glyc__2,4.8636248596
crp__delar1ar2_glyc__1,4.5562872592
crp__delar1ar2_glyc__2,4.1892337754
crp__delar1ar2_glyc__3,4.3617398281
crp__delar2_glyc__1,4.5514499049
crp__delar2_glyc__2,4.8348196033
crp__delar2_glyc__3,4.6361614562
crp__delcrp_fru__1,4.874149571
crp__delcrp_fru__2,5.2070124945
crp__delcrp_fru__3,5.2593207342
crp__delcrp_glc__1,5.1735381766
crp__delcrp_glc__2,5.2651990196
crp__delcrp_glc__3,5.150016608
crp__delcrp_glyc__1,4.728456614
crp__delcrp_glyc__2,5.0797642365
crp__delcrp_glyc__3,4.9667246306
glu__glu_ale3__1,5.3799004279
glu__glu_ale4__1,4.0343085455
glu__glu_ale5__1,3.956094144
glu__glu_ale6__1,4.2407869975
glu__glu_ale8__1,5.459732616
glu__glu_ale9__1,4.9756672483
glu__glu_ale10__1,4.6009620325
42c__wt_42c__1,5.222861836
42c__42c_ale1__1,4.7565263848
42c__42c_ale2__1,4.4138212011
42c__42c_ale3__1,4.886132016
42c__42c_ale4__1,4.6578712738
42c__42c_ale5__1,5.14054616
42c__42c_ale6__1,4.462527312
42c__42c_ale8__1,5.0971648084
42c__42c_ale9__1,4.433773304
42c__42c_ale10__1,5.119973294
ssw__wt_ac__1,5.1648112307
ssw__wt_glc__1,5.2671631154
ssw__wt_glyc__1,5.6673223103
ssw__wt_xyl__1,5.0512652005
ssw__glc_ale1__1,5.2999520708
ssw__glc_ale2__1,5.1510730312
ssw__glc_ale3__1,4.8081952951
ssw__glyc_ale1__1,4.7504999733
ssw__glyc_ale2__1,4.6473540642
ssw__xyl_ale1__1,4.9727435056000004
ssw__xyl_ale2__1,5.1984343837
ssw__xyl_ale3__1,5.4395408854
ssw__glc_ac_ac2__1,4.5446080994999996
ssw__glc_ac_glc1__1,5.4448173032
ssw__glc_ac_glc2__1,4.8915604664
ssw__glc_glyc_glc__1,4.9242891725
ssw__glc_glyc_glyc__1,4.7417382794
ssw__glc_xyl_glc__1,4.2603948455000005
ssw__glc_xyl_xyl__1,4.9672246699
pgi__glu4_delpgi__1,5.2180376503
pgi__pgi_ale1__1,4.8075053808
pgi__pgi_ale2__1,5.2179157535
pgi__pgi_ale3__1,4.6610022596
pgi__pgi_ale5__1,4.5432344117
pgi__pgi_ale6__1,4.4922463197
pgi__pgi_ale7__1,4.7888148839
pgi__pgi_ale8__1,4.7024629772
ica__wt_glc__1,4.0801392682
ica__wt_glc__2,4.11181702
ica__wt_glc__3,4.5756670467
ica__wt_glc__4,4.8005219735
ica__arg_sbt__1,4.3483596634
ica__arg_sbt__2,4.3249194593
ica__cytd_rib__1,5.1934063298
ica__cytd_rib__2,5.1719095268
ica__gth__1,5.6502900218
ica__gth__2,5.3754648804
ica__leu_glcr__1,4.3939608572
ica__leu_glcr__2,4.9077304447
ica__met_glc__1,4.023151797
ica__met_glc__2,4.6576576444
ica__no3_anaero__1,4.8476498604
ica__no3_anaero__2,5.3360571483
ica__phe_acgam__1,4.2094792712
ica__phe_acgam__2,4.4309725406
ica__thm_gal__1,4.8225810293
ica__thm_gal__2,5.0348520301
ica__tyr_glcn__1,4.6716591758
ica__tyr_glcn__2,4.7831537357
ica__ura_pyr__1,4.484281502
ica__ura_pyr__2,4.1179897606
ica__wt_glc__5,4.8909036436
ica__wt_glc__6,5.3146381558
ica__bw_delpurR_cytd__1,4.5262502806
ica__bw_delpurR_cytd__2,4.7992171321
ica__ade_glc__1,5.489806983
ica__ade_glc__2,4.9728536667
ytf__wt_glc__1,5.1640645194
ytf__wt_glc__2,5.3864764416
ytf__delyafC__1,5.2239145626
ytf__delyafC__2,5.4080872229
ytf__delyeiE__1,5.6770063535
ytf__delyeiE__2,4.8375722927
ytf__delyiaJ__1,5.0300544577
ytf__delyiaJ__2,5.4880944991
ytf__delyieP__1,5.1036758462
ytf__delyieP__2,5.2887686098
ytf__wt_ph5__1,5.2216158157
ytf__wt_ph5__2,5.3131057694
ytf__wt_ph8__1,4.5155610833
ytf__wt_ph8__2,5.0892503732
ytf__delybaO__1,5.5457267948
ytf__delybaO__2,5.3885942209
ytf__delybaQ__1,5.0742676255
ytf__delybaQ__2,4.9441705076
ytf__delybiH__1,4.4275513137
ytf__delybiH__2,5.488684521
ytf__delydcI_ph5__1,4.9698102136
ytf__delydcI_ph5__2,5.3141593997
ytf__delydcI_ph8__1,4.8703525775
ytf__delydcI_ph8__2,4.9999334546
ytf__delyddM__1,5.144096835
ytf__delyddM__2,5.5626912392
ytf__delyheO__1,4.9568455605
ytf__delyheO__2,5.172373019
fps__bw_glc__1,5.139777856
fps__bw_glc__2,4.7179557675
fps__fps_thrA_ale1__1,5.1217007698
fps__fps_thrA_ale1__2,5.0085027611
fps__fps_thrA_ale2__1,4.694042737
fps__fps_thrA_ale2__2,5.1190761143
fps__fps_serB_ale1__1,5.0425414984
fps__fps_serB_ale1__2,4.8255710858
fps__fps_serB_ale4__1,5.6317173081
fps__fps_serB_ale4__2,5.7257182242999995
fps__fps_ptsI_ale1__1,4.4973617617
fps__fps_ptsI_ale1__2,4.7696962955
fps__fps_ptsI_ale3__1,4.5955850242
fps__fps_ptsI_ale3__2,4.7273783724000005
pal__lyx_ale2_f6__1,5.4303098495
pal__lyx_ale2__1,4.4756868787
pal__lyx_ale2__2,4.2793853433
pal__lyx_ale4__1,4.4756868787
pal__lyx_ale4__2,4.2793853433
pal__5drib_ale10_f18__1,5.1868788987
pal__5drib_ale10_f18__2,5.8446076222
pal__5drib_ale10__1,5.4566452342
pal__arab_ale14_f9__1,5.3966781185
pal__arab_ale14_f9__2,5.6747383595
pal__arab_ale14__1,4.5010325083
pal__arab_ale14__2,4.1688759049
pal__arab_ale16__1,5.8255884933
pal__arab_ale16__2,6.0707357672
pal__tartr_ale26_f10__1,5.0269871345
pal__tartr_ale26_f10__2,4.8533697948
pal__tartr_ale26__1,5.4803961534
pal__tartr_ale26__2,4.8821331233
pal__tartr_ale28_f10__1,5.4295407535999995
pal__tartr_ale28_f10__2,4.9045629851
pal__tartr_ale28__1,5.3748063285
pal__tartr_ale28__2,5.2667425708
efeU__delmenFentC_citr__1,4.3554770773
efeU__delmenFentC_citr__2,4.698992121
efeU__delmenFentC__1,5.2928048525
efeU__delmenFentC__2,5.2830877952
efeU__menFentC_ale39__1,4.9570091218000005
efeU__menFentC_ale39__2,4.9265170669
efeU__menFentC_ale29__1,4.7745889149
efeU__menFentC_ale29__2,4.9625066789000005
efeU__menFentC_ale30__1,3.7046509915
efeU__menFentC_ale30__2,4.7332165171
efeU__menFentCubiC_ale36__1,4.6475100769
efeU__menFentCubiC_ale36__2,4.1063695567
efeU__menFentCubiC_ale37__1,4.9951412845
efeU__menFentCubiC_ale37__2,5.2870249096
efeU__menFentCubiC_ale38__1,4.7747088792
efeU__menFentCubiC_ale38__2,4.7752433963000005
