,A,CysB
omics__bw_ac__2,-0.6716133998,0.155844262
omics__bw_fum__1,0.6789924805,0.105824293
omics__bw_fum__2,1.1301645893,0.11827256500000001
omics__bw_glc__1,1.0210000765,-0.007939408
omics__bw_glc__2,0.2981730784,0.014523761000000001
omics__bw_pyr__1,-0.43635330380000004,0.019275205
omics__bw_pyr__2,-0.3641301112,-0.29653573
ompr__wt_nacl__1,1.1071438724,0.46084632600000003
ompr__wt_nacl__2,0.1904468035,0.397514407
ompr__bw_delompr_nacl__1,1.5410345918,0.36503487300000004
ompr__bw_delompr_nacl__2,2.1210863304,0.44397356400000004
minspan__wt_ade__1,0.1059352595,0.427521668
minspan__wt_glc__2,1.2283130393000001,0.5168814190000001
minspan__wt_glc__3,0.6724075668,0.6107565610000001
minspan__wt_glc__4,0.8050055761,0.408060862
minspan__wt_glc_anaero__1,-0.37680392020000003,0.145610435
minspan__wt_glc_anaero__2,-0.1532772866,0.12740525900000002
minspan__wt_trp__1,2.5445918938,-0.208879424
minspan__bw_delcra_glc__2,3.8653109878,-0.21824611400000002
minspan__bw_delcra_trp__1,-2.1637736154000002,0.016131175
minspan__bw_delmntr__1,5.7177352969,-0.265108542
minspan__bw_delnac_ade__1,-0.0424264293,1.009208422
minspan__bw_delnac_glc__1,0.8879728493,0.5561607580000001
cra_crp__wt_ac__1,-0.0688453493,0.085691687
cra_crp__wt_ac__2,-0.172283437,0.135547029
cra_crp__wt_fru__1,0.4991319044,0.319733094
cra_crp__wt_fru__2,0.3623268358,0.357994134
cra_crp__delcra_ac__1,-0.275666185,0.155070534
cra_crp__delcra_ac__2,0.0426386367,0.24418836200000002
cra_crp__delcra_fru__1,1.0161683511,0.347698818
cra_crp__delcra_fru__2,0.984776026,0.23973764700000003
cra_crp__delcra_glc__1,1.634406115,0.273681296
cra_crp__delcra_glc__2,1.8316889774,0.308501456
rpoB__wt_031__1,0.1873190806,-0.17377235600000002
rpoB__wt_044__1,0.6473451513,0.119673473
rpoB__wt_lb__1,2.5188259821,-0.5636499650000001
rpoB__wt_lb__2,2.6965784082,-0.45298535100000004
rpoB__rpoBE546V_031__1,-0.46971612900000004,-0.04316884
rpoB__rpoBE546V_044__1,-0.6211902567,-0.061685622
rpoB__rpoBE546V_lb__1,1.0865609006,0.018304791
rpoB__rpoBE546V_lb__2,0.49078436000000003,-0.09175561
rpoB__rpoBE546V_glc__1,0.9175515830000001,0.257501386
rpoB__rpoBE672K_glc__1,2.621848543,-0.317569833
rpoB__rpoBE672K_glc__2,2.26763783,-0.221516657
rpoB__rpoBE672K_lb__1,1.9628116851000001,-0.8983678820000001
rpoB__rpoBE672K_lb__2,2.4213770537,-0.936463577
crp__wt_fru__1,0.6120351801,-0.011584473000000001
crp__wt_glyc__1,0.7086345191,0.212156545
crp__wt_glyc__2,0.429243074,0.25167127300000003
crp__delar1_glyc__1,0.031107449300000003,0.084255009
crp__delar1_glyc__2,3.2618146948,-0.028371498000000002
crp__delar1ar2_glyc__1,-0.6603887476,0.178139501
crp__delar1ar2_glyc__2,-0.5693364646,0.149327081
crp__delar1ar2_glyc__3,-0.0378725197,0.11292599
crp__delar2_glyc__1,2.8290358125,-0.39646864200000004
crp__delar2_glyc__2,1.8103140163,-0.11456613900000001
crp__delar2_glyc__3,0.1111666962,-0.028914986
crp__delcrp_fru__1,0.4314122922,-0.47868821600000006
crp__delcrp_fru__2,0.373042753,-0.39281731200000003
crp__delcrp_fru__3,0.6784631783,-0.20789585400000002
crp__delcrp_glc__1,-0.1838715052,-0.724991736
crp__delcrp_glc__2,0.1786545945,-0.616985239
crp__delcrp_glc__3,0.4421472588,-0.582212772
crp__delcrp_glyc__1,-0.40283336880000004,-0.05858191
crp__delcrp_glyc__2,-0.47889940950000004,-0.10210619
crp__delcrp_glyc__3,-0.4772414325,-0.233448706
glu__glu_ale3__1,-1.3942457909,-0.379803322
glu__glu_ale4__1,0.11686388710000001,0.797861471
glu__glu_ale5__1,1.7160311030000002,0.36692858700000003
glu__glu_ale6__1,2.0953956022,0.90668824
glu__glu_ale8__1,0.890081259,-0.593478359
glu__glu_ale9__1,-1.3532464422000001,0.870699879
glu__glu_ale10__1,-1.6007877020999999,-0.12124567700000001
42c__wt_42c__1,-0.4124672736,0.30263624
42c__42c_ale1__1,3.6642504971000003,-0.47766552700000003
42c__42c_ale2__1,-0.46924080960000003,0.056356401
42c__42c_ale3__1,0.134376839,0.36892915200000004
42c__42c_ale4__1,1.2727652837,0.36331994300000003
42c__42c_ale5__1,0.933368038,0.150400479
42c__42c_ale6__1,3.3529981769,-0.444671713
42c__42c_ale8__1,6.5427283091,-0.191861108
42c__42c_ale9__1,0.4955647439,0.201290513
42c__42c_ale10__1,7.2404025339,-0.33212768600000003
ssw__wt_ac__1,0.11789555040000001,-0.9213973790000001
ssw__wt_glc__1,0.382424103,0.8468017640000001
ssw__wt_glyc__1,4.2181704134,0.12241940500000001
ssw__wt_xyl__1,-0.2724347633,0.41456616700000004
ssw__glc_ale1__1,0.2071770833,0.41712027700000004
ssw__glc_ale2__1,2.1668916433,-0.525668372
ssw__glc_ale3__1,-0.1843894762,-0.305943929
ssw__glyc_ale1__1,0.3506310626,0.20711780800000001
ssw__glyc_ale2__1,-1.2927522739000001,-0.46283354
ssw__xyl_ale1__1,0.4731013296,0.093725838
ssw__xyl_ale2__1,-0.0435318642,-0.12298274000000001
ssw__xyl_ale3__1,1.0095594179,-0.26054636600000003
ssw__glc_ac_ac2__1,1.4215343404,-0.7546940390000001
ssw__glc_ac_glc1__1,0.9167269712,-0.43551849400000003
ssw__glc_glyc_glc__1,-1.4716876968000001,-0.39365267200000004
ssw__glc_glyc_glyc__1,-1.3080652188,0.0069368960000000006
ssw__glc_xyl_glc__1,-1.0393140371,-0.250383265
ssw__glc_xyl_xyl__1,0.8251326848,0.11114384100000001
ica__wt_glc__1,2.2043546534,0.263977196
ica__wt_glc__2,1.8902950895,0.384305999
ica__wt_glc__3,0.8607102018,0.411143497
ica__wt_glc__4,0.4594829217,0.22714813
ica__arg_sbt__1,0.0697357631,0.11604916200000001
ica__arg_sbt__2,-1.0730501109,0.270494287
ica__cytd_rib__1,0.0847593732,-1.3430235640000001
ica__cytd_rib__2,0.4285783595,-1.249201685
ica__gth__1,1.349699936,0.683513782
ica__gth__2,1.8546311276,0.85233722
ica__leu_glcr__1,-0.5870874318,0.346015049
ica__leu_glcr__2,-0.5557604467,0.34724641500000003
ica__met_glc__1,1.2094324559,-0.043823311000000004
ica__met_glc__2,1.3365555588,-0.128286543
ica__no3_anaero__1,-1.022370711,-0.013837349
ica__no3_anaero__2,-1.6121296771,-0.158987502
ica__phe_acgam__1,1.3020718063,0.31208741700000003
ica__phe_acgam__2,1.6380674678,0.17365012900000001
ica__thm_gal__1,0.0536972822,-0.16466101
ica__thm_gal__2,0.3621938886,-0.256954352
ica__tyr_glcn__1,1.1764721081,0.33393525
ica__tyr_glcn__2,1.3172137929,0.344667587
ica__ura_pyr__1,-0.19771029340000001,0.462548183
ica__ura_pyr__2,-0.4449165117,0.21646942800000002
ica__wt_glc__5,0.6351418831,0.082131019
ica__wt_glc__6,0.1170541569,0.105312708
ica__bw_delpurR_cytd__1,0.5332749744,0.096972472
ica__bw_delpurR_cytd__2,0.3345442769,-0.226759919
ica__ade_glc__1,0.2651005347,-0.22880565100000003
ica__ade_glc__2,0.8003486774,0.22120740200000003
ytf__wt_glc__1,-0.0566281532,0.646131238
ytf__wt_glc__2,-0.4305051922,0.790240173
ytf__delyafC__1,-1.2308716413,-0.13955255900000002
ytf__delyafC__2,-1.7452813297,-0.17549235800000001
ytf__delyeiE__1,-4.6238374882,1.8320187780000001
ytf__delyeiE__2,-1.1624234371,1.964256528
ytf__delyiaJ__1,-0.7614276844000001,0.21329724
ytf__delyiaJ__2,-1.5692452154,0.28937539
ytf__delyieP__1,2.7112804413,0.047393454
ytf__delyieP__2,1.9093271129,0.07342469900000001
ytf__wt_ph5__1,1.1542145556,0.48481460200000004
ytf__wt_ph5__2,0.7620574933,0.44938816400000003
ytf__wt_ph8__1,0.5678819013,0.404748979
ytf__wt_ph8__2,1.3825201722,0.410051174
ytf__delybaO__1,-1.7749251101999999,0.020448442
ytf__delybaO__2,0.9699738953,-0.20432101100000002
ytf__delybaQ__1,1.032584574,0.24725074100000002
ytf__delybaQ__2,1.0425223232,0.35400805700000004
ytf__delybiH__1,-0.5719386422,0.449549395
ytf__delybiH__2,2.2158299168,-0.019725783
ytf__delydcI_ph5__1,0.3806470175,0.47233101400000005
ytf__delydcI_ph5__2,0.6141238597,0.460898097
ytf__delydcI_ph8__1,0.7670950165,0.625053078
ytf__delydcI_ph8__2,0.7853535832,0.390845469
ytf__delyddM__1,1.7911080124,0.08980428800000001
ytf__delyddM__2,1.7264567647,-0.096292601
ytf__delyheO__1,-1.2264901027,0.146380914
ytf__delyheO__2,1.2653979156,-0.653366474
fps__bw_glc__1,0.4733450092,0.15520688600000002
fps__bw_glc__2,0.4057264547,0.039261642
fps__fps_thrA_ale1__1,0.6895201805000001,0.14126697200000002
fps__fps_thrA_ale1__2,0.5670753555,0.31381745
fps__fps_thrA_ale2__1,0.5473915961,0.495179266
fps__fps_thrA_ale2__2,0.8466161613000001,0.48801155300000004
fps__fps_serB_ale1__1,0.34473719410000003,0.040713999
fps__fps_serB_ale1__2,0.1249958649,0.231509492
fps__fps_serB_ale4__1,0.0236849251,-0.21972048100000002
fps__fps_serB_ale4__2,0.5025665673,0.227121494
fps__fps_ptsI_ale1__1,0.156699948,-0.365795531
fps__fps_ptsI_ale1__2,0.5443750294,-0.195476339
fps__fps_ptsI_ale3__1,0.7653107328000001,0.076655634
fps__fps_ptsI_ale3__2,0.7614713644000001,-0.033389821
pal__lyx_ale2_f6__1,0.2992364911,-0.12908472000000001
pal__lyx_ale2__1,0.6555579154,0.12559889200000002
pal__lyx_ale2__2,0.5053339457,0.08699649500000001
pal__lyx_ale4__1,1.0461064199,0.084114135
pal__lyx_ale4__2,0.8094833201,-0.083605313
pal__5drib_ale10_f18__1,0.634993538,-0.66290065
pal__5drib_ale10_f18__2,0.5924495711000001,-0.56378574
pal__5drib_ale10__1,1.06149232,-0.06021259600000001
pal__arab_ale14_f9__1,1.0375650286,-0.034326766
pal__arab_ale14_f9__2,1.2615071219,-0.009057505
pal__arab_ale14__1,-0.3135602393,0.006513494000000001
pal__arab_ale14__2,-0.44790994170000004,-0.286590609
pal__arab_ale16__1,1.5042572118000002,0.20699678900000001
pal__arab_ale16__2,1.2910944033,-0.036614859
pal__tartr_ale26_f10__1,-0.1000237043,-0.5336264510000001
pal__tartr_ale26_f10__2,0.3280970999,-0.696446035
pal__tartr_ale26__1,0.0298624216,-0.7424891760000001
pal__tartr_ale26__2,0.5194712686,-0.7363789620000001
pal__tartr_ale28_f10__1,0.6093538593,-0.47481465300000003
pal__tartr_ale28_f10__2,-0.13264474440000001,-0.47347063600000006
pal__tartr_ale28__1,-0.4038725376,-0.18258289300000002
pal__tartr_ale28__2,-0.5793456767,-0.21089733400000002
efeU__delmenFentC_citr__1,0.4516188566,0.137206943
efeU__delmenFentC_citr__2,-0.6977762253,0.058957395
efeU__delmenFentC__1,0.2323396067,0.136626005
efeU__delmenFentC__2,0.3183712852,0.25876005900000004
efeU__menFentC_ale39__1,3.6747752444,-1.001579615
efeU__menFentC_ale39__2,4.4928946092,-0.9206085140000001
efeU__menFentC_ale29__1,3.062521943,-0.83314603
efeU__menFentC_ale29__2,3.8699003594,-0.779963696
efeU__menFentC_ale30__1,1.367613648,0.23934961600000002
efeU__menFentC_ale30__2,0.7384568323,0.072331453
efeU__menFentCubiC_ale36__1,-1.0243235777,0.182956253
efeU__menFentCubiC_ale36__2,-0.177906801,0.20628237100000002
efeU__menFentCubiC_ale37__1,0.0092819003,0.152234886
efeU__menFentCubiC_ale37__2,-0.4736429943,0.078004208
efeU__menFentCubiC_ale38__1,-0.7322885175,0.466327366
efeU__menFentCubiC_ale38__2,-0.7280449525,0.212655996
misc2__salc_glc__1,0.9451367961,-0.127673847
misc2__salc_glc__2,1.1828719018,-0.230175544
misc2__dbcn_glc__1,1.1554387189,0.333424186
misc2__dbcn_glc__2,1.1559288351,-0.021547662000000002
misc2__tyr_glc__1,-0.1868681097,0.351336403
misc2__tyr_glc__2,-0.0183223418,0.279583303
misc2__arg_cytd__1,0.9824717547,0.322006563
misc2__arg_cytd__2,0.8314655249,0.320342874
misc2__delyheO_pyr__1,0.9814114426,-0.018393529000000002
misc2__delyheO_pyr__2,0.7034500394000001,0.0007055420000000001
nquinone__delubiC__1,0.6076555868,0.23056347900000002
nquinone__delubiC__2,-0.0658113808,0.479132904
nquinone__ubiC_ale1__1,0.4215977011,0.24620353600000003
nquinone__ubiC_ale1__2,0.3694351528,0.378478853
nquinone__ubiC_ale2__1,0.8032961146,0.28487139300000003
nquinone__ubiC_ale2__2,0.3533839117,0.237865768
nquinone__ubiC_ale3__1,-0.798654696,0.091047046
nquinone__ubiC_ale3__2,-0.5418258862,0.20556707800000001
nquinone__ubiC_ale4__1,-0.059298232400000005,0.24449067200000002
nquinone__ubiC_ale4__2,0.3174318828,0.40845319999999996
nquinone__delpdhR__1,1.0087530792,0.004814718
nquinone__delpdhR__2,0.6310192565,0.090841395
quinone__glu_ale4__1,0.28382106830000003,0.18700740400000002
quinone__glu_ale4__2,-0.9220864434,0.370572964
quinone__delmenF__1,1.0903479403,0.186625531
quinone__delmenF__2,1.2792554929,0.294000753
quinone__menF_ale5__1,-0.1592860623,-0.035871503
quinone__menF_ale5__2,0.3411872096,-0.177631373
quinone__menF_ale6__1,2.4168967681,-0.20339931300000003
quinone__menF_ale6__2,2.9406165501,-0.244956315
quinone__menF_ale7__1,6.9684534543000005,-0.477474202
quinone__menF_ale7__2,7.240567762,-0.535464805
quinone__menF_ale8__1,5.1708973911000005,-0.6497503170000001
quinone__menF_ale8__2,4.2663479166,-0.355451829
quinone__delmenFubiC__1,-0.1125513015,0.313568826
quinone__delmenFubiC__2,0.37606886900000003,0.348782922
quinone__menFubiC_ale1__1,5.6481215847,-0.652311988
quinone__menFubiC_ale1__2,5.017435677,-0.7962258870000001
quinone__menFubiC_ale2__1,4.8054470515,-0.818271646
quinone__menFubiC_ale2__2,3.9629712334000002,-0.84687749
quinone__menFubiC_ale3__1,0.3787584697,0.139082854
quinone__menFubiC_ale3__2,0.7875867915,0.261464709
quinone__menFubiC_ale4__1,-0.2563222208,-0.780380257
quinone__menFubiC_ale4__2,0.5051904645,-0.758252637
oxyR__wt_glc__1,1.9293975508,0.08285717100000001
oxyR__wt_glc__2,1.8557218686999999,0.058509092000000006
oxyR__wt_h2o2__1,1.9108629738,-0.09210359700000001
oxyR__wt_h2o2__2,1.4093202395,-0.137892603
oxyR__glu_ale4__1,1.2782893786,0.067698168
oxyR__glu_ale4__2,-0.6287828280000001,-0.126226777
oxyR__glu_ale4_h2o2__1,0.2833611426,-0.099500775
oxyR__glu_ale4_h2o2__2,-0.0809821148,0.00019709500000000002
oxyR__oxyR_ale17__1,0.9104001610000001,0.12272336900000001
oxyR__oxyR_ale17__2,1.7081448697,-0.067982498
oxyR__oxyR_ale17_h2o2__1,0.5135144273,0.131560966
oxyR__oxyR_ale17_h2o2__2,0.2826165188,0.36925055100000004
oxyR__oxyR_ale18__1,1.4329189084,-0.06498603
oxyR__oxyR_ale18__2,1.4160618508,-0.061878172
oxyR__oxyR_ale18_h2o2__1,0.6901268801,0.089138068
oxyR__oxyR_ale18_h2o2__2,-0.051234045400000004,0.147002405
oxyR__oxyR_ale19__1,1.5191898806,0.03965299
oxyR__oxyR_ale19__2,1.3811418198,-0.094831989
oxyR__oxyR_ale19_h2o2__1,1.4022586509,0.038809248000000005
oxyR__oxyR_ale19_h2o2__2,1.6832195285,0.04196229
oxyR__oxyR_ale20__1,1.2648863451,-0.38199591
oxyR__oxyR_ale20__2,1.8800477638,-0.571168723
oxyR__oxyR_ale20_h2o2__1,1.9407487492,0.1549071
oxyR__oxyR_ale20_h2o2__2,1.1356603004,0.047551729
svns_pgi__BmePgi24_15__1,1.1783978159,0.24814159500000002
svns_pgi__BmePgi24_15__2,1.5290242672,0.10410068900000001
svns_pgi__BmePgi24_26__1,0.9188289488,0.13441243
svns_pgi__BmePgi24_26__2,1.2139941193000001,0.293634602
svns_pgi__BmePgi24_41__1,-1.3532137483,-0.500827291
svns_pgi__BmePgi24_41__2,1.4090961988,0.15983739500000002
svns_pgi__BmePgi24_52__1,1.0856942447,0.30566302100000003
svns_pgi__BmePgi24_52__2,1.4959057755,0.277624476
svns_pgi__PaePgi2_34__1,1.7885304333,0.6470237830000001
svns_pgi__PaePgi2_34__2,2.1396558055,0.706771766
svns_pgi__PaePgi2_63__1,1.9166113221,0.568867446
svns_pgi__PaePgi2_63__2,1.5333198266,0.48570718300000004
svns_pgi__PaePgi24_54__1,0.642062534,0.18422828500000002
svns_pgi__PaePgi24_54__2,0.8464648802,0.14105549
svns_pgi__PaePgi24_90__1,1.0283817758,0.22314049200000002
svns_pgi__PaePgi24_90__2,0.5628208481,0.148667726
abx_media__m9_ctrl__1,3.2101869827,-0.148444361
abx_media__m9_ctrl__2,2.3803240335,0.112032237
abx_media__rpmi_ctrl__1,-1.4440138967,-0.7021517770000001
abx_media__rpmi_ctrl__2,-2.177904308,-0.551202697
abx_media__camhb_ctrl__1,-0.9980421879,-1.347132361
abx_media__camhb_ctrl__2,-0.6705586162,-1.611493896
abx_media__m9_mero__1,1.9820001618,-0.068363239
abx_media__m9_mero__2,2.8136728404999998,-0.41184033000000003
abx_media__rpmi_mero__1,-2.2241097044,-1.131064328
abx_media__rpmi_mero__2,-1.9738980330000002,-1.043370268
abx_media__camhb_mero__1,-0.9418612315,-1.650757997
abx_media__camhb_mero__2,-1.0468280601,-1.5311639330000002
abx_media__m9_trisulf__1,1.9860534732000001,0.23387322500000002
abx_media__m9_trisulf__2,2.376760199,0.35007987900000004
abx_media__rpmi_trisulf__1,-0.9772957142,-0.36893231
abx_media__rpmi_trisulf__2,-0.7382294878,-0.443259769
abx_media__camhb_trisulf__1,-2.4616711117,-0.7484768940000001
abx_media__camhb_trisulf__2,-2.2893925993,-0.8863754110000001
abx_media__m9_cef__1,4.0606688764,-0.246352321
abx_media__m9_cef__2,3.8214588158,-0.519802675
abx_media__rpmi_cef__1,-1.2375427916,-0.313654086
abx_media__rpmi_cef__2,-1.2306607921000001,-0.15189380500000002
abx_media__camhb_cef__1,-1.1737237356999999,-0.798144394
abx_media__camhb_cef__2,-0.8058650940000001,-0.6368882880000001
abx_media__m9_cipro__1,2.466909585,-0.26871174600000003
abx_media__m9_cipro__2,2.5386971439,-0.16022260700000002
abx_media__rpmi_cipro__1,-1.9499976199,-0.581387459
abx_media__rpmi_cipro__2,-1.7404492404,-0.415371433
abx_media__camhb_cipro__1,-3.4217004544,-1.6294565300000001
abx_media__camhb_cipro__2,-3.0560147386,-1.441407856
hot_tale__42c_ale3_30c__1,1.3197669437,0.34990995700000005
hot_tale__42c_ale3_30c__2,0.9776684892,0.47140362300000005
hot_tale__42c_ale3_37c__1,1.0362152509,0.15503245100000002
hot_tale__42c_ale3_37c__2,0.4928951164,0.17846688600000002
hot_tale__42c_ale3_44c__1,2.7193536045,0.478884032
hot_tale__42c_ale3_44c__2,3.2260095422,0.48103687100000003
hot_tale__hot_ale3_mid_30c__1,0.2013659117,1.801982283
hot_tale__hot_ale3_mid_30c__2,-0.8280752415,1.6036691950000002
hot_tale__hot_ale3_mid_37c__1,0.12471059400000001,0.529678058
hot_tale__hot_ale3_mid_37c__2,-0.2511785208,0.49324463100000004
hot_tale__hot_ale3_mid_44c__1,1.7197458462,-0.049178513
hot_tale__hot_ale3_mid_44c__2,1.2384725579,-0.075260776
hot_tale__hot_ale3_30c__1,0.3027380858,1.643105617
hot_tale__hot_ale3_30c__2,0.4635495517,1.585495527
hot_tale__hot_ale3_37c__1,0.7458394279,0.5612206160000001
hot_tale__hot_ale3_37c__2,1.0873487124,0.5084833630000001
hot_tale__hot_ale3_44c__1,1.2213660381,0.025769396
hot_tale__hot_ale3_44c__2,1.8055931193,0.09721386200000001
hot_tale__hot_ale4_30c__1,1.1782076624,0.508081144
hot_tale__hot_ale4_30c__2,0.46026060960000004,0.596713905
hot_tale__hot_ale4_37c__1,0.9205490925,0.48663088400000004
hot_tale__hot_ale4_37c__2,0.6258643931,0.462410955
hot_tale__hot_ale4_44c__1,0.3375292529,0.884990927
hot_tale__hot_ale4_44c__2,0.888394957,0.5159834130000001
hot_tale__hot_ale8_30c__1,0.9605588755000001,0.45446647300000004
hot_tale__hot_ale8_30c__2,0.7688046524000001,0.460022886
hot_tale__hot_ale8_37c__1,0.9490486868,0.247544486
hot_tale__hot_ale8_37c__2,0.9247004674,0.29824694300000004
hot_tale__hot_ale8_44c__1,1.8426213058,0.390349013
hot_tale__hot_ale8_44c__2,1.3962723237,0.322780738
hot_tale__hot_ale9_mid_30c__1,0.46007077770000004,0.30279589900000003
hot_tale__hot_ale9_mid_30c__2,0.3872238234,0.230743406
hot_tale__hot_ale9_30c__1,0.42369285090000003,0.239751289
hot_tale__hot_ale9_30c__2,0.5543196264,0.33236418300000004
hot_tale__hot_ale9_mid_37c__1,0.1913047124,0.320390296
hot_tale__hot_ale9_mid_37c__2,-0.0524047107,0.28573731
hot_tale__hot_ale9_37c__1,0.3096341797,0.363404023
hot_tale__hot_ale9_37c__2,0.3368252024,0.40587172400000004
hot_tale__hot_ale9_mid_44c__1,0.8205020181,0.46464385700000005
hot_tale__hot_ale9_mid_44c__2,2.0965845503,0.625049449
hot_tale__hot_ale9_44c__1,1.5532225089,0.34762178200000005
hot_tale__hot_ale9_44c__2,1.8764212157,0.211306248
hot_tale__hot_ale10_30c__1,0.35364414510000003,0.8575916130000001
hot_tale__hot_ale10_30c__2,0.5368197616,0.9013637600000001
hot_tale__hot_ale10_37c__1,0.5292723268,0.424519276
hot_tale__hot_ale10_37c__2,0.3860361221,0.40396710100000005
hot_tale__hot_ale10_44c__1,1.7066099149,-0.20483983800000002
hot_tale__hot_ale10_44c__2,2.6336915225,-0.08802966300000001
hot_tale__hot_ale16_30c__1,1.2443407691,0.22414039800000002
hot_tale__hot_ale16_30c__2,0.7232161532,0.40304075
hot_tale__hot_ale16_37c__1,1.0491176731,0.161411869
hot_tale__hot_ale16_37c__2,1.0001455559,0.21237060600000002
hot_tale__hot_ale16_44c__1,2.0338842599999998,0.36664523
hot_tale__hot_ale16_44c__2,2.0712433509,0.504185556
pdhr_ale__pdhR-13_51__1,0.7377543980000001,-0.004649839
pdhr_ale__pdhR-13_51__2,1.4122824987,-0.00446098
pdhr_ale__pdhR-14_46__1,1.6582229228,-0.5337238430000001
pdhr_ale__pdhR-14_46__2,0.6333218821000001,-0.23910576700000002
pdhr_ale__pdhR-15_51__1,1.7593136141999999,0.143418021
pdhr_ale__pdhR-15_51__2,1.4693913168,0.079797648
pdhr_ale__pdhR-16_49__1,1.3655001669,-0.283511848
pdhr_ale__pdhR-16_49__2,2.4535363503,-0.61931241
tcs__del_atoC_LiAcet__1,3.8457459803000003,-0.5032467860000001
tcs__del_atoC_LiAcet__2,3.60117324,-0.425699751
tcs__del_atoC_LiCl__1,4.5603101141,-0.440154396
tcs__del_atoC_LiCl__2,4.3059086781,-0.29699490500000003
tcs__del_atoC_m9__1,4.0978996768,-0.440181339
tcs__del_atoC_m9__2,3.8385217413,-0.41434269300000004
tcs__del_baeR_etoh__1,8.3952518228,-0.812228122
tcs__del_baeR_etoh__2,9.2086484462,-0.728919035
tcs__del_baeR_lb__1,0.4636896942,-1.052171139
tcs__del_baeR_lb__2,-0.041873076700000005,-1.047433819
tcs__del_btsR_01xlb__1,0.6503251967,-1.150094635
tcs__del_btsR_01xlb__2,0.058312871200000005,-1.182413889
tcs__del_btsR_lb__1,-1.0154909975,-0.325275766
tcs__del_btsR_lb__2,-0.8635743567,-0.246047384
tcs__del_btsR_pyruvate__1,-0.16417561590000002,-1.2476123430000001
tcs__del_btsR_pyruvate__2,-0.0602225884,-1.151815947
tcs__del_cpxR_etoh__1,3.280980681,-0.29611415
tcs__del_cpxR_etoh__2,2.4656457481,-0.39710532200000004
tcs__del_cpxR_lb__1,0.1097097326,-0.876278269
tcs__del_cpxR_lb__2,0.023779211300000002,-0.776036493
