,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,Chrom__sac_log,-7.272423446158527e-05,0.11354008026696816,2.0,0.0,0.08021223645877651,1.0,-0.08035768492769968,,
1,Chrom__sac_sta,-0.7076319321384315,0.18647141246943089,2.0,2.0,-0.5757767318838631,3.0,-0.8394871323929998,,
2,Chrom__sac_MW001,0.0,0.015772095921145396,2.0,4.0,0.011152555979366595,5.0,-0.011152555979366595,,
3,Chrom__sac_fadR,-0.07603166855023646,0.08827809558230976,2.0,6.0,-0.1384537085667219,7.0,-0.013609628533751028,,
4,FadR__wt_p,-4.440892098500626e-16,0.151103336158531,2.0,8.0,0.10684619365760728,9.0,-0.10684619365760817,,
5,FadR__ko_p,-0.265297392802744,0.3365029206567555,2.0,10.0,-0.027353895717273424,11.0,-0.5032408898882146,,
6,GDGT__75_2.4_log,-8.878892991207957e-16,0.004514834761676979,3.0,12.0,0.004425503968611189,27.0,-0.004599154903575986,50.0,0.0001736509349621329
7,GDGT__80_3.5_stat,-1.1216862857147174,0.16794316755859942,3.0,13.0,-1.237491109954992,20.0,-1.1984940793758243,42.0,-0.929073667813336
8,GDGT__80_2.4_log,-0.2335835856639911,0.09584120081472554,3.0,14.0,-0.15816819299948293,37.0,-0.20114910719711251,41.0,-0.34143345679537784
9,GDGT__75_3.5_stat,-0.7860091129127763,0.1444856472665109,3.0,15.0,-0.6342752054223695,24.0,-0.9219486748441748,28.0,-0.8018034584717846
10,GDGT__80_1.6_stat,-0.411520217039335,0.04740384197456389,3.0,16.0,-0.4597399058040077,17.0,-0.409844062623832,33.0,-0.3649766826901653
11,GDGT__75_2.4_stat,-0.7377179940679118,0.027346446814205668,3.0,18.0,-0.7597092622578403,26.0,-0.7463467388398355,31.0,-0.7070979811060596
12,GDGT__80_2.4_stat,-0.9469654263527785,0.01563562656911212,3.0,19.0,-0.9629996395907005,29.0,-0.9461351704063556,30.0,-0.9317614690612794
13,GDGT__80_1.6_log,0.3760031050726145,0.3609942269914495,2.0,21.0,0.1207416391977647,39.0,0.6312645709474642,,
14,GDGT__65_3.5_stat,-0.1798913343760725,0.3427395301407168,3.0,22.0,0.01476892925068185,23.0,0.02119254461542397,34.0,-0.5756354769943233
15,GDGT__75_1.6_stat,-0.3861278642141803,0.08738060141164838,3.0,25.0,-0.38613469167678094,32.0,-0.4735050516944801,38.0,-0.29874384927127995
16,GDGT__75_1.6_log,0.6472014656830893,0.014461722507386249,2.0,35.0,0.6574274477357003,36.0,0.6369754836304784,,
17,GDGT__65_2.4_stat,0.7433020055579052,0.022125216700231844,3.0,40.0,0.7257686781038339,46.0,0.7359763718938455,49.0,0.7681609666760361
18,GDGT__65_2.4_log,0.513224767477019,0.18524580673147514,3.0,43.0,0.4090244803782008,44.0,0.7271048048265785,47.0,0.4035450172262776
19,GDGT__80_3.5_log,-0.47502046706592616,0.3283312625615945,3.0,45.0,-0.0977083668547536,51.0,-0.6316124835673902,52.0,-0.6957405507756347
20,GDGT__65_1.6_log,0.9818475243358948,0.05795972059488604,3.0,48.0,0.9868655841013512,53.0,0.9215419243250008,54.0,1.0371350645813324
21,NutLim__t0,0.0,0.09456494852803705,2.0,55.0,0.06686751636673183,56.0,-0.06686751636673183,,
22,NutLim__t05,0.07721245032993274,0.21469245525594413,3.0,57.0,-0.1330592028209301,58.0,0.2960682147119247,59.0,0.06862833909880361
23,NutLim__t1,-0.1511279329601729,0.40375809661411305,3.0,60.0,-0.5963766310977636,61.0,0.191228609718098,62.0,-0.04823577750085306
24,NutLim__t15,-0.24570315788984023,0.40579644760549094,3.0,63.0,-0.6151005110959993,64.0,0.1886551940163388,65.0,-0.31066415658986024
25,NutLim__t2,-0.43283476357923334,0.4129048737627044,3.0,66.0,-0.3917505504536818,67.0,-0.042007814000342585,68.0,-0.8647459262836756
26,NutLim__t4,-1.0694691251724997,0.23185965253601148,2.0,69.0,-0.9055195925807292,70.0,-1.23341865776427,,
27,UV_irr__wt0,5.909624641494323e-16,0.030423095916280184,3.0,71.0,0.03466242600079017,72.0,-0.0222761025781324,73.0,-0.012386323422655998
28,UV_irr__wt1,-0.12713285494119445,0.2491953537701366,3.0,74.0,-0.15311009794697214,75.0,-0.3623220154313511,76.0,0.13403354855473992
29,UV_irr__wt2,-0.4766038601328984,0.060698223294060445,3.0,77.0,-0.5262650172034231,78.0,-0.4089410341680635,79.0,-0.4946055290272087
30,UV_irr__mut0,-0.045512546991467374,0.1572867634622074,3.0,80.0,-0.2262525897811969,81.0,0.029400965751976926,82.0,0.060313983054817825
31,UV_irr__mut1,0.0832756583560507,0.21566145983207818,3.0,83.0,-0.040529018848018517,84.0,-0.04194273060489806,85.0,0.3322987245210687
32,UV_irr__mut2,-0.20170137756794537,0.22582242858760188,3.0,86.0,0.007573623957196852,87.0,-0.17162158339148004,88.0,-0.44105617326955293
33,YtrA__overexpr,0.10439273893206706,0.0489591354782475,3.0,89.0,0.05052877902373165,90.0,0.11645857231012703,91.0,0.1461908654623425
34,YtrA__wt,3.006854025026466e-16,0.12214492243933225,3.0,92.0,-0.03352258685690401,93.0,0.13540596969134455,94.0,-0.10188338283443964
