,-0.05600819434775017,-0.04480655547820014,-0.0336049166086501,-0.022403277739100065,-0.011201638869550029,6.938893903907228e-18,0.011201638869550043,0.022403277739100086,0.033604916608650115,0.044806555478200144,0.05600819434775019,0.06720983321730023,0.07841147208685026,0.08961311095640029,0.10081474982595034,0.11201638869550037,0.1232180275650504,0.13441966643460043,0.14562130530415046,0.15682294417370052
thresh,-0.061609013782525195,0.061609013782525195,2,,,,,,,,,,,,,,,,,
unreg,1,4,28,247,1170,1713,809,171,25,5,2,3,0,0,0,0,0,0,0,0
stringent response,0,0,0,1,6,15,31,25,19,10,8,4,1,5,2,7,6,7,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['ecfAB' 'ecfA' 'rlmG'],[],[],[],[],[],[],[],[]
stringent response_genes,[],[],[],['ftsW'],['kapB' 'cymR' 'ypuI' 'kinA' 'alsD' 'alsS'],"['sbp' 'kinB' 'pycA' 'scpA' 'spcB' 'ylaH' 'iscSA' 'recJ' 'bipA' 'yqxC'
 'mnmA' 'rnc' 'murG' 'engD' 'dxs']","['apt' 'ylxW' 'ylxX' 'ftsY' 'murB' 'mbl' 'divIB' 'glmU' 'mraY' 'dltA'
 'rimP' 'atpI' 'qoxD' 'recN' 'folD' 'murE' 'nusB' 'pnpA' 'atpB' 'ywzH'
 'ctc' 'qoxB' 'yjlC' 'ndh' 'atpH' 'smc' 'dltB' 'qoxC' 'atpE' 'qoxA' 'atpF']","['spoVE' 'murD' 'argR' 'dltC' 'atpA' 'nusA' 'rppA' 'rpmEA' 'rpmA' 'yugI'
 'tig' 'pdhD' 'prs' 'frr' 'rplK' 'dltD' 'pyrH' 'ylbN' 'rpmF' 'pdhA' 'ylxP'
 'rplU' 'rulQ' 'atpG' 'ptsI']","['pdhC' 'ptsH' 'rpsI' 'rulR' 'dltE' 'ysdA' 'rpoB' 'rpmB' 'rpsO' 'rplA'
 'atpD' 'rplM' 'tufA' 'tsf' 'pdhB' 'rbfA' 'infB' 'atpC' 'rplS']",['truA' 'rpoC' 'ssbA' 'rulS' 'ylqC' 'rpsR' 'infC' 'rpsD' 'rpsP' 'rpsF'],['rpsB' 'rpmI' 'rplT' 'rpsL' 'fusA' 'ptsG' 'rpsJ' 'rpsG'],['rplJ' 'rplL' 'rplC' 'rplQ'],['rpoA'],['rpsK' 'rplD' 'rplB' 'rplW' 'rpsM'],['rpmJ' 'adk'],['secY' 'rpsS' 'infA' 'mapA' 'rplV' 'rplP' 'rplO'],['ybzG' 'rpmC' 'rpsC' 'rpmD' 'rpsNA' 'rplNA'],['rpsE' 'rplR' 'rplE' 'rplX' 'rpsH' 'rplF' 'rpsQ'],[],[]
