,Value,list
TF,stringent response,
reg_genes,147,"['yjlC' 'rulS' 'rpsI' 'qoxB' 'atpA' 'ylqC' 'rbfA' 'atpE' 'rulQ' 'argR'
 'ypuI' 'dltE' 'nusA' 'rpsB' 'divIB' 'mraY' 'tufA' 'frr' 'ptsH' 'prs'
 'ylxP' 'qoxA' 'rnc' 'pdhC' 'rpoB' 'ctc' 'ylbN' 'rplS' 'rppA' 'rpmA'
 'murE' 'spcB' 'atpD' 'ylaH' 'iscSA' 'pdhD' 'nusB' 'scpA' 'alsD' 'pdhB'
 'murD' 'qoxD' 'atpI' 'rplT' 'ptsG' 'apt' 'qoxC' 'atpC' 'dltC' 'rpmF'
 'dltD' 'recN' 'murB' 'bipA' 'atpH' 'rplM' 'kinB' 'rplU' 'glmU' 'rpmB'
 'atpF' 'tig' 'atpG' 'pyrH' 'rpsO' 'dltA' 'rpoC' 'kinA' 'ywzH' 'sbp'
 'rpsP' 'ylxW' 'murG' 'ftsY' 'rpsR' 'truA' 'atpB' 'rpsG' 'mbl' 'mnmA'
 'rpsD' 'ndh' 'rpsL' 'infC' 'pnpA' 'rpmEA' 'engD' 'spoVE' 'smc' 'dltB'
 'cymR' 'rplA' 'rpmI' 'rpsJ' 'dxs' 'ftsW' 'ylxX' 'yugI' 'rplK' 'rimP'
 'ptsI' 'rpsF' 'rulR' 'tsf' 'pdhA' 'recJ' 'infB' 'ssbA' 'folD' 'yqxC'
 'ysdA' 'pycA' 'kapB' 'alsS' 'fusA']"
comp_genes,35,['ecfAB' 'rlmG' 'ecfA']
both_genes,32,"['rpsK' 'rpsH' 'rpmJ' 'rplR' 'rplV' 'rplJ' 'secY' 'rpmC' 'rplB' 'rpsNA'
 'rplO' 'rplP' 'mapA' 'rpsQ' 'rplE' 'rpsM' 'rplL' 'rpoA' 'rplD' 'rpsS'
 'rplF' 'rplQ' 'rpmD' 'adk' 'ybzG' 'rplNA' 'rplC' 'rpsE' 'rpsC' 'infA'
 'rplX' 'rplW']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
