locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM1996,0.3302884123,cspB,putative cold-shock protein,Transcription,"basR,fis",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1996
STM3649,0.3185741758,cspA,major cold shock protein 7.4,Transcription,"arcA,crp,fis,h-NS,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3649
