,-0.07035293154913787,-0.060302512756403887,-0.050252093963669905,-0.040201675170935924,-0.030151256378201943,-0.020100837585467962,-0.010050418792733981,0.0,0.010050418792733981,0.020100837585467962,0.030151256378201943,0.040201675170935924,0.050252093963669905,0.0603025127564039,0.07035293154913787,0.08040335034187183,0.09045376913460583,0.10050418792733982,0.11055460672007379,0.12060502551280776
thresh,-0.06532772215277087,0.06532772215277087,2,,,,,,,,,,,,,,,,,
unreg,1,1,6,18,71,341,1276,2282,1209,249,48,22,7,8,5,3,3,4,1,1
FleN,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,4,1,2,1
unreg_genes,['gcdH'],[],[],[],[],[],[],[],[],[],[],[],[],[],['PA1089' 'PA2955' 'fliI' 'PA1088' 'PA3177'],['PA1967' 'PA1103' 'fliJ'],['flgK' 'PA1441' 'flhF'],['flgH' 'flgG' 'PA3350' 'flgJ'],['flgI'],['flhA']
FleN_genes,[],[],[],[],[],[],[],[],[],[],[],[],['fliP'],['fliO' 'fliM' 'fliN' 'flgL'],['fliQ' 'flgE'],['fliG'],['flgB' 'fliE' 'flgC' 'flgD'],['fleS'],['fliF' 'flgF'],['fleR']
