,A,PedR1
Mobile_gene2:Condition1:1.0,0.96780000995478,0.1237458124999992
Mobile_gene2:Condition1:2.0,-2.063871552720758,-0.2589901675000003
Mobile_gene2:Condition2:1.0,1.40384898558148,0.1057038724999994
Mobile_gene2:Condition2:2.0,-0.7301982048984479,0.0325027425000001
Mobile_gene2:Condition2:3.0,0.7910812046925274,0.0509034824999989
Mobile_gene2:Condition2:4.0,-1.464731984041744,-0.1891100975000004
Muconate:CJ522_fructose:1.0,-3.2999110289885034,2.3598709943333334
Muconate:CJ522_fructose:2.0,-5.448895349967189,1.192159235333333
Muconate:CJ522_fructose:3.0,2.788954167185313,2.006267245333333
Muconate:CJ522_fructose_glucose:1.0,8.597546899075454,2.7577125463333334
Muconate:CJ522_fructose_glucose:2.0,3.255591505299724,0.908151912333333
Muconate:CJ522_fructose_glucose:3.0,1.6711110646448686,1.3959167473333332
Muconate:CJ522_fructose_glucose_gluconate:1.0,15.217572877936147,2.4742451503333336
Muconate:CJ522_fructose_glucose_gluconate:2.0,10.987313372911984,1.9751428173333336
Muconate:CJ522_fructose_glucose_gluconate:3.0,16.5497998411671,2.539379912333333
Muconate:CJ522_glucose_gluconate:1.0,-2.0554963576295178,0.7816078383333331
Muconate:CJ522_glucose_gluconate:2.0,-1.943280872636982,0.2703290783333334
Muconate:CJ522_glucose_gluconate:3.0,-1.29057659839903,0.6257813363333331
Muconate:CJ522_gluconate:1.0,9.231852175461627,2.7921555753333336
Muconate:CJ522_gluconate:2.0,7.151539501136779,2.9197431663333338
Muconate:CJ522_gluconate:3.0,3.2672074921188545,2.1588222663333334
Muconate:CJ522_glucose:1.0,10.745703836157409,4.457229630333334
Muconate:CJ522_glucose:2.0,17.03087090963044,4.957851887333334
Muconate:CJ522_glucose:3.0,9.30807672084102,4.397015210333334
Muconate:GB032_fructose:1.0,-3.3928466309994434,2.369545919333333
Muconate:GB032_fructose:2.0,-6.148018167800816,1.9830775123333333
Muconate:GB032_fructose:3.0,-5.760639012888052,2.0235162253333336
Muconate:GB032_fructose_glucose:1.0,18.850542997400403,3.3918263423333337
Muconate:GB032_fructose_glucose:2.0,21.50153493553064,3.4669588363333337
Muconate:GB032_fructose_glucose:3.0,20.12127712907565,3.3243228423333337
Muconate:GB032_fructose_glucose_gluconate:1.0,12.038618600089922,1.952369141333333
Muconate:GB032_fructose_glucose_gluconate:2.0,7.378578839783045,1.7195200603333336
Muconate:GB032_fructose_glucose_gluconate:3.0,10.509203397936226,1.5233994073333332
Muconate:GB032_glucose_gluconate:1.0,5.868386726243541,2.053321393333334
Muconate:GB032_glucose_gluconate:2.0,0.0927739557738068,0.6702847613333334
Muconate:GB032_glucose_gluconate:3.0,-5.907599783960611,0.5103599173333335
Muconate:GB032_gluconate:1.0,10.993191199196833,2.4580689183333333
Muconate:GB032_gluconate:2.0,12.906439148985326,2.7270271483333333
Muconate:GB032_gluconate:3.0,-1.2313752536667826,1.9812095963333327
Muconate:GB032_glucose:1.0,8.450630747464995,4.187197111333333
Muconate:GB032_glucose:2.0,8.683135025430095,4.294356730333334
Muconate:GB032_glucose:3.0,7.493556341415412,3.952434148333334
Muconate:GB045_fructose:1.0,-3.444096023462237,2.3416734263333336
Muconate:GB045_fructose:2.0,-5.963063177729392,1.6123828133333338
Muconate:GB045_fructose:3.0,-5.686077232666054,1.9724004423333332
Muconate:GB045_fructose_glucose:1.0,24.920583777164698,3.290346469333333
Muconate:GB045_fructose_glucose:2.0,24.25104681629758,3.743707444333334
Muconate:GB045_fructose_glucose_gluconate:1.0,6.299868786298979,2.1247414903333337
Muconate:GB045_fructose_glucose_gluconate:2.0,-3.332354330847802,0.9287995803333337
Muconate:GB045_fructose_glucose_gluconate:3.0,-5.1503763033290815,0.6482587603333338
Muconate:GB045_glucose_gluconate:1.0,-10.070982517622618,0.7507280563333336
Muconate:GB045_glucose_gluconate:2.0,-10.76404807706929,0.7016597593333338
Muconate:GB045_glucose_gluconate:3.0,-10.160388697723311,0.8316895353333336
Muconate:GB045_gluconate:1.0,-11.30771346506103,-0.9751405926666664
Muconate:GB045_gluconate:2.0,-10.94529765824752,-0.5588447596666666
Muconate:GB045_gluconate:3.0,-10.473203078599235,-0.4461681976666667
Muconate:GB045_glucose:1.0,17.75346774123659,5.565769769333334
Muconate:GB045_glucose:2.0,17.842535354198304,5.472449456333333
Muconate:GB045_glucose:3.0,11.87872912102407,5.223636166333334
Muconate:GB062_fructose:1.0,20.56438962489137,4.391300235333334
Muconate:GB062_fructose:2.0,19.257788503862315,4.374491964333334
Muconate:GB062_fructose:3.0,17.147612469042098,4.944164944333334
Muconate:GB062_fructose_glucose:1.0,16.13013164932358,3.210132664333333
Muconate:GB062_fructose_glucose:2.0,19.35168020362576,2.9171295723333333
Muconate:GB062_fructose_glucose:3.0,19.211341937877748,2.5790296033333333
Muconate:GB062_fructose_glucose_gluconate:1.0,0.4591310253222563,0.507969397333333
Muconate:GB062_fructose_glucose_gluconate:2.0,9.308672131437682,1.6274721353333337
Muconate:GB062_fructose_glucose_gluconate:3.0,3.541906503951053,0.8113497903333333
Muconate:GB062_glucose_gluconate:1.0,5.512143466626316,2.278420247333333
Muconate:GB062_glucose_gluconate:2.0,9.33611891878283,2.7038931723333337
Muconate:GB062_glucose_gluconate:3.0,2.546788579592412,1.3451237123333333
Muconate:GB062_gluconate:1.0,-0.4651450005112195,1.4427295263333335
Muconate:GB062_gluconate:2.0,21.38051571708758,3.950441383333333
Muconate:GB062_gluconate:3.0,6.034452725049949,1.9947018453333336
Muconate:GB062_glucose:1.0,-0.4905357566181809,0.6138583333333334
Muconate:GB062_glucose:2.0,1.1230835551207563,2.434956639333333
Muconate:GB062_glucose:3.0,20.85669859677555,4.265153196333333
Muconate:KT2440_fructose:1.0,21.51908963710984,4.803737330333334
Muconate:KT2440_fructose:2.0,21.42395424073033,4.693508677333334
Muconate:KT2440_fructose:3.0,4.386833003104167,3.7247168243333335
Muconate:KT2440_fructose_glucose:1.0,-10.732420365249007,-0.8609003196666665
Muconate:KT2440_fructose_glucose:2.0,-10.68637172905158,-0.8372541376666667
Muconate:KT2440_fructose_glucose:3.0,-8.32833304225182,-1.0224068656666665
Muconate:KT2440_fructose_glucose_gluconate:1.0,-7.894243678329096,0.7144069653333331
Muconate:KT2440_fructose_glucose_gluconate:2.0,-10.17273913556075,-1.7113533036666664
Muconate:KT2440_fructose_glucose_gluconate:3.0,-6.058640167735464,0.5393605713333334
Muconate:KT2440_glucose_gluconate:1.0,-6.840337733729614,0.2372898623333337
Muconate:KT2440_glucose_gluconate:2.0,-5.725710984064292,0.2782947053333333
Muconate:KT2440_glucose_gluconate:3.0,-9.393994518681373,-0.4614863736666668
Muconate:KT2440_gluconate:1.0,4.389597974281778,0.9339151353333331
Muconate:KT2440_gluconate:2.0,4.600496502707292,1.2461056603333334
Muconate:KT2440_gluconate:3.0,0.2412476185884362,-0.0788588956666664
Muconate:KT2440_glucose:1.0,1.245970239874896,0.3958731913333335
Muconate:KT2440_glucose:2.0,-0.1586476390252044,-0.2391274726666665
Muconate:KT2440_glucose:3.0,-1.0873226011800083,-0.1567457186666665
Multistress:Control:1.0,-2.431318335322156,-0.0795643449999996
Multistress:Control:2.0,-1.4506524626548996,-0.2878979579999998
Multistress:Control:3.0,3.8819707990290113,0.3674623029999999
Multistress:NaCl_7min:1.0,0.1627046039350868,-0.502559926
Multistress:NaCl_60min:1.0,-3.037607704684332,-2.062928823
Multistress:NaCl_7min:2.0,-0.5346183670522698,-0.5102027589999998
Multistress:NaCl_60min:2.0,-2.3714250458256787,-1.696793574
Multistress:NaCl_7min:3.0,-2.037603455840316,0.214792214
Multistress:NaCl_60min:3.0,-3.130637759034782,-2.129605775
Multistress:Imipenem_7min:1.0,-2.633080486426495,0.0309056860000005
Multistress:Imipenem_60min:1.0,22.50234439230461,3.856911626000001
Multistress:Imipenem_7min:2.0,0.4795434881081954,0.7397537390000002
Multistress:Imipenem_60min:2.0,22.327477694280056,3.38240722
Multistress:Imipenem_7min:3.0,-2.6532655315767872,-0.1590541839999995
Multistress:Imipenem_60min:3.0,23.07807532535513,3.492610612
Multistress:H2O2_7min:1.0,1.1577321386381556,2.298374108
Multistress:H2O2_60min:1.0,28.126701140558207,4.064508045
Multistress:H2O2_7min:2.0,0.6101352597654178,1.8743067380000005
Multistress:H2O2_60min:2.0,27.767271821091786,4.0319868
Multistress:H2O2_7min:3.0,4.344254304277359,2.435515458
Multistress:H2O2_60min:3.0,26.6917737139524,4.60067068
Myristic_acid:Control:1.0,0.3952299824078168,-0.2781379756666666
Myristic_acid:Control:2.0,-0.661938965703055,0.0048662543333337
Myristic_acid:Control:3.0,0.2667089823010115,0.2732717213333338
Myristic_acid:Myristic_acid:1.0,-0.1313728393312041,-0.6558474556666667
Myristic_acid:Myristic_acid:2.0,-0.5440094649584859,-0.4691889256666663
Myristic_acid:Myristic_acid:3.0,0.7282281502657187,-0.3852843536666666
Phase:WT_Tr:1.0,5.504374669094595,0.7616208464999996
Phase:WT_Tr:2.0,6.382951134537626,0.4443413434999996
Phase:WT_Ex:1.0,-0.0063459598623011,0.1730799794999997
Phase:WT_Ex:2.0,0.0063459595274805,-0.1730799794999997
Phase:WT_Tr:3.0,5.587496193253462,2.5816438505
Phase:WT_Tr:4.0,6.557813206190372,2.9293455095
Phase:WT_St:1.0,2.9514301408453885,2.2742053295
Phase:WT_St:2.0,4.105229454762137,2.2827194005
RelA:Control:1.0,0.2454762030664042,0.016696157000001
RelA:Control:2.0,-0.3401485022330461,-0.1070966509999991
RelA:Control:3.0,0.0946722985950865,0.0904004940000007
RelA:Del_relA:1.0,2.5674419923249543,0.805224990000001
RelA:Del_relA:2.0,1.682575949951988,0.4072942700000004
RelA:Del_relA:3.0,2.86556570900298,0.866347504000001
RelA:Del_relA_lignin:1.0,-1.8540652107701288,-0.1853036539999992
RelA:Del_relA_lignin:2.0,-1.4790596521833566,-0.0500971519999993
RelA:Del_relA_lignin:3.0,-0.3788796264856144,-0.3206869759999993
Zn:Zn_ion:1.0,-1.2995428490556638,0.8225970806666671
Zn:Zn_ion:2.0,-1.1784829048937329,0.8108878876666665
Zn:Zn_ion:3.0,-1.3877888619835284,0.8478245966666664
Zn:Control:1.0,0.3313281458364741,0.1926521906666671
Zn:Control:2.0,-0.3216977604530954,-0.1915694363333333
Zn:Control:3.0,-0.0096303864547696,-0.0010827543333329
ZnO:Control:1.0,0.4270014598310272,0.0182389704999996
ZnO:Control:2.0,-0.4270014596184246,-0.0182389705000005
ZnO:Nano:1.0,0.4596128025465018,0.0370697844999998
ZnO:Nano:2.0,0.8718471316929136,0.1267127814999993
ZnO:Nano:3.0,-0.3292535438212864,-0.2615683705000009
ZnO:Zn_ion:1.0,0.756849693944032,0.0465497474999994
ZnO:Zn_ion:2.0,1.0378163940320784,0.2178783044999992
ZnO:Zn_ion:3.0,-0.583032278104185,-0.3661815415000005
