,A,PedR1
R2,,0.7497381802044938
xmin,,-5.6364054555
xmid,,
xmax,,5.565769769333334
ystart,,-29.064243142771005
yend,,24.422962911240887
ALE:GalactoseA5:1.0,1.042030992485645,1.7232324447499998
ALE:GalactoseA5:2.0,1.4244249418755175,1.684131377749999
ALE:GalactoseA6:1.0,4.105558763290386,1.0960062907499992
ALE:GalactoseA6:2.0,3.071220772892371,1.0542303497499992
ALE:GalactoseA8:1.0,2.1734930247412376,0.6691301367499998
ALE:GalactoseA8:2.0,2.9161512277982995,0.6959512207499996
ALE:IL_Control:1.0,-0.356216828722939,-0.2211911342500006
ALE:IL_Control:2.0,-0.3993274153403351,-0.5275400732500004
ALE:IL_Control:3.0,0.6626908099057093,0.5210966257499994
ALE:IL_Control:4.0,0.0928534334858271,0.2276345817499994
ALE:IL_TEOH_OAc:1.0,1.7354644906868009,-0.9882758962500008
ALE:IL_TEOH_OAc:2.0,2.242045917539413,-0.4740257322500003
ALE:IL_TEA_HS:1.0,1.4799867812385188,0.4915439997499993
ALE:IL_TEA_HS:2.0,-0.5479534223890739,-0.4269878812500005
ALE:IL_Mixed:1.0,2.765776762441039,-0.2054897362500005
ALE:IL_Mixed:2.0,2.518052644113132,-0.2997404832500003
ALE:IL_PP5350:1.0,4.14189663535881,-0.4191052042500005
ALE:IL_PP5350:2.0,4.285185058442111,-0.4424903782500005
ALE:IL_T8:1.0,1.025773603132755,0.1080339457499999
ALE:IL_T8:2.0,1.825774503713384,-0.2690898932500003
ALE:IL_T9:1.0,-1.4959061084727614,0.3033141357499991
ALE:IL_T9:2.0,-0.583981024424164,0.3818892777499991
ALE:IL_Control2:1.0,-0.7392940085217014,0.0004913217499993
ALE:IL_Control2:2.0,-0.7087754687359283,0.0284391367499994
ALE:IL_Glc+Ace:1.0,0.8849103976551629,0.1301421727499994
ALE:IL_Glc+Ace:2.0,1.1393595934659573,-0.3271321082500007
ALE:XyloseA1:1.0,2.157281525813476,2.347868740749999
ALE:XyloseA1:2.0,1.2223197751948032,2.190173969749999
ALE:XyloseA2:1.0,1.9137324607197743,2.419730479749999
ALE:XyloseA2:2.0,3.393062870814677,2.555166131749999
ALE:XyloseA3:1.0,3.51886078596784,2.48461167775
ALE:XyloseA3:2.0,3.1763093771888258,2.50902013075
ALE:XyloseA4:1.0,2.332881747039849,2.39196025475
ALE:XyloseA4:2.0,2.0172639373460566,2.5197922317499994
Aromatic:Coumarate:1.0,-1.243365368608991,1.515690830333333
Aromatic:Coumarate:2.0,-1.026090122439671,1.8076790553333333
Aromatic:Coumarate:3.0,-1.4377115895786894,1.2318072733333332
Aromatic:Coumarate+ferulate:1.0,-1.5034397240126562,0.702190373333333
Aromatic:Coumarate+ferulate:2.0,-0.3175128974127539,0.8770507263333331
Aromatic:Coumarate+ferulate:3.0,-1.0278923931708743,0.5991766543333332
Aromatic:Ferulate:1.0,25.36520448788612,4.662949194333333
Aromatic:Ferulate:2.0,26.4904237561549,5.006530373333334
Aromatic:Ferulate:3.0,26.653744009811675,4.9055607593333335
Aromatic:Glucose:1.0,0.219067937074471,-0.051415809666667
Aromatic:Glucose:2.0,-0.2954344367582998,0.3710632313333333
Aromatic:Glucose:3.0,0.0763665002246568,-0.3196474216666667
Bioreactor1:24h:1.0,-1.6658313794749318,-0.358801364
Bioreactor1:24h:2.0,1.6658313798209234,0.358801364
Bioreactor2:S_0min:1.0,-0.2852230461470105,-0.0042970140000004
Bioreactor2:S_15min:1.0,2.7470346200605813,-0.4241345380000005
Bioreactor2:P1_15min:1.0,2.829995251340917,-0.3631164950000007
Bioreactor2:P3_15min:1.0,2.982207505064986,0.3158749129999991
Bioreactor2:P5_15min:1.0,3.7567177278068895,0.939546041999999
Bioreactor2:S_1h:1.0,0.1000782233821857,-0.3950913070000004
Bioreactor2:S_3h:1.0,-0.4974258002057292,-0.8478950770000004
Bioreactor2:S_9h:1.0,0.0233520578727411,0.0378666489999988
Bioreactor2:S_25h:1.0,-0.3083267776189006,-0.2367813050000009
Bioreactor2:P1_25h:1.0,0.123451188556796,0.0695785939999993
Bioreactor2:P3_25h:1.0,0.7246008730050274,-0.0607569000000012
Bioreactor2:P5_25h:1.0,1.3728644519149242,0.6904278149999996
Bioreactor2:S_0min:2.0,0.1476392650237417,0.0248415019999992
Bioreactor2:S_15min:2.0,1.4370251150501927,-0.7170707150000011
Bioreactor2:P1_15min:2.0,1.2466115364172472,-0.4113783090000007
Bioreactor2:P3_15min:2.0,1.5027791267802422,-0.1601476370000005
Bioreactor2:P5_15min:2.0,2.4667608829284347,0.3376425859999994
Bioreactor2:S_1h:2.0,0.1000866717738232,-0.303110310000001
Bioreactor2:S_3h:2.0,0.4955087333171986,0.0790256989999989
Bioreactor2:S_9h:2.0,0.3236087001159275,-0.0818683170000005
Bioreactor2:S_25h:2.0,0.4626437565182536,-0.3181669220000005
Bioreactor2:P1_25h:2.0,0.7461495054359705,-0.0346952700000011
Bioreactor2:P3_25h:2.0,1.076088225335302,0.6325556019999992
Bioreactor2:P5_25h:2.0,1.3814933861153946,0.9951842909999992
Bioreactor2:S_0min:3.0,0.1375837806119951,-0.0205444880000005
Bioreactor2:S_15min:3.0,1.5019229543194863,-0.7097303000000013
Bioreactor2:P1_15min:3.0,7.494558244398783,0.6063590539999995
Bioreactor2:P3_15min:3.0,1.5914574533511598,-0.5648288500000005
Bioreactor2:P5_15min:3.0,2.5725040533309227,-0.0504858680000008
Bioreactor2:S_1h:3.0,0.1387246512033196,-0.7495417580000012
Bioreactor2:S_3h:3.0,0.6102608800771135,-0.7610833800000005
Bioreactor2:S_9h:3.0,0.6732228133549105,-0.2663008930000003
Bioreactor2:S_25h:3.0,0.5213432463365554,0.2423071519999995
Bioreactor2:P1_25h:3.0,0.8567787733640919,-0.2399381050000011
Bioreactor2:P3_25h:3.0,0.9337727525672588,0.7472964159999993
Bioreactor2:P5_25h:3.0,1.897164281256792,1.263755977999999
Carbon:Citrate:1.0,3.653827835796692,1.2215877309999996
Carbon:Citrate:2.0,2.5145363658532687,1.1273802540000002
Carbon:Citrate:3.0,2.93874094848787,0.9012591619999996
Carbon:Ferulate:1.0,17.55170505603217,3.618845108
Carbon:Ferulate:2.0,23.49601805140063,4.02913392
Carbon:Ferulate:3.0,23.864517146949115,4.49863362
Carbon:Glucose:1.0,-0.3384560637899321,-0.1193925470000003
Carbon:Glucose:2.0,0.3384560638703291,0.1193925469999999
Carbon:Serine:1.0,0.3872744294337458,2.4960963939999994
Carbon:Serine:2.0,0.2636251771263815,2.4156482409999995
Carbon:Serine:3.0,0.98531222053455,1.901142212
Carbon2:Glucose:1.0,0.0544320362748071,0.0633420039999999
Carbon2:Glucose:2.0,-0.0793851891215929,-0.0911709840000001
Carbon2:Glucose:3.0,0.0249531544935507,0.0278289800000002
Carbon2:Coumarate:1.0,-0.4856099381924034,0.5448570290000001
Carbon2:Coumarate:2.0,-0.3208085586806321,0.7947685419999999
Carbon2:Coumarate:3.0,-0.6271462655278698,0.7302384150000001
Crc:Control:1.0,-0.2736371590973917,-0.0217815864999995
Crc:Control:2.0,0.273637159195744,0.0217815865000003
Crc:Del_crc:1.0,0.6811807806194549,-0.1192647484999991
Crc:Del_crc:2.0,-0.2182129963464577,-0.0794300454999996
Crc:Del_crcZ_crcY:1.0,-0.2374753057192641,-0.7211622894999992
Crc:Del_crcZ_crcY:2.0,0.0103416378776554,-0.3751007784999993
FinR:Control:1.0,-0.3822824855522186,0.1218898383333333
FinR:Control:2.0,-0.2791501068504446,-0.2898448016666668
FinR:Control:3.0,0.6614325923309776,0.167954963333333
FinR:Del_finR:1.0,-0.309194006739014,0.1041810133333331
FinR:Del_finR:2.0,-0.1002692130713637,-0.5484549216666665
FinR:Del_finR:3.0,-0.1807539004347389,-0.1083919856666666
FleQ:Del_fleQ:1.0,0.4797831928723516,-0.3840530279999998
FleQ:Del_fleQ:2.0,0.6628391556322942,0.4696441980000001
FleQ:Del_fleQ:3.0,0.3150212088318937,0.2000437290000003
FleQ:OE_wspR:1.0,0.271821250994275,0.2439592290000001
FleQ:OE_wspR:2.0,0.7336627338259188,0.3672403940000004
FleQ:Control:1.0,0.6603508348959625,0.1679559300000002
FleQ:OE_wspR:3.0,1.0109223614476002,0.0338883650000001
FleQ:Control:2.0,-0.3690335922491553,0.1218894650000002
FleQ:Control:3.0,-0.2913172424067204,-0.2898453949999995
Fuel:Butanol:1.0,-6.841487422302999,0.4936941200000007
Fuel:Butanol:2.0,-6.574852054636822,0.4787116300000003
Fuel:Control:1.0,0.0226439053509417,0.1090127560000002
Fuel:Control:2.0,-0.0226439060619489,-0.1090127559999993
Fuel:Isopentanol:1.0,-9.096083632762934,-1.1229209189999998
Fuel:Isopentanol:2.0,-8.51268766043811,-0.5117414019999997
Glycolaldehyde:Glycolaldehyde:1.0,-0.6825401005050079,-0.6474131770000002
Glycolaldehyde:Control:1.0,0.7657377937730449,0.1447775500000001
Glycolaldehyde:Glycolaldehyde:2.0,-0.0468261154447124,-0.8060260490000002
Glycolaldehyde:Control:2.0,-0.7657377944828374,-0.1447775500000001
HNS_protein:Control_ex:1.0,5.265693590640264,0.3147964459999999
HNS_protein:Del_turB_ex:1.0,-0.1050194808855655,-0.2181999499999998
HNS_protein:Del_turB_ex:2.0,2.122630759106164,-0.2307611620000003
HNS_protein:WT_pCAR1_ex:1.0,-6.9593087298365015,-0.6584989559999999
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,-3.18529755630474,0.10841819
HNS_protein:WT_pCAR1_Del_turA_st:1.0,19.47809316269205,3.85746964
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,-4.545699534232315,0.0306260429999998
HNS_protein:WT_pCAR1_Del_turA_st:2.0,18.755161020709306,3.645684721
HNS_protein:WT_pCAR1_ex:2.0,-5.945753092829799,-0.5726614699999999
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,-4.002985873897542,-0.3776754680000005
HNS_protein:WT_pCAR1_Del_turB_st:1.0,17.388419515652817,3.208952021
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,-2.1913984038351906,0.1663175719999996
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,-0.3754016593579425,0.3552627739999998
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,-2.4429983439776053,0.4163258679999995
HNS_protein:WT_pCAR1_Del_turB_st:2.0,14.377377061491536,2.963328768
HNS_protein:Control_ex:2.0,-5.265693590068434,-0.3147964459999999
HNS_protein:WT_Del_turA_ex:1.0,12.187935724675048,1.6789831169999996
HNS_protein:WT_Del_turA_ex:2.0,16.800406266039044,3.1660645380000005
Mobile_gene:2737_exp:1.0,-1.9413020377147243,-0.0515441625000008
Mobile_gene:2737_exp:2.0,-1.8924211949142589,0.1458120974999985
Mobile_gene:2737_exp:3.0,1.94397042823264,-0.0073989125000011
Mobile_gene:2737_exp:4.0,1.8897528026794057,-0.0868690225000001
Mobile_gene:2737_reg:1.0,-37.83072903113944,-5.478259018500001
Mobile_gene:2737_reg:2.0,-37.52143774600142,-5.3291806695
Mobile_gene:2737_reg:3.0,-37.81263936871999,-5.150060580500001
Mobile_gene:2737_reg:4.0,-37.69678754757038,-5.2182497885000005
Mobile_gene:3227_exp:1.0,-24.08668306361284,-2.388390476500001
Mobile_gene:3227_exp:2.0,-5.155220018359488,-0.4039446225000009
Mobile_gene:3227_exp:3.0,-1.4122785202998325,-0.1446780025000009
Mobile_gene:3227_exp:4.0,-28.02833399101492,-4.0899723665000005
Mobile_gene:3227_reg:1.0,-38.16515995268026,-5.6364054555
Mobile_gene:3227_reg:2.0,-38.40618252961036,-5.390543838500001
Mobile_gene:3227_reg:3.0,-38.29443447508009,-5.1242012045
Mobile_gene:3227_reg:4.0,-38.24513215106746,-5.4083352505
Mobile_gene:mfsR_exp:1.0,-31.528637777597595,-4.772558040500001
Mobile_gene:mfsR_exp:2.0,-30.06388293055524,-5.228462122500001
