,-0.029823591586752487,-0.009941197195584162,0.009941197195584162,0.029823591586752487,0.04970598597792081,0.06958838036908913,0.08947077476025746,0.10935316915142579,0.1292355635425941,0.14911795793376242,0.16900035232493074,0.1888827467160991,0.2087651411072674,0.22864753549843572,0.24852992988960407,0.2684123242807724,0.28829471867194073,0.3081771130631091,0.32805950745427737,0.3479419018454457
thresh,-0.03976478878233665,0.03976478878233665,2,,,,,,,,,,,,,,,,,
unreg,1,3493,2021,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PedR1,0,4,4,0,1,1,3,1,3,0,0,6,5,2,3,1,0,0,0,0
unreg_genes,[],[],[],[],['PP_2422' 'PP_2970' 'PP_5444'],['PP_0288'],['PP_2662'],[],[],[],[],[],[],[],[],[],[],[],[],[]
PedR1_genes,[],['syrB' 'PP_3784' 'cvrA' 'PP_3785'],['PP_3782' 'pqqA' 'PP_3781' 'scpC'],[],['PP_2683'],['yiaY'],['pqqD-I' 'PP_0375' 'pqqE'],['pqqC'],['pedR1' 'pqqB' 'PP_2666'],[],[],['PP_2671' 'qedH-II' 'PP_2668' 'PP_2667' 'exaE' 'pqqD-II'],['PP_2673' 'PP_2664' 'PP_5538' 'PP_2663' 'qedH-I'],['aldB-II' 'PP_2669'],['PP_2678' 'PP_2677' 'PP_2676'],['PP_2675'],[],[],[],[]
