,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-1.850371707708594e-17,1.495665710734076,3.0,0.0,1.3779049026,1.0,-1.5906450141000001,2.0,0.2127401115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,1.7288467895000001,0.1399150435371182,3.0,3.0,1.741065236,4.0,1.5832232244000002,5.0,1.8622519081000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,0.28349346373333334,0.3573723874483502,3.0,6.0,0.2016457584,7.0,-0.0258550607,8.0,0.6746896935000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-9.523754800661826e-12,1.2186624836678632,21.0,9.0,0.9719904017000001,10.0,2.0471980123,11.0,-0.869925417,12.0,0.5398723193,13.0,1.6263454456000002,14.0,-1.245460539,15.0,-0.44660386290000004,16.0,0.5600629849000001,17.0,0.4324709279,18.0,-2.5841585935999998,19.0,-0.9354280736,20.0,1.9109342950000001,21.0,-0.7875281326,22.0,0.7572460227000001,23.0,-0.28683567200000004,24.0,-0.20902734050000002,25.0,0.055670007300000005,26.0,-2.2601838399,27.0,-0.467910792,28.0,0.7662584316000001,29.0,0.42501341460000003
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-4.968175151223811,3.867416376904903,21.0,30.0,-6.4776235065,31.0,-4.5282953744,32.0,-2.9760831612,33.0,-2.1066339961,34.0,-6.2592708364,35.0,-6.2634513835,36.0,-6.9931055249,37.0,-6.1345895452,38.0,-5.319476421,39.0,-1.8565089612999999,40.0,1.9461861471000002,41.0,-3.9290243896,42.0,-3.9443779702,43.0,-3.9720153077,44.0,2.0188636285,45.0,-8.2732026254,46.0,-1.2326174659,47.0,-7.457776846,48.0,-12.907288699,49.0,-13.4248782795,50.0,-4.2405076575
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.2786973862054562,3.0,51.0,0.1360401161,52.0,0.18455081950000002,53.0,-0.3205909356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,1.2010631609750002,2.7231795678698263,4.0,54.0,5.2580513469,55.0,-0.5678313999,56.0,-0.08667350830000001,57.0,0.20070620520000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-2.4999998599062323e-11,0.16877231410113716,4.0,58.0,-0.24936124140000002,59.0,0.11079998240000001,60.0,0.042870347600000004,61.0,0.0956909113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,0.86110040105,0.16897020603606105,4.0,62.0,0.6962324037000001,63.0,1.0974993109,64.0,0.8291134851,65.0,0.8215564045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.59372324905,0.5191687609712383,4.0,66.0,1.3225831575,67.0,0.0974203615,68.0,0.5222437385,69.0,0.4326457387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.04541263622500001,0.17510268157927136,4.0,70.0,-0.1486644707,71.0,0.0515525939,72.0,-0.23187404050000002,73.0,0.1473353724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-1.6666688862354562e-11,0.9001610262474826,6.0,74.0,-0.2291758938,75.0,-0.7492977724000001,76.0,-0.8194881262,86.0,1.6525611383,88.0,0.1831332115,90.0,-0.0377325575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,1.5497599430166666,3.1337276155193847,6.0,77.0,-0.8587253432,78.0,-1.1984738744,79.0,-1.1787242745,87.0,4.2359335994,89.0,2.2034403031,91.0,6.0951092477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,1.8553206505666668,0.1351931106609682,3.0,80.0,1.7213099514999999,82.0,1.8529860652,84.0,1.991665935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,4.799225125166667,0.971019690558596,3.0,81.0,3.6879166556,83.0,5.4838148227,85.0,5.2259438972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,1.850371707708594e-17,0.6561431093116552,3.0,92.0,-0.7575047384,93.0,0.36595751190000003,94.0,0.3915472265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
