,-0.11336456215384616,-0.09447046846153848,-0.07557637476923079,-0.05668228107692311,-0.037788187384615424,-0.01889409369230774,-5.551115123125783e-17,0.01889409369230763,0.03778818738461531,0.056682281076923,0.07557637476923068,0.09447046846153836,0.11336456215384605,0.13225865584615373,0.15115274953846142,0.17004684323076913,0.18894093692307679,0.20783503061538444,0.22672912430769215,0.24562321799999987
thresh,-0.122811609,0.122811609,1,,,,,,,,,,,,,,,,,
unreg,0,2,5,27,87,429,677,354,109,22,2,1,4,1,1,1,0,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['SP5448_07085'],['rluD'],['rpmG'],[],[],['SP5448_07145'],[]
