,SACI_RS00530
SRX5495523,0.52192330171364
SRX5495524,0.4076113795461378
SRX5495525,0.5199997720547636
SRX5495526,0.7838276043919326
SRX6762909,0.1498877607124518
SRX6762910,-0.1498877607124509
SRX6762911,0.12745003089159113
SRX6762912,0.038553652435082235
SRX3467357,0.03966930303164951
SRX3467358,-0.03966930303164773
SRX3467359,-0.07654479202614882
SRX3467360,-0.0250804624546781
SRX3565164,0.08236496570889784
SRX3565165,0.18897923354045787
SRX3565166,0.10731920663439708
SRX3565167,0.32073433124084083
SRX3565168,0.0183160043977022
SRX3565169,0.24746190187426545
SRX3565170,0.14777247987929165
SRX3565171,0.3036734622306128
SRX3565172,0.21322973120232724
SRX3565173,0.3225872093735553
SRX3565174,0.17753833275906494
SRX3565176,-0.1192505221298994
SRX3565177,0.02413211411375116
SRX3565178,0.27094345510558604
SRX3565179,0.12406511927332352
SRX3565180,-0.06708885214454874
SRX3565181,0.08247762888087884
SRX3565182,0.0017924822010861876
SRX3565183,0.3424372367849617
SRX3565184,0.25143661439327936
SRX3565185,-0.20648123848777544
SRX3565186,0.20132163705582504
SRX3565187,0.797308707024813
SRX3565188,0.32344883594837803
SRX3565191,0.2261926200243476
SRX3565192,0.3228177099154408
SRX3565193,-0.2107772940549495
SRX3565194,0.624348147548325
SRX3565195,0.27733578297238104
SRX3565197,-0.08550223495662834
SRX3565198,0.08979461522633693
SRX3565199,-0.2231162952092589
SRX3565200,0.14398011682861522
SRX3565201,-0.09475151628203447
SRX3565202,0.4630915911512474
SRX3565203,0.05678345372504622
SRX3565204,0.6095139746485216
SRX3565205,0.2989182643187096
SRX3565206,-0.015276113564347328
SRX3565208,-0.25282596006238656
SRX3565209,-0.15979636743963432
SRX3565210,0.4856070226105711
SRX3565211,0.4088105209235593
SRX4001511,-0.09165985914598274
SRX4001513,0.09165985914598274
SRX4001514,0.17107488043096808
SRX4001515,-0.23802021633672865
SRX4001516,0.12300614234041166
SRX4001517,-0.14559488066577053
SRX4001518,-0.5999481570620695
SRX4001519,-0.20229551685688385
SRX4001520,-0.2304309009836452
SRX4001521,-0.20876219318483533
SRX4001522,-0.43888064797002
SRX4001523,-0.5270562007792758
SRX4001524,-0.4956616099897246
SRX4001525,-0.2926538202876543
SRX4001526,-0.18799739393514514
SRX4001528,-0.20352631933350374
SRX3823521,-0.024808186302438532
SRX3823522,-0.08615770828091485
SRX3823523,0.11096589458335693
SRX3823524,-0.017939980717027737
SRX3823525,0.012486194192762312
SRX3823526,-0.1469008749877876
SRX3823527,-0.05589913869294882
SRX3823528,0.1356687135137946
SRX3823529,0.07728641662701996
SRX3823530,0.03816417272492068
SRX3823531,0.18421614096358496
SRX3823532,0.13628776830250544
SRX3823533,0.23462678478997745
SRX3823534,0.14370246212850013
SRX3823536,0.41052756026754267
SRX3823537,0.2871252721393969
SRX3823538,0.3255342571439872
SRX3823539,0.4476544541050469
SRX5653264,-0.06673073660962991
SRX5653265,-0.07402585291085018
SRX5653266,-0.08233989659996155
SRX5653267,-0.017367905983512344
SRX5653268,0.049775503493407314
SRX5653269,-0.032407597509896746
