,-0.10072587049744824,-0.08058069639795859,-0.060435522298468936,-0.04029034819897928,-0.020145174099489627,2.7755575615628914e-17,0.020145174099489682,0.04029034819897934,0.06043552229846899,0.08058069639795865,0.1007258704974483,0.12087104459693795,0.1410162186964276,0.1611613927959173,0.18130656689540692,0.20145174099489654,0.22159691509438623,0.2417420891938759,0.26188726329336554,0.28203243739285516
thresh,-0.11079845754719307,0.11079845754719307,1,,,,,,,,,,,,,,,,,
unreg,0,2,6,46,575,1174,393,61,22,9,2,2,1,0,1,0,1,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['Saci_0855' 'SACI_RS11820'],['Saci_1980'],[],['Saci_0308'],[],['SACI_RS09540'],['Saci_1947'],[],[]
