,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,Chrom__sac_log,0.28110230972813666,0.0842786935698173,2.0,0.0,0.22150827399537576,1.0,0.34069634546089755,,
1,Chrom__sac_sta,0.04095402473130205,0.46823514665835275,2.0,2.0,0.3720462721233009,3.0,-0.2901382226606968,,
2,Chrom__sac_MW001,0.0,0.00515970293069137,2.0,4.0,-0.0036484609311999705,5.0,0.0036484609311999705,,
3,Chrom__sac_fadR,0.040695613808840125,0.04010502726749897,2.0,6.0,0.06905415054936004,7.0,0.012337077068320212,,
4,FadR__wt_p,0.0,0.34264158160163105,2.0,8.0,-0.2422841858669971,9.0,0.2422841858669971,,
5,FadR__ko_p,0.3188839143902662,0.1109109886122723,2.0,10.0,0.2404580022344245,11.0,0.3973098265461079,,
6,GDGT__75_2.4_log,5.828670879282072e-16,0.26746836081604597,3.0,12.0,0.03570481331454989,27.0,-0.2835273937510019,50.0,0.24782258043645375
7,GDGT__80_3.5_stat,-0.9380757994922343,0.03497748866762909,3.0,13.0,-0.9283881839145448,20.0,-0.9089632044708827,42.0,-0.9768760100912752
8,GDGT__80_2.4_log,-0.3473911533194623,0.3395206824143244,3.0,14.0,-0.4042161761117411,37.0,0.016956591976875934,41.0,-0.6549138758235218
9,GDGT__75_3.5_stat,-1.0681631460462808,0.1428047819520957,3.0,15.0,-0.9856070765067696,24.0,-1.233059857742406,28.0,-0.9858225038896666
10,GDGT__80_1.6_stat,-1.3318984886220824,0.11662323783875861,3.0,16.0,-1.2085765645057531,17.0,-1.3467112182890422,33.0,-1.4404076830714525
11,GDGT__75_2.4_stat,-1.0145074842453832,0.05556142596161479,3.0,18.0,-1.0710821160774575,26.0,-0.9600179674735604,31.0,-1.0124223691851313
12,GDGT__80_2.4_stat,-1.056254162679896,0.14340485103359707,3.0,19.0,-1.1886439850723285,29.0,-1.076196656222523,30.0,-0.9039218467448364
13,GDGT__80_1.6_log,-0.6145703745903197,0.05215315238184667,2.0,21.0,-0.6514482222997788,39.0,-0.5776925268808606,,
14,GDGT__65_3.5_stat,-1.2374284556396022,0.11738265873399983,3.0,22.0,-1.3694574595210618,23.0,-1.1448631500949356,34.0,-1.1979647573028096
15,GDGT__75_1.6_stat,-1.250792365409332,0.06035289707435964,3.0,25.0,-1.2803005873315882,32.0,-1.1813626582968275,38.0,-1.2907138505995803
16,GDGT__75_1.6_log,-0.6292084540689395,0.3810286141206809,2.0,35.0,-0.3597805371980938,36.0,-0.8986363709397853,,
17,GDGT__65_2.4_stat,-0.673639040821112,0.14870854783216989,3.0,40.0,-0.8419507262045478,46.0,-0.5600278994397989,49.0,-0.6189384968189895
18,GDGT__65_2.4_log,-0.9070580135844596,0.24520754512347495,3.0,43.0,-1.1497051458178706,44.0,-0.9121010455055948,47.0,-0.6593678494299136
19,GDGT__80_3.5_log,-0.34074346783894044,0.20432954418731983,3.0,45.0,-0.187459284585338,51.0,-0.5727191746332414,52.0,-0.26205194429824186
20,GDGT__65_1.6_log,-0.6472299410195094,0.23909302998069906,3.0,48.0,-0.3746791774535865,53.0,-0.7453931469911144,54.0,-0.8216174986138274
21,NutLim__t0,0.0,0.22634799596808924,2.0,55.0,-0.16005220285702124,56.0,0.16005220285702124,,
22,NutLim__t05,-0.5346587801512342,0.1422654711618479,3.0,57.0,-0.5688967055714693,58.0,-0.6566810680898421,59.0,-0.3783985667923915
23,NutLim__t1,-0.44267463151609804,0.26728251639757794,3.0,60.0,-0.6955530306035334,61.0,-0.16300576765096594,62.0,-0.4694650962937947
24,NutLim__t15,-0.5059346482802652,0.17412832071271742,3.0,63.0,-0.5620548669466219,64.0,-0.31066639660090445,65.0,-0.6450826812932693
25,NutLim__t2,-0.4840440320121357,0.3033109661880584,3.0,66.0,-0.3098730904334088,67.0,-0.30798333706443515,68.0,-0.8342756685385629
26,NutLim__t4,-1.0643531326277338,0.2416213630973836,2.0,69.0,-0.8935010283020368,70.0,-1.2352052369534308,,
27,UV_irr__wt0,-1.734723475976807e-17,0.1525727727967606,3.0,71.0,-0.13622604411453046,72.0,0.16486166379228614,73.0,-0.028635619677755738
28,UV_irr__wt1,-0.21811421067340422,0.224635633038205,3.0,74.0,-0.10977018614930943,75.0,-0.4763875382004858,76.0,-0.06818490767041753
29,UV_irr__wt2,-0.33764596320116347,0.2889970987510106,3.0,77.0,-0.4717373281782855,78.0,-0.005960993256203473,79.0,-0.5352395681690014
30,UV_irr__mut0,0.24545079077838494,0.10816164536308484,3.0,80.0,0.2095081493963704,81.0,0.36700800059292416,82.0,0.15983622234586026
31,UV_irr__mut1,0.32659602947231203,0.36579074317983995,3.0,83.0,0.3287420273182473,84.0,-0.04026299134869582,85.0,0.6913090524473846
32,UV_irr__mut2,-0.010079011494026346,0.2584177937319556,3.0,86.0,0.285899086566511,87.0,-0.19089305433452708,88.0,-0.12524306671406293
33,YtrA__overexpr,-0.04731343058838445,0.05688450649187562,3.0,89.0,0.011923328170434287,90.0,-0.10151029420983716,91.0,-0.05235332572575047
34,YtrA__wt,-2.9605947323337506e-16,0.34607696661707493,3.0,92.0,-0.11272613250492647,93.0,0.3883854768074393,94.0,-0.2756593443025137
