,A,HmgR
Aromatic:Glucose:3.0,-0.2327660835542661,-0.1975858063333335
Bioreactor1:24h:1.0,-0.2539094738781894,-0.0029404039999993
Bioreactor1:24h:2.0,0.253909473539909,0.0029404040000002
Bioreactor2:S_0min:1.0,-0.1351095525249451,0.1383372779999998
Bioreactor2:S_15min:1.0,-0.3506411084086411,0.0263236879999997
Bioreactor2:P1_15min:1.0,-0.5521812642466586,-0.0659249610000003
Bioreactor2:P3_15min:1.0,0.2549926602157077,0.1412377939999998
Bioreactor2:P5_15min:1.0,-0.2970761749473004,-0.1383025490000005
Bioreactor2:S_1h:1.0,-0.1756720195442077,-0.3208701290000002
Bioreactor2:S_3h:1.0,-0.6228220594540657,0.2462568609999995
Bioreactor2:S_9h:1.0,-0.9208892766744484,0.7681948829999996
Bioreactor2:S_25h:1.0,-0.5550330863316686,0.3360049529999998
Bioreactor2:P1_25h:1.0,-0.1673275483375661,-0.0210461420000003
Bioreactor2:P3_25h:1.0,-0.2097524374520945,-0.0007390790000001
Bioreactor2:P5_25h:1.0,-1.1774784517694912,0.1686773349999994
Bioreactor2:S_0min:2.0,-0.3619181722846383,-0.0503059040000004
Bioreactor2:S_15min:2.0,-0.8763789237291717,0.2496798819999997
Bioreactor2:P1_15min:2.0,-0.2653631696420984,-0.0968632300000003
Bioreactor2:P3_15min:2.0,-0.2662163904499566,0.4168842049999997
Bioreactor2:P5_15min:2.0,-0.6347650058751405,-0.1617678820000003
Bioreactor2:S_1h:2.0,0.2451962298934322,0.0687237609999997
Bioreactor2:S_3h:2.0,-0.6680253745184179,0.2110496899999998
Bioreactor2:S_9h:2.0,-1.051626103747705,0.2631461199999996
Bioreactor2:S_25h:2.0,-0.8018756934200292,0.2656525449999996
Bioreactor2:P1_25h:2.0,-0.3409856165299395,-0.3562328870000004
Bioreactor2:P3_25h:2.0,-0.5212074357721257,-0.2582524910000003
Bioreactor2:P5_25h:2.0,-0.8996872849445569,-0.4951697660000005
Bioreactor2:S_0min:3.0,0.49702772383004,-0.0880313740000002
Bioreactor2:S_15min:3.0,-0.4826516219550617,-0.1084045020000004
Bioreactor2:P1_15min:3.0,0.4127637537463441,-0.6821764920000004
Bioreactor2:P3_15min:3.0,-0.2684714912914764,-0.1991066330000004
Bioreactor2:P5_15min:3.0,0.1674403221714676,0.0838230149999996
Bioreactor2:S_1h:3.0,0.4435034647077777,-0.0752592240000002
Bioreactor2:S_3h:3.0,-0.0638617464211724,0.1926527819999997
Bioreactor2:S_9h:3.0,-0.5828988455340757,0.2975632899999998
Bioreactor2:S_25h:3.0,0.2734447081046244,0.0272019449999998
Bioreactor2:P1_25h:3.0,-0.4935954569887992,0.1202980179999997
Bioreactor2:P3_25h:3.0,0.3882815545162534,-0.0949601310000005
Bioreactor2:P5_25h:3.0,-0.3725052215886087,-0.5909229890000005
Carbon:Citrate:1.0,1.619246392876252,0.0534889555000006
Carbon:Citrate:2.0,-0.9006975533551628,0.4123572415000005
Carbon:Citrate:3.0,-0.7520216537845666,0.1210063595000008
Carbon:Ferulate:1.0,0.7714822345425045,0.1525480925000009
Carbon:Ferulate:2.0,-0.6673282767419891,-0.1968898664999994
Carbon:Ferulate:3.0,-1.5929496633188678,0.2240544775000001
Carbon:Glucose:1.0,-0.6828362888825515,-0.2368759874999995
Carbon:Glucose:2.0,0.6828362887114708,0.2368759875000003
Carbon:Serine:1.0,1.4159772195058378,0.2194382315000007
Carbon:Serine:2.0,0.5263955929315547,0.3558479275000001
Carbon:Serine:3.0,1.3946757465185833,-0.296549131499999
Carbon2:Glucose:1.0,0.3007281045506607,-0.015339184333333
Carbon2:Glucose:2.0,-0.4157470599984689,0.0310756666666671
Carbon2:Glucose:3.0,0.1150189537096137,-0.0157364823333328
Carbon2:Coumarate:1.0,-3.80799309581076,0.1496659986666668
Carbon2:Coumarate:2.0,-3.165919811719509,0.1601561646666671
Carbon2:Coumarate:3.0,-2.450334615019466,0.2621309626666668
Crc:Control:1.0,0.2273843729592869,-0.0648781330000001
Crc:Control:2.0,-0.2273843728085541,0.0648781330000001
Crc:Del_crc:1.0,1.696479175067486,-0.110095223
Crc:Del_crc:2.0,1.5505310886228598,-0.2011864400000003
Crc:Del_crcZ_crcY:1.0,-1.288145510281826,0.2396072389999997
Crc:Del_crcZ_crcY:2.0,-2.1818595424328326,-0.050149873
FinR:Control:1.0,0.4882724335145258,0.1310699116666671
FinR:Control:2.0,-0.5728846279871215,-0.3741973233333331
FinR:Control:3.0,0.0846121956546789,0.2431274116666668
FinR:Del_finR:1.0,-2.310745269847557,-0.704930349333333
FinR:Del_finR:2.0,-1.679899926201344,-0.7734978203333331
FinR:Del_finR:3.0,-3.131140316448757,-0.1143760563333331
FleQ:Del_fleQ:1.0,-0.6135998266896172,0.381735924
FleQ:Del_fleQ:2.0,-0.3070269566836233,0.1407121879999997
FleQ:Del_fleQ:3.0,-1.0060155369786266,0.4706601519999998
FleQ:OE_wspR:1.0,-1.802972798871856,-0.0042052470000002
FleQ:OE_wspR:2.0,-1.7197265735989953,0.503232777
FleQ:Control:1.0,0.095955465104447,0.2431283669999997
FleQ:OE_wspR:3.0,-1.7109307537273857,0.0584783399999997
FleQ:Control:2.0,0.4834257500829017,0.1310695339999998
FleQ:Control:3.0,-0.5793812140143604,-0.374197901
Fuel:Butanol:1.0,-15.865507756705275,-1.5546170254999998
Fuel:Butanol:2.0,-14.56780505550396,-1.6430670065
Fuel:Control:1.0,-0.0929880268390158,-0.2073365824999999
Fuel:Control:2.0,0.0929880268003826,0.2073365824999999
Fuel:Isopentanol:1.0,-3.107662788122124,-2.4539219215
Fuel:Isopentanol:2.0,-5.502823281467348,-1.7492940765
Glycolaldehyde:Glycolaldehyde:1.0,4.139250418055543,-0.2638949674999997
Glycolaldehyde:Control:1.0,0.5901492934383566,-0.0064473224999996
Glycolaldehyde:Glycolaldehyde:2.0,5.563232482715132,-0.4106015574999997
Glycolaldehyde:Control:2.0,-0.5901492929177841,0.0064473225000001
HNS_protein:Control_ex:1.0,0.1938820212646124,0.1021292134999996
HNS_protein:Del_turB_ex:1.0,1.7207490810515098,-0.6471444995000004
HNS_protein:Del_turB_ex:2.0,0.4120683694745535,-0.1383469794999996
HNS_protein:WT_pCAR1_ex:1.0,1.2827242062269684,0.4335760745000003
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,0.5334850564614387,0.8931738055
HNS_protein:WT_pCAR1_Del_turA_st:1.0,0.2951234542657675,0.7145943815000004
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,-0.5802644798172739,0.8832535115000004
HNS_protein:WT_pCAR1_Del_turA_st:2.0,-1.3085409575976237,1.0822394935000004
HNS_protein:WT_pCAR1_ex:2.0,1.9514389591066463,0.2512988035000001
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,0.1580483880649501,0.9416665085
HNS_protein:WT_pCAR1_Del_turB_st:1.0,-0.5603948666823904,1.1949672295000004
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,0.7421022586799491,1.1785793535
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,1.8544562912426823,1.0816154155
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,1.4216232921758791,1.5046868005
HNS_protein:WT_pCAR1_Del_turB_st:2.0,0.4637699373061408,1.6844490765
HNS_protein:Control_ex:2.0,-0.1938820212661742,-0.1021292134999996
HNS_protein:WT_Del_turA_ex:1.0,-0.3432096105275948,-0.0441150414999995
HNS_protein:WT_Del_turA_ex:2.0,0.3512967237151884,-0.9170443245
Mobile_gene:2737_exp:1.0,0.1918793238071564,-0.0278019574999994
Mobile_gene:2737_exp:2.0,1.129930822479735,0.1414541785
Mobile_gene:2737_exp:3.0,-0.8149400388340826,-0.0587653564999994
Mobile_gene:2737_exp:4.0,-0.5068701055741366,-0.0548868645000002
Mobile_gene:2737_reg:1.0,-0.2357344992284883,0.3939242705000003
Mobile_gene:2737_reg:2.0,0.8045315185633349,-0.0937754234999994
Mobile_gene:2737_reg:3.0,-0.3646454322941561,0.2100767255000004
Mobile_gene:2737_reg:4.0,-0.2689111890990313,0.3212782975000001
Mobile_gene:3227_exp:1.0,0.3944654128002458,0.1814710284999998
Mobile_gene:3227_exp:2.0,-0.6297842095699817,0.2336350935000002
Mobile_gene:3227_exp:3.0,-0.2782526445847584,-0.1422707094999999
Mobile_gene:3227_exp:4.0,-0.3595387746336952,0.0055435775000001
Mobile_gene:3227_reg:1.0,0.1766876919854503,0.0469151574999999
Mobile_gene:3227_reg:2.0,0.3470457734582665,0.0483923475000001
Mobile_gene:3227_reg:3.0,-0.9505999796162644,0.2889518425000004
Mobile_gene:3227_reg:4.0,-0.4676702652362707,0.1814912975
Mobile_gene:mfsR_exp:1.0,2.450977904504345,-1.1497102705
Mobile_gene:mfsR_exp:2.0,2.6018753014916904,-2.9580823465
Mobile_gene2:Condition1:1.0,-0.678939015301399,-0.0391728557500004
Mobile_gene2:Condition1:2.0,2.3885765690778933,0.152550904249999
Mobile_gene2:Condition2:1.0,-0.0669725459064394,-0.1364800327500006
Mobile_gene2:Condition2:2.0,-2.183023230772964,-0.2852368037500001
Mobile_gene2:Condition2:3.0,-0.1383117508432091,0.1703531702499994
Mobile_gene2:Condition2:4.0,2.388307526831451,0.2513636662499996
Muconate:CJ522_fructose:1.0,11.06311801017263,-0.1269691886666666
Muconate:CJ522_fructose:2.0,9.154677542943771,0.4348760863333334
Muconate:CJ522_fructose:3.0,8.160655856732394,0.7086987553333333
Muconate:CJ522_fructose_glucose:1.0,10.997970754386047,0.4737819483333334
Muconate:CJ522_fructose_glucose:2.0,13.680914699368648,0.5444491173333335
Muconate:CJ522_fructose_glucose:3.0,8.906819064983809,0.7893004663333332
Muconate:CJ522_fructose_glucose_gluconate:1.0,9.54355954496219,-0.0307127236666668
Muconate:CJ522_fructose_glucose_gluconate:2.0,10.369130546098829,0.2317725493333333
Muconate:CJ522_fructose_glucose_gluconate:3.0,8.28895414380552,0.3787549933333332
Muconate:CJ522_glucose_gluconate:1.0,6.46656086580551,1.0430675073333329
Muconate:CJ522_glucose_gluconate:2.0,6.837600734536566,1.105501308333333
Muconate:CJ522_glucose_gluconate:3.0,7.39682102364417,0.9216744093333332
Muconate:CJ522_gluconate:1.0,12.862441700754966,0.9032755753333332
Muconate:CJ522_gluconate:2.0,8.26339479814472,1.0083601213333329
Muconate:CJ522_gluconate:3.0,12.442585675807535,1.047109925333333
Muconate:CJ522_glucose:1.0,2.7765866864712576,1.2091729093333332
Muconate:CJ522_glucose:2.0,3.4611144989601343,1.438350304333333
Muconate:CJ522_glucose:3.0,1.720014369755194,1.2726185123333331
Muconate:GB032_fructose:1.0,7.572794192587986,0.9828975523333336
Muconate:GB032_fructose:2.0,8.959903514877082,0.4951877343333333
Muconate:GB032_fructose:3.0,9.696258035610132,0.8821464813333333
Muconate:GB032_fructose_glucose:1.0,0.8911009624037316,0.1857365313333332
Muconate:GB032_fructose_glucose:2.0,4.773693301386469,0.5815031263333332
Muconate:GB032_fructose_glucose:3.0,6.217076459044108,0.7344658123333336
Muconate:GB032_fructose_glucose_gluconate:1.0,2.2055812537186963,0.7107039273333333
Muconate:GB032_fructose_glucose_gluconate:2.0,2.8237991970329466,0.6379349723333334
Muconate:GB032_fructose_glucose_gluconate:3.0,7.289917461871543,0.3482849413333331
Muconate:GB032_glucose_gluconate:1.0,0.1366717336328178,0.9476443423333332
Muconate:GB032_glucose_gluconate:2.0,2.996958190456426,0.2513269043333332
Muconate:GB032_glucose_gluconate:3.0,0.0301645217416507,0.6907274263333334
Muconate:GB032_gluconate:1.0,2.8745301551681712,0.5390065543333331
Muconate:GB032_gluconate:2.0,5.286196579834856,0.6373640903333331
Muconate:GB032_gluconate:3.0,3.440711326734589,0.3781805413333332
Muconate:GB032_glucose:1.0,1.9826143148756112,1.641889733333333
Muconate:GB032_glucose:2.0,3.1960023361467447,1.6702255173333334
Muconate:GB032_glucose:3.0,2.008679524243575,1.4842095013333334
Muconate:GB045_fructose:1.0,9.24174915583628,1.2379293353333334
Muconate:GB045_fructose:2.0,9.41758162208105,1.3895344683333335
Muconate:GB045_fructose:3.0,9.307203529930892,1.7738081983333331
Muconate:GB045_fructose_glucose:1.0,0.8600486876342935,1.547420464333333
Muconate:GB045_fructose_glucose:2.0,7.48447679213487,1.7234508503333337
Muconate:GB045_fructose_glucose_gluconate:1.0,12.261126082438402,1.554738199333333
Muconate:GB045_fructose_glucose_gluconate:2.0,9.439208772589888,1.8557173113333327
Muconate:GB045_fructose_glucose_gluconate:3.0,12.283303031056782,1.6866014083333334
Muconate:GB045_glucose_gluconate:1.0,5.168226105951117,1.5581005613333336
Muconate:GB045_glucose_gluconate:2.0,5.568568082668297,1.566629447333333
Muconate:GB045_glucose_gluconate:3.0,2.97443267747047,1.7453851913333334
Muconate:GB045_gluconate:1.0,3.128566132725893,0.9421862603333336
Muconate:GB045_gluconate:2.0,2.9045825811896364,1.211083297333333
Muconate:GB045_gluconate:3.0,5.242008170588035,1.2265264633333337
Muconate:GB045_glucose:1.0,6.585442101693666,1.266989766333333
Muconate:GB045_glucose:2.0,6.35564092102755,1.2956613753333337
Muconate:GB045_glucose:3.0,1.4133614671859471,1.5604500963333332
Muconate:GB062_fructose:1.0,8.409837305947116,0.3457829173333331
Muconate:GB062_fructose:2.0,7.607391436752432,0.0471687593333332
Muconate:GB062_fructose:3.0,10.859841801570871,0.815267565333333
Muconate:GB062_fructose_glucose:1.0,4.752154791336021,0.4448137283333331
Muconate:GB062_fructose_glucose:2.0,2.8276618536440257,0.2321507723333331
Muconate:GB062_fructose_glucose:3.0,1.8573153467819044,0.3563085633333331
Muconate:GB062_fructose_glucose_gluconate:1.0,10.697017632748215,0.0267103523333331
Muconate:GB062_fructose_glucose_gluconate:2.0,10.451052089992848,0.2870442533333333
Muconate:GB062_fructose_glucose_gluconate:3.0,10.751847716978544,0.7408750973333329
Muconate:GB062_glucose_gluconate:1.0,4.105101436578818,0.911267586333333
Muconate:GB062_glucose_gluconate:2.0,2.8871528851996504,1.1454170273333335
Muconate:GB062_glucose_gluconate:3.0,6.688678979827463,1.0893769223333334
Muconate:GB062_gluconate:1.0,5.403590066243194,0.8448146573333335
Muconate:GB062_gluconate:2.0,5.907025036917209,1.0958205353333337
Muconate:GB062_gluconate:3.0,5.871026751855519,0.8852415243333334
Muconate:GB062_glucose:1.0,0.0052903726216837,1.0058228303333334
Muconate:GB062_glucose:2.0,2.3204372041405863,1.028203050333333
Muconate:GB062_glucose:3.0,1.230793918390512,1.4825189873333335
Muconate:KT2440_fructose:1.0,-2.6912287390323857,1.8161653873333337
Muconate:KT2440_fructose:2.0,-1.793463795678417,1.3310389873333333
Muconate:KT2440_fructose:3.0,-1.7583023655205563,0.9358127783333337
Muconate:KT2440_fructose_glucose:1.0,-0.5734922745139324,0.4123022213333334
Muconate:KT2440_fructose_glucose:2.0,0.7080871956487677,0.6932884933333332
Muconate:KT2440_fructose_glucose:3.0,-0.3102882119171775,0.4489277233333331
Muconate:KT2440_fructose_glucose_gluconate:1.0,0.1566141578254285,0.3066743723333331
Muconate:KT2440_fructose_glucose_gluconate:2.0,-3.8357515079452407,0.6920575213333331
Muconate:KT2440_fructose_glucose_gluconate:3.0,-0.4881533637831509,0.5572174673333334
Muconate:KT2440_glucose_gluconate:1.0,-0.5663656649403439,0.3634535153333331
Muconate:KT2440_glucose_gluconate:2.0,-1.3145555494046692,1.5913146743333333
Muconate:KT2440_glucose_gluconate:3.0,-0.3348433187303949,0.6964500183333331
Muconate:KT2440_gluconate:1.0,0.0273296348475142,0.4990286163333333
Muconate:KT2440_gluconate:2.0,-0.7822307478914375,0.0508347373333331
Muconate:KT2440_gluconate:3.0,-0.5257936375215594,-0.1308143526666665
Muconate:KT2440_glucose:1.0,-0.7122903002073893,0.0807982683333334
Muconate:KT2440_glucose:2.0,0.066801928917023,-0.2592045606666668
Muconate:KT2440_glucose:3.0,0.6454883701536537,0.1784062923333333
Multistress:Control:1.0,0.4985784633190034,-0.088114543333333
Multistress:Control:2.0,-0.9647334463940432,-0.0147314273333325
Multistress:Control:3.0,0.4661549827666756,0.1028459706666673
Multistress:NaCl_7min:1.0,1.6279089742506692,-0.9043283573333324
Multistress:NaCl_60min:1.0,1.7618100158302787,-1.5540019503333324
Multistress:NaCl_7min:2.0,1.913005252192774,-0.8271024333333328
Multistress:NaCl_60min:2.0,0.5869805761560625,-1.4998976943333324
Multistress:NaCl_7min:3.0,2.3544760049188374,-0.4858954823333326
Multistress:NaCl_60min:3.0,0.5207079497385236,-1.7549908333333324
Multistress:Imipenem_7min:1.0,0.1146575040487961,0.351893449666667
Multistress:Imipenem_60min:1.0,0.6239854116925824,-0.834562822333333
Multistress:Imipenem_7min:2.0,1.283072676048124,-0.8715045423333327
Multistress:Imipenem_60min:2.0,1.0640128685191943,-0.266696698333333
Multistress:Imipenem_7min:3.0,1.2044302649864314,-0.8367259423333326
Multistress:Imipenem_60min:3.0,0.5083469335513674,-0.3056162203333326
Multistress:H2O2_7min:1.0,2.4863238878278526,-0.3337557023333328
Multistress:H2O2_60min:1.0,-0.7419365555984043,-0.0868173643333323
Multistress:H2O2_7min:2.0,4.785883457406416,-1.8383953353333324
Multistress:H2O2_60min:2.0,-0.155008451667608,0.2145066136666678
Multistress:H2O2_7min:3.0,1.7370423557681056,-0.4495108063333326
Multistress:H2O2_60min:3.0,-0.8171287313137232,0.0468614646666676
Myristic_acid:Control:1.0,0.4336425556189456,-0.6585616193333332
Myristic_acid:Control:2.0,-0.3728699112357188,0.3138983616666668
Myristic_acid:Control:3.0,-0.0607726446961651,0.3446632576666668
Myristic_acid:Myristic_acid:1.0,-0.3598742657147896,0.0559202986666669
Myristic_acid:Myristic_acid:2.0,0.1216291647576107,0.4276777086666663
Myristic_acid:Myristic_acid:3.0,0.3179330811965776,0.5758314136666667
Phase:WT_Tr:1.0,3.8685557512269577,-0.6945151164999999
Phase:WT_Tr:2.0,2.0094495594688944,-1.0335124164999998
Phase:WT_Ex:1.0,-1.273898157948369,-0.1599921714999999
Phase:WT_Ex:2.0,1.2738981579710054,0.1599921714999999
Phase:WT_Tr:3.0,4.384149939752596,0.9622159134999996
Phase:WT_Tr:4.0,3.1364196095278287,1.3699092134999995
Phase:WT_St:1.0,1.8431416845509347,0.7657888614999999
Phase:WT_St:2.0,5.270078851035789,1.4616627245
RelA:Control:1.0,1.2238932749446996,0.2969047436666674
RelA:Control:2.0,0.1484096051774305,-0.1604000943333323
RelA:Control:3.0,-1.372302881278601,-0.1365046493333324
RelA:Del_relA:1.0,6.502017556040832,1.4862719466666672
RelA:Del_relA:2.0,5.465694571153756,1.3907069646666672
RelA:Del_relA:3.0,6.826873305638923,1.640882794666668
RelA:Del_relA_lignin:1.0,-0.4326200460722286,-0.2205209003333328
RelA:Del_relA_lignin:2.0,-1.0024769117374714,-0.1439481223333327
RelA:Del_relA_lignin:3.0,-0.4669395692047589,-0.2041217163333328
Zn:Zn_ion:1.0,1.875808357387,-0.070450852666668
Zn:Zn_ion:2.0,1.7320212213447712,-0.104242110666668
Zn:Zn_ion:3.0,2.1041369959587324,-0.0654692036666677
Zn:Control:1.0,-0.1761067776720092,-0.2208249696666682
Zn:Control:2.0,0.0379358272439544,0.1139202423333323
Zn:Control:3.0,0.1381709537269682,0.1069047273333323
ZnO:Control:1.0,-0.3415425789395908,0.2054584735000002
ZnO:Control:2.0,0.3415425795949233,-0.2054584735000002
ZnO:Nano:1.0,-0.3251896752811347,0.2126136205
ZnO:Nano:2.0,0.2195895539706417,0.2745752194999999
ZnO:Nano:3.0,0.3739211233137935,-0.0554993584999996
ZnO:Zn_ion:1.0,-0.2444105445401281,0.2558350335000003
ZnO:Zn_ion:2.0,0.3626226379251644,0.3717872294999997
ZnO:Zn_ion:3.0,0.8666499168587808,-0.3088145525000003
