,b4492_3
control__wt_glc__1,5.6585067099
control__wt_glc__2,5.8943485322
fur__wt_dpd__1,6.0048469223
fur__wt_dpd__2,5.8251265606
fur__wt_fe__1,5.3372726169
fur__wt_fe__2,5.3064309188
fur__delfur_dpd__1,6.0363509319
fur__delfur_dpd__2,5.8363675865
fur__delfur_fe2__1,5.5393476704
fur__delfur_fe2__2,5.591205193
acid__wt_ph5__1,5.7769460039
acid__wt_ph5__2,5.7674338378000005
acid__delgadx_ph5__1,5.7273478558
acid__delgadx_ph5__2,5.621830566
acid__delgadw_ph5__1,5.7942444895000005
acid__delgadw_ph5__2,5.834829902
acid__delgade_ph5__1,5.9544153867
acid__delgade_ph5__2,5.9093739502
oxidative__wt_pq__1,5.5069586957
oxidative__wt_pq__2,5.462319969
oxidative__deloxyr_pq__1,5.5335563697
oxidative__deloxyr_pq__2,5.4441113753
oxidative__delsoxr_pq__1,5.6151300643
oxidative__delsoxr_pq__2,5.6552249928
oxidative__delsoxs_pq__1,5.711206895
oxidative__delsoxs_pq__2,5.6524302703
nac_ntrc__wt_csn__1,6.2581122721
nac_ntrc__wt_csn__2,6.1791775541
nac_ntrc__wt_cytd__1,5.8732420593
nac_ntrc__wt_cytd__2,5.9831369904
nac_ntrc__wt_gln__1,6.2070332525
nac_ntrc__wt_gln__2,6.3112418254
nac_ntrc__bw_delnac_csn__1,6.5031473897000005
nac_ntrc__bw_delnac_csn__2,6.7372393413000005
nac_ntrc__bw_delnac_cytd__1,6.1768601253
nac_ntrc__bw_delnac_cytd__2,6.0989162644
nac_ntrc__bw_delnac_gln__1,6.1980460199
nac_ntrc__bw_delnac_gln__2,6.304653455
nac_ntrc__bw_delnac_nh4__1,6.1791496776
nac_ntrc__bw_delnac_nh4__2,5.9459872903
misc__wt_no_te__1,5.9734077923
misc__wt_no_te__2,5.9731406418
misc__bw_delcbl__1,5.7530087587
misc__bw_delcbl__2,5.77965479
misc__bw_delfabr__1,5.569141061
misc__bw_delfabr__2,5.6552202922
misc__bw_delfadr__1,6.0169892118
misc__bw_delfadr__2,6.0995014653
misc__nitr_031__1,5.8164263559
omics__wt_glu__1,5.159963151
omics__wt_glu__2,5.5411498964
omics__wt_gly__1,4.9159706845
omics__wt_gly__2,4.879920725
omics__wt_thr__1,5.1386056601
omics__wt_thr__2,4.8733101798
omics__bw_ac__1,5.7312353312
omics__bw_ac__2,5.7609497334
omics__bw_fum__1,5.7952391321
omics__bw_fum__2,5.7941173691
omics__bw_glc__1,6.1567703796
omics__bw_glc__2,6.0345570813
omics__bw_pyr__1,6.0721762035
omics__bw_pyr__2,6.0367706609
ompr__wt_nacl__1,5.9365688865
ompr__wt_nacl__2,6.128604562
ompr__bw_delompr_nacl__1,5.6679714291
ompr__bw_delompr_nacl__2,5.5420617195
minspan__wt_ade__1,5.9198605519
minspan__wt_glc__1,5.4539729226
minspan__wt_glc__2,5.4306331499
minspan__wt_glc__3,5.5237436855
minspan__wt_glc__4,5.4938225233
minspan__wt_glc_anaero__1,5.6152836431
minspan__wt_glc_anaero__2,6.1297573341
minspan__wt_trp__1,5.0456234466
minspan__bw_delcra_glc__1,5.1747867127
minspan__bw_delcra_glc__2,5.3342711635
minspan__bw_delcra_trp__1,5.6406989496
minspan__bw_delmntr__1,4.7295747883
minspan__bw_delnac_ade__1,5.578103763
minspan__bw_delnac_glc__1,5.8397764071000005
cra_crp__wt_ac__1,4.9536492339
cra_crp__wt_ac__2,4.8113550791
cra_crp__wt_fru__1,4.9255353778
cra_crp__wt_fru__2,5.0973188271
cra_crp__delcra_ac__1,5.779467266
cra_crp__delcra_ac__2,5.8437934335
cra_crp__delcra_fru__1,5.9793921861
cra_crp__delcra_fru__2,5.9153760551
cra_crp__delcra_glc__1,5.6784114843
cra_crp__delcra_glc__2,5.7209977346
rpoB__wt_031__1,5.548031258
rpoB__wt_044__1,5.6879554198
rpoB__wt_lb__1,4.9847189638
rpoB__wt_lb__2,4.9865706948
rpoB__rpoBE546V_031__1,5.5825390017
rpoB__rpoBE546V_044__1,5.5343169573
rpoB__rpoBE546V_lb__1,5.5453278888
rpoB__rpoBE546V_lb__2,5.7262228613
rpoB__rpoBE546V_glc__1,5.7395147634
rpoB__rpoBE672K_glc__1,5.6936720527
rpoB__rpoBE672K_glc__2,5.5949036775
rpoB__rpoBE672K_lb__1,5.5146707433
rpoB__rpoBE672K_lb__2,5.3412259665
crp__wt_fru__1,5.113535863
crp__wt_glyc__1,5.3619566135
crp__wt_glyc__2,5.267616108
crp__delar1_glyc__1,5.2297807766
crp__delar1_glyc__2,5.1715583056
crp__delar1ar2_glyc__1,5.4918267054
crp__delar1ar2_glyc__2,5.5414313445
crp__delar1ar2_glyc__3,5.6236236554
crp__delar2_glyc__1,5.4215928145
crp__delar2_glyc__2,5.292194177
crp__delar2_glyc__3,5.5511065611
crp__delcrp_fru__1,5.734481261
crp__delcrp_fru__2,5.7422765292
crp__delcrp_fru__3,5.8881308997
crp__delcrp_glc__1,5.7067155814
crp__delcrp_glc__2,5.6445090111
crp__delcrp_glc__3,5.6459413147
crp__delcrp_glyc__1,5.9135322485
crp__delcrp_glyc__2,5.8185778621
crp__delcrp_glyc__3,5.8673195015
glu__glu_ale3__1,4.0823631788
glu__glu_ale4__1,3.457831997
glu__glu_ale5__1,4.163445426
glu__glu_ale6__1,3.4904121083
glu__glu_ale8__1,4.1788343441
glu__glu_ale9__1,4.0397924241
glu__glu_ale10__1,4.546411013
42c__wt_42c__1,6.2058189691
42c__42c_ale1__1,4.2617341463
42c__42c_ale2__1,4.8778308092
42c__42c_ale3__1,5.6963175016
42c__42c_ale4__1,4.9024416462
42c__42c_ale5__1,5.5420888393
42c__42c_ale6__1,4.1168361634
42c__42c_ale8__1,4.3434198459
42c__42c_ale9__1,4.0711499712
42c__42c_ale10__1,5.1896177549
ssw__wt_ac__1,5.4977274856000005
ssw__wt_glc__1,5.611813853
ssw__wt_glyc__1,5.2818220745
ssw__wt_xyl__1,5.9185262021
ssw__glc_ale1__1,5.130019372
ssw__glc_ale2__1,6.3670472338
ssw__glc_ale3__1,4.8095468862
ssw__glyc_ale1__1,5.5117939974
ssw__glyc_ale2__1,5.4278290569
ssw__xyl_ale1__1,6.1221452602
ssw__xyl_ale2__1,6.0258357161
ssw__xyl_ale3__1,5.8825341316
ssw__glc_ac_ac2__1,6.0939977716
ssw__glc_ac_glc1__1,6.597609752
ssw__glc_ac_glc2__1,5.2751504666999995
ssw__glc_glyc_glc__1,5.7108664187
ssw__glc_glyc_glyc__1,5.4293972079
ssw__glc_xyl_glc__1,5.6610486216
ssw__glc_xyl_xyl__1,5.7725864255
pgi__glu4_delpgi__1,4.9006045709
pgi__pgi_ale1__1,4.9682815834
pgi__pgi_ale2__1,5.3903602848
pgi__pgi_ale3__1,4.507911177
pgi__pgi_ale5__1,4.919787283
pgi__pgi_ale6__1,4.5532799883
pgi__pgi_ale7__1,4.8330237129
pgi__pgi_ale8__1,4.6106322253
ica__wt_glc__1,5.5098047101
ica__wt_glc__2,5.5249525265
ica__wt_glc__3,5.6644508447
ica__wt_glc__4,5.8789439003
ica__arg_sbt__1,5.3320150516
ica__arg_sbt__2,5.4208552116
ica__cytd_rib__1,5.0837252004
ica__cytd_rib__2,5.2628710632
ica__gth__1,6.3902694476
ica__gth__2,6.791019429
ica__leu_glcr__1,5.4004194542
ica__leu_glcr__2,5.2932823818
ica__met_glc__1,5.1096762996
ica__met_glc__2,5.27486983
ica__no3_anaero__1,5.5220931046
ica__no3_anaero__2,5.717746132
ica__phe_acgam__1,5.4229293867
ica__phe_acgam__2,5.4111935335
ica__thm_gal__1,5.5849256638
ica__thm_gal__2,5.4561578999
ica__tyr_glcn__1,5.3026679131
ica__tyr_glcn__2,5.4312684771
ica__ura_pyr__1,5.6282962819
ica__ura_pyr__2,5.5303205994999995
ica__wt_glc__5,5.6597896412
ica__wt_glc__6,5.8424552265
ica__bw_delpurR_cytd__1,5.4733906415
ica__bw_delpurR_cytd__2,5.4547907203
ica__ade_glc__1,5.9638960613
ica__ade_glc__2,5.9958916489
ytf__wt_glc__1,6.0489667723
ytf__wt_glc__2,6.3728731412
ytf__delyafC__1,6.1802594728999996
ytf__delyafC__2,6.2986354675000005
ytf__delyeiE__1,6.8039271968
ytf__delyeiE__2,6.8904280866
ytf__delyiaJ__1,6.3074445452
ytf__delyiaJ__2,6.5588607074
ytf__delyieP__1,6.3156294751
ytf__delyieP__2,6.3619644011
ytf__wt_ph5__1,6.1595923412
ytf__wt_ph5__2,6.1396064275
ytf__wt_ph8__1,5.948938412
ytf__wt_ph8__2,6.0198042784
ytf__delybaO__1,6.0266919718
ytf__delybaO__2,6.0103101199
ytf__delybaQ__1,6.0243985749
ytf__delybaQ__2,6.1663286471
ytf__delybiH__1,5.9696449256
ytf__delybiH__2,6.3068068166
ytf__delydcI_ph5__1,6.1684918739
ytf__delydcI_ph5__2,6.0798917235
ytf__delydcI_ph8__1,6.1178263231
ytf__delydcI_ph8__2,6.0725763808
ytf__delyddM__1,6.3580313122
ytf__delyddM__2,6.3102204607
ytf__delyheO__1,6.0608464207
ytf__delyheO__2,5.8836828912
fps__bw_glc__1,6.0993155503
fps__bw_glc__2,5.9767601714000005
fps__fps_thrA_ale1__1,6.5206654646
fps__fps_thrA_ale1__2,6.5588444014
fps__fps_thrA_ale2__1,6.6543257634
fps__fps_thrA_ale2__2,6.5814383164
fps__fps_serB_ale1__1,6.2073477609
fps__fps_serB_ale1__2,6.2171941646
fps__fps_serB_ale4__1,6.3128191045
fps__fps_serB_ale4__2,6.4239017783
fps__fps_ptsI_ale1__1,6.2143812082
fps__fps_ptsI_ale1__2,6.1113250732
fps__fps_ptsI_ale3__1,6.1799686194
fps__fps_ptsI_ale3__2,6.0325902288
pal__lyx_ale2_f6__1,6.0253730188
pal__lyx_ale2__1,5.5145579319
pal__lyx_ale2__2,5.1838670772
pal__lyx_ale4__1,5.5145579319
pal__lyx_ale4__2,5.1838670772
pal__5drib_ale10_f18__1,5.742364954
pal__5drib_ale10_f18__2,5.9535780398
pal__5drib_ale10__1,2.0043991464
pal__arab_ale14_f9__1,6.1085940736
pal__arab_ale14_f9__2,6.0900252074
pal__arab_ale14__1,5.5851468691
pal__arab_ale14__2,5.5123262312
pal__arab_ale16__1,6.5509414159
pal__arab_ale16__2,6.612728205
pal__tartr_ale26_f10__1,5.5472930049
pal__tartr_ale26_f10__2,5.7411364306
pal__tartr_ale26__1,5.4583953096
pal__tartr_ale26__2,5.4285825452
pal__tartr_ale28_f10__1,5.8367187483
pal__tartr_ale28_f10__2,5.7702277602
pal__tartr_ale28__1,5.4492180701
pal__tartr_ale28__2,5.734171333
efeU__delmenFentC_citr__1,5.8863425012
efeU__delmenFentC_citr__2,5.6716468605
efeU__delmenFentC__1,6.5676126363
efeU__delmenFentC__2,6.4933269927
efeU__menFentC_ale39__1,5.6191403033
efeU__menFentC_ale39__2,5.7034137077
efeU__menFentC_ale29__1,5.5256877931
efeU__menFentC_ale29__2,5.4221245654
efeU__menFentC_ale30__1,5.8570804438
efeU__menFentC_ale30__2,5.862280703
efeU__menFentCubiC_ale36__1,5.9336947182
efeU__menFentCubiC_ale36__2,6.0215355281
efeU__menFentCubiC_ale37__1,6.3376620791
efeU__menFentCubiC_ale37__2,6.2460188446
efeU__menFentCubiC_ale38__1,6.5092029885
efeU__menFentCubiC_ale38__2,6.479893838
