,USA300HOU_RS03665
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,5.7558347979
USA300_LAC_U01-Set001_CAMHB_Control_1,7.8912174442000005
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,7.5186068396
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,7.8570720146
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,7.9952137733
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,6.0991301024
USA300_LAC_U01-Set001_CAMHB_Control_2,7.9896982365
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,7.3894795291
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,7.7438905877
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,7.6179962221
USA300_TCH1516_U01-Set000_CAMHB_Control_1,7.1631179309
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,6.4144807477
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,7.0250071725
USA300_LAC_U01-Set001_R10LB_PreCulture_1,7.5175161497000005
USA300_LAC_U01-Set001_R10LB_PreCulture_2,7.3642236235
USA300_LAC_U01-Set001_R10LB_Control_1,7.5479424856
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,7.2541852236
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,7.3249053537
USA300_LAC_U01-Set001_R10LB_Control_2,7.2897285533
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,7.4360610703
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,7.2532833196
USA300_TCH1516_U01-Set000_R10LB_Control_1,7.2281264967
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,7.1496493008
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,7.1014655284
USA300_TCH1516_U01-Set000_R10LB_Control_2,6.990408954
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,7.1443163392
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,7.3857350685
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,7.0946680001
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,6.602994135
USA300_TCH1516_U01-Set000_CAMHB_Control_2,7.2044553861
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,6.9995080355
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,7.0642459297
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,7.3642523497
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,7.2611242526
USA300_LAC_U01-Set004_CAMHB_Control_1,7.8761401532
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,7.590267776
