,PSPTO_RS22440
SRX1828913,0.0223555585
SRX1828914,1.0291664413
SRX1828915,0.1260362389
SRX1828916,0.8314693874
SRX1828917,-0.1483917974
SRX1828918,0.7848533043
SRX3983989,1.61113932
SRX3983990,0.2605393022
SRX3983993,0.399265019
SRX3983994,0.40818337450000003
SRX3983995,0.9147064284
SRX3983996,0.8509782647
SRX3983997,0.5679665574
SRX3983998,0.8556348921
SRX3983999,1.3237838294
SRX3984000,1.3326343213
SRX3984001,0.7258341496
SRX3984002,0.5706575537
SRX3984003,0.9211382546
SRX3984004,0.8063044027
SRX3984005,1.4161508472
SRX3984006,1.2371188346
SRX3984007,0.3103634592
SRX3984008,0.8200664592
SRX3984009,0.2965189432
SRX3984010,1.4655758296
SRX3984011,0.6928306611
SRX3984012,0.3684149452
SRX3984013,0.18679670710000001
SRX3984014,0.7525369905
SRX3984015,0.9061372461
SRX3984016,0.7276961765000001
SRX3984017,1.389159622
SRX3984019,0.2127121021
SRX3984020,1.2207926094000001
SRX3984021,1.2149987821
SRX3984022,1.3433388094
SRX3984023,-0.0007547865
SRX3984024,0.7385876735
SRX3984025,1.1432178051
SRX3984026,1.4788537326
SRX3984027,1.2763656879
SRX3984028,1.2274412313
SRX3984029,1.2924658269
SRX3984031,1.0612361368
SRX3984032,1.0007407702
SRX3984034,0.11771541740000001
SRX3984035,-0.0552947628
SRX3984036,1.5428110702
SRX3984037,2.3199445106
SRX3984038,1.4833226196
SRX3984039,1.6744337243
SRX3984040,1.2724803692
SRX3984041,1.4442051024
SRX3984042,0.6154998585
SRX3984043,0.1585215033
SRX3984045,0.36767354890000004
SRX3984046,0.18366205630000002
SRX3984047,1.025175026
SRX3984048,0.9896917039
SRX3984049,0.8251902076000001
SRX3984050,0.7954334270000001
SRX3984051,0.9560837971
SRX3984052,1.0030500243
SRX3984056,0.8157645941
SRX3984057,0.5976884264
SRX3984058,1.0081294158
SRX3984059,0.5022541654
SRX3984061,0.3712347176
SRX3984062,0.7372889191
SRX3984063,1.0320019122
SRX3984064,1.0997674156
SRX3984065,0.7159323485
SRX3984066,0.9854989677
SRX3984067,0.6602598792000001
SRX3984068,0.5751665044000001
SRX3984069,0.5217374606
SRX3984070,0.5798565309
SRX3984071,0.6332551632
SRX3984073,1.1585948258
SRX3984074,1.2892143185
SRX3984077,-0.0130869123
SRX3984078,0.0542974519
SRX3984079,1.3000984963
SRX3984080,-0.3006226872
SRX3984082,1.0449120201
SRX3984084,0.9886432229000001
SRX6997963,0.4200419084
SRX6997964,-0.011991195500000001
SRX6997965,0.19682628430000002
SRX6997967,-0.1709079115
SRX6997968,-0.4367199657
SRX6997969,-0.1591237715
SRX6997971,-0.24913399690000002
SRX6997972,0.8164777794
SRX6997973,0.1400706698
SRX3159100,0.25208896210000004
SRX3159101,-0.27110968700000004
SRX3159102,-0.3046882789
SRX3159103,0.3237090038
SRX3159000,0.6557699502000001
SRX3159001,0.46430557110000004
SRX3159002,-0.9250191738
SRX3159003,-0.5906881602
SRX3159004,-0.37873442020000003
SRX3159005,0.0784101447
SRX3159006,-0.07766700210000001
SRX3159007,-0.20582567870000001
SRX3159008,0.0978685297
SRX3159009,0.4929585259
SRX3159010,-0.6903575583
SRX3159012,-0.1765190233
SRX3159013,0.2045077286
SRX3159014,0.4852501449
SRX3159015,0.1887192024
SRX3159016,-0.3718670206
SRX3159017,0.1273692056
SRX3159018,0.4392506257
SRX3159019,-0.7281789206
SRX3159020,-0.3368116517
SRX3159021,-0.37982436950000004
SRX3159022,0.4592755778
SRX3159023,0.38494205200000003
SRX3159024,-0.1431814741
SRX3159025,-0.41018756980000004
SRX3159026,0.5423676227
SRX3159027,0.6928805361
SRX3159028,0.1883447174
SRX3159029,0.5484361427000001
SRX3159030,0.173942239
SRX3159034,0.0818279799
SRX3159036,0.4726898996
SRX3159037,0.3548332406
SRX3159041,0.4193302713
SRX3159042,-0.4925167166
SRX3159043,0.1632720651
SRX3159045,0.0403822344
SRX3159047,-0.0069636407
SRX3159048,-0.775323928
SRX3159049,0.4433713233
SRX3159050,0.4612151721
SRX3159051,0.6058422885
SRX3159052,-0.1302961385
SRX3159053,-0.1825292228
SRX3159054,0.2876254507
SRX3159055,-0.3701914532
SRX3159056,-0.2393467636
SRX3159057,-0.2335152504
SRX3159058,0.1222585429
SRX3159060,0.3599384865
SRX3159061,0.8742334023
SRX3159062,0.8540880161000001
SRX3159063,-0.3258777706
SRX3159066,0.8926507356000001
SRX3159069,0.6657071292
SRX3159070,-2.962989312
SRX3159071,-0.5901135783
SRX3159073,0.33955508030000003
SRX3159074,-0.0407916672
SRX3159075,0.5868983529
SRX3159076,0.5257895623000001
SRX3159080,1.0906146657
SRX3159082,-0.0443140147
SRX3159083,0.38363315000000003
SRX3159086,0.18245018100000002
SRX3159087,0.796248009
SRX3159088,0.952742886
SRX3159089,0.8852723732000001
SRX3159090,0.5470370678
SRX3159091,0.3570363378
SRX3159092,1.0995917421
SRX3159093,0.6601421488
SRX3159094,1.0798105004
SRX3159095,0.5039357442
SRX3159096,-0.3957170325
SRX3159097,0.6142557082
SRX3159098,0.8189347109
SRX3159099,0.25466708720000003
SRX3158988,0.17021400920000002
SRX3158989,-0.4416656491
SRX3158990,0.2297314098
SRX3158991,0.0600997053
SRX3158992,-0.3133627183
SRX3158996,0.1431487091
SRX3644656,0.0360628595
SRX3644657,-0.0912082792
SRX3644658,0.055145419700000003
SRX3644659,0.052082662200000004
SRX3644660,0.0053309351
SRX3644661,-0.0021809425
SRX3644662,-0.3341473104
SRX3644663,-0.10676483390000001
SRX3644664,-0.0476034751
SRX3644665,0.0002216336
SRX3644666,0.1351437676
SRX3644667,-0.1563034144
SRX3644668,-0.3077951048
SRX3644669,-0.20321578810000002
SRX3644670,-0.9966274632000001
SRX3644671,-0.1050653156
