,0
name,ArnRAB
TF,ArnR+ArnR1+ArnA+ArnB
regulator,"<a href=""https://www.uniprot.org/uniprot/A0A0U3FLT3"" target=""_blank"">ArnR</a> and <a href=""https://www.uniprot.org/uniprot/A0A0U2W2N5"" target=""_blank"">ArnR1</a> and <a href=""https://www.uniprot.org/uniprot/A0A0U3H8R9"" target=""_blank"">ArnA</a> and <a href=""https://www.uniprot.org/uniprot/A0A0U3GUB2"" target=""_blank"">ArnB</a>"
function,Archaellum formation operon
category,Other Functional
has_venn,True
scatter,4
exp_var,0.02830967707220733
precision,0.875
recall,0.875
