,-0.1418985359334975,-0.113518828746798,-0.08513912156009851,-0.056759414373399014,-0.02837970718669952,-2.7755575615628914e-17,0.028379707186699465,0.05675941437339896,0.08513912156009845,0.11351882874679792,0.14189853593349744,0.17027824312019696,0.19865795030689642,0.2270376574935959,0.2554173646802954,0.28379707186699493,0.3121767790536944,0.34055648624039386,0.36893619342709333,0.3973159006137929
thresh,-0.15608838952684725,0.15608838952684725,4,,,,,,,,,,,,,,,,,
unreg,0,0,2,9,256,1799,198,11,3,0,0,0,0,0,0,0,0,0,0,0
ArnR1 and ArnR,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
ArnB and ArnA,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ArnR1, ArnB, ArnR, and ArnA",0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ArnR1 and ArnR_genes,[],[],[],[],[],[],[],[],['arnR1'],['arnR'],[],[],[],['Saci_1179'],[],[],[],[],[],[]
ArnB and ArnA_genes,[],[],[],[],[],['Saci_1208' 'arnD' 'pp2a' 'Saci_1209' 'arnA' 'arnB' 'arnC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"ArnR1, ArnB, ArnR, and ArnA_genes",[],[],[],[],[],[],[],[],['arnS'],[],[],[],['arlJ'],['arlI'],['arlH' 'arlF'],['arlG'],['arlX'],['arlB'],[],[]
