,ABUW_0570
SRX3737100,0.0
SRX3737101,0.0
SRX3737103,0.0
SRX3737104,0.0
SRX3737105,0.0
SRX3737106,0.0
SRX3737107,0.0
SRX3737108,0.0
SRX3737109,0.0
SRX3737110,0.0
SRX3737111,0.0
Abaum_0017,0.1163768414
Abaum_0018,-0.6298134040000001
Abaum_0019,-0.6488962066
Abaum_0020,-0.2220264671
Abaum_0021,-0.369658657
Abaum_0022,-0.0964677698
Abaum_0023,-0.1163768414
Abaum_0024,0.1768106922
Abaum_0025,-0.2688980473
Abaum_0026,-0.0554265985
SRX3141471,0.20526427800000002
SRX3141472,-0.4922767608
SRX3141473,-0.043314426600000004
SRX3141474,0.5355911874
SRX3141475,-0.4253599548
SRX3141476,0.0247383526
SRX3141477,0.11393923600000001
SRX3141478,0.4492281245
SRX3141479,0.4646082528
SRX8944518,-0.02631835
SRX8944519,0.0395770614
SRX8944520,-0.1579146845
SRX8944521,-0.29123633530000004
SRX8944522,0.1842330346
SRX8944523,-0.3403863955
SRX5930997,-0.1259424283
SRX5930998,0.058553476900000005
SRX5930999,0.06738895140000001
SRX5931001,0.5971596819
SRX5931002,0.8573489847
SRX4488546,2.4756350311
SRX4488547,-0.31707686420000003
SRX4488548,0.7191506085
SRX4488549,-2.1585581669
SRX4488550,2.0537794519
SRX4488551,2.36011735
SRX4488552,-0.6390745445
SRX4488553,0.5205819118
SRX4488554,1.3486023298
SRX4488555,0.014559430200000001
SRX4488556,1.2403952447
SRX4488557,0.8382941345
SRX2568047,1.8046335053
SRX2568048,1.4072327532
SRX2568049,2.0630737366
SRX2568050,1.5901351446
SRX2568051,1.3570998121
SRX2568052,1.1062429418
SRX2568053,2.8351024966000002
SRX2568054,1.8353880821000002
SRX2568055,1.0523562367000001
SRX2568056,1.3558413591
SRX2568057,1.5771833856000002
SRX2568058,2.452130735
SRX2568059,0.2188662136
SRX2568060,-0.42240756300000004
SRX2568061,0.6955364557
SRX2568062,-0.3636906273
SRX2568063,-0.205216637
SRX2568064,0.5689072643
Abaum_0001,-0.2442731085
Abaum_0002,-0.7942535298000001
Abaum_0003,-0.8265294027000001
Abaum_0004,-0.5788310708000001
Abaum_0005,-0.8021971503
Abaum_0006,1.2518625556
Abaum_0007,0.8390537309
Abaum_0008,-0.4865162213
Abaum_0009,-0.3833145069
Abaum_0010,-0.857347752
Abaum_0011,0.16522243820000002
Abaum_0012,-0.16522243820000002
Abaum_0013,0.0665804191
Abaum_0014,-0.5706572206
Abaum_0015,-0.2892478007
Abaum_0016,-0.585538565
ERX1221046,0.2417047622
ERX1221048,-0.0082265858
ERX1221049,-0.23347817640000001
ERX1221050,-0.0595160375
ERX1221052,0.4893607625
ERX1221053,-0.07203307490000001
ABNM035,0.411823029
ABNM036,-0.411823029
ABNM037,1.269378702
ABNM038,1.8104200810000002
ABNM041,1.2505003110000001
ABNM042,1.157907404
ABNM019,0.1213737351
ABNM020,-0.1213737351
ABNM021,1.0415576997
ABNM022,0.7559813164
ABNM023,0.8741497962
ABNM024,-0.1021586085
ABNM025,0.8325841946
ABNM026,-0.0332913772
ABNM027,0.0933144349
ABNM028,-0.0933144349
ABNM029,0.3564055655
ABNM030,0.2313274657
ABNM031,0.1830556784
ABNM032,-0.0738137548
ABNM033,0.36012207290000003
ABNM034,-0.3475751355
ABNM001,0.3067127643
ABNM002,-0.3067127643
ABNM003,0.8868396531
ABNM004,0.3469075399
ABNM005,1.3789465835999999
ABNM006,1.4606357793
ABNM007,2.9044139955
ABNM008,1.0786193653
ABNM009,2.8231760266
ABNM010,0.17809220480000001
ABNM043,-0.34456929350000004
ABNM044,0.34456929350000004
ABNM045,-1.1655383725
ABNM046,-0.2465530195
ABNM047,0.12164857450000001
ABNM048,0.0403884585
ABNM011,-0.0179921219
ABNM012,0.0179921219
ABNM013,-0.0140405717
ABNM014,-1.2596992833
ABNM015,-0.8996722978
ABNM016,-1.0700006522
ABNM017,-0.9348136056
ABNM018,-0.5222613744
