,-0.04240697313942816,-0.02827131542628544,-0.014135657713142721,-6.938893903907228e-18,0.014135657713142714,0.028271315426285436,0.04240697313942814,0.056542630852570865,0.07067828856571359,0.0848139462788563,0.09894960399199904,0.11308526170514174,0.12722091941828445,0.14135657713142719,0.1554922348445699,0.16962789255771263,0.18376355027085534,0.19789920798399804,0.21203486569714075,0.22617052341028349
thresh,-0.035339144282856796,0.035339144282856796,2,,,,,,,,,,,,,,,,,
unreg,1,6,709,4420,361,25,4,4,1,2,3,4,2,0,0,0,0,0,0,0
Sigma-70,0,0,0,0,0,0,0,0,0,0,1,4,0,7,16,2,0,0,0,0
unreg_genes,['PA2027'],[],[],[],[],[],['PA0670' 'PA0819' 'PA2288' 'PA0817'],['PA0907' 'prtN' 'pys2' 'PA0808'],['PA3866'],['PA0648' 'PA0647'],['PA0908' 'PA0909' 'pyoS5'],['PA0646' 'PA0911' 'PA0613' 'ptrB'],['ampDh3' 'PA0910'],[],[],[],[],[],[],[]
Sigma-70_genes,[],[],[],[],[],[],[],[],[],[],['PA0644'],['PA0645' 'PA0643' 'PA0621' 'PA0615'],[],['PA0620' 'PA0614' 'PA0616' 'PA0627' 'PA0626' 'PA0641' 'PA0631'],"['PA0630' 'PA0618' 'PA0640' 'PA0629' 'PA0637' 'PA0639' 'PA0638' 'PA0633'
 'PA0628' 'PA0622' 'PA0623' 'PA0625' 'PA0624' 'PA0636' 'PA0635' 'PA0634']",['PA0619' 'PA0617'],[],[],[],[]
