sample,BSU32820
LBexp_1,9.2558
LBexp_2,9.1471
LBexp_3,8.9033
LBtran_1,9.9223
LBtran_2,8.711
LBtran_3,8.7701
LBstat_1,12.5636
LBstat_2,12.5322
LBstat_3,11.7263
LBGexp_1,7.9477
LBGexp_2,8.0492
LBGexp_3,8.1729
LBGtran_2,8.7487
LBGtran_3,8.9394
LBGstat_1,8.1217
LBGstat_2,7.9757
LBGstat_3,8.4421
S0_1,10.0441
S0_2,10.0152
S0_3,10.2426
S1_1,9.6387
S1_2,9.6814
S1_3,9.997
S2_1,10.8201
S2_2,10.7932
S2_3,10.6006
S3_1,11.5835
S3_2,11.6214
S4_1,12.5422
S4_2,12.7542
S4_3,12.2896
S5_1,12.9506
S5_2,13.5547
S5_3,13.2466
S6_1,14.3138
S6_2,15.9879
S6_3,13.8917
S6/t_1,14.2518
S6/t_2,15.6788
S6_4,13.4597
S6_5,14.404000000000002
S6_6,13.9885
S7_4,14.3271
S7_5,14.4617
S7_6,14.0322
S8_4,13.6807
S8_5,15.5052
G135_1,9.1373
G135_3,7.9797
G150_1,9.7213
G150_2,8.8028
G150_3,9.8297
G180_1,8.2707
G180_2,8.4837
G180_3,7.7854
C30_1,8.8351
C30_2,9.1998
C90_1,9.2043
C90_2,9.4089
BI_1,11.4385
BI_2,11.6729
BC_2,15.3462
BC/t_1,14.534
BC/t_2,15.3565
BC_1,14.231
Sw_1,15.2508
Sw_2,15.3302
BT_1,11.8147
BT_2,11.4926
B36_1,12.6927
B36_2,11.9848
B60_1,14.3068
B60_2,14.0373
M9exp_1,8.5332
M9exp_2,8.2444
M9exp_3,8.1736
M9tran_1,8.6355
M9tran_2,8.5719
M9tran_3,8.8993
M9stat_1,11.8723
M9stat_2,10.7406
M9stat_3,11.0638
M+G_1,8.6946
M+G_2,8.2859
M+G_3,8.1359
Glu_1,9.0052
Glu_2,9.0567
Glu_3,9.0608
Fru_1,9.1545
Fru_2,10.2422
Fru_3,9.2172
Mal_1,8.5161
Mal_2,8.808
Mal_3,8.7982
G+S_2,10.8233
G+S_3,11.487
Pyr_1,9.9669
Pyr_2,10.5046
Pyr_3,10.2005
Gly_1,9.5558
Gly_2,9.9529
Gly_3,9.0346
Glucon_1,9.701
Glucon_2,9.911
Glucon_3,9.2449
aero_1,8.3071
aero_2,7.7508
aero_3,8.2779
nit_1,10.13
nit_2,9.1779
nit_3,9.8537
ferm_1,11.0682
ferm_2,9.336
ferm_3,10.7758
T-5.40H_1,9.7716
T-4.40H_1,9.6828
T-3.40H_1,9.502
T-2.40H_1,9.1413
T-1.40H_1,9.2313
T-1.10H_1,9.6492
T-0.40H_1,9.248
T0.0H_1,9.1699
T0.30H_1,15.9983
T1.0H_1,13.0744
T1.30H_1,11.8783
T2.0H_1,11.073
T2.30H_1,11.1547
T3.0H_1,10.1268
T3.30H_1,10.3091
T4.0H_1,10.0484
T5.0H_1,9.4955
HPh_1,8.6774
HPh_2,8.1709
HPh_3,8.5482
LPh_1,8.6219
LPh_2,8.752
LPh_3,8.4547
LPhT_1,8.5534
LPhT_2,8.4167
LPhT_3,8.7324
SMMPr_1,9.3942
SMMPr_2,9.5001
SMMPr_3,9.4222
HiTm_1,10.8301
HiTm_2,10.236
HiTm_3,10.198
LoTm_1,11.023
LoTm_2,10.5627
LoTm_3,10.8291
HiOs_1,10.1057
HiOs_2,9.9747
HiOs_3,10.1071
BMM_1,8.1289
BMM_2,7.9572
BMM_3,7.9282
Heat_1,9.5417
Heat_2,9.3905
Heat_3,9.0493
Cold_1,7.9407
Cold_2,7.7317
Cold_3,7.5672
Etha_1,8.9045
Etha_2,8.6029
Etha_3,8.8376
SMM_1,8.4192
SMM_2,8.5323
SMM_3,8.5997
Salt_1,8.1275
Salt_2,8.1792
Salt_3,7.9374
Mt0_1,9.2407
Mt0_3,9.6771
M0t45_1,8.4323
M0t45_2,8.8431
M0t45_3,9.1061
M0t90_1,10.3423
M0t90_2,11.974
M0t90_3,10.8628
M40t45_1,8.5389
M40t45_2,9.7976
M40t45_3,9.0499
M40t90_1,11.2512
M40t90_2,12.4335
M40t90_3,12.4453
dia0_1,9.0187
dia0_2,9.147
dia0_3,8.7279
dia5_1,8.8422
dia5_2,8.9591
dia5_3,8.5463
dia15_1,8.6069
dia15_2,8.3076
dia15_3,7.882999999999999
Diami_1,8.4493
Diami_2,8.4481
Diami_3,8.6992
Paraq_1,8.2662
Paraq_2,8.3718
Paraq_3,7.5276
H2O2_1,8.1566
H2O2_2,8.4668
H2O2_3,8.2928
Oxctl_1,8.4875
Oxctl_2,8.4461
Oxctl_3,8.392000000000001
GM-0.1_1,8.9031
GM-0.2_1,9.239
GM+5_1,8.8788
GM+15_1,8.4167
GM+25_1,8.3906
GM+45_1,8.5285
GM+60_1,8.3986
GM+90_1,8.578
GM+120_1,8.6662
GM+150_1,8.5413
GM-0.1_2,9.0395
GM-0.2_2,9.3038
GM+5_2,8.8499
GM+10_2,8.4699
GM+15_2,8.1386
GM+25_2,8.1245
GM+45_2,7.5514
GM+60_2,7.9547
GM+90_2,8.7886
GM+150_2,8.0796
GM-0.1_3,9.0389
GM-0.2_3,8.8336
GM+5_3,9.0794
GM+10_3,8.0401
GM+15_3,8.2991
GM+25_3,8.1622
GM+45_3,8.425
GM+60_3,8.1737
GM+90_3,8.4124
GM+120_3,8.829
GM+150_3,8.6714
MG-0.1_1,9.0132
MG+5_1,8.4645
MG+10_1,8.3571
MG+15_1,7.8489
MG+25_1,8.0889
MG+45_1,8.2105
MG+120_1,8.4735
MG+150_1,8.7039
MG-0.1_2,8.0208
MG-0.2_2,8.5257
MG+5_2,8.0219
MG+10_2,7.9635
MG+15_2,8.6817
MG+25_2,7.7732
MG+45_2,7.9371
MG+60_2,8.1982
MG+90_2,7.761
MG+120_2,8.6209
MG-0.1_3,9.2492
MG-0.2_3,8.8273
MG+5_3,8.267999999999999
MG+10_3,8.0072
MG+15_3,8.0809
MG+25_3,8.0802
MG+45_3,8.4958
MG+60_3,8.2681
MG+90_3,8.2947
MG+120_3,8.3265
MG+150_3,8.494
