,-0.13333333333333333,-0.1,-0.06666666666666668,-0.033333333333333354,-2.7755575615628914e-17,0.0333333333333333,0.06666666666666662,0.09999999999999995,0.13333333333333328,0.1666666666666666,0.19999999999999993,0.23333333333333325,0.2666666666666666,0.29999999999999993,0.33333333333333326,0.3666666666666666,0.3999999999999999,0.43333333333333324,0.46666666666666656,0.4999999999999999
thresh,-0.15,0.15,2,,,,,,,,,,,,,,,,,
unreg,0,0,0,177,3972,162,3,8,0,0,0,0,0,0,0,0,0,0,0,0
LnrK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
LnrK_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['bifM' 'bifN' 'bifL'],[],[]
