locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
ABUW_1645,0.1840927164,ABUW_1645,transcriptional regulator%2C TetR family,Transcription,,ABUW_1645,
ABUW_0116,-0.1218683376,ABUW_0116,hypothetical protein,Function unknown,Op70,ABUW_1645,
ABUW_3571,-0.1331194332,ABUW_3571,lipoprotein%2C putative,No COG annotation,,,
