,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,AB0057_PGcoculture__PGAB,7.225447696900001,1.3007841497394914,3.0,0.0,6.571701142,1.0,6.3812099695,2.0,8.7234319792,,
1,AB0057_PGcoculture__AB ,-6.938893903907228e-18,0.2696136563860857,4.0,3.0,-0.339999633,4.0,0.2069114413,5.0,-0.092839471,6.0,0.2259276627
2,AB0057_PGcoculture__ABPG,2.44345554115,0.3506301615377275,4.0,7.0,2.4814137965,8.0,2.9018647219,9.0,2.064783493,10.0,2.3257601532
3,AB5075_AZI__AZI_000,0.0,0.652658123749839,2.0,11.0,0.46149898510000004,17.0,-0.46149898510000004,,,,
4,AB5075_AZI__preculture,-6.16935353045,0.22743126502073993,2.0,12.0,-6.0085353407,13.0,-6.3301717202,,,,
5,AB5075_AZI__AZI_040,4.03700670055,0.441939971818142,2.0,14.0,4.3495054515,18.0,3.7245079496,,,,
6,AB5075_AZI__AZI_028,2.4258641814,1.8178249415782215,2.0,15.0,3.7112605246,19.0,1.1404678382,,,,
7,AB5075_AZI__AZI_003,0.10818393640000001,0.23004488717678656,2.0,16.0,-0.0544823633,20.0,0.27085023610000003,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,5.407953916299999,1.4999207563792352,3.0,21.0,3.6781908655,28.0,6.3483478015,29.0,6.1973230819,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,0.0,0.4417982900185645,3.0,22.0,-0.1732252755,23.0,0.5021610489,24.0,-0.3289357734,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,11.609659973033333,0.537838765866275,3.0,25.0,11.3316539854,26.0,12.2296047941,27.0,11.2677211396,,
11,AB5075_VIR-O_LSO__VIR-O,0.0,0.4746600534730506,3.0,30.0,-0.24310619800000002,32.0,-0.303860463,34.0,0.546966661,,
12,AB5075_VIR-O_LSO__LSO,-0.8992350898666667,0.7093518060449677,3.0,31.0,-0.0802776888,33.0,-1.3214246585,35.0,-1.2960029223,,
13,AB5075_Zinc__Control,-1.4802973661668753e-16,3.8230908001064066,3.0,36.0,-2.1397529814,37.0,4.4138436182,38.0,-2.2740906368,,
14,AB5075_Zinc__Zinc,4.248382787700001,0.851442025191335,2.0,39.0,3.6463223579,40.0,4.8504432175000005,,,,
15,AB5075_biofilm+abx__planktonic,0.0,1.3775101228935156,3.0,41.0,-1.1865882791,42.0,1.5106492129,44.0,-0.3240609338,,
16,AB5075_biofilm+abx__biofilm,5.3077616478000005,1.4357638697853339,3.0,43.0,6.298784479,45.0,3.6612405881,46.0,5.9632598763,,
17,AB5075_biofilm+abx__cip_biofilm,2.3018400611333334,1.3417073277449616,3.0,47.0,1.5991004556,48.0,1.4574689478,50.0,3.84895078,,
18,AB5075_biofilm+abx__tet_biofilm,7.734617466366667,2.7454218460606707,3.0,49.0,8.9190782149,51.0,9.6889790626,52.0,4.5957951216,,
19,AB5075_gigAB__kan_gigB,16.274005041966664,0.6637566377099154,3.0,53.0,16.657302801,54.0,16.6571474246,55.0,15.5075649003,,
20,AB5075_gigAB__gigB,-1.1608206775666667,1.010809630337265,3.0,56.0,-2.3162009432,57.0,-0.4397483976,58.0,-0.7265126919,,
21,AB5075_gigAB__kan_gigA,12.100453468,2.410746688386159,3.0,59.0,12.798404960100001,60.0,9.417736652,61.0,14.0852187919,,
22,AB5075_gigAB__gigA,1.0966271198000002,5.35787817797308,3.0,62.0,-1.4433509907,63.0,7.2521296556,64.0,-2.5188973055,,
23,AB5075_gigAB__kan_WT,1.592680106366667,0.4422315525511524,3.0,65.0,1.0821434737,66.0,1.8388376543,67.0,1.8570591911,,
24,AB5075_gigAB__WT,0.0,2.50669985077,3.0,68.0,-1.7763753762,69.0,-1.0909313164,70.0,2.8673066926,,
25,AB5075_med__CA-MHB,4.26919090735,0.4935350407252452,2.0,71.0,4.6181728814,72.0,3.9202089333,,,,
26,AB5075_med__CA-MHB_pH6,2.6224050029000003,3.88976725761929,2.0,73.0,-0.1280758022,74.0,5.372885808,,,,
27,AB5075_med__RPMI+_pH7,4.17238920495,1.7643701667752234,2.0,75.0,2.9247910955,76.0,5.4199873144,,,,
28,AB5075_med__RPMI+_pH6,4.5674026793,1.4544639312809435,2.0,77.0,5.5958639881,78.0,3.5389413705,,,,
29,AB5075_med__RPMI+_-HCO3,2.0389355111,1.154372220317676,2.0,79.0,2.8551999361,80.0,1.2226710861,,,,
30,AB5075_med__LB,0.0,0.19732912455719862,2.0,81.0,-0.1395327621,82.0,0.1395327621,,,,
31,AB5075_med__M9+AA,3.9616894569000003,0.5787542504022952,2.0,83.0,4.370930512,84.0,3.5524484018,,,,
32,AB5075_med__M9-AA,3.34272090245,0.1779035571387236,2.0,85.0,3.4685177141,86.0,3.2169240908,,,,
33,AYE_adeB__WT,0.0,0.8481781436758294,3.0,87.0,-0.8258390899,88.0,-0.0430393475,89.0,0.8688784374,,
34,AYE_adeB__adeB,0.5343174185,0.394716343780586,3.0,90.0,0.10689860820000001,91.0,0.6109652955,92.0,0.8850883518,,
35,COL__0ug/ml,0.0,4.83395169901254,2.0,93.0,-3.4181200263,94.0,3.4181200263,,,,
36,COL__0.25ug/ml,-0.43012081545,1.9912623859825989,2.0,95.0,0.9779143208000001,96.0,-1.8381559517000001,,,,
37,COL__1ug/ml,0.5964130947499999,2.048813899392939,2.0,97.0,-0.8523171069000001,98.0,2.0451432964,,,,
38,H2O2__0ug/ml,0.0,3.957601160469877,2.0,99.0,2.7984466178,100.0,-2.7984466178,,,,
39,H2O2__1.25ug/ml,0.5875281034500002,5.793599496211335,2.0,101.0,4.6842215947,102.0,-3.5091653878,,,,
40,H2O2__2.5ug/ml,4.6895643741,2.774648823912772,2.0,103.0,6.6515373729,104.0,2.7275913753000003,,,,
41,H2O2__5ug/ml,6.41279368595,0.4894673017690819,2.0,105.0,6.0666880377,106.0,6.7588993342,,,,
42,MRP__0ug/ml,0.0,4.396874872820338,2.0,107.0,3.1090600386,108.0,-3.1090600386,,,,
43,MRP__25ug/ml,-0.049947838500000064,7.514151284738216,2.0,109.0,5.2633594898,110.0,-5.3632551668,,,,
44,MRP__100ug/ml,-3.29882009555,0.712678507911313,2.0,111.0,-2.7948802898,112.0,-3.8027599013,,,,
45,MRP__200ug/ml,-0.5929859946499999,3.512183962063872,2.0,113.0,-3.076475091,114.0,1.8905031017,,,,
46,growth__2h,0.0,0.777838313298393,2.0,115.0,0.550014746,116.0,-0.550014746,,,,
47,growth__4h,4.4917436561,2.3097378500024934,2.0,117.0,2.8585123596,118.0,6.1249749526,,,,
48,growth__6h,-0.12615554750000002,2.145302896762631,2.0,119.0,-1.6431137735,120.0,1.3908026785,,,,
49,growth__8h,-0.4623469305,1.395180634026097,2.0,121.0,-1.4488886178,122.0,0.5241947568,,,,
50,growth__10h,0.6642993758,3.347032727403048,2.0,123.0,-1.7024101626,124.0,3.0310089142,,,,
51,mutants__WT,0.0,0.8704046304961516,2.0,125.0,0.6154690166,126.0,-0.6154690166,,,,
52,mutants__R7,-3.0810718068,0.8501932736258099,2.0,127.0,-3.6822492359,128.0,-2.4798943777,,,,
53,mutants__gacA,-5.1681016982,0.025284610720319813,2.0,129.0,-5.1859806179,130.0,-5.1502227785,,,,
54,vacJ_LL-37__WT,0.0,0.36512972109637565,2.0,131.0,-0.2581857018,132.0,0.2581857018,,,,
55,vacJ_LL-37__WT+LL-37,-4.49357605195,1.5329987789553143,2.0,133.0,-3.4095822198,134.0,-5.5775698841,,,,
56,vacJ_LL-37__vacJ,-2.1049483577999997,3.5183267274361842,2.0,135.0,0.3828843296,136.0,-4.5927810452,,,,
57,vacJ_LL-37__vacJ+LL-37,-3.1374878974000002,2.4380750217203517,2.0,137.0,-4.8614672783,138.0,-1.4135085165,,,,
