k,name,in_iM,gene_weight,regulator,function,category
11,Chromium,False,-0.02233118258416653,,,
3,Cadmium,False,-0.015050010951235891,,,
10,Copper,False,-0.007159072891809047,,,
4,UC-4,False,-0.0055436431290581826,,,
6,Iron,False,-0.003098894583526999,,,
13,UC-6,False,0.002546285868156701,,,
5,Lead,False,0.0023818140453659,,,
0,UC-1,False,-0.0016803334921132774,,,
8,Zinc - Fast,False,-0.0013770834496244788,,,
14,UC-7,False,-0.0010202800575643779,,,
7,Zinc - Steady,False,0.0010026780870975927,,,
9,UC-5,False,-0.0006681489926504803,,,
12,Zinc - Intermediate,False,0.0003837671154389068,,,
2,UC-3,False,0.0003536176367197186,,,
1,UC-2,False,-8.970352302640095e-05,,,
