,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.0013444631704882016,,1.0,0.0,-0.0013444631704882016
1,Cr__2,0.003988673695894303,,1.0,1.0,0.003988673695894303
2,Cr__3,0.01052965172409315,,1.0,2.0,0.01052965172409315
3,Cr__4,0.017473105271755506,,1.0,3.0,0.017473105271755506
4,Cr__5,0.014853328826303375,,1.0,4.0,0.014853328826303375
5,Cr__6,0.016242746704449064,,1.0,5.0,0.016242746704449064
6,Fe__1,-0.013437503776161779,,1.0,6.0,-0.013437503776161779
7,Fe__2,-0.033139249005980635,,1.0,7.0,-0.033139249005980635
8,Fe__3,-0.04685222924248765,,1.0,8.0,-0.04685222924248765
9,Fe__4,-0.061908161246900316,,1.0,9.0,-0.061908161246900316
10,Fe__5,-0.06471642068232286,,1.0,10.0,-0.06471642068232286
11,Fe__6,-0.06475620578264876,,1.0,11.0,-0.06475620578264876
12,Cd__1,-0.0011816555466823626,,1.0,12.0,-0.0011816555466823626
13,Cd__2,0.002862892285758347,,1.0,13.0,0.002862892285758347
14,Cd__3,0.005913950938703811,,1.0,14.0,0.005913950938703811
15,Cd__4,0.008028965116974216,,1.0,15.0,0.008028965116974216
16,Cd__5,0.00482661963221028,,1.0,16.0,0.00482661963221028
17,Cd__6,0.007224982172113748,,1.0,17.0,0.007224982172113748
18,Zn__1,-0.008095711957671245,,1.0,18.0,-0.008095711957671245
19,Zn__2,-0.011541304220381243,,1.0,19.0,-0.011541304220381243
20,Zn__3,0.003688260973706529,,1.0,20.0,0.003688260973706529
21,Zn__4,0.01806564203892818,,1.0,21.0,0.01806564203892818
22,Zn__5,0.03633055952186553,,1.0,22.0,0.03633055952186553
23,Zn__6,0.0545703327249002,,1.0,23.0,0.0545703327249002
24,Cu__1,0.006689536850515816,,1.0,24.0,0.006689536850515816
25,Cu__2,0.012261839429804524,,1.0,25.0,0.012261839429804524
26,Cu__3,0.016479345532257487,,1.0,26.0,0.016479345532257487
27,Cu__4,0.01731120601809205,,1.0,27.0,0.01731120601809205
28,Cu__5,0.019742910739577863,,1.0,28.0,0.019742910739577863
29,Cu__6,0.023908642722179102,,1.0,29.0,0.023908642722179102
30,Pb__1,-0.008180217626414805,,1.0,30.0,-0.008180217626414805
31,Pb__2,-0.012344398279661805,,1.0,31.0,-0.012344398279661805
32,Pb__3,-0.018583213479892103,,1.0,32.0,-0.018583213479892103
33,Pb__4,-0.009888676408070665,,1.0,33.0,-0.009888676408070665
34,Pb__5,-0.0071118130671027685,,1.0,34.0,-0.0071118130671027685
35,Pb__6,0.0021770613718121233,,1.0,35.0,0.0021770613718121233
