,new_1581224_1582676_c
LBexp_1,7.367
LBexp_2,7.4768
LBexp_3,7.5399
LBtran_1,7.5309
LBtran_2,7.5654
LBtran_3,7.4122
LBstat_1,8.3265
LBstat_2,8.378
LBstat_3,8.0049
LBGexp_1,7.3118
LBGexp_2,7.1197
LBGexp_3,7.4015
LBGtran_2,7.5961
LBGtran_3,7.4206
LBGstat_1,7.4147
LBGstat_2,7.2146
LBGstat_3,7.7658000000000005
S0_1,8.7967
S0_2,7.8411
S0_3,8.4108
S1_1,7.8557
S1_2,8.2186
S1_3,6.8092
S2_1,7.8094
S2_2,7.899
S2_3,7.5485
S3_1,8.1293
S3_2,7.3919
S4_1,7.9497
S4_2,7.6098
S4_3,7.6269
S5_1,7.9421
S5_2,7.4692
S5_3,7.8301
S6_1,8.3738
S6_2,7.6024
S6_3,7.4121
S6/t_1,9.3778
S6/t_2,7.6337
S6_4,8.6836
S6_5,8.623
S6_6,8.48
S7_4,9.7622
S7_5,9.7802
S7_6,10.301
S8_4,9.5668
S8_5,9.0354
G135_1,8.3348
G135_3,8.128
G150_1,7.5539000000000005
G150_2,7.2527
G150_3,7.9411000000000005
G180_1,7.5406
G180_2,7.1667
G180_3,8.169
C30_1,10.042300000000001
C30_2,11.3914
C90_1,10.3599
C90_2,8.5166
BI_1,7.7705
BI_2,8.4388
BC_2,10.3719
BC/t_1,10.0093
BC/t_2,10.6768
BC_1,9.156
Sw_1,11.5856
Sw_2,12.4021
BT_1,9.0549
BT_2,8.7803
B36_1,10.4158
B36_2,10.163
B60_1,11.6728
B60_2,12.3881
M9exp_1,8.4524
M9exp_2,8.1856
M9exp_3,6.987
M9tran_1,7.4825
M9tran_2,7.46
M9tran_3,8.1464
M9stat_1,8.9038
M9stat_2,10.7566
M9stat_3,10.4344
M+G_1,9.4474
M+G_2,8.3111
M+G_3,8.2218
Glu_1,8.3128
Glu_2,8.9651
Glu_3,8.2917
Fru_1,10.1554
Fru_2,9.9452
Fru_3,7.5107
Mal_1,8.3086
Mal_2,9.5754
Mal_3,9.8338
G+S_2,9.8387
G+S_3,8.5581
Pyr_1,8.8718
Pyr_2,9.2884
Pyr_3,9.5748
Gly_1,9.8644
Gly_2,11.3414
Gly_3,9.9782
Glucon_1,9.201
Glucon_2,8.3778
Glucon_3,8.361
aero_1,7.4458
aero_2,7.5332
aero_3,7.2638
nit_1,7.459
nit_2,7.4835
nit_3,7.4278
ferm_1,7.26
ferm_2,7.4832
ferm_3,7.7383
T-5.40H_1,7.2771
T-4.40H_1,7.3896
T-3.40H_1,7.3905
T-2.40H_1,7.2311
T-1.40H_1,7.4566
T-1.10H_1,7.2706
T-0.40H_1,7.0859
T0.0H_1,7.1055
T0.30H_1,8.1618
T1.0H_1,7.6627
T1.30H_1,7.8482
T2.0H_1,7.9911
T2.30H_1,7.7581
T3.0H_1,7.439
T3.30H_1,7.6546
T4.0H_1,7.4375
T5.0H_1,7.7232
HPh_1,7.6934000000000005
HPh_2,7.2658000000000005
HPh_3,8.3161
LPh_1,8.0306
LPh_2,7.2122
LPh_3,7.7189
LPhT_1,9.6617
LPhT_2,9.9788
LPhT_3,10.6313
SMMPr_1,7.2293
SMMPr_2,7.393
SMMPr_3,7.4788
HiTm_1,10.6941
HiTm_2,8.2077
HiTm_3,7.9878
LoTm_1,9.5032
LoTm_2,12.0991
LoTm_3,9.6909
HiOs_1,8.3997
HiOs_2,9.2976
HiOs_3,8.4423
BMM_1,6.9099
BMM_2,7.1579
BMM_3,7.7968
Heat_1,8.8275
Heat_2,9.1461
Heat_3,9.1347
Cold_1,6.9927
Cold_2,7.4233
Cold_3,7.5107
Etha_1,11.1418
Etha_2,10.5978
Etha_3,11.257
SMM_1,7.622
SMM_2,8.1177
SMM_3,7.2498000000000005
Salt_1,12.7275
Salt_2,13.4891
Salt_3,12.836
Mt0_1,7.2914
Mt0_3,7.6423
M0t45_1,7.0535
M0t45_2,7.902
M0t45_3,7.3022
M0t90_1,7.4122
M0t90_2,7.7647
M0t90_3,7.1012
M40t45_1,7.3319
M40t45_2,8.0256
M40t45_3,7.2796
M40t90_1,7.1006
M40t90_2,7.1007
M40t90_3,7.078
dia0_1,7.0223
dia0_2,7.1104
dia0_3,6.7978000000000005
dia5_1,7.1996
dia5_2,7.4874
dia5_3,7.256
dia15_1,6.8192
dia15_2,7.2314
dia15_3,7.3187
Diami_1,7.6314
Diami_2,7.4501
Diami_3,7.7758
Paraq_1,7.6906
Paraq_2,7.3049
Paraq_3,7.1258
H2O2_1,7.0855
H2O2_2,7.247
H2O2_3,7.4136
Oxctl_1,7.6767
Oxctl_2,7.697
Oxctl_3,7.4496
GM-0.1_1,7.4571
GM-0.2_1,7.8734
GM+5_1,7.2026
GM+15_1,7.0469
GM+25_1,7.2052
GM+45_1,7.238
GM+60_1,7.118
GM+90_1,7.3656
GM+120_1,7.6481
GM+150_1,7.7256
GM-0.1_2,7.91
GM-0.2_2,7.7013
GM+5_2,8.0042
GM+10_2,7.5157
GM+15_2,8.0647
GM+25_2,7.4343
GM+45_2,7.0772
GM+60_2,7.0799
GM+90_2,7.7863
GM+150_2,7.1255
GM-0.1_3,8.2314
GM-0.2_3,7.3187
GM+5_3,8.0538
GM+10_3,7.4366
GM+15_3,7.7885
GM+25_3,7.6496
GM+45_3,7.8501
GM+60_3,7.5301
GM+90_3,7.6332
GM+120_3,8.2473
GM+150_3,7.4751
MG-0.1_1,7.2115
MG+5_1,8.312
MG+10_1,8.199
MG+15_1,7.4877
MG+25_1,7.5422
MG+45_1,8.0991
MG+120_1,7.7891
MG+150_1,7.2889
MG-0.1_2,6.9036
MG-0.2_2,7.7253
MG+5_2,7.371
MG+10_2,7.9038
MG+15_2,8.0934
MG+25_2,7.3919
MG+45_2,7.2395
MG+60_2,7.61
MG+90_2,7.2121
MG+120_2,7.2968
MG-0.1_3,7.3782
MG-0.2_3,7.4775
MG+5_3,7.6508
MG+10_3,7.2936
MG+15_3,7.7486
MG+25_3,7.2466
MG+45_3,7.3256
MG+60_3,7.4351
MG+90_3,7.3194
MG+120_3,7.1645
MG+150_3,7.6404
