,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,-9.25185853854297e-18,0.6073129393037814,3.0,0.0,0.5015418913,2.0,-0.6752362619000001,4.0,0.1736943706,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,4.613616515066666,0.6944517044660159,3.0,1.0,5.3892539032,3.0,4.0495787771,5.0,4.4020168649,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,14.58425516795,0.6302511776918843,4.0,6.0,13.662680183199999,20.0,14.9408734384,40.0,14.7000233678,63.0,15.0334436824,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,0.48938314527500004,0.3083047488096239,4.0,7.0,0.1962022081,33.0,0.2907001218,81.0,0.8745278599,82.0,0.5961023913,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,1.5712386881500002,0.9920093941120312,4.0,8.0,2.4544789251,51.0,2.1946461294,65.0,0.2484834893,76.0,1.3873462088,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,2.0326583895666666,0.6254996402710542,3.0,9.0,2.1366161746,22.0,1.3616929187,49.0,2.5996660754,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,8.6606507677,0.2906895744304452,2.0,10.0,8.866199337,26.0,8.4551021984,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,2.987792882266667,0.25717366566613536,3.0,11.0,3.2336520146,54.0,2.7206299649,83.0,3.0090966673,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,2.8176500362500003,0.7013358492568433,4.0,12.0,3.3730766864,48.0,3.4015657243,64.0,1.9503976647,78.0,2.5455600696,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,7.536161470150001,2.2550897835214476,4.0,13.0,8.1212012118,38.0,9.170861882,67.0,4.2151661499,72.0,8.6374166369,,,,,,,,,,,,,,,,,,,,
