,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,-5.252742685257772e-15,0.1756982245598609,2.0,0.0,0.1242374060287092,1.0,-0.1242374060287197,,,,,,,,
1,fur__wt_dpd,0.8065556050198635,0.5134725361675244,2.0,2.0,0.4434756927427521,3.0,1.1696355172969748,,,,,,,,
2,fur__wt_fe,0.0551598127359073,0.08026710826520665,2.0,4.0,0.1119172292964697,5.0,-0.0015976038246551,,,,,,,,
3,fur__delfur_dpd,0.31846312513801467,0.13166852761250994,2.0,6.0,0.4115668338816686,7.0,0.2253594163943607,,,,,,,,
4,fur__delfur_fe2,0.19154025731152785,0.300468570724469,2.0,8.0,-0.0209231065811739,9.0,0.4040036212042296,,,,,,,,
5,acid__wt_ph5,1.7570330892829995,0.04053957803013494,2.0,10.0,1.785698899814549,11.0,1.72836727875145,,,,,,,,
6,acid__delgadx_ph5,0.8282787748196353,,1.0,12.0,0.8282787748196353,,,,,,,,,,
7,acid__delgadw_ph5,2.062152056891091,0.25226346598542476,2.0,13.0,1.883774849447175,14.0,2.2405292643350068,,,,,,,,
8,acid__delgade_ph5,1.1225281385041317,0.1083862425890938,2.0,15.0,1.0458874913820533,16.0,1.19916878562621,,,,,,,,
9,oxidative__wt_pq,4.342617903724799,0.23332911342766666,2.0,17.0,4.5076065020777465,18.0,4.17762930537185,,,,,,,,
10,oxidative__deloxyr_pq,4.061225415909783,0.023205979301104802,2.0,19.0,4.07763452123767,20.0,4.044816310581898,,,,,,,,
11,oxidative__delsoxr_pq,1.827941580237687,0.1305993538289517,2.0,21.0,1.92028926894872,22.0,1.735593891526654,,,,,,,,
12,oxidative__delsoxs_pq,3.8625327443118396,0.4071261622299352,2.0,23.0,3.574651074200598,24.0,4.150414414423081,,,,,,,,
13,nac_ntrc__wt_csn,2.042572010877918,0.10852448237443453,2.0,25.0,2.119310408289641,26.0,1.9658336134661956,,,,,,,,
14,nac_ntrc__wt_cytd,1.0434903775772058,0.14045765655321374,2.0,27.0,0.9441718161588571,28.0,1.1428089389955542,,,,,,,,
15,nac_ntrc__wt_gln,1.2092924615672256,0.24748752406006322,2.0,29.0,1.034292355045286,30.0,1.3842925680891651,,,,,,,,
16,nac_ntrc__bw_delnac_csn,4.012091528749235,0.20445386737468563,2.0,31.0,3.86752081268878,32.0,4.156662244809691,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,2.3482930647236895,0.1188976123878332,2.0,33.0,2.2642197567373628,34.0,2.4323663727100158,,,,,,,,
18,nac_ntrc__bw_delnac_gln,4.116721372471043,0.19148035654972353,2.0,35.0,4.252118431051371,36.0,3.981324313890716,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,2.6740881079991565,0.2287730322164498,2.0,37.0,2.8358550704320167,38.0,2.5123211455662964,,,,,,,,
20,misc__wt_no_te,0.5024902359890744,0.2556815253683827,2.0,39.0,0.3216960955769707,40.0,0.683284376401178,,,,,,,,
21,misc__bw_delcbl,2.1493342864782887,0.05659865846321085,2.0,41.0,2.109312991272891,42.0,2.1893555816836865,,,,,,,,
22,misc__bw_delfabr,2.2162654722056025,0.26563839165803094,2.0,43.0,2.404100180290484,44.0,2.0284307641207207,,,,,,,,
23,misc__bw_delfadr,2.1749636017685345,0.2086717490803937,2.0,45.0,2.0274103929517304,46.0,2.3225168105853387,,,,,,,,
24,misc__nitr_031,3.5343827106244525,,1.0,47.0,3.5343827106244525,,,,,,,,,,
25,omics__wt_glu,0.825674166145407,0.13748492236351945,2.0,48.0,0.9228906870595576,49.0,0.7284576452312563,,,,,,,,
26,omics__wt_gly,2.1421029441360147,0.10636061328602242,2.0,50.0,2.066894633230308,51.0,2.217311255041721,,,,,,,,
27,omics__wt_thr,1.386245925397,0.22121366425421568,2.0,52.0,1.54266760748228,53.0,1.22982424331172,,,,,,,,
28,omics__bw_ac,-1.9071797524447998,0.05983377037744954,2.0,54.0,-1.8648708876669464,55.0,-1.949488617222653,,,,,,,,
29,omics__bw_fum,-0.4675747506214944,0.3321012680786545,2.0,56.0,-0.7024058093205625,57.0,-0.2327436919224263,,,,,,,,
30,omics__bw_glc,0.46596753044826134,0.3095305247079213,2.0,58.0,0.24709639744306,59.0,0.6848386634534627,,,,,,,,
31,omics__bw_pyr,-1.1700541940718336,0.7396597273866119,2.0,60.0,-1.6930726030775,61.0,-0.6470357850661673,,,,,,,,
32,ompr__wt_nacl,5.2203649951571345,0.03848671125808582,2.0,62.0,5.247579209673296,63.0,5.193150780640973,,,,,,,,
33,ompr__bw_delompr_nacl,6.430626032556774,0.034538679644390315,2.0,64.0,6.406203497966996,65.0,6.4550485671465525,,,,,,,,
34,minspan__wt_ade,-0.9291541641161618,,1.0,66.0,-0.9291541641161618,,,,,,,,,,
35,minspan__wt_glc,0.08131476521568426,0.422453084686444,3.0,67.0,-0.0060574726947976,68.0,-0.2906205515045912,69.0,0.5406223198464416,,,,,,
36,minspan__wt_glc_anaero,-2.9636334240032873,0.7663553023879441,2.0,70.0,-3.50552845512007,71.0,-2.421738392886505,,,,,,,,
