,BSU24600
M9exp_1,10.422
M9exp_2,10.17
M9exp_3,9.8057
M9tran_1,10.4586
M9tran_2,10.6028
M9tran_3,10.8365
M9stat_1,12.568
M9stat_2,11.8071
M9stat_3,11.7793
MG-0.1_1,9.7791
MG-0.1_2,8.9751
MG-0.1_3,9.9706
MG-0.2_2,9.2074
MG-0.2_3,10.0487
MG+5_1,9.8076
MG+5_2,9.4533
MG+5_3,9.7014
MG+10_1,10.084
MG+10_2,9.7031
MG+10_3,9.3985
MG+15_1,9.4716
MG+15_2,10.3934
MG+15_3,9.8529
MG+25_1,9.9195
MG+25_2,9.4763
MG+25_3,9.8101
MG+45_1,9.8807
MG+45_2,9.2067
MG+45_3,9.9288
MG+60_2,9.7762
MG+60_3,9.7164
MG+90_2,9.4735
MG+90_3,10.0181
MG+120_1,10.3018
MG+120_2,10.9553
MG+120_3,10.3445
MG+150_1,10.6798
MG+150_3,10.9378
GM-0.1_1,10.2143
GM-0.1_2,9.9378
GM-0.1_3,10.6234
GM-0.2_1,10.2969
GM-0.2_2,10.0769
GM-0.2_3,10.2427
GM+5_1,10.1042
GM+5_2,9.7412
GM+5_3,10.4624
GM+10_2,9.8774
GM+10_3,9.4754
GM+15_1,10.2977
GM+15_2,9.8819
GM+15_3,10.4174
GM+25_1,10.6704
GM+25_2,10.1803
GM+25_3,10.2625
GM+45_1,10.7922
GM+45_2,9.5202
GM+45_3,10.0369
GM+60_1,10.6895
GM+60_2,9.7157
GM+60_3,10.04
GM+90_1,10.747
GM+90_2,11.033
GM+90_3,10.3126
GM+120_1,10.412
GM+120_3,10.9949
GM+150_1,10.6439
GM+150_2,10.7616
GM+150_3,10.4361
BT_1,12.124
BT_2,11.6912
B36_1,13.1025
B36_2,13.1058
B60_1,13.4327
B60_2,13.5453
S0_1,10.4239
S0_2,10.146
S0_3,10.522
S1_1,10.6726
S1_2,10.6915
S1_3,10.826
S2_1,12.379
S2_2,12.2923
S2_3,12.5123
S3_1,13.5015
S3_2,13.6703
S4_1,14.1555
S4_2,14.1106
S4_3,13.8646
S5_1,13.8075
S5_2,14.2841
S5_3,14.0604
S6_1,13.2248
S6_2,10.7
S6_3,13.4956
S6/t_1,12.9616
S6/t_2,9.893
S6_4,13.2177
S6_5,13.4544
S6_6,13.7435
S7_4,13.3554
S7_5,13.0064
S7_6,13.2633
S8_4,12.829
S8_5,11.295
G135_1,8.7874
G135_3,8.0481
G150_1,8.9949
G150_2,9.0734
G150_3,9.0419
G180_1,8.4809
G180_2,8.6009
G180_3,8.0082
T-5.40H_1,11.4603
T-4.40H_1,11.3081
T-3.40H_1,10.9844
T-2.40H_1,10.8079
T-1.40H_1,10.46
T-1.10H_1,10.5975
T-0.40H_1,10.5197
T0.0H_1,10.5747
T0.30H_1,9.86
T1.0H_1,10.282
T1.30H_1,10.2954
T2.0H_1,10.5507
T2.30H_1,11.5852
T3.0H_1,11.6174
T3.30H_1,12.351
T4.0H_1,12.7445
T5.0H_1,12.1527
LBexp_1,9.7502
LBexp_2,10.4046
LBexp_3,10.0957
LBtran_1,11.0855
LBtran_2,10.8522
LBtran_3,10.7785
LBstat_1,10.3834
LBstat_2,10.0807
LBstat_3,9.8369
LBGexp_1,9.7848
LBGexp_2,9.9477
LBGexp_3,9.7909
LBGtran_2,10.7924
LBGtran_3,10.9194
LBGstat_1,11.2168
LBGstat_2,10.743
LBGstat_3,11.0957
Mt0_1,10.2415
Mt0_3,9.8723
M0t45_1,10.7704
M0t45_2,10.3589
M0t45_3,10.9489
M0t90_1,10.3473
M0t90_2,11.4485
M0t90_3,11.0587
M40t45_1,10.2753
M40t45_2,11.3373
M40t45_3,10.9452
M40t90_1,10.3005
M40t90_2,11.2184
M40t90_3,11.2536
dia0_1,10.1094
dia0_2,10.3087
dia0_3,10.4949
dia5_1,10.3509
dia5_2,10.4862
dia5_3,10.6224
dia15_1,10.2722
dia15_2,10.6043
dia15_3,10.9549
C30_1,8.8367
C30_2,8.9292
C90_1,9.9151
C90_2,9.7973
SMM_1,10.6544
SMM_2,10.8017
SMM_3,10.8651
Salt_1,9.7918
Salt_2,9.6703
Salt_3,9.5932
M+G_1,10.3974
M+G_2,10.0652
M+G_3,10.2414
Glu_1,10.7653
Glu_2,10.1796
Glu_3,10.5634
Fru_1,9.6651
Fru_2,11.0411
Fru_3,10.2028
Mal_1,9.8467
Mal_2,9.8567
Mal_3,10.0177
G+S_2,11.8605
G+S_3,12.0828
Pyr_1,11.9709
Pyr_2,12.0983
Pyr_3,11.7905
Gly_1,9.2035
Gly_2,9.9393
Gly_3,9.0303
Glucon_1,10.558
Glucon_2,10.566
Glucon_3,9.6315
BI_1,10.3546
BI_2,10.7787
BC_2,11.6618
BC/t_1,11.149
BC/t_2,11.5207
BC_1,11.1263
Sw_1,10.1043
Sw_2,10.1349
BMM_1,10.1059
BMM_2,9.8455
BMM_3,9.9934
Heat_1,9.9894
Heat_2,9.5907
Heat_3,9.8195
Cold_1,11.6185
Cold_2,10.9891
Cold_3,10.7548
Etha_1,9.8306
Etha_2,9.8569
Etha_3,9.8835
SMMPr_1,10.894
SMMPr_2,10.9999
SMMPr_3,11.0869
HiTm_1,9.4206
HiTm_2,9.2815
HiTm_3,9.626
LoTm_1,14.4725
LoTm_2,14.2006
LoTm_3,14.2238
HiOs_1,10.1854
HiOs_2,10.1585
HiOs_3,9.986
Oxctl_1,9.3057
Oxctl_2,9.3123
Oxctl_3,9.4298
Diami_1,9.4289
Diami_2,9.7422
Diami_3,9.6927
Paraq_1,9.2045
Paraq_2,9.6626
Paraq_3,8.4822
H2O2_1,9.1022
H2O2_2,9.5044
H2O2_3,9.4432
HPh_1,10.5048
HPh_2,10.4444
HPh_3,10.6781
LPh_1,10.2132
LPh_2,10.53
LPh_3,10.1678
LPhT_1,11.0834
LPhT_2,10.8968
LPhT_3,10.8807
aero_1,10.9012
aero_2,10.501
aero_3,11.0543
nit_1,12.2321
nit_2,11.848
nit_3,12.2027
ferm_1,12.3135
ferm_2,11.1886
ferm_3,12.4995
