sample,new_347027_347149
LBexp_1,12.5854
LBexp_2,12.5781
LBexp_3,12.2442
LBtran_1,10.7437
LBtran_2,10.3592
LBtran_3,10.6969
LBstat_1,13.6409
LBstat_2,13.9446
LBstat_3,13.3143
LBGexp_1,11.8724
LBGexp_2,12.3263
LBGexp_3,11.963
LBGtran_2,9.4912
LBGtran_3,10.5277
LBGstat_1,9.8164
LBGstat_2,9.5706
LBGstat_3,8.9808
S0_1,11.4489
S0_2,11.8755
S0_3,11.8573
S1_1,15.1006
S1_2,15.3101
S1_3,15.3947
S2_1,12.99
S2_2,12.9018
S2_3,12.7952
S3_1,11.8313
S3_2,12.672
S4_1,13.2344
S4_2,12.7659
S4_3,12.9911
S5_1,12.9506
S5_2,13.473
S5_3,13.4788
S6_1,13.0082
S6_2,12.9464
S6_3,13.171
S6/t_1,13.0521
S6/t_2,12.283
S6_4,11.6483
S6_5,12.3268
S6_6,12.3062
S7_4,11.8327
S7_5,11.7047
S7_6,11.5594
S8_4,11.1462
S8_5,12.0954
G135_1,11.1705
G135_3,9.4638
G150_1,11.5878
G150_2,12.0854
G150_3,12.1366
G180_1,10.6451
G180_2,11.0213
G180_3,9.7767
C30_1,11.5556
C30_2,11.8555
C90_1,11.9644
C90_2,12.4478
BI_1,12.3354
BI_2,12.8613
BC_2,14.0287
BC/t_1,13.6026
BC/t_2,13.8321
BC_1,13.5662
Sw_1,13.406
Sw_2,14.1471
BT_1,11.4897
BT_2,11.0565
B36_1,11.8776
B36_2,11.5753
B60_1,11.4465
B60_2,11.1736
M9exp_1,13.3089
M9exp_2,12.9713
M9exp_3,12.585
M9tran_1,12.3612
M9tran_2,11.9348
M9tran_3,12.8916
M9stat_1,10.8412
M9stat_2,10.9
M9stat_3,10.5674
M+G_1,11.5508
M+G_2,12.2514
M+G_3,12.0388
Glu_1,13.3407
Glu_2,12.7593
Glu_3,13.3295
Fru_1,13.3847
Fru_2,13.5387
Fru_3,12.8973
Mal_1,12.0337
Mal_2,11.7466
Mal_3,12.1897
G+S_2,12.1893
G+S_3,13.0387
Pyr_1,12.137
Pyr_2,13.1719
Pyr_3,12.6668
Gly_1,12.6541
Gly_2,13.4054
Gly_3,11.6546
Glucon_1,12.6379
Glucon_2,13.0496
Glucon_3,10.7945
aero_1,13.8577
aero_2,14.3056
aero_3,14.3544
nit_1,11.5073
nit_2,11.7757
nit_3,11.3541
ferm_1,10.8006
ferm_2,10.8904
ferm_3,11.537
T-5.40H_1,13.4946
T-4.40H_1,13.3754
T-3.40H_1,13.1096
T-2.40H_1,13.1292
T-1.40H_1,12.7975
T-1.10H_1,12.6149
T-0.40H_1,12.5124
T0.0H_1,12.6563
T0.30H_1,11.1384
T1.0H_1,10.8212
T1.30H_1,12.3598
T2.0H_1,13.2204
T2.30H_1,14.0284
T3.0H_1,13.1109
T3.30H_1,12.9203
T4.0H_1,13.0815
T5.0H_1,12.6644
HPh_1,13.825
HPh_2,13.5583
HPh_3,14.1263
LPh_1,13.9777
LPh_2,14.2506
LPh_3,14.0047
LPhT_1,11.1058
LPhT_2,11.3103
LPhT_3,11.7061
SMMPr_1,12.534
SMMPr_2,12.5631
SMMPr_3,12.6356
HiTm_1,12.2305
HiTm_2,12.2116
HiTm_3,12.3866
LoTm_1,12.6733
LoTm_2,11.8513
LoTm_3,12.809
HiOs_1,14.1128
HiOs_2,14.1581
HiOs_3,13.8176
BMM_1,13.1286
BMM_2,12.854
BMM_3,12.8344
Heat_1,12.729
Heat_2,12.7411
Heat_3,12.1447
Cold_1,12.7435
Cold_2,12.0767
Cold_3,11.1089
Etha_1,9.1446
Etha_2,8.9664
Etha_3,9.1013
SMM_1,12.9675
SMM_2,12.8387
SMM_3,13.0886
Salt_1,12.711
Salt_2,12.8708
Salt_3,12.7225
Mt0_1,12.3201
Mt0_3,12.3509
M0t45_1,10.9681
M0t45_2,12.140999999999998
M0t45_3,11.0468
M0t90_1,11.418
M0t90_2,12.4871
M0t90_3,12.5353
M40t45_1,11.03
M40t45_2,10.3871
M40t45_3,11.2848
M40t90_1,12.2772
M40t90_2,12.9852
M40t90_3,11.9455
dia0_1,12.41
dia0_2,12.6783
dia0_3,12.6203
dia5_1,11.7134
dia5_2,11.7132
dia5_3,11.8136
dia15_1,12.1178
dia15_2,12.3308
dia15_3,11.8102
Diami_1,12.1391
Diami_2,12.4223
Diami_3,12.0861
Paraq_1,11.8365
Paraq_2,12.3605
Paraq_3,10.4206
H2O2_1,11.557
H2O2_2,12.0538
H2O2_3,11.8154
Oxctl_1,11.3853
Oxctl_2,11.7822
Oxctl_3,12.4687
GM-0.1_1,13.0175
GM-0.2_1,12.6044
GM+5_1,12.7581
GM+15_1,12.8713
GM+25_1,12.836
GM+45_1,12.9553
GM+60_1,12.9321
GM+90_1,12.8899
GM+120_1,11.3692
GM+150_1,12.0392
GM-0.1_2,13.4116
GM-0.2_2,13.4127
GM+5_2,13.1865
GM+10_2,12.5242
GM+15_2,12.428
GM+25_2,12.1701
GM+45_2,11.7316
GM+60_2,11.5747
GM+90_2,12.3769
GM+150_2,10.3056
GM-0.1_3,13.0558
GM-0.2_3,13.1054
GM+5_3,13.1603
GM+10_3,12.1885
GM+15_3,12.7042
GM+25_3,11.4478
GM+45_3,11.1895
GM+60_3,11.2363
GM+90_3,12.5312
GM+120_3,11.6903
GM+150_3,12.1608
MG-0.1_1,12.7332
MG+5_1,12.5872
MG+10_1,13.0124
MG+15_1,12.1363
MG+25_1,12.628
MG+45_1,13.0921
MG+120_1,12.0873
MG+150_1,12.709
MG-0.1_2,11.9504
MG-0.2_2,12.4859
MG+5_2,12.4037
MG+10_2,12.8711
MG+15_2,13.3239
MG+25_2,12.2605
MG+45_2,12.1351
MG+60_2,12.6952
MG+90_2,12.3114
MG+120_2,13.2565
MG-0.1_3,13.3273
MG-0.2_3,12.5347
MG+5_3,12.1979
MG+10_3,11.5927
MG+15_3,12.9308
MG+25_3,12.7193
MG+45_3,13.3454
MG+60_3,12.7089
MG+90_3,12.9999
MG+120_3,12.826
MG+150_3,12.6688
