,A,BetI,ArcA,Cra
mazF_ribo__mazF_total_60m__1,9.0889443705,3.2651368614000003,2.0597493091,-0.7191670112
mazF_ribo__mazF_total_60m__2,7.5891774798,3.0400813347,1.9871094608000002,-0.40730122700000004
mercury__ctrl_t00__1,0.07234632690000001,-0.3860585748,-0.0109633621,-0.1857918591
mercury__ctrl_t10__1,-0.7491953591,-0.4381055755,0.1915417136,-0.1868763263
mercury__ctrl_t30__1,-2.6280243053,-1.3522867106,0.4382787508,0.3238727241
mercury__ctrl_t60__1,-4.3740293084,-1.219010456,0.8004866388,0.8356858648000001
mercury__hg_t10__1,2.4819025608,1.5796462227,1.9152520917,-0.22677903370000002
mercury__hg_t30__1,2.706475689,1.6481459544,1.1996490032,0.5621870492000001
mercury__hg_t60__1,0.0081818719,0.9108215488,1.8380215310999999,0.26711411300000004
mercury__pma_t10__1,2.6680660542,2.1347738999,2.6258083189,-0.1262987588
mercury__pma_t30__1,3.1776475997,2.0582736954,3.0698813737,0.3810050012
mercury__pma_t60__1,-2.7266665238,-1.3658526504,0.1445234506,-0.1619302818
mercury__ctrl_t00__2,-0.038309689,0.21941580430000002,-0.054104921800000004,0.058426803000000006
mercury__ctrl_t10__2,-0.3253501113,-0.3019907462,0.2699377164,-0.1173781455
mercury__ctrl_t30__2,-4.029895893,-1.7826404142,0.555827049,0.4872405014
mercury__ctrl_t60__2,-6.0711778971,-2.3793348514,0.6926915157,0.9080987553000001
mercury__hg_t10__2,2.8373490995,1.7288730362,1.4906963293,-0.0297912286
mercury__hg_t30__2,2.2605409818,1.5096034419,1.3683929035,0.5846082504
mercury__hg_t60__2,-1.3487741582,-0.1806568365,0.494319569,-0.2218057851
mercury__pma_t10__2,3.1502208127999998,2.166200655,2.6405668813,-0.1916045547
mercury__pma_t30__2,3.3081785902,1.913824366,3.0132033942,0.6524467373
mercury__pma_t60__2,-3.5960956476,-1.351891634,0.6155141427,0.29032078240000003
mercury__ctrl_t00__3,-0.0340366379,0.16664277060000002,0.0650682839,0.1273650561
mercury__ctrl_t10__3,-0.4127203002,-0.1723990676,0.131948695,-0.127055734
mercury__ctrl_t30__3,-3.4913034175,-1.2273840578,0.718830944,0.6357684652000001
mercury__ctrl_t60__3,-5.6175771039,-1.9434216941,0.5866470260000001,0.8850378171000001
mercury__hg_t10__3,2.3326136993,1.5333917547,2.694957389,0.0046560919
mercury__hg_t30__3,2.8493928042,1.8448270929000001,0.9684479897,0.0678483553
mercury__hg_t60__3,-0.5240240555,0.7563046491000001,1.3434742516,-0.0236504214
mercury__pma_t10__3,2.8156667979,2.1903073661,2.7551351866,-0.1462217733
mercury__pma_t30__3,3.375790277,2.1999685392,3.1088214481,0.361232363
mercury__pma_t60__3,-2.7200245553,-1.1299636728,0.6884983213,0.3867110192
ml_abx__az_lolcde__1,2.3331215155000002,1.2058039176,-0.20198363290000002,0.584350059
ml_abx__az_lolcde__2,0.5881540986,0.1183479157,-0.3189827836,0.5612321191
ml_abx__az_lolcde__3,0.618186055,0.431755353,-0.12733909570000002,0.7252041223
ml_abx__b01__1,-0.3956703167,0.2252462345,-0.0382179776,0.34205440740000004
ml_abx__b01__2,-0.5868799880000001,0.0419942113,-0.0983834053,0.22224936680000001
ml_abx__b01__3,-1.0734334203,-0.4225362568,-0.5537662898,0.2263666454
ml_abx__cro__1,1.0008998638,0.7220148646,0.3127793779,0.4854345262
ml_abx__cro__2,-0.07734691440000001,0.1007936366,-0.1031121172,0.2678998206
ml_abx__cro__3,-1.317975952,-0.6524925862000001,-0.2769198177,-0.2812563866
ml_abx__chl__1,4.9386486961,1.8176276471000001,-0.7942616282,-1.2052740636000001
ml_abx__chl__2,3.2677015566,0.8467298426000001,-0.4111183861,-1.3303265582
ml_abx__chl__3,4.2672871203,0.9875435369000001,-0.6512181101,-1.3992202423
ml_abx__cip__1,-0.1932354286,0.3165666347,-0.2328406334,-0.2545123398
ml_abx__cip__2,-0.9750324375,-0.1668693744,-0.4891983387,0.0424620631
ml_abx__cip__3,-1.4300341091,-1.0184661569,-0.9858200194000001,-0.9677405381
ml_abx__clr__1,9.6181396359,3.9389388991,-1.1611403616,-0.8490187973000001
ml_abx__clr__2,5.123840936,1.8795254363,-0.4653461236,-0.7381865388000001
ml_abx__clr__3,4.3790847536,1.1806752938,-0.8506758078000001,-1.0849211184
ml_abx__cst__1,1.726422371,1.0909294201,0.028131279000000002,0.3246570434
ml_abx__cst__2,1.0516872403,0.34981332860000003,-0.1056551542,0.579482291
ml_abx__cst__3,0.0910670378,0.052601713,-0.37157694010000003,0.464146029
ml_abx__ctrl__1,1.6667938,0.6886956187000001,0.15086632020000001,0.2862670263
ml_abx__ctrl__2,1.7756492327000002,0.8818793311,0.222737346,0.3376952083
ml_abx__ctrl__3,-0.4789833972,-0.045606936800000004,0.110231593,0.28355337740000003
ml_abx__ctrl__4,-0.5118450812,-0.15473528920000001,0.1137296101,0.2016907658
ml_abx__ctrl__5,-1.4937497663000001,-0.8408393299,-0.2725888385,-0.5270452958
ml_abx__ctrl__6,-0.9578647881000001,-0.5293933940000001,-0.3249760309,-0.5821610818
ml_abx__dox__1,8.1825315662,3.5381346389,-1.0704172995,-0.8909379665
ml_abx__dox__2,4.0014513152,1.3447736178,-0.7081142331,-0.9451145184
ml_abx__dox__3,4.5364266964,1.6418483891,-0.6930128134,-1.1784900915
ml_abx__glob__1,1.3916908817,0.7664709672000001,-0.0883783216,0.6581000238
ml_abx__glob__2,0.3649867341,0.2123944684,-0.099391956,0.8599772351
ml_abx__glob__3,-0.5863669168,-0.4949103771,-0.6044773846,0.1385184684
ml_abx__lvx__1,0.3935095229,0.4452887022,0.1316656856,-0.2185407695
ml_abx__lvx__2,-0.8817460693,-0.3065725411,-0.3193606792,-0.5237493508000001
ml_abx__lvx__3,-2.2745683371,-1.0653901961,-0.6585030624,-1.3008615058
ml_abx__mec__1,1.0218682757,0.5003779853,0.1392440415,0.5300976039
ml_abx__mec__2,-0.6773011828000001,-0.2745259463,-0.0994532634,0.3141896867
ml_abx__mec__3,-0.5806663459,-0.3291968871,-0.480013075,-0.0591681271
ml_abx__mem__1,1.8849852390000001,0.8785320043,0.1603490528,0.438793453
ml_abx__mem__2,-0.2652875206,0.189491509,0.1481114442,0.041449978400000004
ml_abx__mem__3,-1.2633271621,-0.889833552,-0.2173357595,-0.7209296585
ml_abx__nit__1,9.3701586819,3.9439224436,-1.7811438781,-0.0663100073
ml_abx__nit__2,7.9803651366,3.6619006651,-2.1307990097,-0.2772480386
ml_abx__nit__3,7.5092130494,3.44537946,-2.1228927186,-0.5173315996
ml_abx__ntx__1,8.2689059429,4.6294158335,-2.2152411398,0.13794225740000002
ml_abx__ntx__2,7.8151653031,4.7377670164,-1.7852927123,0.45533078930000004
ml_abx__nor__1,-0.2300676154,-0.0492565632,0.0597515543,-0.1599813379
ml_abx__nor__2,-1.1374272966,-0.8793098758000001,-0.43789696110000004,-0.1839737578
ml_abx__nor__3,-2.4526110639,-1.142862561,-0.8230746571,-1.000553978
ml_abx__pb__1,3.5430856021,1.9397996640000001,-0.12524527800000002,0.5793834407
ml_abx__pb__2,2.0989460981,1.0076629204,0.0012504047000000001,0.5914048513
ml_abx__pb__3,1.9713423878,0.7252991012000001,-0.38562192500000003,0.738351594
ml_abx__tmp__1,1.2232234245,0.6867114692,-0.30334683100000004,-0.3198325453
ml_abx__tmp__2,1.1443727082,0.5288573908,-0.3516716362,-1.6856781159
ml_abx__tmp__3,1.6781453195,0.1540473488,-0.6353873038,-1.7025706833
mut_abx__del_mutS_000nor__1,-0.09212289950000001,0.0286895022,-0.0732650834,-0.031780728700000004
mut_abx__del_mutS_000nor__2,-0.3655037264,-0.2746809819,0.1451301475,-0.2470601962
mut_abx__del_mutS_000nor__3,0.4576266258,0.24599147970000002,-0.0718650641,0.2788409249
mut_abx__del_mutS_125nor__1,-0.7399908095000001,-0.7236611131,0.1429632599,-0.23242710490000001
mut_abx__del_mutS_125nor__2,-0.9566381013,-0.5798887164000001,-0.0811107971,-0.3447267781
mut_abx__del_mutS_125nor__3,-0.1321401342,-0.360633755,-0.0296220658,-0.220306462
mut_abx__del_mutS_250nor__1,-0.2718735588,-0.5632084468,0.0344344757,-0.2770510078
mut_abx__del_mutS_250nor__2,-0.6600052582,-0.5719760002000001,0.11639725370000001,-0.43489242580000004
mut_abx__del_mutS_250nor__3,-0.5580904718,-0.6963330950000001,-0.0099816008,-0.3932892277
mut_abx__del_mutS_375nor__1,0.8562135922,-0.49300724370000004,0.027381407000000003,0.2603327419
mut_abx__del_mutS_375nor__2,0.6542598081000001,-0.3851153685,-0.0021052977,0.1163153344
mut_abx__del_mutS_375nor__3,1.3800432619,-0.28427359,0.007675045100000001,0.39293823990000004
mut_abx__del_mutS_500nor__1,3.4857439542,0.29714514540000003,-0.0219615704,0.7859913724
mut_abx__del_mutS_500nor__2,3.2252839067,0.3045990227,-0.0384265959,0.6523330356
mut_abx__del_mutS_500nor__3,2.9522965230000002,0.0637349116,0.0027122553,0.1594684261
mut_abx__del_mutS_625nor__1,4.047096806,0.4761626317,0.0488622045,0.1912951491
mut_abx__del_mutS_625nor__2,4.4493595231,0.6213963369000001,-0.0521707852,1.1449997337
mut_abx__del_mutS_625nor__3,3.8857936287,0.5645070705,0.0536458234,1.250561042
mut_abx__del_mutS_750nor__1,3.6614688534,0.5524871774,0.2102355732,1.4176613845000001
mut_abx__del_mutS_750nor__2,4.2596901593,0.6403383776,0.0696474088,1.2104512864
mut_abx__del_mutS_750nor__3,3.6757379739,0.6270196597000001,0.27220808020000004,1.3236244123
mut_abx__del_mutS_875nor__1,5.3107467604,1.0140175752,-0.0391154083,0.8547699826
mut_abx__del_mutS_875nor__2,4.5610499977,0.8200071835,0.1597704819,1.3846301315
mut_abx__del_mutS_875nor__3,4.9600971528,0.7948512533000001,0.0795000183,1.0138454204
nit_yeaG__wt_Nminus__1,-0.053664412,0.19055690560000002,-0.1884936433,-0.2966523447
nit_yeaG__wt_Nminus__2,0.053664412,-0.19055690560000002,0.1884936433,0.2966523447
nit_yeaG__wt_Nplus__1,1.4055445858,-0.9656605267,-1.7190140109,-0.487371274
nit_yeaG__wt_Nplus__2,2.488154716,-0.45755132800000003,-1.2072022831,0.24648453320000002
nit_yeaG__del_yeaG_Nminus_24h__1,-1.217978932,-1.1737231299,-0.6177819627000001,-1.0823461384
nit_yeaG__del_yeaG_Nminus_24h__2,0.748034481,0.9845964394000001,0.26971364000000003,0.7686622388000001
nit_yeaG__del_yeaG_Nminus_24h__3,-1.8024364329,-0.3500394564,-0.22090745590000002,-0.1156313083
nit_yeaG__del_yeaG_Nminus__1,-0.880874162,-0.1212304817,0.3425865314,-0.1149216552
nit_yeaG__del_yeaG_Nminus__2,-0.1332465367,0.11555560270000001,0.5901344861,0.2441574411
nit_yeaG__del_yeaG_Nplus__1,0.6113668134,-1.1595452378,-1.6983132169,-0.3027948613
nit_yeaG__del_yeaG_Nplus__2,1.9529140139,-0.8047897613,-1.3588102909,-0.06721356540000001
opex__amp__1,0.2118688151,0.1265981895,0.23653916330000002,0.20735438120000002
opex__amp__2,0.0796055229,-0.2938995529,0.085487013,0.0256314861
opex__amp__3,0.4046194053,0.3290340098,0.41686511940000004,0.3064775468
opex__bak_amp__1,-1.1088889075,-0.0852561359,1.0194685422,0.037830820200000004
opex__bak_amp__2,0.1122662175,-0.0625709536,0.4204358036,0.4811783807
opex__bak_amp__3,-0.1753317003,-0.2085846569,0.4085579958,0.5477686202000001
opex__bak_kan__1,0.0503834772,0.039987369,0.27011051210000003,0.5651400414000001
opex__bak_kan__2,-1.1133178333,-0.3270331501,0.8941414236,-0.0178645784
opex__bak_kan__3,0.2767890056,-0.1308847334,0.0156877098,0.6875318453
opex__bak_nor__1,0.3689290404,-0.057883931000000007,0.5051920776000001,0.4387658593
opex__bak_nor__2,0.372434011,0.2704803716,0.5877604111,0.4388912896
opex__bak_nor__3,-0.12944225580000002,-0.06681160380000001,0.30915803750000004,0.6243244893000001
opex__bak_rif__1,-1.6088694826,-0.17525105400000002,0.9327927276,-0.021139511200000002
opex__bak_rif__2,-0.10819842290000001,0.0487781695,0.4536204331,0.35806108070000003
opex__bak_rif__3,-0.8825906611000001,-0.036673351,0.5602036195,-0.0655820829
opex__chx_amp__1,-0.6724115564,-0.5746547653,0.0909256163,0.2170968093
opex__chx_amp__2,-0.6825785461,-0.1709850178,0.0884640688,0.0341583028
opex__chx_amp__3,-0.41510050940000004,-0.314256005,0.1923271449,-0.06883790470000001
opex__chx_kan__1,0.1150200081,0.034644993400000004,0.48588744580000004,0.1168036481
opex__chx_kan__2,-0.3253007096,-0.25851530040000004,0.27600203360000003,0.1261891338
opex__chx_kan__3,0.12209523600000001,-0.0564437751,0.21350687470000002,0.0060031047
opex__chx_nor__1,-0.6135719365,-0.17201282510000002,0.1951776101,-0.0471617841
opex__chx_nor__2,-0.3798281305,-0.29650274330000004,0.199062456,0.1317909055
opex__chx_nor__3,-1.2358605368,-0.16678182560000002,0.4182409442,-0.000507356
opex__chx_rif__1,-0.44963128160000004,-0.1685302303,0.22426504860000002,0.2944396418
opex__chx_rif__2,-0.012680314600000001,0.021433808800000002,0.1504918488,0.08657757790000001
opex__chx_rif__3,-0.10939234140000001,-0.2560893956,0.2183913043,-0.15243836600000002
opex__ctrl__1,0.0203681826,-0.1231340085,-0.0092459692,-0.060977236100000005
opex__ctrl__2,0.0336966016,0.1292540638,0.116360898,0.1401264251
opex__ctrl__3,-0.0540647842,-0.0061200552,-0.1071149289,-0.07914918900000001
opex__etoh_amp__1,-2.3100810007,-1.1978924445999999,-0.039059609200000005,0.1565876287
opex__etoh_amp__2,-3.2867397835,-1.9345308205,-0.054930333500000005,0.2790342484
opex__etoh_amp__3,-1.300570612,-0.8463369496,0.21852969390000002,0.2325448924
opex__etoh_kan__1,-3.2425137932,-2.1705741935,-0.1943326615,0.07596320570000001
opex__etoh_kan__2,-2.6694373467,-1.3014653292,-0.0943830518,0.1351039299
opex__etoh_kan__3,-2.2772173086,-1.3482835897,-0.2434598614,0.1927704775
opex__etoh_nor__1,-2.4655608431,-1.5841249107,-0.2931934637,0.14098871170000002
opex__etoh_nor__2,-1.1870681603,-1.2135500486,-0.212712759,-0.015999365300000002
opex__etoh_nor__3,-1.0256246755,-0.6390317846,0.1472130576,0.0503658858
opex__etoh_rif__1,-2.2277573859,-1.1593226901,-0.23707851400000002,-0.3348069162
opex__etoh_rif__2,-3.3689163136999998,-1.9843901448999999,-0.2859039242,-0.392951052
opex__etoh_rif__3,-2.0034638315,-1.2750534536,-0.337610083,-0.4157214896
opex__glual_amp__1,-0.42737691800000005,-0.3336676436,0.4890997312,0.2176369463
opex__glual_amp__2,-0.7606345792,-0.1793048883,0.5009889858000001,0.1072133666
opex__glual_amp__3,-0.1771029409,0.0569670627,0.5543321488,0.1286123824
opex__glual_kan__1,-0.6854435212000001,0.3136313243,0.6101591093000001,0.22614742710000002
opex__glual_kan__2,-0.9715635207000001,-0.3187215156,0.4789740021,0.38189227340000004
opex__glual_kan__3,-0.7502950802,-0.19962168100000002,0.5165466381,0.17133579540000002
opex__glual_nor__1,-0.6418662613,-0.33593884760000003,0.4417161377,0.1468243774
opex__glual_nor__2,-1.0627556152,-0.40270739520000004,0.4526815122,0.3736224957
opex__glual_nor__3,-0.9477483863,-0.4614416555,0.5544041639,0.0599994098
opex__glual_rif__1,-0.179315567,0.0644863962,-0.0884834688,0.0650839
opex__glual_rif__2,-0.1324349306,0.0098635714,-0.0741714435,0.07327022820000001
opex__glual_rif__3,-0.3130526608,0.080937563,0.0417403135,-0.1169926317
opex__h2o2_amp__1,-0.0886439299,0.2858624075,1.2348558833,0.2718133273
opex__h2o2_amp__2,0.2716515037,0.1911866895,1.1375740396,0.226503942
opex__h2o2_amp__3,-0.280610745,0.032388001300000004,1.0816160664,0.30415046230000004
opex__h2o2_kan__1,0.1044168724,0.2820763899,1.0179338555,0.20237956640000002
opex__h2o2_kan__2,-0.2396134959,0.2181142559,0.9822375756,0.3063496127
opex__h2o2_kan__3,-0.537114152,0.3042431948,0.8685840559,0.2595230659
opex__h2o2_nor__1,-0.4936843098,0.0456843308,1.0186291381,0.0827453938
opex__h2o2_nor__2,0.052582540100000005,0.257532088,0.9619419754,0.19306830800000002
opex__h2o2_nor__3,-1.0146556039,0.1963031418,0.9689489259,0.0675069831
opex__h2o2_rif__1,0.3151117707,-0.11294990340000001,-0.5507169554,-1.0135988511
opex__h2o2_rif__2,-0.9323548601,-0.0566884361,-0.5128883775,-0.7747005866000001
opex__h2o2_rif__3,-0.2725805858,-0.11137564550000001,-0.5507199287,-0.83717249
opex__ippoh_amp__1,-1.361616663,-0.5857331397000001,-0.0017372771,0.48374546
opex__ippoh_amp__2,-1.7618655052,-0.9565375714000001,-0.2253891458,0.3559413354
opex__ippoh_amp__3,-2.0649106389,-0.7211936168,-0.2253094873,0.5011152258
opex__ippoh_kan__1,-2.5978338816,-1.2247207001,-0.1950844514,0.3775755541
opex__ippoh_kan__2,-2.6689868321,-1.0278787681,-0.38321609770000004,0.5068639618
opex__ippoh_kan__3,-0.9507482718,-0.7477872398000001,-0.3281746144,0.49035703500000005
opex__ippoh_nor__1,-2.2721910937,-1.2192963946,-0.2075052722,0.5905879261
opex__ippoh_nor__2,-3.0518195411,-1.341760106,-0.2980292464,0.47295478420000003
opex__ippoh_nor__3,-2.8337022787,-0.8320809168000001,-0.20525045360000002,0.3270453648
opex__ippoh_rif__1,-2.3928108148,-1.2112652915,-0.3935014968,-0.3212800536
opex__ippoh_rif__2,-2.0453292603,-0.9285849209,-0.2939316055,-0.1667810023
opex__ippoh_rif__3,-3.1480415855,-1.4790808674,-0.3581052254,-0.1457684514
opex__kan__1,-0.070886444,0.1475673922,0.0595775361,-0.0871140761
opex__kan__2,0.27025555960000003,-0.053766167100000005,0.0305288252,-0.071092812
opex__kan__3,0.3945328113,-0.102524578,0.009163633400000001,-0.149400481
opex__nor__1,-0.31910270700000004,-0.21888402170000001,-0.045989096300000004,-0.20789760470000002
opex__nor__2,-0.7113846855,-0.18769237400000002,-0.0767669512,-0.2365154387
opex__nor__3,-0.33571201030000003,-0.1608672897,-0.0643436574,-0.22010310260000002
opex__paa_amp__1,-0.39373945400000004,-0.36230356350000004,0.2997862374,-0.036099849100000005
opex__paa_amp__2,-0.5794539635,-0.2919662789,0.2287315863,0.2201422381
opex__paa_amp__3,-0.15427545210000002,-0.38304190590000003,0.3750959031,0.0965136587
opex__paa_kan__1,-0.4607719926,0.15349412310000002,0.1323316051,-0.119101409
opex__paa_kan__2,0.21536740170000002,0.16764934780000001,0.11663640500000001,0.1240700847
opex__paa_kan__3,-0.1630860247,-0.12324282410000001,-0.0232740238,-0.5155587688000001
opex__paa_nor__1,0.48283361550000004,-0.4847035221,0.223540442,0.328507046
opex__paa_nor__2,0.15051076200000002,-0.4659735004,0.2613960658,0.1762947142
opex__paa_nor__3,-0.1359850474,-0.0103474247,0.27626287850000003,0.3503579766
opex__paa_rif__1,-0.041932979,0.1061496756,0.049997639100000005,-0.2999140281
opex__paa_rif__2,-0.0976682903,0.10503811560000001,0.0722391331,-0.1434798417
opex__paa_rif__3,-0.1816481542,-0.3925504657,-0.14921615200000002,-0.5482341095000001
opex__phenol_amp__1,1.3945061325,0.5770879760000001,-0.0294394678,0.2615455535
opex__phenol_amp__2,0.3766176218,0.5091494154,0.2672901672,0.022816547000000003
opex__phenol_amp__3,0.2882307733,0.5006124793,-0.0787248516,0.14322027310000002
opex__phenol_kan__1,1.1409194132,0.6849288598000001,0.44423051760000004,-0.2223309275
opex__phenol_kan__2,2.0260377531,0.7707889329000001,0.3099130599,0.0749752857
opex__phenol_kan__3,1.303855808,0.3683609144,-0.0743932271,0.1732170253
opex__phenol_nor__1,1.2681626674,0.1661489703,-0.23124170230000002,0.346582485
opex__phenol_nor__2,1.2686162085000001,0.6039487237,0.0582030097,0.1072366045
opex__phenol_nor__3,0.44603330680000003,0.16137678700000002,-0.3375194963,0.4683926286
opex__phenol_rif__1,1.0741381985,0.22066158630000002,-0.0309933135,-0.479230786
opex__phenol_rif__2,-0.0498125872,0.5229219537,-0.2579601595,-0.0028479629
opex__phenol_rif__3,0.2368924775,0.3438054835,-0.3064693972,-0.1658786465
opex__pvpi_amp__1,-0.453776161,0.0066804489,0.36746614920000004,-0.0397418659
opex__pvpi_amp__2,0.3038565876,0.4323645024,0.2961635037,-0.1179446096
opex__pvpi_amp__3,-0.1209383688,0.0803033209,0.2408168843,-0.0527826593
opex__pvpi_kan__1,-0.4968278478,0.012760453000000001,0.0039371689,-0.11058463780000001
opex__pvpi_kan__2,0.6560078658,-0.0820753536,0.0616059978,-0.1565136567
opex__pvpi_kan__3,-0.0287387898,-0.1414947358,0.148656964,-0.12906845890000002
opex__pvpi_nor__1,-0.1656407798,0.0094267136,0.4149453925,-0.2105805453
opex__pvpi_nor__2,0.32746998600000005,0.011100608900000001,0.2256326432,-0.3080714573
opex__pvpi_nor__3,-0.0479119534,-0.27897508600000004,0.092761073,-0.11237660390000001
opex__pvpi_rif__1,0.5035742322,0.2944963809,-0.21925000730000002,-0.4967893231
opex__pvpi_rif__2,0.0935125143,0.2592605779,-0.1713432605,-0.5093192857000001
opex__pvpi_rif__3,-0.16261397190000002,0.5885745882,-0.1275550754,-0.3969276883
opex__rif__1,-0.0141812822,0.2185624298,-0.1188444966,-0.1194489167
opex__rif__2,-0.10868157140000001,0.06835915170000001,-0.1361487248,-0.4480780991
opex__rif__3,0.3342321353,0.2092322922,-0.11329185450000001,-0.3204030815
opex__naocl_amp__1,-1.2238515913,-0.6320969121000001,-0.3721373451,0.2280423662
opex__naocl_amp__2,-1.0938009488,-0.4702985142,-0.37419648920000004,-0.3420724435
opex__naocl_amp__3,-1.0218838222,-0.688842625,-0.4224466892,-0.1789137036
opex__naocl_kan__1,-0.9038341822,-0.4919518714,-0.29863394050000003,0.1027047519
opex__naocl_kan__2,-0.1370960644,-0.47903217270000004,-0.3570339716,0.1911880287
opex__naocl_kan__3,-0.8133976957,-0.5237753457000001,-0.38204602730000004,-0.1491217709
opex__naocl_nor__1,-1.1407804734,-0.43569135270000003,-0.3324084704,0.09587075610000001
opex__naocl_nor__2,-1.2059315628,-0.3293659943,-0.38286241060000004,-0.1428046738
opex__naocl_nor__3,-0.6140304703,-0.5776419564,-0.26085353170000003,0.0473687988
opex__naocl_rif__1,-0.4701808764,0.09018075040000001,-0.2339598869,-0.1261292315
opex__naocl_rif__2,-0.1201147297,0.4250585636,-0.2886403155,-0.0805893801
opex__naocl_rif__3,0.20474450030000002,0.19425245730000001,-0.1376267776,-0.21293216110000002
phage_lysogen__wt_ctrl__1,0.18255181580000002,0.1871048573,-0.21440200510000001,-0.0032759179
phage_lysogen__wt_ctrl__2,0.36925881180000003,-0.0800287278,-0.1576300118,0.0168790308
phage_lysogen__wt_ctrl__3,-0.5518106276,-0.1070761295,0.37203201690000004,-0.0136031129
phage_lysogen__O104_H4__1,-0.2879360145,0.1448601473,-0.1497389388,-0.7187333214
phage_lysogen__O104_H4__2,0.1484914637,0.2651270053,-0.0369705902,-0.2746912703
