,A,CsgD,MlrA,ihfB,FliZ,CpxR,hns,MqsA,RstA,BtsR,OmpR,BasR,rcsB,Crp,RcdA,Cra
abx_mega__polmyx_h2o__3,-4.5781307216,-0.9744037716,1.2780255389000001,1.0533152899,1.2383038308,0.4746400404,-2.2776908039,-4.5705445763,0.4009654871,1.0987972827,0.5307188047,1.2387226803,-0.7911384837000001,-0.6950204566,1.1399817713,0.5883921036
abx_mega__naoh-6__1,-0.9229248581,-0.1838270472,0.0606353784,-0.2205498512,0.3342815029,0.1883531891,0.0793713315,-0.774654821,-1.7694781163000002,0.1740838029,0.3092463119,-0.22308598540000002,0.1634800951,0.245553549,-0.0650661993,-0.0315979718
abx_mega__cst_h2o__2,-0.330047857,0.1351455778,-0.2310656204,-0.9253991697,-0.1012611726,0.2915022264,0.1558267021,-0.8776913903,-0.16865406430000002,0.7202671857,0.0354806552,0.18643004840000002,-0.0108608639,-0.24882076420000002,0.5678826443,-0.3307579353
abx_mega__h2o-1b__2,-3.2465152114,-1.1854857380000001,-0.3151310713,-0.6949207847000001,-1.1984862062000001,0.4425020082,-0.16419339230000002,-2.1342488806,-1.0494250698,0.0263052585,-0.0226364747,-0.2540275014,-0.29027024430000004,-1.0972302127,-1.7848206651,-0.5558390831000001
abx_mega__rfp_h2o__1,3.9794788854,1.990320888,-0.1341408861,0.3662144094,-2.1752729067,-0.1315665405,0.3623619817,1.1705483076,-1.2744951226999999,0.3273401606,-0.445994702,-0.4100138156,-0.7538148141000001,-2.0210704043,-0.0485314793,-1.7615590003000001
abx_mega__tet_h2o__1,-0.0267361713,-0.1923906872,-1.1877083563,-0.9221896544,-0.9267373099,-0.5381750919,2.0592240575,-0.2521216348,-0.1383055823,0.8951411108,-0.9692820163,-0.7965752445000001,-0.45178054430000003,-1.6584843203,-0.9284218049,-1.7568379058999999
abx_mega__flavo_dmso__1,-4.7384956635,-0.3018407222,-0.0062611478,-0.3053163494,-1.0267122471,0.1159177101,0.37091103740000003,-1.9380608456,0.49917495570000003,0.5083405127,0.0111998207,0.3087822377,0.8322553125000001,-0.2397944182,-0.6089378944,0.1660500036
abx_mega__zeocin_h2o__1,-2.1314691646,-1.1041569323,0.44182885460000004,-1.4155199507,0.488730192,-0.0446682346,-0.6577122203,-1.8032010164,-0.8995165650000001,0.5443245556,0.1815884231,0.3891732254,-0.0165112528,0.1989831632,0.7824798166,0.48433845670000003
abx_mega__nor_naoh__3,0.0184600496,0.2316793765,-0.35084489620000003,-1.0599211097,-0.30970809600000004,0.338906971,-0.5185215767,-0.2719981492,-1.5454079309000002,-0.2303550472,-0.0038293603,0.1166790778,-0.3101327836,0.10670366340000001,0.357721286,-0.3263923486
abx_mega__rach_dmso__2,-1.7936667589000002,-1.0449605995,0.8522768716,-1.4386345449,0.2744020266,0.5562415157,-1.0589715228,-3.0659756712,-1.0584843104,-0.5775953592,0.15979272290000002,0.4161168167,-0.17232564490000002,-0.1227589166,-0.1684039334,0.46525192070000004
abx_mega__thio_dmso__2,-0.32134149,0.3972276413,-0.5933972288,-0.2803295697,-0.6725002051,-0.0432123226,1.8291972353000001,0.3025014089,1.07902244,-0.0813582149,0.6779784473,-0.8035009096,-0.6368717066,-1.4531793695,-1.7201653237999999,-2.0357395307
abx_mega__amyc-d_dmso__3,2.414865715,0.9377681066,0.6150162778,0.6293734383,-2.5418863935,0.1267051197,1.2003956974,0.8119611269,-0.2501455112,-0.08620188470000001,-0.0027039801,-0.23246738990000002,0.015310763500000001,-1.642695013,-0.4399939773,-1.6318591136
abx_mega__rif_dmso__2,0.6728436183000001,1.1147979541,0.8896699248000001,-0.2010869699,-0.5990711827,0.1220846799,-0.08934273300000001,0.0543943873,-0.2937619553,1.5915676361000002,-0.057831827200000005,1.3909799274,-0.12345032310000001,-0.659556922,1.3571809964,-0.4210968036
abx_mega__amyc-d_dmso__4,1.8362488675000002,1.3668197432,0.6855737394,1.2525770415,-0.6706961768,0.1032390752,0.6142965370000001,-0.5553068449,-0.1254237484,-0.30197332930000004,0.2395290558,-0.16627730170000002,-0.29047334280000003,-0.5482364304,0.2747094304,-0.8271836069
abx_mega__teix_dmso__3,-2.8712959471,-1.2856143744000001,-0.0043833939,-0.2896248806,-0.2693361888,0.033353407200000004,0.260286065,-1.9624010777,-0.6609791123000001,0.073363236,-0.20133303330000002,-0.2101058636,-0.054144064500000005,-0.1455592358,-0.09727922180000001,-0.235260515
abx_mega__valin_dmso__1,0.1443200151,0.0159763307,0.2467251071,-0.5997892775,-0.6643900960000001,0.0771250232,0.16706967650000001,-1.4191251771,1.4235901908,1.2872782107,0.0977400786,0.5799147779,-0.1193019948,-0.6506498564000001,0.6037970761,-0.5404264046
abx_mega__teix_dmso__4,-1.0511792509,-0.17060810040000002,-0.3595281128,0.1237988565,0.0537517973,0.33679936520000003,0.1257857565,-1.3998866754,-0.7672090345,0.5853373798,-0.1731119247,0.4112231127,-0.038148285500000004,-0.0665078507,0.6161387088,-0.1281517943
abx_mega__ethanol-10__1,-1.2163281055,-0.30863375120000003,0.2141903698,-1.5734086149,0.21829830690000002,-0.0753781119,-0.7342629081000001,-0.9305815567,-0.6205748151,0.07780838820000001,0.1487678026,0.2564390555,0.2665140512,0.0163008612,0.4428529947,0.8024695425
abx_mega__inh_h2o__1,-2.4542230013,-1.5956671107,-0.22514587930000002,-1.8638919299,0.059987513900000004,-0.22037630430000002,-1.0978060964,-1.6193651849,-1.6469386874,-0.6643197628,-0.1154322348,-0.1636535938,0.045553327000000005,0.3281616036,0.1216063036,0.6949377064000001
abx_mega__rif_dmso__3,-0.1262346194,-0.12933230310000002,-0.1357460181,0.6829585180000001,-2.2560026482,0.3819250746,-0.2585618173,-0.32097358530000003,-0.5332777475,0.732178031,0.0499241028,0.2386245412,-0.48884406680000003,-1.3897674496999999,-0.4853212142,-1.794658864
abx_mega__van_dmso__3,2.6433875014,0.5654120453,-1.1617263043000001,0.9236742301,-2.3216059006,0.1097132105,1.1449067451000001,1.0614699086,0.2830783455,-0.46170892010000003,0.970563084,-0.2201551974,0.0611810619,-0.94657928,-0.9419577822,-1.8545558817
abx_mega__doxo_dmso__1,-2.9408118869,-2.0741881581,0.007445832,-1.7925095215,-1.5089800009,-0.9470954505,-0.10031158700000001,-1.8774364569,-3.0218784256,0.1124789224,0.2354784533,0.5357573914,-0.49681002960000004,-0.11358356480000001,-0.43695514010000003,1.4236078071
abx_mega__tmp_dmso__1,-1.4087335725,-0.407538869,-0.2757941863,-1.0856227286,-0.6424534597,0.1187786171,-0.7813179918000001,-1.1443030039,-1.5973563736,0.443350672,-0.12300879810000001,0.2645151086,-0.3468336383,0.2090437913,0.7582547178,-0.1422608386
abx_mega__ethanol-10__2,-0.4164964761,-0.2843349638,0.28564166900000004,-1.5969538419,0.18363056530000002,-0.37192626370000004,-0.3833516295,-1.9529534362,-1.860385713,-0.3181902784,-0.15887796040000002,-0.3593987541,0.25837298810000003,0.156288703,0.3357495542,0.8253414572000001
abx_mega__tmp_dmso__2,-1.8978016978,-0.3321392553,-0.4334975627,-1.1365814194000001,-0.5437951596,0.10523402180000001,-0.9761935114,-1.4079089243,-1.8988234971,0.1282354954,-0.2950327203,0.2609475343,-0.38010313160000003,0.1914919696,0.7611499332,0.015944328900000002
abx_mega__amyc-d_dmso__5,1.9848755581000002,1.2752564573,0.4386899662,0.9335471945,-2.85537669,0.11645987860000001,0.8141585597000001,0.7415899840000001,-0.24919892740000002,-1.1520799735,-0.12181085,-0.4883850961,0.2413626441,-1.6521756011000002,0.0071890136,-1.6910187156
abx_mega__novo_h2o__4,-4.3932460091,-3.8035863592,-3.7000274468,-0.9001345086,-0.4674176111,-0.5797902723,-1.210879706,-0.7231036066000001,-0.7623089504,-1.8362995006,-1.2088695953,-0.27499806920000003,-0.7911374723,-0.2527058608,0.36822272970000003,-2.0946863412
abx_mega__cro_h2o__2,-4.6864344944,-2.7245380481,-0.7133157307,-1.5787237146000002,-0.0723936322,0.2694753345,-0.4207264389,-2.7634274934,-2.0111886134,-0.1249996619,-0.3427578203,0.7282148091,-0.1952157044,-0.30657057660000003,-0.2815320665,0.5257695536
abx_mega__cro_h2o__3,-4.2267215757,-1.6708471195999999,-0.43037953160000003,-1.5363409356000002,-0.4480011884,0.1633657727,-0.1412390832,-2.4020302549,-0.906670042,0.6241173979,-0.1827317372,0.29327261,-0.609664885,-0.2669976047,0.0449586817,0.2565888257
abx_mega__gen_h2o__2,-3.9063465985,-3.8035863592,0.47825364400000003,3.3245249795,-2.167161905,1.6826018297,0.1566361058,-0.8517884488,2.9961850389,-0.7831539452,1.1166449256,1.1216969576,-0.4692679061,-1.0307723459,-0.3199406293,-0.5893973720000001
abx_mega__phos_h2o__4,-7.6138604094,-3.8035863592,1.5239963643999999,1.3672523569,0.6280308407,0.2908099749,-1.6472988531000001,-4.0338669797,0.8337427122000001,0.313608755,0.6435918607000001,1.2847640095,-1.0053174348,-0.0309958632,0.3160186216,0.9156420854
abx_mega__metro_dmso__2,-0.07072473280000001,0.2814219423,0.0518256948,-0.2511288672,0.3715130968,0.6535301744,-0.5546784583000001,-1.1909912631,0.24179509910000002,0.11833496,0.062164166800000004,0.5347889159,0.31112856780000003,-0.3804310446,-1.0452168492,-1.1846501745
abx_mega__ery_h2o__2,-1.0060490379,-0.20027825970000002,0.5417249016,-1.2241393744,-1.3674934092,-0.9659850511,1.4076440849,-0.41445724780000004,0.37319178550000004,-0.3063117198,-1.2670821801,-2.3092550627,-1.3600508932,-2.3462003852,-0.7229860467,-2.2733299144
abx_mega__sacet_h2o__1,-5.9943338893,-2.4751979649,0.935489427,2.2712715973,-4.1396324298,-0.3306979439,-0.4974307236,-6.165385294,3.6299699167,1.8882562715,-0.2765149645,1.1024594978,1.0085622395,-0.6041545277,-0.4036770423,-0.3041345535
abx_mega__nal_naoh__5,-3.1328755468,-0.9461237601,-0.5322083118000001,-1.1236160881,-0.33899609740000003,0.6673118725,-0.6138928318,-1.4271154505,-2.007826822,-0.2557414243,-0.1831066381,-0.1316228106,-0.2640458865,-0.054980210200000004,-0.1260485334,-0.6094488481
abx_mega__bacit_h2o__4,-4.1614896864,-2.1007340297,-0.4738643583,0.16848949670000002,-1.4393239767,0.40760410700000005,1.2101434685,-1.9464077714,1.635142105,-0.7469192149,0.2993053109,-0.6430386722,0.6846513714,-0.7076949831,-0.9348206993,-1.0523985637
abx_mega__cip_naoh__3,-2.6976691497000003,-1.3071686394,-0.4059680043,-1.2601444012,-0.4572722638,0.7857297332000001,-0.9458503599,-1.9394346474000002,-1.5495344528000001,-0.1651839441,-0.23724329100000002,0.2031695785,-0.27457069230000003,0.1102525246,0.4019619721,-0.2124608039
abx_mega__ethanol-8__1,-2.622801688,-1.3252033813000001,0.6751978204,-1.4558741109,-0.9878976726,-0.1719491078,-0.0662886848,-1.7239220449000001,-1.6332880425,0.2957450474,-0.1041521138,0.1568699237,0.31500135900000004,-0.0590977866,0.4022336178,1.1846757806000001
abx_mega__h2o-8a__1,-1.158133815,0.2343315599,-0.8170932231,-1.5760854295,-0.057919253000000004,0.2277511855,0.368483396,-1.1807887288,-0.7505051125000001,0.7928122664,-0.17263219,0.0909434712,-0.13889101980000002,-0.22081801820000002,0.2368814447,-0.1143937765
abx_mega__ery_h2o__3,-0.9568329525,-0.914980279,-0.7547865097,-1.4715961776,-0.9059199235000001,-1.3023468236,1.6497301401,-1.1393152072000001,0.0117480519,0.6970184058000001,-0.6783684845,-1.4425391265,-1.1399060122,-2.3057897995,-0.5714752158,-2.2488264197
abx_mega__flavo_dmso__2,-3.9717895011,-2.5139062477,0.124731827,-1.5589412839999999,-0.0418427398,0.2237454573,-0.4935531869,-2.3331756767,-0.6318916889,0.3503233653,-0.0258698054,0.2394382387,-0.24371989530000002,-0.3165443482,-0.21645952340000002,0.5414791011
abx_mega__rif_dmso__4,-0.7517429655000001,0.0469713217,0.26982293560000004,0.3994912939,-1.9003735265000001,0.18654978860000002,-0.1927104984,-0.1955399821,-0.6184957588000001,0.2541791613,0.1123414239,0.0709826803,-0.4775378749,-1.5399098517,0.0353885154,-1.7994636388
abx_mega__novo_h2o__5,-1.1738728702,-1.9058063914,-3.270935324,-0.9678017240000001,-1.3002525699,-1.0206670439,-1.5963441003,-0.7000906751,-1.2699817475000001,-1.9837270791,-1.1501001018,-2.3889623932,-1.7118570858000002,-0.3411830033,-0.7801260147,-2.8797694036
abx_mega__teix_dmso__5,-3.8779471717,-0.6803221012,0.6186741543000001,-0.9608040567,-0.0090669077,0.0662030157,-0.5282387860000001,-2.511574718,-1.0818132772,0.5032151220000001,-0.09638969600000001,0.46462541090000004,-0.0598809391,-0.0340696975,0.2258211809,0.7292042436
abx_mega__naoh-2__1,-5.0538214876,-2.1944694033,-0.1973792821,1.2447894583,0.1985228637,0.5771612002000001,-0.9920622973000001,-5.5550354088,0.5371854876000001,0.6354762361,0.4013388826,1.0954304011,-0.4052864474,-0.31705369640000003,0.6345455889,0.1506402454
abx_mega__novo_h2o__6,-0.44527697800000005,-1.8578497174000002,-3.1528529606,-1.191436742,-1.3156570373,-1.067605701,-1.6064739720999999,-0.1421925678,-1.4743169907,-1.6267281024,-1.3151295487999999,-2.3907303488,-1.4593646224,-0.5697764494,-0.5432259311000001,-2.2825630053
abx_mega__ctx_h2o__3,-5.1486319803,-2.2472650376,-0.10931060540000001,-1.9337324817,-0.4149296213,-0.0380028156,-0.44548403010000004,-3.0617028518,-1.8371701689000002,0.20547109530000002,0.043956751200000005,0.41245867140000003,-0.610064783,-0.31765341210000003,0.0948712637,0.5598154293000001
abx_mega__rach_dmso__3,-2.5522816381,-1.1420452738,0.8547861577,-1.1366547883,-0.24544042270000002,0.40291101360000003,-1.1412490475000001,-2.7496514312,-1.453493417,-0.6317572363,0.3913643188,0.6597487619,-0.5003799224000001,-0.25011430100000004,-0.9708760814,0.0412895322
abx_mega__valin_dmso__2,-0.49661236350000004,0.5122115787,0.20205127250000002,-0.7399595053,-0.7259468871,0.16609462290000002,-0.2908981184,-1.0896691496,1.0272263806,1.6681220321999999,-0.016725366800000002,0.6115368084,-0.1628824402,-0.8373204843000001,1.0566176518,-0.39142262170000003
abx_mega__amyc-d_dmso__6,1.4770034,1.8295725113999999,1.2409146724,0.923138631,-2.0187565297,0.7824178825,1.5103860035999999,0.5613015553,1.0060775471,-0.9299490293,0.4807888792,-0.6824879938,0.8788865643,-1.2728116676,-0.18428861600000002,-1.5052256722
abx_mega__dox_dmso__2,0.057582550600000004,-0.1784524331,-0.2296044462,-0.6534829936000001,-0.27780351810000004,0.0390618168,0.3167035141,-0.6189775391,-0.7116459194,0.5432151369,0.2203089252,0.395293948,0.10188744500000001,-0.025511662,0.846837664,-0.4343343082
abx_mega__teix_dmso__6,-3.1883206389,-1.2097410504,0.8172888595000001,-1.1495585992,-0.3428818138,-0.17711142870000002,-0.6330348309,-2.4543801551,-1.3398382804,0.1508316396,-0.3267816206,0.3173450829,0.0220351497,0.1480773849,-0.017379381000000003,0.9490607440000001
abx_mega__naoh-6__2,-1.6695357738,-0.3545437273,0.43051733350000004,-0.3206835072,0.2934399706,0.10048710470000001,0.07720167730000001,-1.0680210304,-0.8288896606,0.2539935183,0.1430608821,-0.0219095971,0.1042984764,0.1439389809,0.3207542323,-0.13238774720000002
abx_mega__inh_h2o__2,-3.0743608799,-1.6387528747,-0.9323967875,-0.8808770448000001,-3.0996293374,-0.0587325101,0.7627488997,-1.0368659816,1.8776853494,0.1735572037,0.7818423893,0.96637025,1.6690300115,0.0779751018,-0.7774427064,-0.282860869
abx_mega__chl_h2o__3,-1.1452132668,0.1526841392,-0.2888314462,-2.0232756272,-2.979639997,-1.5803933219,0.2124759349,-1.2842162853999999,0.378890386,-1.0965914319,-1.5665836876,-2.1115733257000002,-0.7462975896,-2.8414442095,-1.3859931728000001,-1.5334891602
abx_mega__nal_naoh__6,-2.3706228633,-0.5959028851,-0.41437378280000003,-1.1867332256,-0.2488361346,0.5736189093,-0.5871436333,-0.9658851342,-1.9399590354,-0.45011777300000005,-0.1235610792,-0.18504873700000002,-0.2561679216,0.0426535923,0.042016431800000004,-0.5990392219
abx_mega__chl_dmso__2,-0.6785460332000001,-0.5742778426,-0.9933360743,-0.9006154946,-2.3852818131999998,1.4931992555,1.3294801396,-0.9094641829000001,2.4443809053,-1.2446213632,1.0408393412999999,-0.5526522714000001,0.0376951013,-1.6022828696,-0.5170058805000001,-0.9108944941
abx_mega__rach_dmso__4,-1.7296708067000002,-1.2737479848,0.8419256049,-1.631366638,0.1910102699,0.42669449330000003,-1.4197035738000001,-3.0654087999,-1.1088200306,-0.8816322191,0.0940021038,0.5686380751,0.0376989069,-0.0800003088,-0.6838096886,0.6804196523
abx_mega__teix_dmso__7,-2.481591517,-1.1363005873,0.9167930841,-1.033868219,-0.036463504,0.10323332660000001,-0.6108595821,-2.0007742544,-1.3991208843,0.3749917431,-0.1258983222,0.34450673260000003,0.22803191960000002,0.0001683552,-0.5303019315,0.7349275142
abx_mega__ceru_ethanol__1,-0.364019038,0.7535446667,1.6810927697,-0.7600665551,-0.8707349821,-0.0839838975,0.2242706458,-0.26764916,1.5898904734000001,0.1349712883,0.0025046124,0.8431020487,1.1473217454,0.1315329539,-0.45408417700000003,0.6911968565000001
abx_mega__dmso-7__1,-1.2136639803,-0.5703735367,1.231052356,-0.4911206664,0.39644299200000005,0.5080663899,-0.35666103660000004,-1.4544775966,-0.7196567742000001,0.1373434105,-0.1115132005,0.5548494227,0.2067303016,-0.1486598298,-0.5617785873,0.6084073021
abx_mega__naoh-6__3,-1.0994382318,-0.3051400824,-0.0808012296,-0.30821672310000003,0.357894368,0.1148339533,0.0738984884,-0.864239987,-1.0673187662,0.0633359129,0.2377957947,0.06816895540000001,0.17038699200000001,0.232671539,0.10279629480000001,0.0359138691
abx_mega__phos_ethanol__2,-1.997286247,-0.8589084081,0.8950600578000001,-1.1953659872,0.30240131670000003,0.058115575200000005,-0.433145702,-1.156952939,-0.7963897641000001,0.6643141745000001,0.2278134453,0.3789707658,0.17986766980000002,0.2168248136,0.008140155100000001,0.5805534557
abx_mega__metro_dmso__3,-1.7243446431,-1.448590102,-0.3564498205,-0.137280135,0.4065183956,0.6637942684,-0.6412482763,-1.0036360593,-0.4747129712,-0.15361779720000002,0.2215955597,0.1418474193,0.26920249900000004,-0.3791651303,-0.287071654,-1.2865579975
abx_mega__van_dmso__4,1.1645017347,0.1902424069,-1.0419827055,1.2171043994,-2.2230310181,0.2701480981,1.1447981062,0.9425760049,0.3406282216,-0.6362651389,0.8845041095,-0.3037073348,-0.0732952799,-0.8353134788000001,-0.5134169985,-1.8854855527
abx_mega__h2o-10__1,-1.7621549065000002,-0.5335429981,-0.18601371400000002,-1.5275886062000001,0.4197516042,-0.23625456590000002,-0.6626112262,-1.4317032332,-0.9929572215,-0.5472499258,-0.1091813461,-0.1540990985,0.0109278966,-0.0202364792,0.12259394600000001,-0.3937749486
abx_mega__h2o-10__2,-1.3527222856,-0.7445352831000001,0.4431240228,-1.9308061206,0.27261994300000003,-0.1953878215,-0.8352204546,-1.3305132671,-1.0943012112,-0.3786364887,0.2458473521,0.3152480818,-0.056357022300000004,-0.0607073754,-0.1180954268,0.0569337061
abx_mega__dmso-6__3,0.8938193747000001,-0.2295948009,0.8081389185000001,0.33441959600000004,0.12147280120000001,0.41245130760000004,-0.07028935430000001,-1.0883877974,0.22019726250000002,0.6872469521,0.08007219460000001,0.735390854,0.0131951002,-0.2527744328,-0.1265427421,0.1522864267
abx_mega__mem_dmso__1,-3.3001584918,-1.799923663,-0.3570922722,-1.6562199957,-0.1079874895,0.1265414432,-0.7804220612,-1.4341179861,-1.4202066237,0.2763011145,-0.5219775286,-0.1039914038,-0.2874357758,-0.1981004934,-0.2272254042,0.1717118156
abx_mega__ethanol-8__2,-1.5155776634,-0.4904980236,0.5441821913,-0.9106399612,-1.3506261458,-0.1076750762,0.18569160680000002,-1.4102887528,-0.7133937306,0.7213535626,0.0806817422,0.5457856537,0.27453637470000003,-0.021523506600000002,0.6744752739000001,1.0669769225
abx_mega__chl_h2o__4,-2.2495364021,-0.5026009468,-1.1212645569,-1.9080504914,-2.3509419834,-1.6254863923,0.3072247456,-1.3904467533,0.2244230146,-0.7232859984000001,-1.5549689243,-2.0654049466,-0.6869531291000001,-2.6700349591,-1.3846613213,-1.5300362451
abx_mega__van_h2o__1,-4.0267813946,-2.5881630541,-1.5635954018,-0.9515812199,-0.7674267516000001,-0.1016900835,1.2287761301,-1.2486117501,0.7710676094000001,0.5952169775,-0.6557830738,-1.0177403233,0.4329179892,-0.9103162108,-0.129892755,-0.9539721666000001
abx_mega__dcs_h2o__1,-2.7082413683,-0.7991531455,0.5364227861,-1.2671154485,0.365407288,-0.20921000110000001,-1.1055211989,-1.5478339924,-1.3411946465,0.1870814597,-0.1371540394,0.0899265804,0.2446024339,0.0943710534,-0.4933353607,0.49571781130000003
abx_mega__rif_dmso__5,0.23095936350000001,0.6256341865,0.4649622054,-0.0163777134,-0.5055140204,0.2940651697,0.2912144672,-0.2747914922,-0.9932076908,0.5862269935000001,0.2649971947,0.543692394,0.030424287100000003,-0.1829334597,0.6025172634,-0.3398812852
