,iModulon,Gene
0,0,STM2455
1,0,STM2457
2,0,STM2458
3,0,STM2459
4,0,STM2460
5,0,STM2461
6,0,STM2462
7,0,STM2463
8,0,STM2464
9,0,STM2465
10,0,STM2466
11,0,STM2467
12,0,STM2468
13,0,STM2469
14,0,STM2470
15,1,STM1204
16,1,STM1371
17,1,STM1431
18,1,STM2408
19,1,STM2773
20,1,STM2774
21,1,STM2775
22,1,STM2776
23,1,STM2777
24,1,STM2805
25,1,STM2806
26,1,STM2807
27,1,STM2808
28,1,STM2861
29,1,STM2862
30,1,STM2863
31,1,STM2864
32,1,STM4552
33,2,STM1761
34,2,STM1762
35,2,STM1763
36,2,STM1764
37,2,STM1765
38,3,STM0194
39,3,STM0584
40,3,STM0585
41,3,STM0586
42,3,STM0587
43,3,STM0588
44,3,STM0590
45,3,STM0593
46,3,STM0595
47,3,STM0596
48,3,STM0597
49,3,STM0598
50,3,STM0599
51,3,STM1204
52,3,STM2199
53,4,STM2749
54,4,STM2750
55,4,STM2751
56,4,STM2752
57,4,STM2753
58,5,STM1761
59,5,STM1762
60,5,STM2254
61,5,STM2255
62,5,STM2256
63,5,STM2257
64,5,STM2258
65,5,STM2259
66,5,STM2260
67,5,STM2261
68,5,STM3474
69,5,STM3475
70,5,STM3476
71,5,STM3813
72,5,STM3814
73,5,STM3815
74,5,STM3817
75,5,STM3818
76,5,STM4277
77,5,STM4278
78,5,STM4279
79,5,STM4280
80,5,STM4281
81,5,STM4282
82,6,STM0012
83,6,STM0013
84,6,STM0014
85,6,STM0450
86,6,STM0487
87,6,STM0504
88,6,STM0666
89,6,STM0668
90,6,STM0669
91,6,STM1079
92,6,STM1251
93,6,STM1647
94,6,STM1684
95,6,STM1685
96,6,STM2660
97,6,STM2681
98,6,STM2866
99,6,STM3297
100,6,STM3449
101,6,STM3497
102,6,STM3498
103,6,STM3510
104,6,STM3511
105,6,STM3593
106,6,STM3594
107,6,STM3726
108,6,STM3808
109,6,STM3809
110,6,STM4091
111,6,STM4327
112,6,STM4330
113,6,STM4408
114,7,STM2832
115,7,STM2833
116,7,STM2834
117,7,STM2835
118,8,STM2282
119,8,STM2283
120,8,STM2284
121,8,STM2285
122,8,STM2286
123,8,STM3526
124,8,STM4085
125,8,STM4086
126,8,STM4087
127,9,STM1088
128,9,STM1090
129,9,STM1091
130,9,STM1239
131,9,STM1855
132,9,STM2066
133,9,STM2878
134,9,STM2879
135,9,STM2881
136,9,STM2882
137,9,STM2883
138,9,STM2884
139,9,STM2885
140,9,STM2886
141,9,STM2899
142,10,STM0066
143,10,STM0533
144,10,STM0534
145,10,STM1232
146,10,STM1428
147,10,STM1430
148,10,STM1883
149,10,STM2362
150,10,STM2363
151,10,STM2487
152,10,STM2499
153,10,STM2500
154,10,STM2565
155,10,STM3053
156,10,STM3054
157,10,STM3055
158,10,STM3333
159,10,STM3633
160,10,STM3747
161,10,STM3851
162,10,STM4175
163,10,STM4176
164,10,STM4268
165,11,STM0781
166,11,STM0782
167,11,STM0783
168,11,STM1171
169,11,STM1172
170,11,STM1183
171,11,STM1184
172,11,STM1300
173,11,STM1626
174,11,STM1798
175,11,STM1915
176,11,STM1916
177,11,STM1917
178,11,STM1918
179,11,STM1919
180,11,STM1920
181,11,STM1921
182,11,STM1922
183,11,STM1923
184,11,STM1950
185,11,STM1955
186,11,STM1956
187,11,STM1959
188,11,STM1960
189,11,STM1961
190,11,STM1962
191,11,STM2314
192,11,STM3138
193,11,STM3151
194,11,STM3152
195,11,STM3216
196,11,STM3217
197,11,STM3577
198,11,STM3611
199,11,STM4533
200,12,STM0159
201,12,STM0293
202,12,STM0295
203,12,STM0335
204,12,STM0345
205,12,STM0763
206,12,STM0972
207,12,STM1265
208,12,STM1268
209,12,STM1332
210,12,STM1554
211,12,STM1856
212,12,STM1941
213,12,STM2086
214,12,STM2087
215,12,STM2088
216,12,STM2089
217,12,STM2137
218,12,STM2138
219,12,STM2232
220,12,STM2743
221,12,STM2746
222,12,STM2747
223,12,STM2879
224,12,STM2903
225,12,STM3519
226,12,STM3522
227,12,STM3715
228,12,STM3717
229,12,STM3718
230,12,STM3719
231,12,STM3720
232,12,STM3845
233,12,STM3846
234,12,STM4156
235,12,STM4157
236,12,STM4472
237,12,STM4499
238,12,STM4522
239,13,STM0260
240,13,STM0404
241,13,STM0820
242,13,STM0837
243,13,STM0852
244,13,STM0975
245,13,STM1156
246,13,STM1225
247,13,STM1226
248,13,STM1327
249,13,STM1477
250,13,STM1707
251,13,STM1835
252,13,STM2068
253,13,STM2125
254,13,STM2136
255,13,STM2159
256,13,STM2546
257,13,STM3168
258,13,STM3220
259,13,STM3384
260,13,STM3789
261,13,STM3790
262,14,STM4300
263,14,STM4301
264,14,STM4302
265,15,STM0543
266,15,STM0544
267,15,STM0545
268,15,STM0546
269,15,STM0547
270,15,STM0548
271,15,STM0551
272,16,STM1349
273,16,STM1749
274,16,STM2204
275,16,STM2205
276,16,STM2206
277,16,STM3070
278,16,STM3474
279,16,STM4415
280,17,STM2340
281,17,STM2341
282,17,STM2342
283,17,STM2343
284,17,STM2344
285,18,STM0010
286,18,STM0069
287,18,STM0101
288,18,STM0106
289,18,STM0142
290,18,STM0259
291,18,STM0266
292,18,STM0307
293,18,STM0316
294,18,STM0350
295,18,STM0426
296,18,STM0490
297,18,STM0500
298,18,STM0512
299,18,STM0564
300,18,STM0573
301,18,STM0574
302,18,STM0582
303,18,STM0583
304,18,STM0771
305,18,STM0825
306,18,STM0827
307,18,STM0841
308,18,STM0843
309,18,STM0844
310,18,STM0853
311,18,STM0952
312,18,STM1060
313,18,STM1083
314,18,STM1087
315,18,STM1088
316,18,STM1129
317,18,STM1215
318,18,STM1301
319,18,STM1318
320,18,STM1422
321,18,STM1429
322,18,STM1472
323,18,STM1476
324,18,STM1501
325,18,STM1678
326,18,STM1695
327,18,STM1696
328,18,STM1804
329,18,STM1808
330,18,STM1897
331,18,STM1934
332,18,STM1981
333,18,STM2057
334,18,STM2058
335,18,STM2130
336,18,STM2162
337,18,STM2163
338,18,STM2202
339,18,STM2218
340,18,STM2219
341,18,STM2234
342,18,STM2287
343,18,STM2351
344,18,STM2371
345,18,STM2420
346,18,STM2425
347,18,STM2437
348,18,STM2443
349,18,STM2474
350,18,STM2495
351,18,STM2509
352,18,STM2527
353,18,STM2553
354,18,STM2577
355,18,STM2641
356,18,STM2645
357,18,STM2752
358,18,STM2753
359,18,STM2783
360,18,STM2788
361,18,STM2791
362,18,STM2792
363,18,STM2807
364,18,STM2808
365,18,STM2864
366,18,STM2979
367,18,STM2983
368,18,STM3027
369,18,STM3031
370,18,STM3036
371,18,STM3118
372,18,STM3166
373,18,STM3269
374,18,STM3350
375,18,STM3527
376,18,STM3546
377,18,STM3626
378,18,STM3633
379,18,STM3669
380,18,STM3737
381,18,STM3821
382,18,STM3899
383,18,STM3944
384,18,STM3960
385,18,STM4020
386,18,STM4172
387,18,STM4245
388,18,STM4282
389,18,STM4296
390,18,STM4339
391,18,STM4355
392,18,STM4399
393,18,STM4451
394,18,STM4466
395,18,STM4530
396,18,STM4552
397,18,STM4592
398,19,STM1996
399,19,STM3649
400,20,STM0865
401,20,STM1253
402,20,STM1269
403,20,STM2080
404,20,STM2296
405,20,STM2297
406,20,STM2298
407,20,STM2299
408,20,STM2300
409,20,STM2301
410,20,STM3707
411,20,STM4291
412,20,STM4292
413,20,STM4293
414,21,STM0330
415,21,STM0331
416,21,STM0332
417,21,STM0333
418,21,STM0742
419,21,STM2236
420,21,STM3356
421,22,STM0413
