,-0.05459755133333333,-0.027298775666666664,0.0,0.027298775666666664,0.05459755133333333,0.08189632699999999,0.10919510266666665,0.13649387833333332,0.16379265399999998,0.19109142966666665,0.2183902053333333,0.24568898099999997,0.27298775666666664,0.3002865323333333,0.32758530799999996,0.3548840836666666,0.3821828593333333,0.40948163499999995,0.4367804106666666,0.4640791863333332
thresh,-0.040948163499999995,0.040948163499999995,3,,,,,,,,,,,,,,,,,
unreg,2,202,5115,205,18,3,2,3,1,0,2,0,2,1,1,0,0,0,0,0
LldR,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ErbR,0,1,5,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
unreg_genes,['PA5046' 'pntAB'],[],[],[],"['PA0797' 'sth' 'PA3614' 'PA4604' 'fdnG' 'PA4605' 'mqoB' 'PA3568' 'glcB'
 'PA3270' 'argA' 'PA0789' 'erbR' 'PA0742' 'PA0483' 'PA4198' 'PA2746a'
 'PA4606']",['idh' 'mdcA' 'PA3231'],['PA4289' 'PA3271'],['PA1333' 'PA2679' 'PA3232'],['PA5445'],[],['PA3233' 'PA3038'],[],['acsA' 'PA4290'],['PA3234'],['PA3235'],[],[],[],[],[]
LldR_genes,[],[],[],['lldR' 'PA4772'],['lldD'],['lldP'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ErbR_genes,[],['exaB'],['exaA' 'eraS' 'exaC' 'eraR' 'pqqA'],[],['pqqH'],['pqqC' 'pqqD' 'pqqE'],['pqqB'],[],[],[],[],[],[],[],[],[],[],[],[],[]
