sample,new_1168918_1169042
LBexp_1,8.9155
LBexp_2,8.8148
LBexp_3,8.6567
LBtran_1,8.5252
LBtran_2,8.429
LBtran_3,8.7362
LBstat_1,8.599
LBstat_2,8.4477
LBstat_3,8.261000000000001
LBGexp_1,8.4044
LBGexp_2,8.7247
LBGexp_3,8.6756
LBGtran_2,8.5691
LBGtran_3,9.0947
LBGstat_1,7.2526
LBGstat_2,7.3171
LBGstat_3,8.0713
S0_1,7.8304
S0_2,8.1161
S0_3,8.2933
S1_1,8.7867
S1_2,8.8715
S1_3,8.7803
S2_1,8.6838
S2_2,8.5477
S2_3,8.3959
S3_1,11.6179
S3_2,11.7141
S4_1,12.8703
S4_2,13.0244
S4_3,12.8956
S5_1,13.0152
S5_2,13.7826
S5_3,13.7493
S6_1,13.3812
S6_2,12.6946
S6_3,13.6945
S6/t_1,13.5471
S6/t_2,11.9048
S6_4,12.5072
S6_5,13.3423
S6_6,13.2944
S7_4,12.8403
S7_5,12.5458
S7_6,12.6433
S8_4,12.4949
S8_5,11.5494
G135_1,8.7277
G135_3,7.9638
G150_1,8.456
G150_2,8.6734
G150_3,8.8621
G180_1,8.3813
G180_2,8.6096
G180_3,7.8678
C30_1,9.0133
C30_2,8.9947
C90_1,9.5966
C90_2,9.3193
BI_1,8.258
BI_2,8.3144
BC_2,8.54
BC/t_1,8.3847
BC/t_2,9.4919
BC_1,7.978
Sw_1,7.1187
Sw_2,7.242000000000001
BT_1,12.2905
BT_2,11.5312
B36_1,12.1568
B36_2,12.0221
B60_1,11.053
B60_2,10.7817
M9exp_1,9.0304
M9exp_2,8.7246
M9exp_3,8.3618
M9tran_1,8.605
M9tran_2,8.5755
M9tran_3,8.4711
M9stat_1,9.7605
M9stat_2,8.4898
M9stat_3,8.0744
M+G_1,9.3366
M+G_2,8.5719
M+G_3,8.4583
Glu_1,8.737
Glu_2,8.6547
Glu_3,8.8264
Fru_1,8.7961
Fru_2,8.9887
Fru_3,8.3157
Mal_1,8.1039
Mal_2,8.7661
Mal_3,8.5115
G+S_2,11.2389
G+S_3,11.7692
Pyr_1,10.4584
Pyr_2,11.0869
Pyr_3,10.9309
Gly_1,8.2061
Gly_2,8.2433
Gly_3,8.1037
Glucon_1,9.3292
Glucon_2,8.9712
Glucon_3,8.4798
aero_1,9.0444
aero_2,8.2807
aero_3,8.8123
nit_1,10.592
nit_2,9.5524
nit_3,9.8701
ferm_1,9.8088
ferm_2,8.8367
ferm_3,9.9871
T-5.40H_1,9.3818
T-4.40H_1,9.0255
T-3.40H_1,8.9261
T-2.40H_1,8.4461
T-1.40H_1,8.4107
T-1.10H_1,8.4753
T-0.40H_1,8.2355
T0.0H_1,8.2503
T0.30H_1,7.9028
T1.0H_1,7.6578
T1.30H_1,7.8994
T2.0H_1,8.2086
T2.30H_1,8.2616
T3.0H_1,8.5226
T3.30H_1,9.3906
T4.0H_1,9.7539
T5.0H_1,10.1526
HPh_1,8.8944
HPh_2,8.271
HPh_3,8.5709
LPh_1,8.8537
LPh_2,9.0672
LPh_3,8.888
LPhT_1,8.1166
LPhT_2,7.9516
LPhT_3,8.1673
SMMPr_1,9.461
SMMPr_2,9.4764
SMMPr_3,9.2152
HiTm_1,8.4537
HiTm_2,9.0886
HiTm_3,9.1501
LoTm_1,11.3505
LoTm_2,11.388
LoTm_3,11.6234
HiOs_1,9.6204
HiOs_2,9.3782
HiOs_3,9.631
BMM_1,8.4428
BMM_2,8.3701
BMM_3,8.4208
Heat_1,9.1367
Heat_2,8.9964
Heat_3,9.005
Cold_1,7.5744
Cold_2,7.5249
Cold_3,7.4753
Etha_1,8.2686
Etha_2,8.267000000000001
Etha_3,8.2023
SMM_1,8.4409
SMM_2,8.4085
SMM_3,8.5455
Salt_1,8.2269
Salt_2,8.2975
Salt_3,8.1242
Mt0_1,8.8857
Mt0_3,8.8628
M0t45_1,9.2663
M0t45_2,8.7598
M0t45_3,9.3894
M0t90_1,8.3811
M0t90_2,8.4046
M0t90_3,8.4644
M40t45_1,9.0916
M40t45_2,8.3954
M40t45_3,9.3774
M40t90_1,8.3019
M40t90_2,8.1989
M40t90_3,8.589
dia0_1,8.5883
dia0_2,8.7401
dia0_3,8.8653
dia5_1,8.8408
dia5_2,9.504
dia5_3,9.1508
dia15_1,10.68
dia15_2,10.5618
dia15_3,9.4409
Diami_1,9.1726
Diami_2,9.1638
Diami_3,9.5087
Paraq_1,9.0201
Paraq_2,9.0638
Paraq_3,7.9436
H2O2_1,8.9023
H2O2_2,9.3901
H2O2_3,9.5817
Oxctl_1,8.7018
Oxctl_2,8.6292
Oxctl_3,8.9581
GM-0.1_1,8.341000000000001
GM-0.2_1,8.6133
GM+5_1,8.3449
GM+15_1,8.6596
GM+25_1,8.7994
GM+45_1,8.7479
GM+60_1,8.7643
GM+90_1,8.6973
GM+120_1,8.5097
GM+150_1,8.4188
GM-0.1_2,8.6549
GM-0.2_2,8.7417
GM+5_2,8.4507
GM+10_2,8.3838
GM+15_2,8.6136
GM+25_2,8.414
