,A,NtrC,RpoN
R2,,0.4775819484177086,0.05928298656208619
xmin,,-5.0016790975,-2.3873792415
xmid,,-1.3176873140591558,-0.5853593367539355
xmax,,3.6263915463,1.8751403472
ystart,,-3.6121830992146866,-2.2958394966337514
yend,,8.985584384857,2.386880792596959
SRX1125282,0.5146670414,0.0592910135,-0.1868415971
SRX1125283,0.9498674941,-0.424825732,-0.20162633530000001
SRX1125284,0.6781770279,-0.0994417377,-0.1942665755
SRX1125285,1.6089987341,-0.1519072109,-0.1859665862
SRX1125286,-0.3196837877,-0.3824087766,-0.1681106608
SRX1125287,-0.025412772400000002,-0.448447001,-0.3706350145
SRX1125288,0.25033010310000003,-0.1184629314,0.3031607257
SRX1125289,1.8517828143,0.1590714269,0.039643016600000004
SRX1125290,1.4775008724,0.1223935872,-0.0013643723
SRX1125291,0.8144045989,0.9967064014,-0.0414927971
SRX1125292,0.3662855552,-0.7361129937,-0.0746450885
SRX1125293,1.0420634995,-0.6405521565,-0.23586419190000002
SRX1125294,-0.7649971445,0.0591719178,-0.1163191286
SRX1125295,1.3074820722,-0.2093034258,-0.0736221406
SRX1125296,1.8275617808,-0.2268632747,-0.17730413120000002
SRX1125297,1.2112413142,0.0409081286,0.020768331
SRX1125298,-0.6282911151,-0.6022708777,-0.0944720948
SRX1125299,-0.1780702012,-0.6028329505000001,-0.2044310802
SRX5694250,1.0892648305,-0.1115697667,1.436026237
SRX5694251,-4.3693156331,-1.7993250065000002,-0.4394529035
SRX5694252,2.1700367259,0.8448972578,0.8772278743
SRX5694253,-0.3627282169,0.2475318243,0.48399777580000003
SRX5694254,-0.846522019,0.8994530527,0.5157631166000001
SRX5694255,-0.4500164239,-3.3432007434,-0.47626519900000003
SRX5694256,1.2496850377,0.7452309176,0.2802484757
SRX5694257,-0.7763858241,0.1982681888,0.5245333254
SRX5694258,-1.4419792756,0.3183510645,0.6253545409
SRX5694259,-0.7552710583000001,-2.1655067332,-1.1569223535
SRX5694260,-0.31006105040000004,0.5621982431,0.47138731170000003
SRX5694261,-0.1350009825,0.6286643575,1.1163565781
SRX5694262,-1.1544047509,-1.5043904156,1.0148136427
SRX5694263,0.29862129670000004,0.5145998028000001,0.17737386800000002
SRX5694264,-0.5433365985,0.7579620619,0.29679740990000003
SRX5694265,2.3488190109,0.8072916207,0.0454729513
SRX5694267,-1.5280650432,0.2591828654,0.3122538416
SRX5694268,-1.4203339938,0.5839353238,0.2227196066
SRX5694269,0.47925632370000004,0.5927965196,0.5063994107
SRX5694271,-1.9642781663000002,0.16968930270000002,0.3051735166
SRX5694273,-4.7562574687,-1.84200958,-0.5165923039
SRX5694274,0.15468280950000002,0.452291645,0.2233186073
SRX5694275,-4.3867035552,1.167500488,0.29327006640000003
SRX5694276,-2.8449471192,-2.3275242281,-0.4751825277
SRX5694277,-0.44208673870000004,1.0006758113,0.7141301084
SRX5694278,-5.8258028881,-1.9103520652000001,-0.1250149644
SRX5694279,-1.5525676297,0.2878034512,0.1832669966
SRX5694280,-1.9344622474,0.1658886605,0.24005400300000002
SRX5694281,-0.9832292607,0.5748562228,0.46972722450000004
SRX5694282,10.6383250254,-1.6083411718,-1.4643864076
SRX5694283,-1.2993981822,-0.0382251755,0.1260201991
SRX5694284,0.1099082205,0.7113152838,0.3343991052
SRX5694285,-0.9124195698,1.0524685235,0.4390523529
SRX5694286,-0.2690379841,1.1128885472,0.0244285967
SRX5694287,-2.2512158963,-1.4604834374,0.8885968622
SRX5694288,-0.042737520200000004,0.47983204630000004,0.0717713583
SRX5694289,-0.265329283,0.7510258354,0.0577123861
SRX5694290,-0.0136577855,0.9003964777000001,0.3177105557
SRX5694291,-0.9133203344,-3.338719707,-0.515894651
SRX5694292,-0.6268376268,0.9491077301,0.5026956472
SRX5694293,-1.7132591877,0.1817953123,0.25320663050000003
SRX5694294,-1.8602907456,-0.3447722508,0.399044075
SRX5694295,-3.8788542904,0.6331302499,-0.1980047811
SRX5694296,-1.107090276,0.6431555454,0.44623232
SRX5694297,-4.6009474338,-1.9347585843,-1.6569644717
SRX5694298,0.45876742270000004,1.5539798591,0.3805901292
SRX5694299,-0.2751404071,-0.0019869059,0.1000790257
SRX5694300,1.3516655677,-0.9550975944000001,-0.6047470268
SRX5694301,-1.3200131752,1.2126038991,0.5817327388
SRX5694302,2.0624967054,1.0402574125,0.4131544234
SRX5694303,1.81886094,1.1947534586,0.3139018471
SRX5694304,1.417242916,-0.1685040766,-0.4614786729
SRX5694305,-2.3747939624,-1.8120775748,-0.8711782534
SRX5694306,1.866697774,0.010405266,1.6330404249
SRX5694307,8.5470192653,-2.1384172426,-1.4325930877
SRX5694308,-0.7746496877,-0.1648045381,0.049925419000000006
SRX5694309,-2.7772864872,-2.412063396,-0.8530769732
SRX5694310,-2.1785862413,-0.45470941260000003,0.06588176800000001
SRX5694311,-2.3871110368,-2.6598516723,-1.1962969357
SRX5694312,0.1964491354,-2.0377735328,1.1805175986
SRX5694313,-3.9575466644,0.5605361616,0.0344397316
SRX5694315,-0.1859059105,0.1743075567,0.0497336679
SRX5694317,-3.4259565362,-0.5895085829,0.4801215364
SRX5694319,-1.2307825203,0.659692881,0.1248055101
SRX5694320,-0.13343455510000002,-2.2304007271,-0.3918043912
SRX5694321,-0.3898728334,-0.41267954160000003,0.0971589638
SRX5694322,-0.13523706030000002,-3.4547757927,0.3781390592
SRX5694323,-1.4389121458,-0.41661073070000004,-0.0185690991
SRX5694324,-3.2159788615,-2.7255018573000003,-0.2968713899
SRX5694325,-1.7933453707,-0.7897777941,-0.2798995233
SRX5694326,2.7291751432,1.2566566301,0.2366626578
SRX5694327,-1.7016967169,-0.5078540578,0.1175635035
SRX5694328,-0.6417941658,0.606263977,0.0778313483
SRX5694329,-0.8793179865,-1.3331478933,-0.482735487
SRX5694330,-0.7425674508,0.7162399768000001,1.1987243344
SRX5694331,-2.8636824176,0.1946706988,0.3867353197
SRX5694332,-0.1821764204,0.3218313478,-0.0592366311
SRX5694334,-1.0278855847,0.6806147585,0.361309818
SRX5694335,-0.8312095716000001,-0.4144742954,0.1986005924
SRX5694336,-3.4060994876,-3.0723857148000002,-1.1852549083
SRX5694337,-2.1781454627,0.3983723062,0.31348030800000004
SRX5694338,-1.2840584479000001,0.8860046028,0.1895157472
SRX5694339,-0.4541120483,0.4438108868,0.0003915057
SRX5694340,-1.1442058635,1.4912068385000001,0.7509322677
SRX5694341,-3.0374257952,-3.1161678707,-1.2288856103999999
SRX5694342,-2.595286343,-2.1655086748,-2.0587907643
SRX5694343,0.1865237062,0.3941810271,0.5754528234
SRX5694344,-2.2369420193,-1.325842167,-0.5423701563000001
SRX5694345,0.3464264896,-0.0611737684,-0.0655542478
SRX5694346,0.5803344193000001,0.2110730023,-0.43426283600000004
SRX5694347,-0.3462030028,0.5280943687,0.27130681500000003
SRX5694348,-2.5740938533,0.8465819548,0.40267153240000003
SRX5694349,-3.9802766646,0.8234940753000001,0.0766455533
SRX5694350,-0.0336572463,0.7597553231,0.5938319508000001
SRX5694351,2.0834676912,-1.9352808826,-0.6893900788
SRX5694352,0.831019013,1.5388899106,0.3216071352
SRX5694353,2.4858003973000002,0.7038846178,0.1661161452
SRX5694354,-4.9883254106,0.8158469796000001,0.1536875017
SRX5694356,2.6667513714,0.5673388314,0.1318068886
SRX5694357,-3.8573548614,-2.8154013045,-2.0873112251
SRX5694358,1.7746594533,-1.8847473219,0.13625533880000001
SRX5694359,-0.3338502649,0.9755109533,0.1035761797
SRX5694360,1.0868583505,0.608860649,0.0686106756
SRX5694361,-3.2976286468,-3.4961042582,0.7751869361
SRX5694362,1.5499313438,0.36321162020000003,1.2666739765
SRX5694363,-0.9094267979,0.3558781377,0.8183508658
